,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
11216,3 995 000 kr,-95 000 kr (-2 %),Radhus,Bostadsrätt,5 rum,"114,5 m²",,Ja,,2000,,Ja,,"Radhus - Kista, Stockholms kommun - Såld 08 mars 2023",Stockholm,3 900 000 kr,RadHus,"Kista, Stockholms kommun", 08 mars 2023,11.308480738990665
11217,3 995 000 kr,-95 000 kr (-2 %),Radhus,Äganderätt,6 rum,107 m²,13 m²,,188 m²,1978,56 500 kr/år,,,"Radhus - Sollentuna Rotebro, Sollentuna kommun - Såld 08 mars 2023",Stockholm,3 900 000 kr,RadHus,"Sollentuna Rotebro, Sollentuna kommun", 08 mars 2023,16.448775396585635
11218,6 995 000 kr,-600 000 kr (-9 %),Kedjehus,Äganderätt,5 rum,160 m²,,,400 m²,1975,51 477 kr/år,,,"Kedjehus - Täby Kyrkby, Täby kommun - Såld 08 mars 2023",Stockholm,6 395 000 kr,RadHus,"Täby Kyrkby, Täby kommun", 08 mars 2023,18.82468695474574
11219,3 995 000 kr,-195 000 kr (-5 %),Radhus,Bostadsrätt,5 rum,129 m²,,,,2021,,Ja,,"Radhus - Glasberga Sjöstad, Södertälje kommun - Såld 07 mars 2023",Stockholm,3 800 000 kr,RadHus,"Glasberga Sjöstad, Södertälje kommun", 07 mars 2023,26.446993944372828
11220,4 195 000 kr,-145 000 kr (-3 %),Radhus,Tomträtt,4 rum,117 m²,19 m²,,252 m²,1973,36 300 kr/år,Ja,,"Radhus - Botkyrka-Slagsta, Botkyrka kommun - Såld 07 mars 2023",Stockholm,4 050 000 kr,RadHus,"Botkyrka-Slagsta, Botkyrka kommun", 07 mars 2023,14.190719725210913
11221,6 795 000 kr,-145 000 kr (-2 %),Parhus,Bostadsrätt,7 rum,135 m²,,,,2017,39 400 kr/år,Ja,,"Parhus - Spånga - Sundby, Stockholms kommun - Såld 07 mars 2023",Stockholm,6 650 000 kr,RadHus,"Sundby, Stockholms kommun", 07 mars 2023,10.078712475518483
11222,4 895 000 kr,-245 000 kr (-5 %),Kedjehus,Tomträtt,5 rum,132 m²,60 m²,,465 m²,1969,23 305 kr/år,,,"Kedjehus - Salem, Salems kommun - Såld 07 mars 2023",Stockholm,4 650 000 kr,RadHus,"Salem, Salems kommun", 07 mars 2023,22.22375660130049
11223,5 195 000 kr,-495 000 kr (-10 %),Kedjehus,Äganderätt,4 rum,113 m²,41 m²,,396 m²,1959,43 608 kr/år,Ja,,"Kedjehus - Tullinge, Botkyrka kommun - Såld 07 mars 2023",Stockholm,4 700 000 kr,RadHus,"Tullinge, Botkyrka kommun", 07 mars 2023,16.22987130823462
11224,3 695 000 kr,-345 000 kr (-9 %),Radhus,Äganderätt,7 rum,172 m²,23 m²,,219 m²,1975,48 413 kr/år,,,"Radhus - Skånsta, Österåkers kommun - Såld 06 mars 2023",Stockholm,3 350 000 kr,RadHus,"Skånsta, Österåkers kommun", 06 mars 2023,23.852102999857873
11225,5 250 000 kr,-250 000 kr (-5 %),Radhus,Äganderätt,,126 m²,,,243 m²,1974,51 842 kr/år,,,"Radhus - Ella Gård, Täby kommun - Såld 06 mars 2023",Stockholm,5 000 000 kr,RadHus,"Ella Gård, Täby kommun", 06 mars 2023,13.360629058056498
11226,2 900 000 kr,-150 000 kr (-5 %),Radhus,Bostadsrätt,5 rum,120 m²,,,,1967,22 100 kr/år,Ja,,"Radhus - Salem, Salems kommun - Såld 06 mars 2023",Stockholm,2 750 000 kr,RadHus,"Salem, Salems kommun", 06 mars 2023,22.22375660130049
11227,1 795 000 kr,-95 000 kr (-5 %),Radhus,Bostadsrätt,2 rum,51 m²,,,,2003,15 600 kr/år,Ja,,"Radhus - Norsborg, Botkyrka kommun - Såld 06 mars 2023",Stockholm,1 700 000 kr,RadHus,"Norsborg, Botkyrka kommun", 06 mars 2023,17.283780623936828
11228,4 395 000 kr,-195 000 kr (-4 %),Radhus,Äganderätt,5 rum,146 m²,,,246 m²,2008,38 540 kr/år,Ja,,"Radhus - Bro, Upplands-Bro kommun - Såld 06 mars 2023",Stockholm,4 200 000 kr,RadHus,"Bro, Upplands-Bro kommun", 06 mars 2023,32.21269751597232
11229,2 795 000 kr,-45 000 kr (-2 %),Radhus,Äganderätt,5 rum,92 m²,,,199 m²,1983,39 150 kr/år,,,"Radhus - Östra Steninge, Sigtuna kommun - Såld 06 mars 2023",Stockholm,2 750 000 kr,RadHus,"Östra Steninge, Sigtuna kommun", 06 mars 2023,35.11652843622286
11230,4 695 000 kr,-295 000 kr (-6 %),Radhus,Äganderätt,,133 m²,,Ja,212 m²,1976,16 701 kr/år,Ja,,"Radhus - Viksjö, Järfälla kommun - Såld 05 mars 2023",Stockholm,4 400 000 kr,RadHus,"Viksjö, Järfälla kommun", 05 mars 2023,18.13054118622004
11231,3 295 000 kr,-600 000 kr (-18 %),Radhus,Bostadsrätt,4 rum,111 m²,,,,2021,,Ja,,"Radhus - Tveta, Södertälje kommun - Såld 03 mars 2023",Stockholm,2 695 000 kr,RadHus,"Tveta, Södertälje kommun", 03 mars 2023,31.561827996350402
11232,3 795 000 kr,-50 000 kr (-1 %),Radhus,Bostadsrätt,5 rum,120 m²,,,,2021,26 545 kr/år,Ja,,"Radhus - Valsjöskogen Margretelund, Österåkers kommun - Såld 03 mars 2023",Stockholm,3 745 000 kr,RadHus,"Valsjöskogen Margretelund, Österåkers kommun", 03 mars 2023,21.223293345951042
11233,4 599 000 kr,-150 000 kr (-3 %),Radhus,Bostadsrätt,6 rum,121 m²,,,,2022,,Ja,,"Radhus - Vårberg, Stockholms kommun - Såld 03 mars 2023",Stockholm,4 449 000 kr,RadHus,"Vårberg, Stockholms kommun", 03 mars 2023,11.645377930265264
11234,3 695 000 kr,-245 000 kr (-7 %),Radhus,Äganderätt,5 rum,120 m²,,Ja,233 m²,1973,52 324 kr/år,,,"Radhus - Söra, Österåkers kommun - Såld 03 mars 2023",Stockholm,3 450 000 kr,RadHus,"Söra, Österåkers kommun", 03 mars 2023,21.943835710182334
11235,3 850 000 kr,-50 000 kr (-1 %),Radhus,Äganderätt,5 rum,114 m²,,,224 m²,1972,61 073 kr/år,,,"Radhus - Båthöjden, Nacka kommun - Såld 03 mars 2023",Stockholm,3 800 000 kr,RadHus,"Båthöjden, Nacka kommun", 03 mars 2023,11.341217955057285
11236,3 995 000 kr,-195 000 kr (-5 %),Radhus,Äganderätt,5 rum,123 m²,,,134 m²,1982,38 620 kr/år,,,"Radhus - Steninge, Sigtuna kommun - Såld 03 mars 2023",Stockholm,3 800 000 kr,RadHus,"Steninge, Sigtuna kommun", 03 mars 2023,35.32230824418784
11237,4 995 000 kr,-145 000 kr (-3 %),Radhus,Bostadsrätt,6 rum,163 m²,,,,2017,32 784 kr/år,Ja,"1 av 1, hiss finns ej","Radhus - Runö Backe, Österåkers kommun - Såld 03 mars 2023",Stockholm,4 850 000 kr,RadHus,"Runö Backe, Österåkers kommun", 03 mars 2023,33.93620872873252
11238,3 175 000 kr,-155 000 kr (-5 %),Radhus,Bostadsrätt,3 rum,"84,5 m²",,,,1982,28 428 kr/år,Ja,,"Radhus - Mörtvik / Skogås, Huddinge kommun - Såld 02 mars 2023",Stockholm,3 020 000 kr,RadHus,"Mörtvik / Skogås, Huddinge kommun", 02 mars 2023,12.71061279826193
11239,5 300 000 kr,-100 000 kr (-2 %),Kedjehus,Äganderätt,6 rum,123 m²,,,649 m²,1958,25 800 kr/år,,,"Kedjehus - Vattmyra, Järfälla kommun - Såld 02 mars 2023",Stockholm,5 200 000 kr,RadHus,"Vattmyra, Järfälla kommun", 02 mars 2023,17.84546370107304
11240,6 250 000 kr,-450 000 kr (-7 %),Parhus,Äganderätt,4 rum,114 m²,12 m²,,204 m²,1975,51 300 kr/år,,,"Parhus - Ella Gård, Täby kommun - Såld 02 mars 2023",Stockholm,5 800 000 kr,RadHus,"Ella Gård, Täby kommun", 02 mars 2023,13.360629058056498
11241,4 295 000 kr,-95 000 kr (-2 %),Parhus,Bostadsrätt,5 rum,118 m²,6 m²,Ja,,2012,19 680 kr/år,Ja,,"Parhus - Bollstanäs, Upplands Väsby kommun - Såld 02 mars 2023",Stockholm,4 200 000 kr,RadHus,"Bollstanäs, Upplands Väsby kommun", 02 mars 2023,20.726017747155478
11242,4 495 000 kr,-345 000 kr (-8 %),Kedjehus,Tomträtt,6 rum,127 m²,30 m²,,358 m²,1967,34 410 kr/år,,,"Kedjehus - Salem, Salems kommun - Såld 01 mars 2023",Stockholm,4 150 000 kr,RadHus,"Salem, Salems kommun", 01 mars 2023,22.22375660130049
11243,3 300 000 kr,-50 000 kr (-2 %),Radhus,Tomträtt,5 rum,119 m²,,,334 m²,1971,53 172 kr/år,Ja,,"Radhus - Spånga - Tensta, Stockholms kommun - Såld 01 mars 2023",Stockholm,3 250 000 kr,RadHus,"Tensta, Stockholms kommun", 01 mars 2023,12.370719926720174
11244,4 295 000 kr,-45 000 kr (-1 %),Radhus,Äganderätt,6 rum,126 m²,,,132 m²,1975,57 987 kr/år,,,"Radhus - Tullinge Parkhem, Botkyrka kommun - Såld 01 mars 2023",Stockholm,4 250 000 kr,RadHus,"Tullinge Parkhem, Botkyrka kommun", 01 mars 2023,16.10820941725196
11245,3 995 000 kr,-295 000 kr (-7 %),Radhus,Äganderätt,5 rum,105 m²,54 m²,,245 m²,1960,58 103 kr/år,,,"Radhus - Centrala Väsby, Upplands Väsby kommun - Såld 01 mars 2023",Stockholm,3 700 000 kr,RadHus,"Centrala Väsby, Upplands Väsby kommun", 01 mars 2023,23.126422207453558
11246,4 995 000 kr,-495 000 kr (-10 %),Radhus,Bostadsrätt,5 rum,137 m²,,,,2018,21 000 kr/år,Ja,,"Radhus - Lövsättra, Vallentuna kommun - Såld 01 mars 2023",Stockholm,4 500 000 kr,RadHus,"Lövsättra, Vallentuna kommun", 01 mars 2023,20.059618952402303
11247,2 995 000 kr,-95 000 kr (-3 %),Radhus,Bostadsrätt,4 rum,76 m²,,,,2016,,Ja,,"Radhus - Stäket, Järfälla kommun - Såld 01 mars 2023",Stockholm,2 900 000 kr,RadHus,"Stäket, Järfälla kommun", 01 mars 2023,22.698994874536552
11248,7 995 000 kr,-185 000 kr (-2 %),Radhus,Äganderätt,4 rum,123 m²,,,105 m²,2016,27 131 kr/år,,,"Radhus - Ulriksdal, Solna kommun - Såld 01 mars 2023",Stockholm,7 810 000 kr,RadHus,"Ulriksdal, Solna kommun", 01 mars 2023,7.390618245575329
11249,4 450 000 kr,-150 000 kr (-3 %),Radhus,Äganderätt,4 rum,124 m²,,,322 m²,1974,58 903 kr/år,,,"Radhus - Vällingby - Kälvesta, Stockholms kommun - Såld 01 mars 2023",Stockholm,4 300 000 kr,RadHus,"Kälvesta, Stockholms kommun", 01 mars 2023,13.954418234395128
11250,4 250 000 kr,-50 000 kr (-1 %),Radhus,Bostadsrätt,5 rum,107 m²,,Ja,,2022,,Ja,,"Radhus - Eds Allé, Upplands Väsby kommun - Såld 01 mars 2023",Stockholm,4 200 000 kr,RadHus,"Eds Allé, Upplands Väsby kommun", 01 mars 2023,23.55481787421802
11251,4 295 000 kr,-295 000 kr (-7 %),Kedjehus,Äganderätt,6 rum,123 m²,18 m²,,289 m²,1979,51 400 kr/år,,,"Kedjehus - Vretarna, Botkyrka kommun - Såld 01 mars 2023",Stockholm,4 000 000 kr,RadHus,"Vretarna, Botkyrka kommun", 01 mars 2023,19.232787689077888
11252,7 995 000 kr,-335 000 kr (-4 %),Radhus,Äganderätt,6 rum,127 m²,,,165 m²,2009,35 300 kr/år,Ja,,"Radhus - Beckomberga, Stockholms kommun - Såld 28 februari 2023",Stockholm,7 660 000 kr,RadHus,"Beckomberga, Stockholms kommun", 28 februari 2023,10.692182195445417
11253,3 695 000 kr,-595 000 kr (-16 %),Radhus,Äganderätt,4 rum,124 m²,,,162 m²,1970,49 425 kr/år,,,"Radhus - Västerhaninge, Haninge kommun - Såld 28 februari 2023",Stockholm,3 100 000 kr,RadHus,"Västerhaninge, Haninge kommun", 28 februari 2023,22.71049933189332
11254,4 490 000 kr,-290 000 kr (-6 %),Parhus,Bostadsrätt,5 rum,127 m²,,Ja,,2017,,Ja,,"Parhus - Kallhäll, Järfälla kommun - Såld 28 februari 2023",Stockholm,4 200 000 kr,RadHus,"Kallhäll, Järfälla kommun", 28 februari 2023,20.627503869858234
11255,3 650 000 kr,-145 000 kr (-4 %),Radhus,Tomträtt,6 rum,136 m²,,Ja,228 m²,1973,33 628 kr/år,Ja,,"Radhus - Botkyrka-alby, Botkyrka kommun - Såld 28 februari 2023",Stockholm,3 505 000 kr,RadHus,"Botkyrka-alby, Botkyrka kommun", 28 februari 2023,17.304383117471048
11256,5 895 000 kr,-195 000 kr (-3 %),Par-/kedje-/radhus,Bostadsrätt,5 rum,133 m²,,,,2020,26 400 kr/år,Ja,,"Par-/kedje-/radhus - Huddinge - Högmora, Huddinge kommun - Såld 28 februari 2023",Stockholm,5 700 000 kr,RadHus,"Högmora, Huddinge kommun", 28 februari 2023,9.874817860959501
11257,5 050 000 kr,-300 000 kr (-6 %),Parhus,Äganderätt,5 rum,112 m²,,,"227,5 m²",1989,51 264 kr/år,Ja,,"Parhus - Trångsund, Huddinge kommun - Såld 28 februari 2023",Stockholm,4 750 000 kr,RadHus,"Trångsund, Huddinge kommun", 28 februari 2023,11.354770352295533
11258,4 195 000 kr,-195 000 kr (-5 %),Kedjehus,Äganderätt,5 rum,130 m²,,,402 m²,1978,65 181 kr/år,,,"Kedjehus - Lindholmen, Vallentuna kommun - Såld 28 februari 2023",Stockholm,4 000 000 kr,RadHus,"Lindholmen, Vallentuna kommun", 28 februari 2023,28.951314698086478
11259,5 895 000 kr,-195 000 kr (-3 %),Parhus,Bostadsrätt,5 rum,133 m²,,,,2020,15 600 kr/år,,,"Parhus - Högmora, Huddinge kommun - Såld 28 februari 2023",Stockholm,5 700 000 kr,RadHus,"Högmora, Huddinge kommun", 28 februari 2023,9.874817860959501
11260,5 795 000 kr,-820 000 kr (-14 %),Radhus,Äganderätt,6 rum,114 m²,54 m²,Ja,126 m²,1967,65 100 kr/år,Ja,,"Radhus - Kälvesta, Stockholms kommun - Såld 28 februari 2023",Stockholm,4 975 000 kr,RadHus,"Kälvesta, Stockholms kommun", 28 februari 2023,13.954418234395128
11261,3 290 000 kr,-90 000 kr (-3 %),Radhus,Bostadsrätt,5 rum,99 m²,,,,2022,,Ja,,"Radhus - STENINGE SLOTTSBY, Sigtuna kommun - Såld 28 februari 2023",Stockholm,3 200 000 kr,RadHus,"STENINGE SLOTTSBY, Sigtuna kommun", 28 februari 2023,35.31156447463613
11262,2 295 000 kr,-95 000 kr (-4 %),Radhus,Bostadsrätt,4 rum,94 m²,,Ja,,1983,9 600 kr/år,Ja,,"Radhus - Västerhaninge, Haninge kommun - Såld 28 februari 2023",Stockholm,2 200 000 kr,RadHus,"Västerhaninge, Haninge kommun", 28 februari 2023,22.71049933189332
11263,3 795 000 kr,-145 000 kr (-4 %),Radhus,Äganderätt,5 rum,133 m²,,,191 m²,1973,47 700 kr/år,,,"Radhus - Brandbergen, Haninge kommun - Såld 27 februari 2023",Stockholm,3 650 000 kr,RadHus,"Brandbergen, Haninge kommun", 27 februari 2023,18.15704274089121
11264,6 800 000 kr,-500 000 kr (-7 %),Radhus,Bostadsrätt,5 rum,101 m²,,Ja,,1951,,Ja,,"Radhus - Blackeberg, Stockholms kommun - Såld 27 februari 2023",Stockholm,6 300 000 kr,RadHus,"Blackeberg, Stockholms kommun", 27 februari 2023,11.033249551434613
11265,4 975 000 kr,-375 000 kr (-8 %),Kedjehus,Äganderätt,4 rum,103 m²,10 m²,,208 m²,1968,35 147 kr/år,Ja,,"Kedjehus - Norrviken, Sollentuna kommun - Såld 27 februari 2023",Stockholm,4 600 000 kr,RadHus,"Norrviken, Sollentuna kommun", 27 februari 2023,17.018250682402243
11266,5 195 000 kr,-545 000 kr (-10 %),Kedjehus,Äganderätt,3 rum,80 m²,,,334 m²,1994,33 043 kr/år,,,"Kedjehus - Täby Kyrkby, Täby kommun - Såld 27 februari 2023",Stockholm,4 650 000 kr,RadHus,"Täby Kyrkby, Täby kommun", 27 februari 2023,18.82468695474574
11267,3 995 000 kr,-145 000 kr (-4 %),Radhus,Äganderätt,4 rum,90 m²,,,115 m²,1972,43 394 kr/år,,,"Radhus - Täby Kyrkby, Täby kommun - Såld 27 februari 2023",Stockholm,3 850 000 kr,RadHus,"Täby Kyrkby, Täby kommun", 27 februari 2023,18.82468695474574
11268,5 495 000 kr,-195 000 kr (-4 %),Par-/kedje-/radhus,Bostadsrätt,5 rum,126 m²,,,,2001,24 300 kr/år,Ja,,"Par-/kedje-/radhus - Vendelsö, Haninge kommun - Såld 26 februari 2023",Stockholm,5 300 000 kr,RadHus,"Vendelsö, Haninge kommun", 26 februari 2023,16.1768868259903
11269,3 995 000 kr,-95 000 kr (-2 %),Radhus,Äganderätt,5 rum,121 m²,,,204 m²,1972,66 292 kr/år,,,"Radhus - Åkerstorp, Österåkers kommun - Såld 26 februari 2023",Stockholm,3 900 000 kr,RadHus,"Åkerstorp, Österåkers kommun", 26 februari 2023,22.833912276923623
11270,4 825 000 kr,-34 000 kr (-1 %),Radhus,Äganderätt,5 rum,141 m²,12 m²,,490 m²,1968,44 594 kr/år,,,"Radhus - Rickeby, Vallentuna kommun - Såld 25 februari 2023",Stockholm,4 791 000 kr,RadHus,"Rickeby, Vallentuna kommun", 25 februari 2023,22.688362183796748
11271,4 995 000 kr,-745 000 kr (-15 %),Radhus,Äganderätt,5 rum,119 m²,,,119 m²,1992,52 695 kr/år,,,"Radhus - Ösbydalen, Värmdö kommun - Såld 25 februari 2023",Stockholm,4 250 000 kr,RadHus,"Ösbydalen, Värmdö kommun", 25 februari 2023,19.160150823954947
11272,8 650 000 kr,-100 000 kr (-1 %),Radhus,Äganderätt,4 rum,104 m²,,,129 m²,1967,50 400 kr/år,,,"Radhus - Djursholm, Danderyds kommun - Såld 25 februari 2023",Stockholm,8 550 000 kr,RadHus,"Djursholm, Danderyds kommun", 25 februari 2023,8.104883275107976
11273,3 995 000 kr,-170 000 kr (-4 %),Kedjehus,Äganderätt,5 rum,120 m²,20 m²,,314 m²,1973,76 350 kr/år,Ja,,"Kedjehus - Hässelby Norra Villastad, Stockholms kommun - Såld 24 februari 2023",Stockholm,3 825 000 kr,RadHus,"Hässelby Norra Villastad, Stockholms kommun", 24 februari 2023,not found
11274,5 495 000 kr,-145 000 kr (-3 %),Kedjehus,Bostadsrätt,5 rum,137 m²,,Ja,,2013-2015,20 000 kr/år,Ja,,"Kedjehus - Kista, Stockholms kommun - Såld 24 februari 2023",Stockholm,5 350 000 kr,RadHus,"Kista, Stockholms kommun", 24 februari 2023,11.308480738990665
11275,5 100 000 kr,-310 000 kr (-6 %),Parhus,Bostadsrätt,5 rum,137 m²,,,,2017,12 512 kr/år,Ja,,"Parhus - Skälby, Järfälla kommun - Såld 24 februari 2023",Stockholm,4 790 000 kr,RadHus,"Skälby, Järfälla kommun", 24 februari 2023,14.968832716922062
11276,5 495 000 kr,-70 000 kr (-1 %),Radhus,Äganderätt,6 rum,133 m²,16 m²,,125 m²,1979,58 557 kr/år,,,"Radhus - Östra Orminge, Nacka kommun - Såld 24 februari 2023",Stockholm,5 425 000 kr,RadHus,"Östra Orminge, Nacka kommun", 24 februari 2023,11.069869630595957
11277,3 800 000 kr,-100 000 kr (-3 %),Radhus,Äganderätt,5 rum,114 m²,"8,5 m²",,272 m²,1971,38 987 kr/år,,,"Radhus - Sigtuna - Hällsbo, Sigtuna kommun - Såld 24 februari 2023",Stockholm,3 700 000 kr,RadHus,"Hällsbo, Sigtuna kommun", 24 februari 2023,39.72310343394583
11278,5 495 000 kr,-445 000 kr (-8 %),Parhus,Äganderätt,5 rum,107 m²,20 m²,,359 m²,1987,58 800 kr/år,,,"Parhus - Fruvik, Värmdö kommun - Såld 24 februari 2023",Stockholm,5 050 000 kr,RadHus,"Fruvik, Värmdö kommun", 24 februari 2023,23.065582081073057
11279,5 495 000 kr,-195 000 kr (-4 %),Parhus,Bostadsrätt,5 rum,138 m²,,,,2013,,Ja,,"Parhus - Glömsta, Huddinge kommun - Såld 24 februari 2023",Stockholm,5 300 000 kr,RadHus,"Glömsta, Huddinge kommun", 24 februari 2023,12.86173095350289
11280,7 150 000 kr,-300 000 kr (-4 %),Radhus,Äganderätt,6 rum,137 m²,16 m²,,628 m²,1957,82 000 kr/år,,,"Radhus - Vällingbyhöjden, Stockholms kommun - Såld 24 februari 2023",Stockholm,6 850 000 kr,RadHus,"Vällingbyhöjden, Stockholms kommun", 24 februari 2023,0.0
11281,3 695 000 kr,-95 000 kr (-3 %),Radhus,Bostadsrätt,4 rum,100 m²,,,,,19 911 kr/år,Ja,,"Radhus - Västerhaninge, Haninge kommun - Såld 23 februari 2023",Stockholm,3 600 000 kr,RadHus,"Västerhaninge, Haninge kommun", 23 februari 2023,22.71049933189332
11282,3 995 000 kr,-45 000 kr (-1 %),Radhus,Äganderätt,4 rum,98 m²,14 m²,,108 m²,1960,58 500 kr/år,Ja,,"Radhus - Edsängen, Sollentuna kommun - Såld 23 februari 2023",Stockholm,3 950 000 kr,RadHus,"Edsängen, Sollentuna kommun", 23 februari 2023,15.518989388281957
11283,2 995 000 kr,-545 000 kr (-18 %),Radhus,Äganderätt,2 rum,63 m²,,,239 m²,1991,25 848 kr/år,Ja,,"Radhus - Åkersberga centralt, Österåkers kommun - Såld 23 februari 2023",Stockholm,2 450 000 kr,RadHus,"Åkersberga centralt, Österåkers kommun", 23 februari 2023,not found
11284,7 950 000 kr,-500 000 kr (-6 %),Kedjehus,Äganderätt,4 rum,134 m²,20 m²,,381 m²,1976,42 907 kr/år,Ja,,"Kedjehus - Enebyberg, Danderyds kommun - Såld 23 februari 2023",Stockholm,7 450 000 kr,RadHus,"Enebyberg, Danderyds kommun", 23 februari 2023,11.956537878498196
11285,3 095 000 kr,-95 000 kr (-3 %),Radhus,Äganderätt,5 rum,94 m²,23 m²,,224 m²,1958,49 685 kr/år,,,"Radhus - Hässelby Gård, Stockholms kommun - Såld 23 februari 2023",Stockholm,3 000 000 kr,RadHus,"Hässelby Gård, Stockholms kommun", 23 februari 2023,13.741321623975464
