typeProperty,typeOfForm,rooms,size_x100,bisize_x100,balkong,tomtarea_x10000,buildArea,uteplats,floor,type,distance_from_city_center,price_evolution_numbers_per_million,asking_price_per_million,cost_per_year_x1000,price_per_m2_x10000,elevator
7,2,3.0,0.82,0.0,1,0.0,1.97,1,0.0,0,17.018250682402243,0.02,3.495,18.0,4.262195121951219,0.0
3,2,4.0,1.0,0.0,1,0.0,1.998,1,0.0,0,18.40535668943476,0.045,3.765,13.11,3.765,0.0
9,5,2.0,0.36,0.45,1,0.2078,1.986,0,0.0,1,2.1843622222793844,0.405,1.295,43.725,1.5987654320987654,0.0
4,2,3.0,0.63,0.0,1,0.0,0.0,0,4.0,3,16.22987130823462,0.95,3.45,8.4,5.476190476190476,1.0
9,5,3.0,0.69,0.0,1,0.2961,1.967,0,0.0,1,2.204311024301888,0.11,4.09,20.493,5.927536231884058,0.0
1,5,3.0,0.51,0.0,1,0.1731,1.968,0,0.0,1,3.355186904519856,0.185,0.775,10.83,1.5196078431372548,0.0
9,5,4.0,1.0,0.0,1,0.1456,1.935,0,0.0,1,2.204311024301888,-0.08,2.18,35.8,2.18,0.0
7,5,5.0,1.14,0.25,1,0.0194,1.981,1,0.0,0,18.13054118622004,0.35,4.85,47.732,3.489208633093525,0.0
4,2,2.0,0.485,0.0,1,0.0,2.022,0,0.5,3,37.45265937797935,0.105,2.995,4.5,6.175257731958763,1.0
0,5,6.0,1.62,0.0,1,0.4538,1.901,0,0.0,1,8.940762407424922,-0.95,9.95,21.0,6.141975308641976,0.0
1,5,4.0,0.9,0.0,1,0.0539,1.968,0,0.0,1,7.426201356059989,1.4,4.1,44.039,4.5555555555555545,0.0
1,5,3.0,0.53,0.0,1,0.477,1.957,0,0.0,1,1.094778948837072,1.105,4.995,16.67,9.424528301886792,0.0
8,5,4.0,1.0,0.2,1,0.0808,1.964,0,0.0,2,32.576270384523404,-0.195,5.795,0.0,4.829166666666667,0.0
1,5,5.0,0.7,0.0,1,0.4549,1.95,1,0.0,1,11.992775626272657,0.85,2.85,15.91,4.071428571428572,0.0
1,1,2.0,0.2,0.0,1,0.0323,1.983,0,0.0,1,17.98889249892762,-0.165,0.695,8.1,3.475,0.0
8,5,6.0,2.01,0.09,1,0.0799,1.979,0,0.0,2,83.97525550615353,-1.45,13.75,42.4,6.547619047619049,0.0
1,5,2.0,0.46,0.0,1,0.3131,1.975,0,0.0,1,16.532718300506904,-0.025,0.695,8.18,1.5108695652173914,0.0
0,5,2.0,0.5,0.0,1,0.2926,1.962,0,0.0,1,13.331821071900311,-0.225,1.15,19.197,2.3,0.0
8,2,5.0,1.2,0.0,1,0.0,2.022,0,0.0,2,22.71049933189332,-0.045,2.795,0.0,2.3291666666666666,0.0
3,5,4.0,1.41,0.0,1,0.0321,1.981,0,0.0,0,13.568880017822565,-0.395,7.495,56.888,5.315602836879433,0.0
6,2,5.0,1.32,0.0,1,0.0,2.019,1,0.0,0,29.098066677215986,-0.095,4.295,28.824,3.253787878787879,0.0
1,1,3.0,0.88,0.35,1,0.25,1.965,0,0.0,1,12.71061279826193,-0.25,1.45,11.0,1.178861788617886,0.0
1,5,3.0,0.4,0.0,1,0.0476,1.968,0,0.0,1,28.239827449778776,0.045,1.495,22.894,3.7375,0.0
7,0,3.0,0.935,0.0,1,0.0,1.993,1,0.0,0,18.40091598834977,0.155,3.595,18.0,3.844919786096257,0.0
3,5,5.0,1.17,0.0,1,0.0132,1.974,0,0.0,0,14.267008297949957,-0.25,5.25,55.5,4.487179487179487,0.0
1,5,3.0,0.65,0.0,1,0.176,1.975,0,0.0,1,17.426886775071083,0.03,1.895,20.2,2.9153846153846152,0.0
8,5,5.0,1.19,0.0,1,0.024,1.974,0,0.0,2,78.81887694743425,-0.145,3.995,51.638,3.357142857142857,0.0
3,5,8.0,1.33,0.35,1,0.017,1.981,1,0.0,0,19.36328695877675,-0.11,4.25,52.9,2.5297619047619047,0.0
4,2,1.0,0.38,0.0,0,0.0,1.997,0,0.5,3,26.38400341068865,-0.045,1.895,5.88,4.986842105263158,1.0
1,5,2.0,0.45,0.0,1,0.4168,1.963,1,0.0,1,1.4211754666395584,0.35,1.5,12.6,3.333333333333333,0.0
1,5,3.0,0.54,0.0,1,0.1588,1.979,0,0.0,1,2.204311024301888,0.36,1.65,30.02,3.055555555555556,0.0
4,2,3.0,0.82,0.0,1,0.0,1.992,0,0.6666666666666666,3,6.052940026743428,-0.245,4.495,7.0,5.481707317073171,1.0
3,5,5.0,1.23,0.3,1,0.0289,1.982,0,0.0,0,17.156978084722958,0.105,5.495,47.736,3.5915032679738563,0.0
4,2,2.0,0.41,0.0,1,0.0,1.943,0,1.0,3,18.13054118622004,0.455,2.595,16.98,6.329268292682928,0.0
1,5,3.0,0.46,0.0,1,0.19,1.979,0,0.0,1,2.8027107776719475,0.5,1.75,21.65,3.804347826086957,0.0
4,2,3.0,0.76,0.0,1,0.0,1.963,0,1.0,3,18.82468695474574,-0.325,3.095,7.87,4.072368421052631,1.0
8,5,6.0,2.11,0.25,1,0.126,2.019,1,0.0,2,65.1584447988484,0.205,7.195,21.174,3.048728813559322,0.0
1,5,2.0,0.45,0.0,1,0.1889,1.966,0,0.0,1,0.0,0.055,1.295,35.878,2.8777777777777778,0.0
7,2,2.0,0.6,0.0,1,0.0,1.986,0,1.0,0,15.195942918870436,0.705,3.495,15.2,5.825,0.0
3,5,6.0,1.42,0.0,1,0.0546,1.976,0,0.0,0,18.13054118622004,-0.42,6.195,49.92,4.362676056338028,0.0
8,5,0.0,1.86,0.32,1,0.0872,1.991,1,0.0,2,61.32121938490884,-0.8,17.8,0.0,8.165137614678898,0.0
8,5,5.0,1.24,0.51,1,0.12699,1.964,0,0.0,2,37.45265937797935,-0.695,5.795,88.28,3.311428571428572,0.0
8,5,6.0,2.13,0.17,1,0.106,1.978,0,0.0,2,27.371482281576643,-0.25,6.25,48.556,2.717391304347826,0.0
8,5,5.0,1.6,0.0,1,0.1649,1.998,0,0.0,2,31.5618279963504,0.115,7.495,50.5,4.684375,0.0
0,5,3.0,0.42,0.0,1,0.184,1.963,0,0.0,1,21.438575678975795,-0.09,1.45,10.4,3.452380952380953,0.0
7,5,4.0,1.29,0.115,1,0.0158,1.981,1,0.0,0,13.323990309370709,-0.43,5.85,55.36,4.1637010676156585,0.0
7,2,3.0,0.79,0.0,1,0.0,1.975,1,0.0,0,10.571707866539828,0.05,3.95,9.156,5.0,0.0
1,5,3.0,0.49,0.0,1,0.2352,1.937,0,0.0,1,6.27212878997196,2.875,8.975,17.486,18.316326530612244,0.0
1,5,2.0,0.36,0.0,1,0.3132,1.96,0,0.0,1,59.37033884818055,-0.1,1.75,6.894,4.861111111111111,0.0
8,5,3.5,0.91,0.0,1,0.0968,1.929,0,0.0,2,31.355403594200844,-0.355,5.975,27.508,6.565934065934066,0.0
4,2,3.0,0.665,0.0,1,0.0,1.961,0,0.3333333333333333,3,11.912436874700854,0.026,1.395,0.0,2.097744360902256,1.0
7,5,5.0,1.14,0.41,1,0.0174,1.956,1,0.0,0,6.441648052936902,0.505,7.995,31.814,5.158064516129032,0.0
8,5,6.0,1.25,0.47,1,0.507,1.985,0,0.0,2,64.44096555764919,-0.695,6.495,59.05,3.776162790697674,0.0
8,5,4.0,1.48,0.33,1,0.0922,1.973,0,0.0,2,28.99665349302636,-0.99,7.99,53.577,4.414364640883978,0.0
8,5,5.0,1.21,0.19,1,0.035,2.001,1,0.0,2,27.13350191513437,-0.19,5.59,37.63,3.992857142857143,0.0
1,5,5.0,0.98,0.0,1,0.6564,1.973,0,0.0,1,3.8711692517311422,0.3,6.5,35.435,6.63265306122449,0.0
4,2,1.5,0.4,0.0,1,0.0,1.928,0,0.6,3,37.23571944110043,0.305,3.795,10.9,9.4875,1.0
7,5,2.0,0.69,0.0,1,0.0151,1.978,0,0.0,0,20.59768325769976,0.125,2.5,35.0,3.6231884057971016,0.0
1,1,2.0,0.26,0.0,1,0.0645,1.919,0,0.0,1,0.0,0.55,1.495,16.401,5.75,0.0
4,2,2.0,0.42,0.0,1,0.0,1.952,0,0.8461538461538461,3,20.72601774715548,0.08,1.695,4.5,4.035714285714286,1.0
4,2,4.0,1.08,0.0,1,0.0,1.9,0,0.4,3,11.833776751359272,-0.195,4.995,12.204,4.625,1.0
4,2,2.0,0.46,0.0,1,0.0,1.968,0,2.0,3,13.209627073748813,0.205,4.295,0.0,9.33695652173913,1.0
8,5,7.0,1.45,0.44,1,0.0411,1.965,0,0.0,2,63.09756121649436,2.0,11.5,43.75,6.084656084656085,0.0
7,4,4.0,0.88,0.13,1,0.0224,1.958,1,0.0,0,13.741321623975464,-0.3,3.95,55.122,3.910891089108911,0.0
8,5,6.0,1.8,0.0,1,0.0988,1.995,0,0.0,2,45.90376140600314,-0.6,11.5,0.0,6.388888888888889,0.0
7,5,5.0,1.18,0.0,1,0.0137,1.986,0,0.0,0,12.240099907881309,-0.05,5.15,36.4,4.364406779661017,0.0
1,5,3.0,0.66,0.0,1,0.215,1.973,0,0.0,1,2.9731945329779004,0.305,1.695,16.826,2.568181818181818,0.0
4,2,1.5,0.4,0.0,0,0.0,0.0,0,0.6666666666666666,3,16.22987130823462,-0.045,3.495,0.0,8.7375,0.0
6,5,6.0,1.66,0.0,1,0.0404,1.993,0,0.0,0,13.568880017822565,-0.395,6.495,62.292,3.912650602409639,0.0
7,2,5.0,1.28,0.0,1,0.0,2.008,1,0.0,0,0.0,-0.395,5.195,27.26,4.05859375,0.0
8,5,3.0,1.01,0.0,1,0.1009,2.001,0,0.0,2,36.76714777461943,0.305,4.395,32.609,4.351485148514851,0.0
8,5,8.0,1.65,0.0,1,0.0609,1.972,1,0.0,2,87.02560715361037,0.105,3.995,42.403,2.4212121212121214,0.0
4,2,3.0,0.87,0.0,0,0.0,1.901,0,0.3333333333333333,3,7.663831221551214,-0.35,8.75,10.5,10.057471264367816,1.0
8,5,7.0,1.55,0.0,1,0.08,1.986,1,0.0,2,29.30765983955208,-0.65,4.75,35.92,3.064516129032258,0.0
4,2,3.0,0.87,0.12,1,0.0,2.022,0,1.0,3,74.44904544543692,-0.125,8.95,9.648,9.040404040404042,1.0
4,2,1.0,0.445,0.0,1,0.0,1.952,0,0.3333333333333333,3,12.184815656800954,-0.1,2.4,6.8,5.393258426966292,0.0
4,2,2.0,0.77,0.0,1,0.0,1.939,0,2.0,3,28.46692736121598,-0.295,8.495,14.7,11.032467532467532,1.0
6,2,4.0,1.13,0.0,1,0.0,2.019,1,0.0,0,12.192310931783268,0.605,5.995,25.836,5.305309734513275,0.0
7,2,4.0,0.95,0.0,1,0.0,1.98,1,0.0,0,18.13054118622004,-0.295,3.195,8.64,3.363157894736842,0.0
7,2,4.0,0.83,0.0,1,0.0,1.962,1,0.0,0,8.940762407424922,0.6,4.5,6.0,5.421686746987952,0.0
7,0,5.0,1.01,0.12,1,0.0,1.952,1,0.0,0,10.910460586761152,0.355,6.495,0.0,5.747787610619469,0.0
7,5,4.0,1.01,0.0,1,0.028,1.966,1,0.0,0,47.26463406409111,0.205,3.495,63.016,3.4603960396039604,0.0
7,5,6.0,1.29,0.09,1,0.0248,1.979,0,0.0,0,15.290417543954948,0.105,3.895,39.072,2.822463768115942,0.0
4,2,2.5,0.66,0.0,1,0.0,0.0,0,0.25,3,77.45031957903805,0.6,6.25,0.0,9.469696969696969,1.0
8,5,4.0,1.32,0.04,1,0.045,1.969,1,0.0,2,28.075776721512987,-0.595,4.395,39.913,3.231617647058824,0.0
8,5,8.0,1.79,0.0,1,0.1006,1.986,1,0.0,2,72.72447270889862,-0.06,8.985,58.771,5.0195530726256985,0.0
2,5,3.0,1.82,0.04,1,23.0,1.997,0,0.0,2,98.62103195127165,0.255,4.995,0.0,2.685483870967742,0.0
7,2,6.0,1.18,0.0,1,0.0,1.99,0,0.0,0,23.49618078106516,-0.03,3.05,0.0,2.5847457627118646,0.0
8,5,6.0,1.14,1.14,1,0.1032,1.972,0,0.0,2,60.70480763502802,-0.15,6.5,45.7,2.8508771929824563,0.0
1,5,4.0,0.68,0.0,1,0.2298,1.967,0,0.0,1,5.508183182864403,0.235,2.995,19.796,4.404411764705882,0.0
1,5,3.0,0.55,0.02,1,0.1616,1.969,1,0.0,1,1.094778948837072,0.02,1.995,12.067,3.499999999999999,0.0
9,5,3.0,1.06,0.0,1,0.4289,1.966,0,0.0,1,15.884606867872265,-0.195,3.195,22.6,3.0141509433962264,0.0
6,2,4.0,1.07,0.0,1,0.0,2.021,1,0.0,0,28.352817894852222,-0.145,3.495,15.9,3.266355140186916,0.0
7,5,5.0,1.22,0.0,1,0.0184,1.971,1,0.0,0,30.67743722984237,0.205,2.495,24.7,2.045081967213114,0.0
9,5,2.0,0.43,0.1,1,0.3216,1.972,0,0.0,2,40.7892366679098,-0.495,3.495,25.369,6.594339622641509,0.0
9,5,6.0,0.81,0.82,1,0.1525,1.969,0,0.0,1,3.71167689884212,-0.2,3.2,36.5,1.96319018404908,0.0
7,2,4.0,0.884,0.0,1,0.0,1.954,0,0.0,0,11.992775626272657,0.76,4.69,6.12,5.3054298642533935,0.0
7,2,5.0,1.8,0.0,1,0.0,2.016,1,0.0,0,3.3269467817708667,-2.1,22.95,10.392,12.75,0.0
3,5,5.0,1.37,0.0,1,0.042,1.965,0,0.0,0,16.448775396585635,0.155,5.995,0.0,4.375912408759124,0.0
6,2,6.0,1.13,0.175,1,0.0,2.019,0,0.0,0,21.33104225839609,-0.045,5.695,10.096,4.363984674329502,0.0
0,5,4.0,0.35,0.0,1,0.42,1.949,0,0.0,1,7.676123017301106,-1.05,5.95,20.244,17.0,0.0
1,5,3.0,0.49,0.0,1,0.2365,1.962,0,0.0,1,8.940762407424922,0.35,3.0,0.0,6.122448979591836,0.0
8,5,4.0,1.25,0.0,1,0.2663,2.005,0,0.0,2,28.075776721512987,0.705,4.795,23.92,3.836,0.0
1,1,3.0,0.4,0.0,1,0.0454,1.965,0,0.0,1,2.960772000763651,0.125,0.895,11.288,2.2375,0.0
8,5,3.0,0.98,0.0,1,0.33,1.953,0,0.0,2,61.216626144008494,0.9,3.15,30.956,3.214285714285714,0.0
8,5,3.0,1.01,0.01,1,0.0707,2.011,1,0.0,2,33.72736824047227,0.66,5.495,22.248,5.387254901960785,0.0
4,2,3.0,0.772,0.0,1,0.0,1.958,0,0.6666666666666666,3,12.71061279826193,-0.09,2.39,4.2,3.0958549222797926,0.0
7,5,5.0,1.48,0.0,1,0.0235,1.991,0,0.0,0,19.36328695877675,0.505,4.495,29.0,3.037162162162162,0.0
4,2,1.0,0.26,0.0,1,0.0,1.956,0,0.6666666666666666,3,77.90231001915959,-0.045,1.395,3.54,5.365384615384616,0.0
4,2,1.0,0.33,0.0,1,0.0,1.961,0,1.0,3,23.85210299985788,-0.145,2.195,6.0,6.651515151515152,0.0
7,2,4.0,1.05,0.0,1,0.0,1.969,1,0.0,0,22.22375660130049,0.705,2.595,18.97,2.4714285714285715,0.0
9,5,4.0,0.54,0.2,1,0.4106,1.949,0,0.0,1,2.1843622222793844,0.35,3.75,36.073,5.067567567567568,0.0
4,2,2.0,0.42,0.0,1,0.0,1.941,0,2.5,3,75.99742203781037,0.08,3.795,6.5,9.035714285714285,1.0
8,5,4.0,1.58,0.1,1,0.038,1.979,1,0.0,2,29.927418261907363,-0.145,8.495,37.5,5.05654761904762,0.0
8,5,8.0,1.66,0.14,1,0.1266,1.989,0,0.0,2,27.24753108022223,0.35,10.95,51.95,6.083333333333334,0.0
5,2,5.0,0.915,0.0,1,0.0,2.02,1,0.0,0,18.3757313578269,0.205,4.195,27.6,4.584699453551912,0.0
7,2,5.0,1.21,0.0,1,0.0,2.017,1,0.0,0,22.71049933189332,-0.275,3.795,27.864,3.136363636363636,0.0
8,5,7.0,1.34,1.33,1,0.1021,1.969,1,0.0,2,48.86095660927897,0.195,7.595,42.917,2.844569288389513,0.0
0,5,5.0,0.76,0.38,1,0.2001,1.954,0,0.0,1,11.821681970095792,-0.7,6.6,8.4,5.789473684210526,0.0
8,5,6.0,1.29,0.33,1,0.0687,1.965,0,0.0,2,25.650426013655192,-0.1,4.0,39.561,2.469135802469136,0.0
7,5,5.0,1.21,0.2,1,0.023,1.975,0,0.0,0,13.100818376584431,0.35,3.995,45.0,2.833333333333333,0.0
1,5,3.0,0.8,0.0,1,0.2418,1.968,0,0.0,1,15.884606867872265,-0.09,1.775,16.8,2.21875,0.0
8,5,4.0,1.15,0.0,1,0.119,1.915,0,0.0,2,29.98798306665358,-0.2,4.35,26.2,3.7826086956521743,0.0
4,2,3.0,0.75,0.0,1,0.0,1.958,0,0.1,3,69.88774322879884,0.165,2.195,0.0,2.9266666666666667,1.0
7,5,6.0,1.19,0.275,1,0.0327,1.974,1,0.0,0,14.190719725210911,-0.495,5.495,0.0,3.750853242320819,0.0
7,5,4.0,0.93,0.28,1,0.0185,1.958,0,0.0,0,14.171579991218268,0.205,3.495,51.932,2.8884297520661155,0.0
8,5,6.0,1.26,0.32,1,0.1273,1.995,0,0.0,2,38.26547660867005,-0.1,7.975,58.355,5.04746835443038,0.0
1,5,1.0,0.2,0.0,1,0.0705,1.9,0,0.0,1,1.4211754666395584,0.02,0.95,2.355,4.75,0.0
7,5,7.0,1.86,0.14,1,0.0122,2.015,0,0.0,0,7.663831221551214,0.105,8.795,27.741,4.3975,0.0
7,2,5.0,1.13,0.0,1,0.0,0.0,1,0.0,0,5.689638972996385,0.85,4.95,15.6,4.380530973451328,0.0
1,5,2.0,0.37,0.0,1,0.2065,1.976,0,0.0,1,2.204311024301888,-0.1,1.85,0.0,5.0,0.0
9,5,3.0,0.54,0.0,1,0.1864,1.969,0,0.0,1,29.883387990638507,-0.075,2.975,24.28,5.50925925925926,0.0
4,2,1.0,0.39,0.0,0,0.0,1.983,0,1.0,3,9.669580299415273,0.305,2.695,9.36,6.910256410256411,1.0
4,2,2.0,0.52,0.0,1,0.0,1.943,0,1.0,3,17.283780623936828,0.275,2.895,8.16,5.5673076923076925,0.0
4,2,3.0,0.67,0.0,1,0.0,1.953,0,0.6666666666666666,3,32.65201132824177,-0.1,3.1,8.88,4.626865671641791,0.0
6,2,5.0,1.084,0.0,1,0.0,1.999,0,0.0,0,9.814081764075404,-0.395,6.995,22.3,6.452952029520295,0.0
4,2,2.0,0.63,0.0,1,0.0,2.004,0,0.5555555555555556,3,47.4198963556467,-0.095,2.895,9.08,4.595238095238096,1.0
6,5,3.0,0.78,0.0,1,0.0316,2.007,1,0.0,0,27.770113137884508,0.305,3.795,0.0,4.865384615384616,0.0
8,5,6.0,1.4,0.25,1,0.4802,1.979,1,0.0,2,29.611321097763746,0.155,7.495,33.428,4.542424242424242,0.0
1,5,3.0,0.67,0.0,1,0.3242,1.972,0,0.0,1,1.4211754666395584,0.405,2.895,0.0,4.32089552238806,0.0
8,5,4.0,0.7,0.0,1,0.2449,1.901,1,0.0,2,83.02318384282832,-0.395,3.495,37.775,4.992857142857143,0.0
6,5,5.0,1.36,0.0,1,0.0356,1.984,0,0.0,0,20.72601774715548,-0.145,4.595,61.307,3.378676470588235,0.0
8,5,3.0,1.17,0.0,1,0.0196,1.99,0,0.0,2,60.70480763502802,0.155,3.995,32.4,3.414529914529915,0.0
7,5,4.0,1.19,0.0,1,0.0215,1.973,1,0.0,0,15.581479832817925,-0.32,5.495,38.4,4.617647058823529,0.0
1,5,2.0,0.4,0.1,1,0.2108,1.973,0,0.0,1,0.0,0.13,1.895,6.75,3.79,0.0
1,5,3.0,0.47,0.0,1,0.1869,1.964,0,0.0,1,5.124117881026258,0.1,0.75,18.64,1.5957446808510638,0.0
8,5,0.0,1.19,0.18,1,0.2346,1.929,0,0.0,2,41.30660320094096,0.205,2.395,0.0,1.7481751824817515,0.0
8,5,6.0,0.99,0.99,1,0.0673,1.973,0,0.0,2,32.99914525049699,-0.5,7.25,24.01,3.6616161616161618,0.0
9,5,3.0,0.65,0.0,1,0.2424,1.966,0,0.0,1,2.960772000763651,0.65,4.25,29.795,6.538461538461538,0.0
7,5,5.0,1.53,0.54,1,0.02,1.921,0,0.0,0,5.692308373863161,0.285,12.95,35.109,6.2560386473429945,0.0
8,5,6.0,1.83,0.29,1,0.0814,1.967,0,0.0,2,28.352817894852222,1.075,7.475,38.884,3.525943396226415,0.0
9,5,4.0,0.68,0.0,1,0.468,1.974,0,0.0,1,2.824587541487726,-0.695,5.995,17.919,8.816176470588236,0.0
4,2,2.0,0.5,0.0,1,0.0,1.939,0,1.0,3,13.868505939240716,-0.02,3.595,6.111,7.19,0.0
3,5,5.0,1.19,0.12,1,0.0204,1.969,1,0.0,0,17.018250682402243,-0.49,4.25,52.06,3.2442748091603053,0.0
1,5,4.0,0.62,0.0,1,0.228,1.975,0,0.0,1,6.901279304754164,-0.095,1.995,0.0,3.217741935483871,0.0
1,5,3.0,0.55,0.0,1,0.496,1.924,1,0.0,1,4.918445209186294,0.55,6.5,19.522,11.818181818181817,0.0
4,0,1.0,0.2,0.0,0,0.0,0.0,0,1.0,3,22.68293017182527,0.605,2.095,0.0,10.475,0.0
1,5,4.0,0.85,0.2,1,0.1892,1.988,0,0.0,1,2.062146723791832,0.145,3.875,14.09,3.690476190476191,0.0
4,2,4.0,0.96,0.0,1,0.0,1.969,0,0.8888888888888888,3,37.45265937797935,-0.2,4.85,5.832,5.052083333333334,1.0
8,5,7.0,1.96,0.22,1,0.0652,1.972,0,0.0,2,36.76714777461943,0.505,7.395,34.211,3.392201834862385,0.0
9,5,3.0,0.69,0.0,1,0.2841,1.97,0,0.0,1,24.963979701855084,-0.07,2.1,24.3,3.0434782608695654,0.0
8,5,5.0,1.0,0.68,1,0.1721,1.982,1,0.0,2,33.796630535648696,0.405,5.195,61.981,3.0922619047619047,0.0
9,5,12.0,3.3,1.0,1,10.4,1.9,0,0.0,1,14.139328542479907,-0.2,5.45,0.0,1.2674418604651163,0.0
8,5,5.0,1.17,0.43,1,0.0392,1.97,1,0.0,2,52.88155582996581,0.205,5.795,48.9,3.621875,0.0
4,2,2.0,0.45,0.0,1,0.0,2.011,0,0.3333333333333333,3,60.70480763502802,0.305,2.695,7.544,5.988888888888889,1.0
4,2,4.0,0.913,0.0,1,0.0,1.974,0,0.4,3,27.94167821143715,0.44,3.2,1.632,3.5049288061336257,1.0
7,5,5.0,1.25,0.0,1,0.0164,1.975,0,0.0,0,16.22987130823462,0.405,4.595,42.067,3.676,0.0
4,2,3.0,0.69,0.0,1,0.0,1.954,0,1.0,3,5.755247797559409,-0.075,2.875,7.2,4.166666666666666,0.0
1,1,2.0,0.3,0.0,1,0.0,0.0,1,0.0,1,5.508183182864403,0.055,0.495,4.5,1.65,0.0
1,5,3.0,0.52,0.0,1,0.2716,1.964,0,0.0,1,6.995231702446559,0.005,0.995,30.35,1.9134615384615383,0.0
8,5,8.0,1.78,0.93,1,0.1075,2.02,0,0.0,2,16.813885974149372,0.7,10.0,56.827,3.690036900369004,0.0
8,5,6.0,1.85,0.01,1,0.0563,1.965,0,0.0,2,34.01211645139984,0.15,15.5,106.395,8.333333333333332,0.0
0,5,4.0,0.52,0.0,1,0.12,0.0,0,0.0,1,9.57396072500831,-0.05,0.35,0.0,0.673076923076923,0.0
8,5,6.0,1.51,0.0,1,0.2562,1.923,0,0.0,2,67.80986197061648,-0.445,6.595,31.0,4.367549668874172,0.0
4,2,1.0,0.45,0.0,1,0.0,1.956,0,0.25,3,36.595394040642645,0.05,1.75,3.6,3.888888888888889,0.0
8,5,5.0,1.5,0.0,1,0.0803,1.974,0,0.0,2,60.70480763502802,0.205,4.295,53.164,2.8633333333333333,0.0
8,5,9.0,2.03,0.0,1,0.1645,2.011,0,0.0,2,60.70480763502802,-0.245,7.995,55.642,3.938423645320198,0.0
1,5,1.0,0.3,0.0,1,0.2317,2.016,0,0.0,1,5.662055199200163,0.12,0.545,1.95,1.8166666666666669,0.0
4,2,2.0,0.39,0.0,1,0.0,2.022,0,0.25,3,8.132360177630156,0.025,2.995,4.02,7.67948717948718,1.0
1,5,5.0,0.78,0.0,1,0.2066,1.9,0,0.0,1,2.204311024301888,2.25,3.95,28.1,5.064102564102564,0.0
5,2,7.0,1.92,0.0,1,0.0,2.007,0,0.0,0,11.7654007875991,-0.125,7.375,49.2,3.8411458333333335,0.0
8,5,6.0,1.76,0.0,1,0.1074,1.976,0,0.0,2,64.64493207756523,-0.295,12.495,69.701,7.0994318181818175,0.0
6,2,5.0,1.38,0.0,1,0.0,2.013,1,0.0,0,12.86173095350289,-0.195,5.495,0.0,3.981884057971014,0.0
8,5,6.0,1.58,0.15,1,0.0972,2.013,0,0.0,2,95.53779032931176,0.3,12.5,42.464,7.225433526011561,0.0
7,5,7.0,1.2,0.6,1,0.0194,1.977,0,0.0,0,13.21636978507356,0.025,4.775,47.456,2.6527777777777777,0.0
1,5,2.0,0.4,0.0,1,0.3159,1.964,0,0.0,1,8.940762407424922,-0.09,3.29,16.993,8.225,0.0
7,5,5.0,1.48,0.32,1,0.0183,1.973,0,0.0,0,11.992775626272657,0.205,4.795,50.1,2.663888888888889,0.0
7,5,5.0,1.04,0.52,1,0.0254,1.974,1,0.0,0,8.941219183096116,0.205,3.995,3.1,2.560897435897436,0.0
8,5,5.0,1.8,0.0,1,0.0832,1.977,0,0.0,2,95.53779032931176,0.41,7.49,44.525,4.161111111111111,0.0
4,2,3.0,0.68,0.0,1,0.0,2.014,0,4.0,3,13.402988225873134,0.355,6.795,6.6,9.99264705882353,1.0
1,5,2.0,0.55,0.0,1,0.2795,1.976,0,0.0,1,4.42416692330542,0.405,3.095,22.118,5.627272727272726,0.0
9,5,4.0,0.75,0.0,1,0.1731,1.989,0,0.0,2,67.96370262330248,0.05,5.95,32.3,7.933333333333333,0.0
4,2,2.0,0.59,0.0,1,0.0,1.955,0,1.0,3,4.576201446495863,0.055,2.295,0.0,3.889830508474577,0.0
1,5,4.0,0.52,0.0,1,0.2718,1.991,0,0.0,1,6.441590980048202,0.035,1.995,17.116,3.8365384615384617,0.0
8,5,8.0,1.78,0.0,1,0.0722,2.022,0,0.0,2,31.4926020139686,-0.295,7.995,35.2,4.491573033707866,0.0
4,2,3.0,0.77,0.0,1,0.0,2.019,0,0.8,3,59.97170446231648,-0.1,3.0,9.6,3.896103896103896,1.0
9,5,3.0,0.56,0.0,1,0.163,1.954,0,0.0,1,6.681885931853998,0.41,3.99,21.953,7.124999999999998,0.0
4,2,5.0,1.39,0.0,1,0.0,1.912,0,0.6666666666666666,3,25.809611146692088,-0.4,13.95,0.0,10.035971223021582,1.0
1,1,1.0,0.12,0.0,1,0.0,0.0,0,0.0,1,11.069869630595957,-0.02,0.395,4.462,3.2916666666666665,0.0
1,5,2.0,0.38,0.0,1,0.1691,1.958,0,0.0,1,6.278714882502494,0.105,1.395,15.823,3.6710526315789473,0.0
1,5,3.0,0.49,0.08,1,0.1285,1.952,1,0.0,1,23.324005381566685,1.3,3.15,11.33,5.526315789473684,0.0
9,5,2.0,0.35,0.0,1,0.173,1.9,0,0.0,2,44.63192997479822,-0.05,2.475,53.459,7.071428571428571,0.0
7,2,4.0,0.79,0.0,1,0.0,1.999,1,0.0,0,16.1768868259903,-0.27,3.295,22.0,4.170886075949367,0.0
4,2,1.0,0.36,0.0,1,0.0,0.0,1,0.0,3,21.510338760152106,0.405,1.495,7.356,4.152777777777778,0.0
8,5,9.0,1.58,0.64,1,0.0657,1.909,0,0.0,2,14.268643056961828,0.525,7.275,51.4,3.277027027027027,0.0
0,5,0.0,0.45,0.6,1,0.2396,1.965,0,0.0,1,2.204311024301888,-0.1,1.85,14.725,1.761904761904762,0.0
4,2,1.0,0.45,0.0,1,0.0,1.958,0,0.0,3,6.764661820759349,-0.06,1.895,3.48,4.211111111111111,0.0
