typeProperty,typeOfForm,rooms,size_x100,bisize_x100,balkong,tomtarea_x10000,buildArea,uteplats,floor,type,distance_from_city_center,price_evolution_numbers_per_million,asking_price_per_million,cost_per_year_x1000,price_per_m2_x10000,elevator
4,2,3.0,0.89,0.0,1,0.0,1.901,0,0.25,3,8.963660562002094,0.425,10.25,12.2,11.516853932584269,1.0
8,5,7.0,2.08,1.8,1,0.1467,1.956,1,0.0,2,86.20179966780029,-0.395,8.195,35.5,2.112113402061856,0.0
7,5,4.0,1.19,0.3,1,0.015,1.979,0,0.0,0,17.018250682402243,0.305,5.895,56.564,3.956375838926175,0.0
1,5,5.0,0.63,0.0,1,0.2061,1.979,0,0.0,1,3.3269467817708667,0.23,2.195,25.462,3.4841269841269846,0.0
7,5,5.0,1.22,0.13,1,0.042,1.993,0,0.0,0,11.549007333124138,-0.495,7.295,49.459,5.403703703703704,0.0
7,5,5.0,1.21,0.35,1,0.0162,1.977,0,0.0,0,16.1768868259903,0.255,3.895,38.988,2.496794871794872,0.0
8,5,8.0,1.38,0.83,1,0.0601,1.973,1,0.0,2,17.117677991848467,-0.495,7.295,63.461,3.300904977375566,0.0
1,5,3.0,0.48,0.0,1,0.2153,2.018,0,0.0,1,1.5439067402087117,0.255,1.395,9.487,2.90625,0.0
9,5,4.0,0.75,0.06,1,0.2249,1.984,0,0.0,2,62.79464867824713,-0.345,1.995,18.388,2.4629629629629632,0.0
8,5,6.0,1.69,0.15,1,0.129,1.991,0,0.0,2,36.81340877153815,0.505,5.995,53.142,3.2581521739130435,0.0
8,5,5.0,1.24,0.71,1,0.1736,1.947,0,0.0,2,54.98383337785656,-0.395,5.995,45.786,3.074358974358974,0.0
8,5,4.0,1.13,0.0,1,0.1254,1.966,0,0.0,2,29.30712477554487,0.125,6.495,58.54,5.74778761061947,0.0
0,5,3.0,0.55,0.15,1,0.22,1.956,0,0.0,1,2.204311024301888,-0.695,3.995,0.0,5.707142857142857,0.0
6,2,5.0,1.18,0.0,1,0.0,2.012,1,0.0,0,21.318459054489185,-0.265,4.875,29.364,4.13135593220339,0.0
4,2,3.0,0.6,0.0,1,0.0,0.0,0,0.6666666666666666,3,39.42177932869771,0.55,4.3,6.0,7.166666666666667,0.0
4,2,2.0,0.32,0.0,1,0.0,2.009,0,1.0,3,8.132360177630156,0.155,1.995,9.96,6.234375,1.0
9,5,3.0,0.64,0.0,1,0.1822,1.974,0,0.0,2,24.52232454459245,0.305,2.695,20.542,4.2109375,0.0
8,5,6.0,1.77,0.0,1,0.1014,2.001,0,0.0,2,74.44904544543692,-0.19,8.19,48.85,4.627118644067797,0.0
9,5,3.0,0.68,0.21,1,0.431,1.925,0,0.0,1,3.71167689884212,0.405,1.395,28.229,1.5674157303370786,0.0
0,5,7.0,1.23,0.0,1,0.285,1.905,0,0.0,1,11.308480738990664,-0.46,6.25,16.03,5.081300813008131,0.0
1,5,3.0,0.53,0.0,1,0.5264,1.944,1,0.0,1,1.5439067402087117,-0.795,2.995,0.0,5.650943396226415,0.0
9,5,3.0,1.08,0.26,1,0.1426,2.0,0,0.0,1,13.380714449959124,-0.1,3.2,28.39,2.388059701492537,0.0
1,1,2.0,0.3,0.0,1,0.03,1.983,1,0.0,1,5.110808542319965,-0.095,0.695,5.0,2.316666666666667,0.0
4,2,3.0,0.77,0.0,0,0.0,1.975,1,0.5,3,37.38107830683831,-0.095,2.195,5.22,2.8506493506493507,0.0
9,5,5.0,0.69,0.0,1,0.2272,1.971,0,0.0,1,0.0,-0.045,1.495,23.483,2.166666666666667,0.0
3,5,4.0,1.12,0.23,1,0.0446,1.985,0,0.0,0,17.84150434742966,1.05,5.75,32.861,4.25925925925926,0.0
4,2,1.0,0.36,0.0,1,0.0,1.967,0,0.1666666666666666,3,29.927418261907363,0.305,2.695,0.0,7.486111111111111,1.0
9,5,2.0,0.63,0.0,1,0.2614,1.96,0,0.0,1,13.331821071900311,-0.155,1.35,10.122,2.142857142857143,0.0
4,2,1.0,0.28,0.0,1,0.0,1.932,0,0.6666666666666666,3,15.38059998795104,0.1,2.95,0.0,10.535714285714285,1.0
8,5,5.0,0.7,0.7,1,0.0585,1.952,1,0.0,2,16.958697942062695,1.05,7.85,53.903,5.607142857142858,0.0
8,5,5.0,0.78,0.75,1,0.0493,1.939,1,0.0,2,62.393452195848845,0.1,6.9,32.517,4.509803921568627,0.0
1,5,3.0,1.03,0.0,1,0.3025,1.964,0,0.0,1,1.4211754666395584,0.705,2.295,32.0,2.228155339805825,0.0
7,2,4.0,0.92,0.0,1,0.0,1.983,0,0.0,0,35.32230824418784,-0.095,1.995,34.2,2.1684782608695654,0.0
8,5,5.0,1.27,0.0,1,0.3052,2.019,0,0.0,2,67.96370262330248,-0.1,3.45,29.556,2.716535433070866,0.0
4,2,2.0,0.573,0.0,1,0.0,1.959,0,0.6666666666666666,3,5.743980948738192,0.025,1.795,0.0,3.1326352530541013,0.0
1,5,2.0,0.39,0.18,1,0.2761,1.95,0,0.0,1,1.987270520386465,0.305,7.495,0.0,13.149122807017545,0.0
4,2,2.0,0.49,0.0,1,0.0,2.019,0,0.125,3,11.485673771088898,0.055,1.995,3.78,4.071428571428572,1.0
4,2,3.0,0.825,0.0,1,0.0,2.016,0,0.6666666666666666,3,7.565667396925965,-0.195,5.095,0.0,6.175757575757576,1.0
7,4,4.0,1.11,0.0,1,0.0201,1.974,1,0.0,0,17.304383117471048,-0.165,3.69,29.28,3.324324324324324,0.0
8,5,5.0,1.67,1.25,1,0.1363,1.92,0,0.0,2,44.63192997479822,-0.1,2.595,80.398,0.8886986301369864,0.0
7,5,5.0,1.07,0.18,1,0.0143,1.984,0,0.0,0,29.66936913147302,0.105,4.495,40.943,3.596,0.0
9,5,5.0,0.97,0.3,1,0.5338,1.958,0,0.0,1,7.722111448313549,0.15,4.25,24.8,3.3464566929133857,0.0
1,5,4.0,0.66,0.17,1,0.2652,1.972,0,0.0,1,2.924631164862105,1.005,1.595,30.343,1.921686746987952,0.0
7,5,6.0,1.2,0.05,1,0.0137,1.983,1,0.0,0,8.941219183096116,-0.3,5.45,57.635,4.36,0.0
8,5,5.0,1.5,0.2,1,0.1006,1.951,0,0.0,2,26.76040768150366,0.8,8.95,41.798,5.264705882352941,0.0
9,5,3.0,0.5,0.0,1,0.2213,1.965,0,0.0,1,7.018962755871553,-0.09,3.29,23.607,6.58,0.0
9,5,4.0,0.82,0.0,1,0.3242,1.979,1,0.0,1,61.46429058747652,0.08,2.295,24.1,2.798780487804878,0.0
7,5,4.0,1.19,0.14,1,0.0141,1.979,1,0.0,0,17.018250682402243,-0.4,5.2,53.3,3.909774436090225,0.0
4,2,1.0,0.36,0.0,1,0.0,0.0,0,0.0,3,18.3757313578269,0.385,1.695,1.8,4.708333333333334,1.0
4,2,3.0,0.84,0.0,1,0.0,1.969,0,0.0,3,15.464943520009022,0.275,3.495,4.2,4.160714285714286,0.0
1,5,2.0,0.44,0.0,1,0.2642,1.96,0,0.0,1,2.204311024301888,0.025,1.295,9.987,2.943181818181818,0.0
9,5,2.0,0.4,0.0,1,0.138,1.905,0,0.0,1,1.7341890633172887,-0.915,4.79,17.5,11.975,0.0
4,2,2.0,0.59,0.0,0,0.0,1.945,1,0.25,3,16.1768868259903,-0.045,3.295,0.0,5.584745762711864,0.0
8,5,3.0,0.71,0.15,1,0.0867,1.957,1,0.0,2,46.41761279666117,0.055,2.995,19.9,3.482558139534884,0.0
1,5,4.0,0.68,0.0,1,0.5068,1.989,0,0.0,1,3.48912939531223,-0.195,2.995,4.035,4.404411764705882,0.0
9,5,3.0,0.57,0.25,1,0.0891,1.979,0,0.0,2,31.5618279963504,-0.045,2.295,25.66,2.798780487804878,0.0
1,5,3.0,0.56,0.0,1,0.1855,1.961,0,0.0,1,13.331821071900311,1.13,1.395,16.457,2.4910714285714284,0.0
3,5,4.0,1.18,0.0,1,0.0397,1.984,1,0.0,0,18.13054118622004,0.045,4.95,37.45,4.194915254237288,0.0
8,5,4.0,0.65,0.65,1,0.0597,1.946,1,0.0,2,19.208061366951004,-1.45,6.75,33.7,5.1923076923076925,0.0
8,5,7.0,1.85,0.0,1,0.0832,1.977,0,0.0,2,63.09756121649436,-0.475,7.475,39.822,4.04054054054054,0.0
4,2,3.0,0.54,0.0,0,0.0,1.913,0,0.3333333333333333,3,11.956537878498196,-0.4,4.5,4.9,8.333333333333332,0.0
4,2,2.0,0.58,0.0,1,0.0,1.962,0,1.0,3,38.90692245768028,-0.165,1.495,0.0,2.577586206896552,0.0
4,2,3.0,0.74,0.0,1,0.0,1.963,0,0.625,3,21.201414097045102,-0.245,1.995,5.4,2.695945945945946,1.0
4,2,2.0,0.58,0.0,1,0.0,2.015,0,0.6666666666666666,3,38.90692245768028,-0.015,2.15,0.0,3.7068965517241375,1.0
7,5,4.0,1.06,0.0,1,0.0,2.017,0,0.0,0,20.70882673486553,0.2,5.8,33.72,5.471698113207547,0.0
0,5,3.0,0.66,0.0,1,0.2308,1.967,0,0.0,1,16.05510516249193,-0.02,1.69,22.295,2.560606060606061,0.0
1,1,2.0,0.3,0.0,1,0.04,1.964,0,0.0,1,9.20106565402101,0.01,0.545,9.0,1.8166666666666669,0.0
7,5,5.0,1.25,0.0,1,0.0219,2.005,0,0.0,0,23.203163532881607,0.305,4.995,43.728,3.996,0.0
7,2,5.0,1.2,0.0,1,0.0,2.008,1,0.0,0,13.067929036317324,-0.345,6.295,18.84,5.245833333333334,0.0
8,5,5.0,1.52,0.0,1,0.0525,2.013,0,0.0,2,74.02376720428519,-0.045,6.495,28.364,4.273026315789474,0.0
4,2,4.0,0.9,0.0,1,0.0,1.967,0,1.0,3,15.261665453559546,0.055,1.495,4.8,1.661111111111111,0.0
7,5,5.0,1.22,0.08,1,0.0293,1.969,1,0.0,0,22.71049933189332,0.105,4.295,38.797,3.303846153846154,0.0
1,5,6.0,1.2,0.0,1,2.8,1.909,0,0.0,1,8.537824647792542,-0.5,7.75,11.3,6.458333333333334,0.0
8,5,7.0,1.11,1.31,1,0.0864,1.972,1,0.0,2,103.93740151743413,0.38,4.295,52.134,1.774793388429752,0.0
1,5,3.0,1.0,0.0,1,0.2457,2.02,0,0.0,1,2.824587541487726,-0.295,4.495,52.673,4.495,0.0
7,2,3.0,0.61,0.0,1,0.0,1.975,1,1.0,0,10.571707866539828,0.05,4.0,7.98,6.557377049180328,0.0
0,5,3.0,0.5,0.0,1,0.2156,1.983,0,0.0,1,13.920195455050232,-0.195,3.995,10.283,7.99,0.0
4,2,2.0,0.515,0.0,1,0.0,0.0,0,0.8333333333333334,3,10.938059279948432,0.31,1.99,3.6,3.8640776699029127,1.0
8,5,4.0,0.81,1.16,1,0.1301,1.96,0,0.0,2,44.72972281236397,-0.545,5.795,0.0,2.9416243654822334,0.0
8,5,3.0,0.48,0.04,1,0.2845,1.922,0,0.0,2,27.423886307507978,-0.35,1.75,71.287,3.3653846153846154,0.0
8,5,5.0,1.025,0.0,1,0.307,2.016,0,0.0,2,45.90376140600314,1.175,15.0,53.2,14.634146341463415,0.0
6,2,6.0,1.48,0.04,1,0.0,2.02,1,0.0,0,6.152849439010826,0.3,9.95,44.22,6.546052631578947,0.0
4,2,4.0,1.26,0.0,1,0.0,1.901,0,2.0,3,41.12530884876991,-0.595,12.995,2.328,10.313492063492063,1.0
4,2,2.0,0.43,0.0,0,0.0,1.939,0,0.4,3,13.639419101788388,0.21,4.35,11.328,10.116279069767442,1.0
4,2,2.0,0.52,0.0,1,0.0,1.945,0,0.6666666666666666,3,40.05182131372796,0.33,3.35,10.728,6.4423076923076925,0.0
9,5,4.0,0.66,0.0,1,0.3785,1.979,0,0.0,1,17.426886775071083,-0.35,6.25,7.0,9.469696969696969,0.0
9,5,5.0,1.09,0.0,1,0.1867,1.984,1,0.0,2,44.72972281236397,0.155,1.995,6.33,1.8302752293577975,0.0
7,5,3.0,0.83,0.0,1,0.0151,1.976,0,0.0,0,14.251288671411851,1.205,4.195,45.102,5.05421686746988,0.0
6,5,6.0,1.14,0.55,1,0.0356,1.984,1,0.0,0,8.104883275107976,-0.095,11.895,58.224,7.038461538461539,0.0
4,2,4.0,0.75,0.0,1,0.0,2.009,0,1.0,3,9.154900928455945,-0.295,2.995,3.6,3.9933333333333336,0.0
1,5,4.0,0.55,0.1,1,0.1911,1.926,0,0.0,1,1.4211754666395584,-1.6,9.5,0.0,14.615384615384617,0.0
8,5,7.0,1.74,1.09,1,0.0708,1.912,0,0.0,2,40.7892366679098,-0.995,10.995,32.3,3.885159010600707,0.0
3,5,4.0,1.04,0.27,1,0.0299,1.962,1,0.0,0,12.779738917431176,-0.145,5.495,37.0,4.194656488549619,0.0
8,5,5.0,0.82,0.4,1,0.0534,1.933,1,0.0,2,15.814198730656669,0.855,7.495,50.964,6.143442622950819,0.0
1,5,0.0,0.0,0.0,1,0.2374,0.0,0,0.0,1,7.349615294244507,-0.25,4.75,0.0,0.0,0.0
8,5,4.0,1.09,1.33,1,0.1626,1.972,0,0.0,2,97.36677861003844,0.805,4.795,46.736,1.9814049586776856,0.0
8,5,5.0,1.28,0.0,1,0.0691,1.984,1,0.0,2,88.00323521737137,-0.095,5.995,57.96,4.68359375,0.0
4,2,2.0,0.64,0.0,1,0.0,1.967,0,0.4,3,76.8504159247879,-0.175,5.875,13.5,9.1796875,1.0
7,5,5.0,1.23,0.11,1,0.0231,1.977,1,0.0,0,16.1768868259903,-0.245,3.995,38.033,2.9813432835820897,0.0
8,5,4.0,1.44,0.2,1,0.0236,1.978,1,0.0,2,54.76946092876436,-0.295,3.695,50.592,2.2530487804878048,0.0
4,2,2.0,0.49,0.0,1,0.0,2.016,0,0.2,3,16.109814920390026,-0.295,2.395,4.3,4.887755102040817,1.0
4,2,6.0,1.6,0.0,1,0.0,1.932,0,1.0,3,27.3595499805322,-0.095,10.995,0.0,6.871875,1.0
9,5,5.0,0.75,0.0,1,0.2095,1.973,0,0.0,1,1.5439067402087117,0.3,2.35,15.095,3.1333333333333333,0.0
1,1,2.0,0.3,0.0,1,0.04,1.965,0,0.0,1,5.661126139955687,0.105,0.52,4.7,1.7333333333333332,0.0
7,2,6.0,1.3,0.206,1,0.0,2.015,1,0.0,0,0.0,0.405,5.595,13.504,3.715139442231076,0.0
4,2,3.5,0.71,0.0,1,0.0,1.942,0,1.0,3,9.842240289188837,0.205,4.495,9.0,6.330985915492957,0.0
9,5,4.0,0.7,1.17,1,0.1165,1.985,0,0.0,1,1.102097048513946,0.025,2.975,0.0,1.590909090909091,0.0
4,2,4.0,0.835,0.0,1,0.0,1.985,0,1.0,3,86.20179966780029,-0.27,5.895,0.0,7.059880239520958,1.0
8,5,3.0,0.95,0.0,1,0.0956,1.991,1,0.0,2,42.67669762734998,-0.395,5.495,42.879,5.784210526315789,0.0
8,5,7.0,1.7,0.0,1,0.095,1.977,0,0.0,2,33.5194266133548,-0.795,7.495,53.521,4.408823529411765,0.0
9,5,4.0,0.56,0.0,1,0.1992,1.988,0,0.0,1,2.204311024301888,0.355,3.995,39.0,7.133928571428571,0.0
4,2,2.0,0.39,0.0,1,0.0,1.964,0,0.0,3,19.221142740654216,-0.055,1.295,2.768,3.3205128205128203,0.0
4,2,2.0,0.45,0.0,1,0.0,1.945,0,0.3333333333333333,3,10.584541552149298,0.105,2.395,5.04,5.322222222222222,0.0
7,2,5.0,1.36,0.11,1,0.0,1.952,1,0.0,0,18.518881779627467,-0.05,4.55,11.5,3.095238095238096,0.0
3,2,4.0,0.795,0.0,1,0.0,1.996,1,0.0,0,23.49618078106516,0.025,2.975,12.0,3.742138364779874,0.0
4,2,2.0,0.59,0.0,1,0.0,1.997,0,5.0,3,15.223555441540649,-0.025,4.65,0.0,7.881355932203389,1.0
7,5,6.0,1.3,0.0,1,0.0163,1.97,1,0.0,0,16.028198594857745,-0.195,4.395,42.8,3.3807692307692303,0.0
1,1,1.0,0.2,0.0,1,0.02,1.986,0,0.0,1,18.13054118622004,0.105,0.775,2.7,3.875,0.0
1,1,3.0,0.33,0.0,1,0.03,1.989,0,0.0,1,14.171579991218268,-0.4,0.695,9.555,2.106060606060606,0.0
9,5,2.0,0.4,0.0,1,0.138,1.905,0,0.0,1,3.468704752621604,0.2,3.95,17.3,9.875,0.0
3,4,7.0,1.19,0.73,1,0.0464,1.966,0,0.0,0,11.79944610800551,-0.195,6.195,58.414,3.2265625,0.0
8,5,7.0,1.63,0.08,1,0.0824,1.998,0,0.0,2,62.393452195848845,-0.815,8.5,46.585,4.970760233918129,0.0
7,4,5.0,1.36,0.0,1,0.0194,1.972,0,0.0,0,16.05510516249193,0.057,2.995,36.196,2.202205882352941,0.0
8,5,5.0,0.73,0.35,1,0.0786,1.96,0,0.0,2,86.92999163236092,0.435,4.175,30.864,3.865740740740741,0.0
6,2,5.0,1.2,0.0,1,0.0,2.021,1,0.0,0,15.463657191023495,0.125,6.5,7.8,5.416666666666666,0.0
9,5,3.0,0.96,0.1,1,0.2558,1.979,0,0.0,1,6.764661820759349,0.505,2.495,16.8,2.35377358490566,0.0
1,5,5.0,0.95,1.0,1,4.4,1.929,0,0.0,1,0.0,0.955,3.995,20.327,2.048717948717949,0.0
4,2,3.0,0.66,0.0,1,0.0,1.956,0,1.0,3,29.098066677215986,-0.3,3.295,6.0,4.992424242424242,0.0
6,2,6.0,1.18,0.0,1,0.0,2.019,1,0.5,0,13.21636978507356,0.205,4.595,10.32,3.894067796610169,0.0
0,5,4.0,0.66,0.17,1,0.2652,1.972,0,0.0,1,24.474510279916924,-0.11,0.9,0.0,1.0843373493975903,0.0
7,5,2.0,0.68,0.0,1,0.0164,1.979,1,0.0,0,20.59768325769976,-0.145,2.695,34.566,3.963235294117647,0.0
8,5,4.0,1.2,0.0,1,0.189,1.93,0,0.0,2,22.437677496369936,-0.3,1.85,28.663,1.5416666666666663,0.0
4,2,1.0,0.24,0.0,0,0.0,1.951,0,0.0,3,38.90692245768028,0.205,1.595,0.0,6.645833333333333,0.0
3,5,5.0,1.16,0.03,1,0.0423,1.983,1,0.0,0,18.13054118622004,0.185,4.395,26.638,3.6932773109243695,0.0
4,2,4.0,0.93,0.0,1,0.0,2.016,0,0.5,3,47.26463406409111,-0.145,4.895,4.2,5.263440860215054,1.0
9,5,5.0,0.89,0.0,1,0.2825,1.975,0,0.0,1,2.960772000763651,0.055,1.595,23.8,1.7921348314606742,0.0
3,5,4.0,1.24,0.05,1,0.0565,0.0,0,0.0,0,16.41007463007622,0.615,6.975,55.427,5.406976744186046,0.0
8,5,6.0,1.68,0.0,1,0.1803,1.978,0,0.0,2,65.61035782849979,0.18,5.495,10.741,3.270833333333333,0.0
8,5,5.0,1.48,0.0,1,0.211,1.965,1,0.0,2,64.44096555764919,-0.2,6.5,37.922,4.391891891891892,0.0
8,5,8.0,1.81,0.3,1,0.0573,1.972,1,0.0,2,67.80986197061648,0.83,7.995,14.027,3.789099526066351,0.0
2,5,2.0,0.6,0.08,1,3.0,1.932,0,0.0,1,2.824587541487726,-0.375,3.075,0.0,4.522058823529412,0.0
6,5,4.0,1.24,0.0,1,0.0565,1.995,0,0.0,0,9.340089588553267,-0.145,5.995,50.579,4.834677419354839,0.0
8,5,5.0,0.96,0.483,1,0.1154,1.934,0,0.0,2,56.667168808079325,0.775,7.975,49.262,5.526680526680527,0.0
9,5,5.0,1.05,0.55,1,0.981,2.009,0,0.0,1,7.018962755871553,-1.0,10.0,16.834,6.25,0.0
9,5,3.0,0.61,0.0,1,0.2418,1.959,0,0.0,1,11.308480738990664,-0.095,1.395,33.462,2.2868852459016398,0.0
4,2,2.0,0.5,0.0,1,0.0,2.016,0,0.9166666666666666,3,15.290417543954948,-0.045,3.995,6.688,7.99,1.0
3,5,6.0,1.23,0.0,1,0.0262,1.985,0,0.0,0,35.4841763313827,-0.1,3.9,39.9,3.1707317073170733,0.0
8,5,5.0,1.5,1.1,1,0.0945,1.937,0,0.0,2,67.41932481293655,-1.245,10.495,27.516,4.036538461538462,0.0
9,5,2.0,0.4,0.1,1,0.2126,1.967,0,0.0,1,8.001018851340628,-0.045,1.795,24.0,3.59,0.0
9,5,4.0,0.66,0.0,1,0.2368,1.966,0,0.0,1,29.098066677215986,-0.25,2.25,0.0,3.4090909090909087,0.0
4,2,1.0,0.256,0.0,0,0.0,1.945,0,0.6666666666666666,3,21.86988457316883,-0.095,2.195,2.727,8.57421875,0.0
9,5,4.0,1.1,0.35,1,0.5103,1.954,0,0.0,1,11.902450808168052,-0.495,5.995,4.2,4.13448275862069,0.0
7,2,2.0,0.665,0.0,1,0.0,1.987,1,0.0,0,22.96878393173456,-0.095,2.395,15.054,3.601503759398496,0.0
1,5,3.0,0.65,0.0,1,0.3174,1.962,0,0.0,1,20.5716398021872,-0.07,1.995,11.263,3.069230769230769,0.0
6,5,5.0,1.3,0.2,1,0.0316,1.999,1,0.0,0,4.941078961425311,1.655,9.495,49.15,6.33,0.0
9,5,6.0,1.1,0.67,1,0.2307,2.008,0,0.0,1,17.21465698977472,0.35,4.75,23.9,2.68361581920904,0.0
4,2,3.0,1.05,0.0,0,0.0,1.999,1,0.0,3,8.941219183096116,-0.05,7.0,0.0,6.666666666666667,0.0
8,5,0.0,0.52,0.48,1,0.3665,1.956,0,0.0,2,74.44904544543692,0.235,5.695,39.0,5.695,0.0
0,5,2.0,0.31,0.08,1,0.178,1.945,0,0.0,1,24.62077566918236,-0.195,2.995,13.77,7.67948717948718,0.0
9,5,2.0,0.42,0.0,1,0.2605,1.958,0,0.0,1,20.627503869858234,-0.095,2.495,47.822,5.940476190476191,0.0
0,5,0.0,0.0,0.0,1,2.9,1.935,0,0.0,1,13.452275897450088,-0.4,4.7,15.144,0.0,0.0
4,2,2.0,0.56,0.0,1,0.0,1.992,0,1.0,3,13.665896989016437,0.605,4.995,4.8,8.919642857142856,1.0
7,2,4.0,0.91,0.0,1,0.0,1.986,1,1.0,0,21.22329334595104,-0.245,2.85,27.3,3.131868131868132,0.0
4,2,2.0,0.465,0.0,0,0.0,1.967,0,0.3333333333333333,3,15.464943520009022,-0.05,2.15,0.0,4.623655913978495,1.0
7,2,6.0,1.47,0.04,1,0.0,0.0,0,0.0,0,35.31156447463613,0.1,3.95,18.84,2.6158940397351,0.0
3,5,6.0,1.32,0.25,1,0.0408,0.0,0,0.0,0,23.49618078106516,0.05,4.65,55.869,2.961783439490446,0.0
9,5,3.0,0.72,0.0,1,0.156,1.943,0,0.0,1,4.002857955665365,-0.995,7.495,2.743,10.40972222222222,0.0
8,5,4.0,1.5,0.4,1,1.3,2.002,0,0.0,2,10.84326555605636,-0.4,13.9,36.768,7.315789473684211,0.0
4,2,1.0,0.215,0.0,1,0.0,1.984,0,1.0,3,4.982086945091964,0.085,1.895,4.8,8.813953488372093,0.0
4,2,1.5,0.26,0.0,1,0.0,0.0,0,0.6666666666666666,3,17.018250682402243,0.055,3.495,0.0,13.442307692307692,1.0
7,2,4.0,0.88,0.52,1,0.0,1.958,1,0.0,0,24.125014863406708,-0.095,3.495,10.548,2.4964285714285714,0.0
4,2,4.0,0.93,0.0,1,0.0,2.011,0,0.75,3,18.99254730529422,-0.2,4.95,4.8,5.32258064516129,1.0
7,5,5.0,1.17,0.19,1,0.0193,1.985,0,0.0,0,9.090722704096205,-0.345,6.295,55.855,4.628676470588235,0.0
4,2,4.0,0.82,0.0,1,0.0,2.023,1,0.5,3,13.40859670413224,-0.25,2.75,0.0,3.3536585365853657,0.0
4,2,4.0,0.89,0.0,1,0.0,2.023,0,0.625,3,10.419008414563764,-0.7,6.2,15.96,6.96629213483146,1.0
4,2,3.0,0.875,0.0,1,0.0,1.965,0,0.3333333333333333,3,13.067929036317324,-0.095,1.995,4.2,2.28,1.0
3,5,5.0,1.11,0.0,1,0.0363,1.984,0,0.0,0,15.261665453559546,-0.45,6.0,27.38,5.405405405405404,0.0
4,2,2.0,0.445,0.0,1,0.0,0.0,0,0.3333333333333333,3,32.32470539989521,0.105,2.995,5.844,6.730337078651686,0.0
7,2,4.0,1.159,0.0,1,0.0,2.017,1,0.0,0,7.212362913079054,0.075,5.75,18.8,4.961173425366695,0.0
4,2,2.0,0.49,0.0,0,0.0,1.912,0,0.0,3,15.968594473992564,0.705,4.995,16.331,10.193877551020408,1.0
7,5,5.0,1.46,0.0,1,0.0246,2.009,0,0.0,0,28.99665349302636,0.155,3.895,26.995,2.667808219178082,0.0
7,2,5.0,1.03,0.0,1,0.0,1.962,1,0.0,0,14.757935860904034,-0.295,3.495,7.68,3.393203883495145,0.0
8,5,7.0,0.95,0.94,1,0.1057,1.97,0,0.0,2,53.87306896029236,0.105,4.995,41.279,2.642857142857143,0.0
7,5,5.0,1.21,0.0,1,0.0102,1.973,0,0.0,0,23.05205144804928,-0.145,3.495,52.6,2.8884297520661155,0.0
1,5,2.0,0.29,0.0,1,0.1525,1.946,1,0.0,1,4.916243192571073,-1.025,2.875,13.0,9.913793103448278,0.0
6,2,4.0,1.16,0.21,1,0.0,2.017,1,0.0,0,10.938059279948432,-0.395,5.495,17.032,4.010948905109489,0.0
4,2,3.0,0.98,0.0,1,0.0,1.901,0,3.0,3,27.188608585961752,-0.795,9.695,7.2,9.892857142857144,1.0
9,5,5.0,1.07,0.6,1,0.268,1.944,0,0.0,1,5.508183182864403,1.205,5.995,23.017,3.589820359281437,0.0
4,2,3.0,0.82,0.0,0,0.0,1.968,1,1.0,3,11.956537878498196,0.05,4.85,4.2,5.914634146341463,1.0
7,5,5.0,1.33,0.24,1,0.01,1.986,0,0.0,0,6.5352184183207385,-0.495,8.495,30.616,5.410828025477707,0.0
7,5,5.0,1.17,0.41,1,0.0122,1.974,0,0.0,0,19.144311234655124,0.165,3.795,47.8,2.401898734177215,0.0
4,2,2.0,0.46,0.0,1,0.0,2.019,0,0.8571428571428571,3,7.3499580500670465,0.205,3.095,1.8,6.728260869565218,1.0
7,5,5.0,1.25,0.0,1,0.025,1.967,0,0.0,0,18.23225366113165,-0.045,5.195,48.955,4.156,0.0
4,2,2.0,0.62,0.0,1,0.0,1.967,0,0.75,3,39.42177932869771,-0.395,1.995,0.0,3.217741935483871,1.0
1,5,2.0,0.28,0.0,1,0.0457,1.967,1,0.0,1,5.973277886633716,-0.025,0.95,11.915,3.392857142857143,0.0
9,5,5.0,0.6,0.06,1,0.2174,1.978,1,0.0,1,4.728138658032534,0.63,1.795,18.65,2.7196969696969697,0.0
0,5,4.0,0.5,0.0,1,0.0454,1.968,0,0.0,1,1.5439067402087117,-0.07,1.195,21.97,2.39,0.0
4,2,2.0,0.471,0.0,1,0.0,0.0,0,2.0,3,24.75147638327988,-0.133,1.895,5.4,4.023354564755839,1.0
8,5,9.0,2.0,0.03,1,0.1352,1.95,0,0.0,2,73.2796577580868,-0.1,12.95,77.817,6.379310344827586,0.0
7,5,6.0,1.37,0.0,1,0.0276,1.962,1,0.0,0,14.968832716922062,0.195,3.595,43.65,2.624087591240876,0.0
9,5,3.0,0.62,0.0,1,0.221,1.964,0,0.0,1,17.426886775071083,-0.795,3.495,20.018,5.637096774193548,0.0
9,1,2.0,0.45,0.0,1,0.18,1.966,0,0.0,1,2.204311024301888,0.495,0.495,7.288,1.1,0.0
7,5,4.0,1.1,0.14,1,0.0202,1.975,1,0.0,0,16.22987130823462,0.35,4.25,46.1,3.427419354838709,0.0
9,5,3.0,0.6,0.0,1,0.214,1.977,0,0.0,1,1.4211754666395584,-0.03,1.95,18.903,3.25,0.0
4,2,4.0,0.88,0.0,1,0.0,1.968,0,0.0,3,20.260656207170094,-0.175,4.25,0.0,4.829545454545454,0.0
4,2,3.0,0.7,0.0,1,0.0,1.904,0,0.8,3,13.678873453975877,0.955,6.995,9.6,9.992857142857144,0.0
