,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
16010,1 850 000 kr,-175 000 kr (-9 %),Villa,Äganderätt,6 rum,112 m²,112 m²,,1 620 m²,1976,,,,"Villa - Hallstavik, Norrtälje kommun - Såld 11 augusti 2023",Stockholm,1 675 000 kr,villa,"Hallstavik, Norrtälje kommun", 11 augusti 2023,86.20179966780029
16011,2 995 000 kr,-120 000 kr (-4 %),Vinterbonat fritidshus,Äganderätt,4 rum,70 m²,40 m²,,2 068 m²,1977,42 730 kr/år,,,"Vinterbonat fritidshus - Rådmansö, Norrtälje kommun - Såld 10 augusti 2023",Stockholm,2 875 000 kr,villa,"Rådmansö, Norrtälje kommun", 10 augusti 2023,67.41932481293655
16012,5 495 000 kr,-595 000 kr (-11 %),Villa,Äganderätt,6 rum,158 m²,80 m²,,931 m²,1977,65 459 kr/år,Ja,,"Villa - Ormsta, Vallentuna kommun - Såld 10 augusti 2023",Stockholm,4 900 000 kr,villa,"Ormsta, Vallentuna kommun", 10 augusti 2023,24.102629690158302
16013,1 749 000 kr,-24 000 kr (-1 %),Villa,Bostadsrätt,1 rum,20 m²,13 m²,,,2022,14 100 kr/år,Ja,,"Villa - Svinninge, Österåkers kommun - Såld 10 augusti 2023",Stockholm,1 725 000 kr,villa,"Svinninge, Österåkers kommun", 10 augusti 2023,18.3757313578269
16014,4 495 000 kr,-495 000 kr (-11 %),Villa,Äganderätt,5 rum,127 m²,4 m²,,1 199 m²,1981,36 740 kr/år,,,"Villa - Sigtuna Norra, Sigtuna kommun - Såld 10 augusti 2023",Stockholm,4 000 000 kr,villa,"Sigtuna Norra, Sigtuna kommun", 10 augusti 2023,90.53263864415469
16015,4 395 000 kr,-195 000 kr (-4 %),Villa,Äganderätt,5 rum,125 m²,,,229 m²,1978,34 800 kr/år,Ja,,"Villa - Kungsängen - Brunna, Upplands-Bro kommun - Såld 09 augusti 2023",Stockholm,4 200 000 kr,villa,"Brunna, Upplands-Bro kommun", 09 augusti 2023,26.935758802435075
16016,5 900 000 kr,-150 000 kr (-3 %),Villa,Bostadsrätt,5 rum,147 m²,,Ja,,2014,21 061 kr/år,Ja,,"Villa - Kista, Stockholms kommun - Såld 09 augusti 2023",Stockholm,5 750 000 kr,villa,"Kista, Stockholms kommun", 09 augusti 2023,11.308480738990665
16017,4 395 000 kr,-100 000 kr (-2 %),Villa,Äganderätt,4 rum,80 m²,,,2 329 m²,1965,33 281 kr/år,,,"Villa - Ingarö - Hanskroka, Värmdö kommun - Såld 09 augusti 2023",Stockholm,4 295 000 kr,villa,"Hanskroka, Värmdö kommun", 09 augusti 2023,27.991873625647766
16018,6 995 000 kr,-495 000 kr (-7 %),Villa,Äganderätt,6 rum,135 m²,35 m²,,1 938 m²,1910,,,,"Villa - Eriksvik, Nacka kommun - Såld 09 augusti 2023",Stockholm,6 500 000 kr,villa,"Eriksvik, Nacka kommun", 09 augusti 2023,13.067929036317325
16019,6 300 000 kr,-500 000 kr (-8 %),Villa,Äganderätt,6 rum,164 m²,6 m²,,490 m²,1972,40 500 kr/år,,,"Villa - Norsborg, Botkyrka kommun - Såld 09 augusti 2023",Stockholm,5 800 000 kr,villa,"Norsborg, Botkyrka kommun", 09 augusti 2023,17.283780623936828
16020,12 500 000 kr,-450 000 kr (-4 %),Villa,Äganderätt,5 rum,139 m²,,,1 168 m²,2008,,,,"Villa - Värmdö Fågelbro, Värmdö kommun - Såld 09 augusti 2023",Stockholm,12 050 000 kr,villa,"Värmdö Fågelbro, Värmdö kommun", 09 augusti 2023,28.610501847402876
16021,4 250 000 kr,-650 000 kr (-15 %),Villa,Äganderätt,4 rum,107 m²,,,1 855 m²,1909,37 200 kr/år,,,"Villa - Djurö - Vindö, Värmdö kommun - Såld 08 augusti 2023",Stockholm,3 600 000 kr,villa,"Vindö, Värmdö kommun", 08 augusti 2023,35.814051815337876
16022,7 475 000 kr,-225 000 kr (-3 %),Villa,Äganderätt,5 rum,115 m²,28 m²,,968 m²,1911,40 784 kr/år,,,"Villa - G:A Solhem, Stockholms kommun - Såld 08 augusti 2023",Stockholm,7 250 000 kr,villa,"G:A Solhem, Stockholms kommun", 08 augusti 2023,11.719828976560299
16023,5 200 000 kr,-300 000 kr (-6 %),Villa,Äganderätt,4 rum,164 m²,20 m²,,697 m²,1977,52 923 kr/år,Ja,,"Villa - Märsta - Norrbacka, Sigtuna kommun - Såld 04 augusti 2023",Stockholm,4 900 000 kr,villa,"Norrbacka, Sigtuna kommun", 04 augusti 2023,36.773019114796654
16024,6 995 000 kr,-145 000 kr (-2 %),Villa,Äganderätt,7 rum,95 m²,65 m²,,638 m²,1942,,,,"Villa - Segeltorp, Huddinge kommun - Såld 04 augusti 2023",Stockholm,6 850 000 kr,villa,"Segeltorp, Huddinge kommun", 04 augusti 2023,9.085467513929755
16025,1 995 000 kr,-345 000 kr (-17 %),Vinterbonat fritidshus,Äganderätt,4 rum,75 m²,6 m²,,2 249 m²,1984,18 388 kr/år,,,"Vinterbonat fritidshus - Havsskogen, Norrtälje kommun - Såld 04 augusti 2023",Stockholm,1 650 000 kr,villa,"Havsskogen, Norrtälje kommun", 04 augusti 2023,91.05021289468355
16026,3 300 000 kr,-150 000 kr (-5 %),Vinterbonat fritidshus,Äganderätt,5 rum,85 m²,14 m²,,2 504 m²,2008,22 751 kr/år,,,"Vinterbonat fritidshus - Singö - Söderby, Norrtälje kommun - Såld 04 augusti 2023",Stockholm,3 150 000 kr,villa,"Söderby, Norrtälje kommun", 04 augusti 2023,100.45072916228605
16027,2 500 000 kr,-365 000 kr (-15 %),Vinterbonat fritidshus,Bostadsrätt,3 rum,64 m²,,,440 m²,2021,21 120 kr/år,Ja,,"Vinterbonat fritidshus - Ljusterö, Österåkers kommun - Såld 03 augusti 2023",Stockholm,2 135 000 kr,villa,"Ljusterö, Österåkers kommun", 03 augusti 2023,38.26547660867005
16028,3 950 000 kr,-550 000 kr (-14 %),Villa,Äganderätt,4 rum,125 m²,,,3 486 m²,2009,15 642 kr/år,Ja,,"Villa - Upplunda, Norrtälje kommun - Såld 03 augusti 2023",Stockholm,3 400 000 kr,villa,"Upplunda, Norrtälje kommun", 03 augusti 2023,64.76971830265407
16029,2 000 000 kr,-100 000 kr (-5 %),Vinterbonat fritidshus,Äganderätt,3 rum,48 m²,,,2 127 m²,1975,9 440 kr/år,,,"Vinterbonat fritidshus - Söder Rådasjön, Norrtälje kommun - Såld 03 augusti 2023",Stockholm,1 900 000 kr,villa,"Söder Rådasjön, Norrtälje kommun", 03 augusti 2023,76.89147809367097
16030,5 850 000 kr,-200 000 kr (-3 %),Villa,Äganderätt,4 rum,148 m²,,,1 924 m²,1969,52 596 kr/år,,,"Villa - Sigtuna - Granby, Sigtuna kommun - Såld 03 augusti 2023",Stockholm,5 650 000 kr,villa,"Granby, Sigtuna kommun", 03 augusti 2023,44.6037964438978
16031,4 400 000 kr,-150 000 kr (-3 %),Vinterbonat fritidshus,Äganderätt,4 rum,88 m²,,,2 031 m²,1979,14 598 kr/år,,,"Vinterbonat fritidshus - Älvsala, Värmdö kommun - Såld 02 augusti 2023",Stockholm,4 250 000 kr,villa,"Älvsala, Värmdö kommun", 02 augusti 2023,32.576270384523404
16032,5 250 000 kr,-350 000 kr (-7 %),Villa,Äganderätt,6 rum,167 m²,22 m²,,816 m²,1965,46 200 kr/år,,,"Villa - Märsta, Sigtuna kommun - Såld 02 augusti 2023",Stockholm,4 900 000 kr,villa,"Märsta, Sigtuna kommun", 02 augusti 2023,35.67479718055405
16033,8 995 000 kr,-345 000 kr (-4 %),Villa,Äganderätt,6 rum,199 m²,25 m²,Ja,2 140 m²,1989,66 345 kr/år,Ja,,"Villa - Eriksvik, Nacka kommun - Såld 02 augusti 2023",Stockholm,8 650 000 kr,villa,"Eriksvik, Nacka kommun", 02 augusti 2023,13.067929036317325
16034,3 295 000 kr,-245 000 kr (-7 %),Villa,Äganderätt,6 rum,160 m²,41 m²,,2 853 m²,1974,61 727 kr/år,,,"Villa - Kippinge, Norrtälje kommun - Såld 02 augusti 2023",Stockholm,3 050 000 kr,villa,"Kippinge, Norrtälje kommun", 02 augusti 2023,45.1466623132019
16035,850 000 kr,-30 000 kr (-4 %),Villa,Äganderätt,3 rum,48 m²,,,2 437 m²,1970,,,,"Villa - Häverö - Norrby, Norrtälje kommun - Såld 01 augusti 2023",Stockholm,820 000 kr,villa,"Norrby, Norrtälje kommun", 01 augusti 2023,91.0093755939158
16036,7 500 000 kr,-100 000 kr (-1 %),Villa,Äganderätt,6 rum,202 m²,,,2 073 m²,2006,47 945 kr/år,,,"Villa - Färingsö Färjestaden, Ekerö kommun - Såld 31 juli 2023",Stockholm,7 400 000 kr,villa,"Färingsö Färjestaden, Ekerö kommun", 31 juli 2023,18.203187601797698
16037,6 490 000 kr,-390 000 kr (-6 %),Villa,Äganderätt,6 rum,68 m²,68 m²,,495 m²,1940,12 580 kr/år,Ja,,"Villa - Bällsta, Stockholms kommun - Såld 28 juli 2023",Stockholm,6 100 000 kr,villa,"Bällsta, Stockholms kommun", 28 juli 2023,9.301724563949271
16038,6 800 000 kr,-260 000 kr (-4 %),Villa,Äganderätt,7 rum,144 m²,27 m²,Ja,1 408 m²,1958,69 013 kr/år,Ja,,"Villa - Skuru, Nacka kommun - Såld 28 juli 2023",Stockholm,6 540 000 kr,villa,"Skuru, Nacka kommun", 28 juli 2023,8.125154048082363
16039,4 475 000 kr,-271 457 kr (-6 %),Vinterbonat fritidshus,Äganderätt,3 rum,55 m²,,,3 870 m²,2002,34 975 kr/år,,,"Vinterbonat fritidshus - Ingarö Enkärret, Värmdö kommun - Såld 28 juli 2023",Stockholm,4 203 543 kr,villa,"Ingarö Enkärret, Värmdö kommun", 28 juli 2023,22.68400150034709
16040,3 995 000 kr,-145 000 kr (-4 %),Villa,Äganderätt,5 rum,119 m²,,,240 m²,1974,51 638 kr/år,,,"Villa - Kungsängen/Lillsjön, Upplands-Bro kommun - Såld 28 juli 2023",Stockholm,3 850 000 kr,villa,"Kungsängen/Lillsjön, Upplands-Bro kommun", 28 juli 2023,27.362385346173465
16041,6 750 000 kr,-650 000 kr (-10 %),Villa,Äganderätt,7 rum,180 m²,,,1 530 m²,2022,52 400 kr/år,,,Villa - Sigtuna kommun - Såld 27 juli 2023,Stockholm,6 100 000 kr,villa,Sigtuna kommun, 27 juli 2023,37.23571944110043
16042,25 000 000 kr,-2 300 000 kr (-9 %),Villa,Äganderätt,6 rum,234 m²,22 m²,Ja,3 226 m²,1968,59 880 kr/år,Ja,,"Villa - Kungsholmen - Stora Essingen, Stockholms kommun - Såld 27 juli 2023",Stockholm,22 700 000 kr,villa,"Stora Essingen, Stockholms kommun", 27 juli 2023,4.916243192571073
16043,9 995 000 kr,-4 395 000 kr (-44 %),Villa,Äganderätt,5 rum,164 m²,10 m²,,1 474 m²,1990,,Ja,,"Villa - Skogås, Huddinge kommun - Såld 27 juli 2023",Stockholm,5 600 000 kr,villa,"Skogås, Huddinge kommun", 27 juli 2023,12.71061279826193
16044,5 695 000 kr,-345 000 kr (-6 %),Villa,Äganderätt,9 rum,177 m²,70 m²,Ja,2 046 m²,1951,58 800 kr/år,Ja,,"Villa - Tullinge, Botkyrka kommun - Såld 26 juli 2023",Stockholm,5 350 000 kr,villa,"Tullinge, Botkyrka kommun", 26 juli 2023,16.22987130823462
16045,6 295 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,5 rum,129 m²,7 m²,,472 m²,2017,38 340 kr/år,Ja,,"Villa - Runby, Upplands Väsby kommun - Såld 26 juli 2023",Stockholm,6 200 000 kr,villa,"Runby, Upplands Väsby kommun", 26 juli 2023,24.125014863406708
16046,6 495 000 kr,-545 000 kr (-8 %),Villa,Äganderätt,6 rum,153 m²,4 m²,,1 503 m²,2017,38 363 kr/år,,,"Villa - Västerhaninge, Haninge kommun - Såld 26 juli 2023",Stockholm,5 950 000 kr,villa,"Västerhaninge, Haninge kommun", 26 juli 2023,22.71049933189332
16047,7 495 000 kr,-445 000 kr (-6 %),Villa,Äganderätt,7 rum,129 m²,162 m²,,831 m²,1969,40 800 kr/år,,,"Villa - Vendelsö, Haninge kommun - Såld 25 juli 2023",Stockholm,7 050 000 kr,villa,"Vendelsö, Haninge kommun", 25 juli 2023,16.1768868259903
16048,8 495 000 kr,-895 000 kr (-11 %),Villa,Äganderätt,5 rum,160 m²,,,2 540 m²,2017,41 090 kr/år,,,"Villa - Ekerö Helgö, Ekerö kommun - Såld 25 juli 2023",Stockholm,7 600 000 kr,villa,"Ekerö Helgö, Ekerö kommun", 25 juli 2023,23.064260840636273
16049,2 195 000 kr,-195 000 kr (-9 %),Vinterbonat fritidshus,Äganderätt,4 rum,69 m²,,,2 076 m²,1996,16 196 kr/år,,,"Vinterbonat fritidshus - Yxlan Hamnängen, Norrtälje kommun - Såld 25 juli 2023",Stockholm,2 000 000 kr,villa,"Yxlan Hamnängen, Norrtälje kommun", 25 juli 2023,54.190956311278896
16050,1 975 000 kr,-200 000 kr (-10 %),Vinterbonat fritidshus,Äganderätt,3 rum,54 m²,,,1 413 m²,1975,47 168 kr/år,,,"Vinterbonat fritidshus - Bergshamra - Enviken, Norrtälje kommun - Såld 25 juli 2023",Stockholm,1 775 000 kr,villa,"Enviken, Norrtälje kommun", 25 juli 2023,45.90376140600314
16051,2 995 000 kr,-145 000 kr (-5 %),Villa,Äganderätt,4 rum,92 m²,,,1 979 m²,1969,15 200 kr/år,,,"Villa - Älgeby/brottby, Vallentuna kommun - Såld 24 juli 2023",Stockholm,2 850 000 kr,villa,"Älgeby/brottby, Vallentuna kommun", 24 juli 2023,27.94167821143715
16052,3 750 000 kr,-255 000 kr (-7 %),Villa,Äganderätt,5 rum,129 m²,,,2 275 m²,2023,24 684 kr/år,,,"Villa - Nysättra, Norrtälje kommun - Såld 24 juli 2023",Stockholm,3 495 000 kr,villa,"Nysättra, Norrtälje kommun", 24 juli 2023,71.29632993460697
16053,3 895 000 kr,-295 000 kr (-8 %),Vinterbonat fritidshus,Äganderätt,4 rum,80 m²,,,1 849 m²,1967,36 000 kr/år,,,"Vinterbonat fritidshus - Björkvik, Värmdö kommun - Såld 24 juli 2023",Stockholm,3 600 000 kr,villa,"Björkvik, Värmdö kommun", 24 juli 2023,29.06616217413679
16054,16 000 000 kr,-2 000 000 kr (-13 %),Villa,Äganderätt,7 rum,315 m²,9 m²,,3 478 m²,2000,69 600 kr/år,,,"Villa - Fågelbro, Värmdö, Värmdö kommun - Såld 24 juli 2023",Stockholm,14 000 000 kr,villa,"Fågelbro, Värmdö, Värmdö kommun", 24 juli 2023,28.610501847402876
16055,3 295 000 kr,-495 000 kr (-15 %),Vinterbonat fritidshus,Äganderätt,3 rum,64 m²,,,2 864 m²,1958,10 136 kr/år,,,"Vinterbonat fritidshus - Älvsala, Värmdö kommun - Såld 23 juli 2023",Stockholm,2 800 000 kr,villa,"Älvsala, Värmdö kommun", 23 juli 2023,32.576270384523404
16056,6 895 000 kr,-495 000 kr (-7 %),Villa,Äganderätt,6 rum,172 m²,,,1 098 m²,1965,55 962 kr/år,Ja,,"Villa - Bällsta, Vallentuna kommun - Såld 23 juli 2023",Stockholm,6 400 000 kr,villa,"Bällsta, Vallentuna kommun", 23 juli 2023,21.44151006403266
16057,3 975 000 kr,-180 000 kr (-5 %),Villa,Äganderätt,5 rum,149 m²,,,640 m²,1971,43 600 kr/år,,,"Villa - Fågelsången, Norrtälje kommun - Såld 21 juli 2023",Stockholm,3 795 000 kr,villa,"Fågelsången, Norrtälje kommun", 21 juli 2023,61.6280788429882
16058,6 725 000 kr,-325 000 kr (-5 %),Villa,Äganderätt,6 rum,140 m²,29 m²,,843 m²,1985,41 563 kr/år,,,"Villa - Hässelby Norra Villastad, Stockholms kommun - Såld 21 juli 2023",Stockholm,6 400 000 kr,villa,"Hässelby Norra Villastad, Stockholms kommun", 21 juli 2023,not found
16059,4 795 000 kr,-795 000 kr (-17 %),Villa,Äganderätt,6 rum,155 m²,,,1 515 m²,2007,49 068 kr/år,,,"Villa - Nykvarn Sätra Gård, Nykvarns kommun - Såld 20 juli 2023",Stockholm,4 000 000 kr,villa,"Nykvarn Sätra Gård, Nykvarns kommun", 20 juli 2023,not found
16060,9 495 000 kr,-500 000 kr (-5 %),Villa,Äganderätt,7 rum,204 m²,,,"1 050,1 m²",1999,41 731 kr/år,,,"Villa - Trångsund, Huddinge kommun - Såld 20 juli 2023",Stockholm,8 995 000 kr,villa,"Trångsund, Huddinge kommun", 20 juli 2023,11.354770352295533
16061,5 395 000 kr,-195 000 kr (-4 %),Villa,Äganderätt,6 rum,183 m²,105 m²,,834 m²,1970,44 983 kr/år,,,"Villa - Mariekäll, Södertälje kommun - Såld 20 juli 2023",Stockholm,5 200 000 kr,villa,"Mariekäll, Södertälje kommun", 20 juli 2023,29.883387990638507
16062,4 795 000 kr,-345 000 kr (-7 %),Villa,Äganderätt,6 rum,136 m²,9 m²,,2 268 m²,1975,16 900 kr/år,,,"Villa - Vindö, Tammstorp, Värmdö kommun - Såld 19 juli 2023",Stockholm,4 450 000 kr,villa,"Vindö, Tammstorp, Värmdö kommun", 19 juli 2023,34.25693946713326
16063,1 995 000 kr,-395 000 kr (-20 %),Vinterbonat fritidshus,Äganderätt,5 rum,115 m²,,,2 350 m²,1850,36 217 kr/år,,,"Vinterbonat fritidshus - Edebo, Norrtälje kommun - Såld 19 juli 2023",Stockholm,1 600 000 kr,villa,"Edebo, Norrtälje kommun", 19 juli 2023,81.25525784506978
16064,7 500 000 kr,-800 000 kr (-11 %),Villa,Äganderätt,5 rum,143 m²,15 m²,,945 m²,2016,16 792 kr/år,Ja,,"Villa - Ritorp, Södertälje kommun - Såld 19 juli 2023",Stockholm,6 700 000 kr,villa,"Ritorp, Södertälje kommun", 19 juli 2023,27.1877795733545
16065,3 995 000 kr,-345 000 kr (-9 %),Villa,Äganderätt,5 rum,116 m²,51 m²,,925 m²,1991,45 043 kr/år,,,"Villa - Görla, Norrtälje kommun - Såld 18 juli 2023",Stockholm,3 650 000 kr,villa,"Görla, Norrtälje kommun", 18 juli 2023,58.397561803488095
16066,6 950 000 kr,-200 000 kr (-3 %),Villa,Äganderätt,4 rum,125 m²,15 m²,,1 551 m²,1930-2011,64 337 kr/år,,,"Villa - Ekerö Älvnäs, Ekerö kommun - Såld 18 juli 2023",Stockholm,6 750 000 kr,villa,"Ekerö Älvnäs, Ekerö kommun", 18 juli 2023,17.26926072049555
16067,5 950 000 kr,-470 000 kr (-8 %),Villa,Äganderätt,7 rum,152 m²,50 m²,,704 m²,1974,36 260 kr/år,,,"Villa - Sollentuna Rotsunda, Sollentuna kommun - Såld 18 juli 2023",Stockholm,5 480 000 kr,villa,"Sollentuna Rotsunda, Sollentuna kommun", 18 juli 2023,23.069885175593264
16068,8 950 000 kr,-750 000 kr (-8 %),Villa,Äganderätt,5 rum,132 m²,16 m²,,1 929 m²,1946,51 200 kr/år,,,"Villa - Resarö, Vaxholms kommun - Såld 18 juli 2023",Stockholm,8 200 000 kr,villa,"Resarö, Vaxholms kommun", 18 juli 2023,18.99254730529422
16069,6 750 000 kr,-500 000 kr (-7 %),Villa,Äganderätt,3 rum,70 m²,,,2 717 m²,1959,14 000 kr/år,,,"Villa - Dalarö, Haninge kommun - Såld 17 juli 2023",Stockholm,6 250 000 kr,villa,"Dalarö, Haninge kommun", 17 juli 2023,28.626951332482008
16070,3 495 000 kr,-495 000 kr (-14 %),Vinterbonat fritidshus,Äganderätt,3 rum,60 m²,,,3 116 m²,1975,12 293 kr/år,Ja,,"Vinterbonat fritidshus - Fjällsvik, Värmdö kommun - Såld 16 juli 2023",Stockholm,3 000 000 kr,villa,"Fjällsvik, Värmdö kommun", 16 juli 2023,36.84274109665432
16071,7 475 000 kr,-475 000 kr (-6 %),Villa,Äganderätt,7 rum,185 m²,,,832 m²,1977,39 822 kr/år,,,"Villa - Täby Kyrkby, Täby kommun - Såld 15 juli 2023",Stockholm,7 000 000 kr,villa,"Täby Kyrkby, Täby kommun", 15 juli 2023,18.82468695474574
16072,3 995 000 kr,-245 000 kr (-6 %),Villa,Äganderätt,5 rum,142 m²,,,624 m²,1970,39 667 kr/år,,,"Villa - Stenhamra, Ekerö kommun - Såld 14 juli 2023",Stockholm,3 750 000 kr,villa,"Stenhamra, Ekerö kommun", 14 juli 2023,21.86988457316883
16073,12 000 000 kr,-1 600 000 kr (-13 %),Villa,Äganderätt,5 rum,125 m²,69 m²,,"2,2 ha",1994,43 300 kr/år,,,"Villa - Fagerdala, Värmdö kommun - Såld 14 juli 2023",Stockholm,10 400 000 kr,villa,"Fagerdala, Värmdö kommun", 14 juli 2023,31.05658917715307
16074,5 695 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,6 rum,134 m²,19 m²,,661 m²,1971,39 220 kr/år,,,"Villa - Fresta, Upplands Väsby kommun - Såld 14 juli 2023",Stockholm,5 600 000 kr,villa,"Fresta, Upplands Väsby kommun", 14 juli 2023,22.070530073051128
16075,4 900 000 kr,-305 000 kr (-6 %),Vinterbonat fritidshus,Äganderätt,4 rum,88 m²,,,2 101 m²,1978,29 150 kr/år,,,"Vinterbonat fritidshus - Bodatorp, Värmdö kommun - Såld 14 juli 2023",Stockholm,4 595 000 kr,villa,"Bodatorp, Värmdö kommun", 14 juli 2023,35.51223142738201
16076,5 995 000 kr,-295 000 kr (-5 %),Villa,Äganderätt,3 rum,92 m²,35 m²,,1 276 m²,1939,22 000 kr/år,,,"Villa - Snättringe, Huddinge kommun - Såld 14 juli 2023",Stockholm,5 700 000 kr,villa,"Snättringe, Huddinge kommun", 14 juli 2023,8.941219183096116
16077,3 395 000 kr,-195 000 kr (-6 %),Villa,Äganderätt,7 rum,167 m²,75 m²,,2 320 m²,1945,65 453 kr/år,,,"Villa - Mölnbo, Södertälje kommun - Såld 13 juli 2023",Stockholm,3 200 000 kr,villa,"Mölnbo, Södertälje kommun", 13 juli 2023,48.5187170838877
16078,8 895 000 kr,-595 000 kr (-7 %),Villa,Äganderätt,5 rum,150 m²,,,900 m²,1944,76 569 kr/år,Ja,,"Villa - Ensta, Täby kommun - Såld 13 juli 2023",Stockholm,8 300 000 kr,villa,"Ensta, Täby kommun", 13 juli 2023,14.26702496446553
16079,4 695 000 kr,-120 000 kr (-3 %),Villa,Äganderätt,6 rum,102 m²,68 m²,,1 470 m²,2012,58 300 kr/år,,,"Villa - Brottby, Vallentuna kommun - Såld 13 juli 2023",Stockholm,4 575 000 kr,villa,"Brottby, Vallentuna kommun", 13 juli 2023,27.94167821143715
16080,9 495 000 kr,-470 000 kr (-5 %),Villa,Äganderätt,5 rum,179 m²,,,1 159 m²,2002,50 812 kr/år,,,"Villa - Saltsjö-Boo, Nacka kommun - Såld 13 juli 2023",Stockholm,9 025 000 kr,villa,"Saltsjö-Boo, Nacka kommun", 13 juli 2023,8.714953786728856
16081,2 695 000 kr,-95 000 kr (-4 %),Villa,Äganderätt,5 rum,109 m²,26 m²,,1 980 m²,1969,65 882 kr/år,,,Villa - Nykvarns kommun - Såld 12 juli 2023,Stockholm,2 600 000 kr,villa,Nykvarns kommun, 12 juli 2023,39.84379055317324
16082,3 795 000 kr,-295 000 kr (-8 %),Villa,Äganderätt,6 rum,117 m²,26 m²,,"3,8 ha",1909,46 800 kr/år,,,"Villa - Centrala Älmsta, Norrtälje kommun - Såld 12 juli 2023",Stockholm,3 500 000 kr,villa,"Centrala Älmsta, Norrtälje kommun", 12 juli 2023,83.02318384282832
16083,5 995 000 kr,-895 000 kr (-15 %),Vinterbonat fritidshus,Äganderätt,6 rum,110 m²,110 m²,,1 460 m²,1961,35 230 kr/år,Ja,,"Vinterbonat fritidshus - Centrala Grisslehamn, Norrtälje kommun - Såld 12 juli 2023",Stockholm,5 100 000 kr,villa,"Centrala Grisslehamn, Norrtälje kommun", 12 juli 2023,95.53779032931175
16084,8 750 000 kr,-200 000 kr (-2 %),Villa,Bostadsrätt,6 rum,147 m²,,,,,36 200 kr/år,Ja,,"Villa - Lilla Sköndal, Stockholms kommun - Såld 12 juli 2023",Stockholm,8 550 000 kr,villa,"Lilla Sköndal, Stockholms kommun", 12 juli 2023,8.047598489530111
