,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
12010,3 595 000 kr,-545 000 kr (-15 %),Radhus,Tomträtt,4 rum,87 m²,18 m²,,180 m²,1983,45 000 kr/år,Ja,,"Radhus - Botkyrka-Eriksberg, Botkyrka kommun - Såld 15 september 2022",Stockholm,3 050 000 kr,RadHus,"Botkyrka-Eriksberg, Botkyrka kommun", 15 september 2022,18.334884764409548
12011,3 900 000 kr,-450 000 kr (-12 %),Radhus,Bostadsrätt,3 rum,82 m²,,,,1969,15 600 kr/år,,1 av 1,"Radhus - Norrviken, Sollentuna kommun - Såld 15 september 2022",Stockholm,3 450 000 kr,RadHus,"Norrviken, Sollentuna kommun", 15 september 2022,17.018250682402243
12012,9 275 000 kr,-275 000 kr (-3 %),Kedjehus,Äganderätt,5 rum,123 m²,10 m²,,198 m²,2006,48 194 kr/år,,,"Kedjehus - Silverdal, Sollentuna kommun - Såld 15 september 2022",Stockholm,9 000 000 kr,RadHus,"Silverdal, Sollentuna kommun", 15 september 2022,9.833750705277946
12013,3 750 000 kr,-350 000 kr (-9 %),Radhus,Tomträtt,6 rum,125 m²,30 m²,,278 m²,1970,33 944 kr/år,Ja,,"Radhus - Salem, Salems kommun - Såld 15 september 2022",Stockholm,3 400 000 kr,RadHus,"Salem, Salems kommun", 15 september 2022,22.22375660130049
12014,4 995 000 kr,-145 000 kr (-3 %),Radhus,Äganderätt,6 rum,103 m²,22 m²,,121 m²,1980,62 198 kr/år,,,"Radhus - Östra Orminge, Nacka kommun - Såld 15 september 2022",Stockholm,4 850 000 kr,RadHus,"Östra Orminge, Nacka kommun", 15 september 2022,11.069869630595957
12015,4 450 000 kr,-50 000 kr (-1 %),Parhus,Äganderätt,4 rum,112 m²,10 m²,,441 m²,1982,41 192 kr/år,,,"Parhus - Spånlöt, Österåkers kommun - Såld 15 september 2022",Stockholm,4 400 000 kr,RadHus,"Spånlöt, Österåkers kommun", 15 september 2022,23.339859393027496
12016,6 195 000 kr,-495 000 kr (-8 %),Parhus,Bostadsrätt,5 rum,130 m²,,,,,16 800 kr/år,Ja,,"Parhus - Länna, Huddinge kommun - Såld 15 september 2022",Stockholm,5 700 000 kr,RadHus,"Länna, Huddinge kommun", 15 september 2022,13.868505939240716
12017,2 495 000 kr,-95 000 kr (-4 %),Radhus,Bostadsrätt,4 rum,108 m²,,,,1992,,Ja,,"Radhus - Tumba, Botkyrka kommun - Såld 14 september 2022",Stockholm,2 400 000 kr,RadHus,"Tumba, Botkyrka kommun", 14 september 2022,19.36328695877675
12018,9 800 000 kr,-150 000 kr (-2 %),Radhus,Äganderätt,,141 m²,20 m²,,208 m²,1954,39 720 kr/år,,,"Radhus - Hersby Åker, Lidingö kommun - Såld 14 september 2022",Stockholm,9 650 000 kr,RadHus,"Hersby Åker, Lidingö kommun", 14 september 2022,6.305116430541525
12019,6 495 000 kr,-95 000 kr (-1 %),Parhus,Äganderätt,5 rum,145 m²,,Ja,288 m²,1994,33 227 kr/år,Ja,,"Parhus - Tyresö, Tyresö kommun - Såld 14 september 2022",Stockholm,6 400 000 kr,RadHus,"Tyresö, Tyresö kommun", 14 september 2022,16.532718300506904
12020,5 250 000 kr,-350 000 kr (-7 %),Kedjehus,Äganderätt,5 rum,121 m²,,,580 m²,2014,32 135 kr/år,,,"Kedjehus - Kockbacka, Upplands-Bro kommun - Såld 14 september 2022",Stockholm,4 900 000 kr,RadHus,"Kockbacka, Upplands-Bro kommun", 14 september 2022,30.928736994322033
12021,4 795 000 kr,-345 000 kr (-7 %),Radhus,Äganderätt,6 rum,139 m²,,,253 m²,1974,48 140 kr/år,,,"Radhus - Fiskarhöjden, Nacka kommun - Såld 14 september 2022",Stockholm,4 450 000 kr,RadHus,"Fiskarhöjden, Nacka kommun", 14 september 2022,10.587328182798384
12022,6 250 000 kr,-325 000 kr (-5 %),Radhus,Bostadsrätt,3 rum,80 m²,12 m²,,,,5 880 kr/år,Ja,"1 av 1, hiss finns ej","Radhus - Mörtnäs, Värmdö kommun - Såld 14 september 2022",Stockholm,5 925 000 kr,RadHus,"Mörtnäs, Värmdö kommun", 14 september 2022,21.327060643829284
12023,4 200 000 kr,-320 000 kr (-8 %),Radhus,Äganderätt,4 rum,93 m²,17 m²,,108 m²,1974,40 438 kr/år,,,"Radhus - Rotebro, Sollentuna kommun - Såld 14 september 2022",Stockholm,3 880 000 kr,RadHus,"Rotebro, Sollentuna kommun", 14 september 2022,19.144311234655124
12024,5 995 000 kr,-570 000 kr (-10 %),Parhus,Bostadsrätt,6 rum,148 m²,,,,2017,26 400 kr/år,Ja,,"Parhus - Värmdö - Kolvik, Värmdö kommun - Såld 14 september 2022",Stockholm,5 425 000 kr,RadHus,"Kolvik, Värmdö kommun", 14 september 2022,23.749403340284918
12025,5 795 000 kr,-95 000 kr (-2 %),Radhus,Äganderätt,6 rum,114 m²,,,151 m²,1974,35 586 kr/år,,,"Radhus - Ella Gård, Täby kommun - Såld 13 september 2022",Stockholm,5 700 000 kr,RadHus,"Ella Gård, Täby kommun", 13 september 2022,13.360629058056498
12026,4 150 000 kr,-50 000 kr (-1 %),Radhus,Tomträtt,4 rum,89 m²,,,107 m²,1975,50 892 kr/år,,,"Radhus - Älta, Nacka kommun - Såld 13 september 2022",Stockholm,4 100 000 kr,RadHus,"Älta, Nacka kommun", 13 september 2022,9.814081764075405
12027,4 195 000 kr,-95 000 kr (-2 %),Radhus,Tomträtt,5 rum,119 m²,,,186 m²,1975,30 300 kr/år,,,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 12 september 2022",Stockholm,4 100 000 kr,RadHus,"Hässelby Norra Villastad, Stockholms kommun", 12 september 2022,not found
12028,4 195 000 kr,-95 000 kr (-2 %),Kedjehus,Äganderätt,6 rum,138 m²,33 m²,,335 m²,1971,43 800 kr/år,Ja,,"Kedjehus - Tungelsta, Haninge kommun - Såld 12 september 2022",Stockholm,4 100 000 kr,RadHus,"Tungelsta, Haninge kommun", 12 september 2022,24.620775669182358
12029,2 995 000 kr,-95 000 kr (-3 %),Kedjehus,Äganderätt,4 rum,94 m²,,,155 m²,1993,54 299 kr/år,Ja,,"Kedjehus - Bro - Gamla Bro, Upplands-Bro kommun - Såld 12 september 2022",Stockholm,2 900 000 kr,RadHus,"Gamla Bro, Upplands-Bro kommun", 12 september 2022,37.84798774086227
12030,5 795 000 kr,-445 000 kr (-8 %),Parhus,Bostadsrätt,5 rum,133 m²,,,,2014,24 000 kr/år,Ja,,"Parhus - Glömsta, Huddinge kommun - Såld 12 september 2022",Stockholm,5 350 000 kr,RadHus,"Glömsta, Huddinge kommun", 12 september 2022,12.86173095350289
12031,4 795 000 kr,-495 000 kr (-10 %),Parhus,Bostadsrätt,4 rum,112 m²,,,,1984,29 712 kr/år,Ja,,"Parhus - Ängstorp, Sollentuna kommun - Såld 12 september 2022",Stockholm,4 300 000 kr,RadHus,"Ängstorp, Sollentuna kommun", 12 september 2022,13.493895085494438
12032,3 990 000 kr,-90 000 kr (-2 %),Radhus,Bostadsrätt,6 rum,"103,5 m²",,Ja,,1986,17 964 kr/år,Ja,,"Radhus - Ekebyhov, Ekerö kommun - Såld 12 september 2022",Stockholm,3 900 000 kr,RadHus,"Ekebyhov, Ekerö kommun", 12 september 2022,15.338157470889278
12033,4 495 000 kr,-95 000 kr (-2 %),Radhus,Bostadsrätt,4 rum,"106,4 m²",,Ja,,2016,9 328 kr/år,Ja,,"Radhus - Kolartorp, Haninge kommun - Såld 12 september 2022",Stockholm,4 400 000 kr,RadHus,"Kolartorp, Haninge kommun", 12 september 2022,16.877404180605453
12034,5 250 000 kr,-475 000 kr (-9 %),Radhus,Äganderätt,5 rum,90 m²,30 m²,,219 m²,1960,36 751 kr/år,,,"Radhus - Vendelsö, Haninge kommun - Såld 10 september 2022",Stockholm,4 775 000 kr,RadHus,"Vendelsö, Haninge kommun", 10 september 2022,16.1768868259903
12035,4 695 000 kr,-545 000 kr (-12 %),Radhus,Äganderätt,5 rum,133 m²,,,376 m²,1986,42 000 kr/år,,,"Radhus - Ormsta, Vallentuna kommun - Såld 09 september 2022",Stockholm,4 150 000 kr,RadHus,"Ormsta, Vallentuna kommun", 09 september 2022,24.102629690158302
12036,6 950 000 kr,-450 000 kr (-6 %),Kedjehus,Äganderätt,6 rum,116 m²,28 m²,,294 m²,1966,62 552 kr/år,Ja,,"Kedjehus - Fruängen, Stockholms kommun - Såld 09 september 2022",Stockholm,6 500 000 kr,RadHus,"Fruängen, Stockholms kommun", 09 september 2022,7.426201356059989
12037,9 300 000 kr,-790 000 kr (-8 %),Radhus,Äganderätt,5 rum,140 m²,20 m²,,226 m²,1963,60 850 kr/år,,,"Radhus - Hersby, Lidingö kommun - Såld 09 september 2022",Stockholm,8 510 000 kr,RadHus,"Hersby, Lidingö kommun", 09 september 2022,6.154546684383387
12038,6 000 000 kr,-100 000 kr (-2 %),Parhus,Äganderätt,5 rum,106 m²,,,265 m²,1988,51 160 kr/år,,,"Parhus - Ektorp, Nacka kommun - Såld 09 september 2022",Stockholm,5 900 000 kr,RadHus,"Ektorp, Nacka kommun", 09 september 2022,7.612622611385773
12039,5 795 000 kr,-295 000 kr (-5 %),Par-/kedje-/radhus,Bostadsrätt,4 rum,132 m²,,,,1996,27 400 kr/år,,,"Par-/kedje-/radhus - Segeltorp, Huddinge kommun - Såld 09 september 2022",Stockholm,5 500 000 kr,RadHus,"Segeltorp, Huddinge kommun", 09 september 2022,9.085467513929755
12040,4 995 000 kr,-95 000 kr (-2 %),Parhus,Äganderätt,5 rum,125 m²,47 m²,,522 m²,1986,51 776 kr/år,,,"Parhus - Stäket, Järfälla kommun - Såld 09 september 2022",Stockholm,4 900 000 kr,RadHus,"Stäket, Järfälla kommun", 09 september 2022,22.698994874536552
12041,6 595 000 kr,-695 000 kr (-11 %),Radhus,Äganderätt,5 rum,118 m²,8 m²,,188 m²,1992,29 971 kr/år,,,"Radhus - Rensättra, Nacka kommun - Såld 09 september 2022",Stockholm,5 900 000 kr,RadHus,"Rensättra, Nacka kommun", 09 september 2022,11.549007333124138
12042,6 995 000 kr,-395 000 kr (-6 %),Parhus,Bostadsrätt,5 rum,111 m²,,,,2016,20 400 kr/år,Ja,,"Parhus - Mörtnäs, Värmdö kommun - Såld 09 september 2022",Stockholm,6 600 000 kr,RadHus,"Mörtnäs, Värmdö kommun", 09 september 2022,21.327060643829284
12043,4 495 000 kr,-95 000 kr (-2 %),Kedjehus,Äganderätt,5 rum,111 m²,111 m²,,714 m²,1972,51 052 kr/år,,,"Kedjehus - Haninge Jägartorp, Haninge kommun - Såld 09 september 2022",Stockholm,4 400 000 kr,RadHus,"Haninge Jägartorp, Haninge kommun", 09 september 2022,22.420861422157497
12044,2 995 000 kr,-445 000 kr (-15 %),Radhus,Äganderätt,4 rum,122 m²,,,142 m²,1971,22 100 kr/år,,,"Radhus - Lina-Ronna, Södertälje kommun - Såld 09 september 2022",Stockholm,2 550 000 kr,RadHus,"Lina-Ronna, Södertälje kommun", 09 september 2022,30.128878039692335
12045,6 495 000 kr,-1 220 000 kr (-19 %),Radhus,Äganderätt,4 rum,116 m²,12 m²,,247 m²,1983,36 938 kr/år,Ja,,"Radhus - Skarpäng, Täby kommun - Såld 08 september 2022",Stockholm,5 275 000 kr,RadHus,"Skarpäng, Täby kommun", 08 september 2022,13.568880017822565
12046,3 990 000 kr,-65 000 kr (-2 %),Parhus,Bostadsrätt,5 rum,"112,8 m²",,,,1997,6 078 kr/år,Ja,,"Parhus - Trollbäcken, Tyresö kommun - Såld 08 september 2022",Stockholm,3 925 000 kr,RadHus,"Trollbäcken, Tyresö kommun", 08 september 2022,13.639419101788388
12047,3 395 000 kr,-95 000 kr (-3 %),Radhus,Äganderätt,5 rum,113 m²,,,148 m²,1967,33 808 kr/år,,,"Radhus - Pershagen, Södertälje kommun - Såld 08 september 2022",Stockholm,3 300 000 kr,RadHus,"Pershagen, Södertälje kommun", 08 september 2022,30.47795962494194
12048,5 500 000 kr,-305 000 kr (-6 %),Radhus,Äganderätt,5 rum,125 m²,2 m²,,189 m²,1978,37 470 kr/år,,,"Radhus - Segeltorp, Huddinge kommun - Såld 08 september 2022",Stockholm,5 195 000 kr,RadHus,"Segeltorp, Huddinge kommun", 08 september 2022,9.085467513929755
12049,3 799 000 kr,-99 000 kr (-3 %),Radhus,Bostadsrätt,5 rum,123 m²,6 m²,,,2019,13 964 kr/år,,,"Radhus - Steninge Slottsby, Sigtuna kommun - Såld 08 september 2022",Stockholm,3 700 000 kr,RadHus,"Steninge Slottsby, Sigtuna kommun", 08 september 2022,35.31156447463613
12050,4 595 000 kr,-495 000 kr (-11 %),Parhus,Äganderätt,5 rum,122 m²,20 m²,,710 m²,1996,30 000 kr/år,,,"Parhus - Västerhaninge- Söderby, Haninge kommun - Såld 08 september 2022",Stockholm,4 100 000 kr,RadHus,"Västerhaninge- Söderby, Haninge kommun", 08 september 2022,29.66936913147302
12051,4 395 000 kr,-295 000 kr (-7 %),Parhus,Bostadsrätt,6 rum,132 m²,,,,2017,19 740 kr/år,Ja,,"Parhus - Bro/Jursta, Upplands-Bro kommun - Såld 08 september 2022",Stockholm,4 100 000 kr,RadHus,"Bro/Jursta, Upplands-Bro kommun", 08 september 2022,34.17909643249152
12052,3 595 000 kr,-100 000 kr (-3 %),Radhus,Bostadsrätt,5 rum,120 m²,,,,1969,27 000 kr/år,Ja,,"Radhus - Salem, Salems kommun - Såld 07 september 2022",Stockholm,3 495 000 kr,RadHus,"Salem, Salems kommun", 07 september 2022,22.22375660130049
12053,8 490 000 kr,-190 000 kr (-2 %),Kedjehus,Äganderätt,5 rum,134 m²,,Ja,478 m²,1999,33 502 kr/år,Ja,,"Kedjehus - Gribbylund, Täby kommun - Såld 07 september 2022",Stockholm,8 300 000 kr,RadHus,"Gribbylund, Täby kommun", 07 september 2022,15.261665453559546
12054,5 995 000 kr,-495 000 kr (-8 %),Parhus,Bostadsrätt,5 rum,130 m²,10 m²,,,,19 795 kr/år,Ja,,"Parhus - Väsjön, Sollentuna kommun - Såld 07 september 2022",Stockholm,5 500 000 kr,RadHus,"Väsjön, Sollentuna kommun", 07 september 2022,15.721475585374787
12055,4 275 000 kr,-75 000 kr (-2 %),Parhus,Bostadsrätt,4 rum,106 m²,,,,1997,18 096 kr/år,Ja,,"Parhus - Bällstaberg, Vallentuna kommun - Såld 07 september 2022",Stockholm,4 200 000 kr,RadHus,"Bällstaberg, Vallentuna kommun", 07 september 2022,20.76541531424985
12056,7 995 000 kr,-195 000 kr (-2 %),Kedjehus,Äganderätt,6 rum,183 m²,,,318 m²,1979,55 584 kr/år,,,"Kedjehus - Vallatorp, Täby kommun - Såld 07 september 2022",Stockholm,7 800 000 kr,RadHus,"Vallatorp, Täby kommun", 07 september 2022,15.797998459731055
12057,6 295 000 kr,-495 000 kr (-8 %),Radhus,Äganderätt,5 rum,123 m²,,,162 m²,1978,34 000 kr/år,,,"Radhus - Skarpäng, Täby kommun - Såld 07 september 2022",Stockholm,5 800 000 kr,RadHus,"Skarpäng, Täby kommun", 07 september 2022,13.568880017822565
12058,5 495 000 kr,-145 000 kr (-3 %),Kedjehus,Äganderätt,4 rum,104 m²,27 m²,,299 m²,1962,37 000 kr/år,Ja,,"Kedjehus - Hanviken, Tyresö kommun - Såld 06 september 2022",Stockholm,5 350 000 kr,RadHus,"Hanviken, Tyresö kommun", 06 september 2022,12.779738917431176
12059,9 495 000 kr,-395 000 kr (-4 %),Radhus,Bostadsrätt,6 rum,"139,5 m²",19 m²,Ja,,2022,27 000 kr/år,Ja,"1, hiss finns ej","Radhus - Skuru, Nacka kommun - Såld 06 september 2022",Stockholm,9 100 000 kr,RadHus,"Skuru, Nacka kommun", 06 september 2022,8.125154048082363
12060,2 395 000 kr,-95 000 kr (-4 %),Radhus,Bostadsrätt,5 rum,127 m²,,,,1983,34 740 kr/år,,,"Radhus - Märsta - Steninge, Sigtuna kommun - Såld 06 september 2022",Stockholm,2 300 000 kr,RadHus,"Steninge, Sigtuna kommun", 06 september 2022,35.32230824418784
12061,5 295 000 kr,-285 000 kr (-5 %),Radhus,Äganderätt,5 rum,138 m²,,,353 m²,1984,28 700 kr/år,,,"Radhus - Viksjö, Järfälla kommun - Såld 06 september 2022",Stockholm,5 010 000 kr,RadHus,"Viksjö, Järfälla kommun", 06 september 2022,18.13054118622004
12062,11 750 000 kr,-250 000 kr (-2 %),Parhus,Äganderätt,5 rum,133 m²,22 m²,,295 m²,1995,46 375 kr/år,,,"Parhus - Sticklinge, Lidingö kommun - Såld 06 september 2022",Stockholm,11 500 000 kr,RadHus,"Sticklinge, Lidingö kommun", 06 september 2022,6.8150187199737955
12063,3 450 000 kr,-50 000 kr (-1 %),Radhus,Bostadsrätt,5 rum,"103,5 m²",,,,2021,15 000 kr/år,Ja,,"Radhus - Steninge Slottsby, Sigtuna kommun - Såld 06 september 2022",Stockholm,3 400 000 kr,RadHus,"Steninge Slottsby, Sigtuna kommun", 06 september 2022,35.31156447463613
12064,3 695 000 kr,-95 000 kr (-3 %),Radhus,Äganderätt,3 rum,69 m²,,,189 m²,1977,27 865 kr/år,,,"Radhus - Viksjö, Järfälla kommun - Såld 05 september 2022",Stockholm,3 600 000 kr,RadHus,"Viksjö, Järfälla kommun", 05 september 2022,18.13054118622004
12065,7 850 000 kr,-100 000 kr (-1 %),Kedjehus,Äganderätt,6 rum,123 m²,41 m²,,450 m²,1959,42 200 kr/år,,,"Kedjehus - Vällingbyhöjden, Stockholms kommun - Såld 05 september 2022",Stockholm,7 750 000 kr,RadHus,"Vällingbyhöjden, Stockholms kommun", 05 september 2022,0.0
12066,5 490 000 kr,-90 000 kr (-2 %),Kedjehus,Äganderätt,6 rum,142 m²,,,240 m²,1975,46 404 kr/år,,,"Kedjehus - Viksjö, Järfälla kommun - Såld 05 september 2022",Stockholm,5 400 000 kr,RadHus,"Viksjö, Järfälla kommun", 05 september 2022,18.13054118622004
12067,4 450 000 kr,-140 000 kr (-3 %),Kedjehus,Äganderätt,5 rum,138 m²,,,333 m²,1973,43 600 kr/år,,,"Kedjehus - Hässelby Norra Villastad, Stockholms kommun - Såld 05 september 2022",Stockholm,4 310 000 kr,RadHus,"Hässelby Norra Villastad, Stockholms kommun", 05 september 2022,not found
12068,4 995 000 kr,-220 000 kr (-4 %),Kedjehus,Äganderätt,7 rum,106 m²,33 m²,,322 m²,1970,49 739 kr/år,,,"Kedjehus - Brunnby Vik, Upplands Väsby kommun - Såld 05 september 2022",Stockholm,4 775 000 kr,RadHus,"Brunnby Vik, Upplands Väsby kommun", 05 september 2022,23.878886967435633
12069,3 395 000 kr,-195 000 kr (-6 %),Radhus,Äganderätt,6 rum,134 m²,,,224 m²,1977,34 000 kr/år,,,"Radhus - Margretelund, Österåkers kommun - Såld 05 september 2022",Stockholm,3 200 000 kr,RadHus,"Margretelund, Österåkers kommun", 05 september 2022,21.223293345951042
12070,4 395 000 kr,-395 000 kr (-9 %),Parhus,Bostadsrätt,6 rum,132 m²,7 m²,,,2017,22 800 kr/år,,,"Parhus - Jursta, Upplands-Bro kommun - Såld 05 september 2022",Stockholm,4 000 000 kr,RadHus,"Jursta, Upplands-Bro kommun", 05 september 2022,34.43816058603102
12071,3 495 000 kr,-245 000 kr (-7 %),Par-/kedje-/radhus,Äganderätt,4 rum,128 m²,,,144 m²,1972,38 357 kr/år,,,"Par-/kedje-/radhus - Söra, Österåkers kommun - Såld 04 september 2022",Stockholm,3 250 000 kr,RadHus,"Söra, Österåkers kommun", 04 september 2022,21.943835710182334
12072,7 895 000 kr,-395 000 kr (-5 %),Radhus,Äganderätt,6 rum,130 m²,,,174 m²,2015,44 000 kr/år,,,"Radhus - Mörtnäs, Värmdö kommun - Såld 04 september 2022",Stockholm,7 500 000 kr,RadHus,"Mörtnäs, Värmdö kommun", 04 september 2022,21.327060643829284
12073,2 995 000 kr,-95 000 kr (-3 %),Radhus,Bostadsrätt,4 rum,86 m²,,Ja,,1976,23 520 kr/år,Ja,,"Radhus - Bollstanäs, Upplands Väsby kommun - Såld 04 september 2022",Stockholm,2 900 000 kr,RadHus,"Bollstanäs, Upplands Väsby kommun", 04 september 2022,20.726017747155478
12074,2 995 000 kr,-220 000 kr (-7 %),Radhus,Bostadsrätt,4 rum,87 m²,,Ja,,1976,19 200 kr/år,Ja,,"Radhus - Bollstanäs, Upplands Väsby kommun - Såld 03 september 2022",Stockholm,2 775 000 kr,RadHus,"Bollstanäs, Upplands Väsby kommun", 03 september 2022,20.726017747155478
12075,3 050 000 kr,-200 000 kr (-7 %),Radhus,Bostadsrätt,4 rum,106 m²,,,,1990,12 000 kr/år,Ja,,"Radhus - Salem, Salems kommun - Såld 03 september 2022",Stockholm,2 850 000 kr,RadHus,"Salem, Salems kommun", 03 september 2022,22.22375660130049
12076,3 995 000 kr,-795 000 kr (-20 %),Radhus,Äganderätt,4 rum,108 m²,,,148 m²,1992,42 288 kr/år,Ja,,"Radhus - Tumba, Botkyrka kommun - Såld 02 september 2022",Stockholm,3 200 000 kr,RadHus,"Tumba, Botkyrka kommun", 02 september 2022,19.36328695877675
12077,5 995 000 kr,-95 000 kr (-2 %),Parhus,Äganderätt,5 rum,97 m²,6 m²,,186 m²,2008,28 000 kr/år,Ja,,"Parhus - Vistaberg, Huddinge kommun - Såld 02 september 2022",Stockholm,5 900 000 kr,RadHus,"Vistaberg, Huddinge kommun", 02 september 2022,12.122812619514447
12078,5 495 000 kr,-500 000 kr (-9 %),Radhus,Äganderätt,6 rum,145 m²,,,241 m²,1973,46 730 kr/år,,,"Radhus - Täby Kyrkby, Täby kommun - Såld 02 september 2022",Stockholm,4 995 000 kr,RadHus,"Täby Kyrkby, Täby kommun", 02 september 2022,18.82468695474574
12079,6 350 000 kr,-500 000 kr (-8 %),Kedjehus,Äganderätt,4 rum,90 m²,21 m²,,306 m²,2000,48 182 kr/år,,,"Kedjehus - Ekerö Sandudden, Ekerö kommun - Såld 01 september 2022",Stockholm,5 850 000 kr,RadHus,"Ekerö Sandudden, Ekerö kommun", 01 september 2022,16.572887749789114
12080,4 475 000 kr,-355 000 kr (-8 %),Radhus,Äganderätt,6 rum,130 m²,,,150 m²,1973,39 156 kr/år,,,"Radhus - Vällingby - Kälvesta, Stockholms kommun - Såld 01 september 2022",Stockholm,4 120 000 kr,RadHus,"Kälvesta, Stockholms kommun", 01 september 2022,13.954418234395128
12081,7 995 000 kr,-295 000 kr (-4 %),Radhus,Äganderätt,7 rum,124 m²,58 m²,,119 m²,1974,48 337 kr/år,,,"Radhus - Ella Gård, Täby kommun - Såld 01 september 2022",Stockholm,7 700 000 kr,RadHus,"Ella Gård, Täby kommun", 01 september 2022,13.360629058056498
12082,5 995 000 kr,-95 000 kr (-2 %),Radhus,Bostadsrätt,5 rum,116 m²,9 m²,,,2022,,Ja,,"Radhus - Tureberg, Sollentuna kommun - Såld 31 augusti 2022",Stockholm,5 900 000 kr,RadHus,"Tureberg, Sollentuna kommun", 31 augusti 2022,13.40859670413224
12083,3 995 000 kr,-145 000 kr (-4 %),Radhus,Bostadsrätt,7 rum,140 m²,2 m²,,,1996,,,,"Radhus - Hörningsnäs - Centrala Huddinge, Huddinge kommun - Såld 31 augusti 2022",Stockholm,3 850 000 kr,RadHus,"Centrala Huddinge, Huddinge kommun", 31 augusti 2022,11.992775626272657
12084,3 950 000 kr,-150 000 kr (-4 %),Radhus,Äganderätt,5 rum,128 m²,,,144 m²,1972,42 604 kr/år,,,"Radhus - Björkhaga, Österåkers kommun - Såld 31 augusti 2022",Stockholm,3 800 000 kr,RadHus,"Björkhaga, Österåkers kommun", 31 augusti 2022,22.825051187772292
12085,4 295 000 kr,-95 000 kr (-2 %),Radhus,Äganderätt,4 rum,112 m²,,,168 m²,1970,31 200 kr/år,,,"Radhus - Vällingby - Kälvesta, Stockholms kommun - Såld 31 augusti 2022",Stockholm,4 200 000 kr,RadHus,"Kälvesta, Stockholms kommun", 31 augusti 2022,13.954418234395128
