,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
9616,1 795 000 kr,+155 000 kr (+9 %),Vinterbonat fritidshus,Äganderätt,3 rum,56 m²,,,2 094 m²,1975,26 643 kr/år,,,"Vinterbonat fritidshus - Garns-Ekskogen, Vallentuna kommun - Såld 30 mars 2020",Stockholm,1 950 000 kr,fritidshus,"Garns-Ekskogen, Vallentuna kommun", 30 mars 2020,29.927418261907363
9617,1 695 000 kr,+205 000 kr (+12 %),Fritidshus,Äganderätt,3 rum,59 m²,,,1 879 m²,1970,20 818 kr/år,,,"Fritidshus - Älgeby/Brottby, Vallentuna kommun - Såld 27 mars 2020",Stockholm,1 900 000 kr,fritidshus,"Älgeby/Brottby, Vallentuna kommun", 27 mars 2020,27.94167821143715
9618,4 250 000 kr,+800 000 kr (+19 %),Fritidshus,Äganderätt,4 rum,75 m²,,,2 066 m²,1972,31 703 kr/år,,,"Fritidshus - Blidö, Norrtälje kommun - Såld 27 mars 2020",Stockholm,5 050 000 kr,fritidshus,"Blidö, Norrtälje kommun", 27 mars 2020,57.047126029448464
9619,2 995 000 kr,+305 000 kr (+10 %),Fritidshus,Äganderätt,4 rum,120 m²,,,2 801 m²,2005,21 432 kr/år,,,"Fritidshus - Mälby, Norrtälje kommun - Såld 27 mars 2020",Stockholm,3 300 000 kr,fritidshus,"Mälby, Norrtälje kommun", 27 mars 2020,85.19614062050002
9620,1 495 000 kr,+505 000 kr (+34 %),Vinterbonat fritidshus,Äganderätt,7 rum,123 m²,,,"1,3 ha",1870,13 394 kr/år,,,"Vinterbonat fritidshus - Ununge - Edsbro, Norrtälje kommun - Såld 27 mars 2020",Stockholm,2 000 000 kr,fritidshus,"Edsbro, Norrtälje kommun", 27 mars 2020,67.80986197061648
9621,290 000 kr,+180 000 kr (+62 %),Fritidshus,Annat,2 rum,36 m²,11 m²,,,,9 205 kr/år,,,"Fritidshus - Enhörna, Södertälje kommun - Såld 26 mars 2020",Stockholm,470 000 kr,fritidshus,"Enhörna, Södertälje kommun", 26 mars 2020,31.371286121622457
9622,1 395 000 kr,+305 000 kr (+22 %),Fritidshus,Äganderätt,3 rum,60 m²,,,2 480 m²,1909,8 452 kr/år,Ja,,"Fritidshus - Singö, Norrtälje kommun - Såld 26 mars 2020",Stockholm,1 700 000 kr,fritidshus,"Singö, Norrtälje kommun", 26 mars 2020,103.30391999249987
9623,4 475 000 kr,+1 775 000 kr (+40 %),Fritidshus,Äganderätt,4 rum,67 m²,,,3 469 m²,1953,14 800 kr/år,,,"Fritidshus - Östra Älvsala, Värmdö kommun - Såld 26 mars 2020",Stockholm,6 250 000 kr,fritidshus,"Östra Älvsala, Värmdö kommun", 26 mars 2020,32.576270384523404
9624,1 995 000 kr,+415 000 kr (+21 %),Fritidshus,Äganderätt,3 rum,35 m²,10 m²,,1 941 m²,1975,9 692 kr/år,,,"Fritidshus - Vidja, Huddinge kommun - Såld 25 mars 2020",Stockholm,2 410 000 kr,fritidshus,"Vidja, Huddinge kommun", 25 mars 2020,14.268643056961828
9625,1 895 000 kr,+105 000 kr (+6 %),Fritidshus,Äganderätt,3 rum,75 m²,20 m²,,2 507 m²,1964,14 450 kr/år,,,"Fritidshus - Södersvik, Rådmansö, Norrtälje kommun - Såld 25 mars 2020",Stockholm,2 000 000 kr,fritidshus,"Södersvik, Rådmansö, Norrtälje kommun", 25 mars 2020,66.57058794313923
9626,950 000 kr,+350 000 kr (+37 %),Fritidshus,Äganderätt,3 rum,34 m²,,,2 105 m²,1977,16 678 kr/år,,,"Fritidshus - Rotholmaviken, Norrtälje kommun - Såld 24 mars 2020",Stockholm,1 300 000 kr,fritidshus,"Rotholmaviken, Norrtälje kommun", 24 mars 2020,60.70480763502802
9627,5 995 000 kr,+1 005 000 kr (+17 %),Vinterbonat fritidshus,Äganderätt,2 rum,33 m²,,,4 017 m²,1909,10 401 kr/år,,,"Vinterbonat fritidshus - Vätö, Norrtälje kommun - Såld 22 mars 2020",Stockholm,7 000 000 kr,fritidshus,"Vätö, Norrtälje kommun", 22 mars 2020,74.44904544543692
9628,3 675 000 kr,+75 000 kr (+2 %),Vinterbonat fritidshus,Äganderätt,3 rum,74 m²,,,3 772 m²,1977,46 262 kr/år,,,"Vinterbonat fritidshus - Ingarö, Värmdö kommun - Såld 21 mars 2020",Stockholm,3 750 000 kr,fritidshus,"Ingarö, Värmdö kommun", 21 mars 2020,19.6210177994887
9629,2 295 000 kr,+505 000 kr (+22 %),Vinterbonat fritidshus,Äganderätt,5 rum,62 m²,47 m²,,2 835 m²,1980,33 072 kr/år,,,"Vinterbonat fritidshus - Riala-Sättra, Norrtälje kommun - Såld 21 mars 2020",Stockholm,2 800 000 kr,fritidshus,"Riala-Sättra, Norrtälje kommun", 21 mars 2020,40.7892366679098
9630,1 685 000 kr,+130 000 kr (+8 %),Vinterbonat fritidshus,Äganderätt,5 rum,72 m²,,,2 440 m²,1966,14 700 kr/år,Ja,,"Vinterbonat fritidshus - Rörvik, Norrtälje kommun - Såld 21 mars 2020",Stockholm,1 815 000 kr,fritidshus,"Rörvik, Norrtälje kommun", 21 mars 2020,80.24534816322027
9631,1 100 000 kr,+100 000 kr (+9 %),Vinterbonat fritidshus,Äganderätt,2 rum,37 m²,,,2 465 m²,1962,15 341 kr/år,,,"Vinterbonat fritidshus - Abrahamsby, Norrtälje kommun - Såld 21 mars 2020",Stockholm,1 200 000 kr,fritidshus,"Abrahamsby, Norrtälje kommun", 21 mars 2020,53.87306896029236
9632,1 495 000 kr,+510 000 kr (+34 %),Fritidshus,Äganderätt,3 rum,40 m²,,,2 745 m²,1949,,,,"Fritidshus - Dyvik, Tyresö kommun - Såld 20 mars 2020",Stockholm,2 005 000 kr,fritidshus,"Dyvik, Tyresö kommun", 20 mars 2020,23.43928535270003
9633,1 575 000 kr,+50 000 kr (+3 %),Fritidshus,Annat,2 rum,32 m²,31 m²,,448 m²,1950,12 769 kr/år,,,"Fritidshus - Ekerö Nibbla Koloniområde, Ekerö kommun - Såld 20 mars 2020",Stockholm,1 625 000 kr,fritidshus,"Ekerö Nibbla Koloniområde, Ekerö kommun", 20 mars 2020,not found
9634,1 795 000 kr,+485 000 kr (+27 %),Vinterbonat fritidshus,Äganderätt,4 rum,86 m²,2 m²,,2 334 m²,1973,19 662 kr/år,,,"Vinterbonat fritidshus - Sjöändan, Norrtälje kommun - Såld 17 mars 2020",Stockholm,2 280 000 kr,fritidshus,"Sjöändan, Norrtälje kommun", 17 mars 2020,48.012123470759974
9635,1 495 000 kr,+555 000 kr (+37 %),Vinterbonat fritidshus,Äganderätt,3 rum,70 m²,,,2 279 m²,1977,23 000 kr/år,,,"Vinterbonat fritidshus - Rotholmaviken, Norrtälje kommun - Såld 17 mars 2020",Stockholm,2 050 000 kr,fritidshus,"Rotholmaviken, Norrtälje kommun", 17 mars 2020,60.70480763502802
9636,1 750 000 kr,+250 000 kr (+14 %),Vinterbonat fritidshus,Äganderätt,3 rum,50 m²,,,2 308 m²,1970,30 500 kr/år,,,"Vinterbonat fritidshus - Norrtälje, Norrtälje kommun - Såld 16 mars 2020",Stockholm,2 000 000 kr,fritidshus,"Norrtälje, Norrtälje kommun", 16 mars 2020,60.15853822537267
9637,4 500 000 kr,+235 000 kr (+5 %),Vinterbonat fritidshus,Äganderätt,4 rum,107 m²,15 m²,,2 434 m²,2008,26 450 kr/år,,,"Vinterbonat fritidshus - Lågarö, Norrtälje kommun - Såld 15 mars 2020",Stockholm,4 735 000 kr,fritidshus,"Lågarö, Norrtälje kommun", 15 mars 2020,68.07130921832866
9638,1 495 000 kr,+330 000 kr (+22 %),Vinterbonat fritidshus,Äganderätt,4 rum,65 m²,,,2 114 m²,1977,21 122 kr/år,,,"Vinterbonat fritidshus - Grovstanäs, Norrtälje kommun - Såld 15 mars 2020",Stockholm,1 825 000 kr,fritidshus,"Grovstanäs, Norrtälje kommun", 15 mars 2020,54.340283426590936
9639,1 795 000 kr,+115 000 kr (+6 %),Vinterbonat fritidshus,Äganderätt,3 rum,70 m²,,,1 525 m²,1962,13 950 kr/år,,,"Vinterbonat fritidshus - Nysättra, Norrtälje kommun - Såld 14 mars 2020",Stockholm,1 910 000 kr,fritidshus,"Nysättra, Norrtälje kommun", 14 mars 2020,71.29632993460697
9640,2 950 000 kr,+500 000 kr (+17 %),Vinterbonat fritidshus,Äganderätt,3 rum,70 m²,,,2 224 m²,2015,30 912 kr/år,Ja,,"Vinterbonat fritidshus - Lisö Sorunda, Nynäshamns kommun - Såld 13 mars 2020",Stockholm,3 450 000 kr,fritidshus,"Lisö Sorunda, Nynäshamns kommun", 13 mars 2020,37.45265937797935
9641,1 395 000 kr,+105 000 kr (+8 %),Vinterbonat fritidshus,Äganderätt,"3,5 rum",35 m²,6 m²,,395 m²,1969,12 724 kr/år,,,"Vinterbonat fritidshus - Ekedal, Huddinge kommun - Såld 13 mars 2020",Stockholm,1 500 000 kr,fritidshus,"Ekedal, Huddinge kommun", 13 mars 2020,16.958697942062695
9642,695 000 kr,+55 000 kr (+8 %),Fritidshus,Äganderätt,3 rum,34 m²,,,3 040 m²,1963,3 962 kr/år,,,"Fritidshus - Skeppsmyra-Björkö, Norrtälje kommun - Såld 12 mars 2020",Stockholm,750 000 kr,fritidshus,"Skeppsmyra-Björkö, Norrtälje kommun", 12 mars 2020,60.70480763502802
9643,2 100 000 kr,+450 000 kr (+21 %),Vinterbonat fritidshus,Äganderätt,5 rum,100 m²,,,2 144 m²,2005,25 500 kr/år,,,"Vinterbonat fritidshus - Gottröra - Frubol, Norrtälje kommun - Såld 12 mars 2020",Stockholm,2 550 000 kr,fritidshus,"Frubol, Norrtälje kommun", 12 mars 2020,52.88155582996581
9644,2 350 000 kr,+550 000 kr (+23 %),Vinterbonat fritidshus,Äganderätt,5 rum,115 m²,,,5 650 m²,1909,31 115 kr/år,Ja,,"Vinterbonat fritidshus - Kvilunda, Norrtälje kommun - Såld 12 mars 2020",Stockholm,2 900 000 kr,fritidshus,"Kvilunda, Norrtälje kommun", 12 mars 2020,66.22521471393088
9645,2 250 000 kr,+200 000 kr (+9 %),Fritidshus,Äganderätt,,32 m²,,,3 919 m²,1960,10 881 kr/år,,,"Fritidshus - Runmarö, Värmdö kommun - Såld 12 mars 2020",Stockholm,2 450 000 kr,fritidshus,"Runmarö, Värmdö kommun", 12 mars 2020,39.813546445920295
9646,2 695 000 kr,+35 000 kr (+1 %),Fritidshus,Äganderätt,3 rum,88 m²,,,1 254 m²,1978,53 658 kr/år,,,"Fritidshus - Bergshamra (södra delen), Norrtälje kommun - Såld 11 mars 2020",Stockholm,2 730 000 kr,fritidshus,"Bergshamra (södra delen), Norrtälje kommun", 11 mars 2020,not found
9647,1 695 000 kr,+305 000 kr (+18 %),Vinterbonat fritidshus,Äganderätt,3 rum,74 m²,30 m²,,2 214 m²,1970,27 321 kr/år,,,"Vinterbonat fritidshus - Garns-Ekskogen, Vallentuna kommun - Såld 11 mars 2020",Stockholm,2 000 000 kr,fritidshus,"Garns-Ekskogen, Vallentuna kommun", 11 mars 2020,29.927418261907363
9648,1 995 000 kr,+405 000 kr (+20 %),Fritidsboende,Äganderätt,2 rum,49 m²,32 m²,,2 226 m²,1974,32 863 kr/år,,,"Fritidsboende - Baltora, Norrtälje kommun - Såld 11 mars 2020",Stockholm,2 400 000 kr,fritidshus,"Baltora, Norrtälje kommun", 11 mars 2020,63.097561216494356
9649,5 850 000 kr,+650 000 kr (+11 %),Fritidshus,Äganderätt,3 rum,88 m²,,,2 187 m²,1989,25 300 kr/år,,,"Fritidshus - Ljusterö Linanäs, Österåkers kommun - Såld 11 mars 2020",Stockholm,6 500 000 kr,fritidshus,"Ljusterö Linanäs, Österåkers kommun", 11 mars 2020,29.98798306665358
9650,1 695 000 kr,+100 000 kr (+6 %),Vinterbonat fritidshus,Äganderätt,3 rum,85 m²,3 m²,,2 462 m²,1957,21 818 kr/år,,,"Vinterbonat fritidshus - Unungehöjden, Norrtälje kommun - Såld 11 mars 2020",Stockholm,1 795 000 kr,fritidshus,"Unungehöjden, Norrtälje kommun", 11 mars 2020,70.95476049500154
9651,5 000 000 kr,+1 900 000 kr (+38 %),Fritidshus,Äganderätt,3 rum,56 m²,,,2 836 m²,1958,18 000 kr/år,,,"Fritidshus - Malma, Värmdö kommun - Såld 10 mars 2020",Stockholm,6 900 000 kr,fritidshus,"Malma, Värmdö kommun", 10 mars 2020,30.430386354699014
9652,2 595 000 kr,+405 000 kr (+16 %),Fritidshus,Äganderätt,2 rum,30 m²,,,3 411 m²,1957,14 125 kr/år,,,"Fritidshus - Värmdö - Strömma, Värmdö kommun - Såld 09 mars 2020",Stockholm,3 000 000 kr,fritidshus,"Strömma, Värmdö kommun", 09 mars 2020,27.371482281576643
9653,3 700 000 kr,+400 000 kr (+11 %),Vinterbonat fritidshus,Äganderätt,8 rum,70 m²,30 m²,,7 840 m²,1909,75 435 kr/år,,,"Vinterbonat fritidshus - Nedernäs, Norrtälje kommun - Såld 09 mars 2020",Stockholm,4 100 000 kr,fritidshus,"Nedernäs, Norrtälje kommun", 09 mars 2020,69.21968798868792
9654,1 375 000 kr,+25 000 kr (+2 %),Fritidshus,Äganderätt,3 rum,39 m²,,,2 442 m²,1986,13 410 kr/år,,,"Fritidshus - Senneby, Norrtälje kommun - Såld 08 mars 2020",Stockholm,1 400 000 kr,fritidshus,"Senneby, Norrtälje kommun", 08 mars 2020,83.97525550615353
9655,2 475 000 kr,+775 000 kr (+31 %),Vinterbonat fritidshus,Äganderätt,2 rum,55 m²,,,2 222 m²,1980,8 690 kr/år,,,"Vinterbonat fritidshus - Bodatorp, Värmdö kommun - Såld 06 mars 2020",Stockholm,3 250 000 kr,fritidshus,"Bodatorp, Värmdö kommun", 06 mars 2020,35.51223142738201
9656,1 495 000 kr,+225 000 kr (+15 %),Fritidsboende,Äganderätt,4 rum,70 m²,,,2 019 m²,1986,23 100 kr/år,,,"Fritidsboende - Rånäs, Norrtälje kommun - Såld 05 mars 2020",Stockholm,1 720 000 kr,fritidshus,"Rånäs, Norrtälje kommun", 05 mars 2020,54.82480803489853
9657,1 995 000 kr,+105 000 kr (+5 %),Fritidshus,Äganderätt,4 rum,79 m²,,,2 295 m²,1974,18 443 kr/år,Ja,,"Fritidshus - Utveda, Norrtälje kommun - Såld 05 mars 2020",Stockholm,2 100 000 kr,fritidshus,"Utveda, Norrtälje kommun", 05 mars 2020,71.68095674879042
9658,1 495 000 kr,+165 000 kr (+11 %),Vinterbonat fritidshus,Äganderätt,3 rum,57 m²,,,1 603 m²,1978,22 900 kr/år,,,"Vinterbonat fritidshus - Bergshamra - Enviken, Norrtälje kommun - Såld 05 mars 2020",Stockholm,1 660 000 kr,fritidshus,"Enviken, Norrtälje kommun", 05 mars 2020,45.90376140600314
9659,1 400 000 kr,+300 000 kr (+21 %),Fritidshus,Äganderätt,3 rum,46 m²,,,1 782 m²,1949,26 950 kr/år,,,"Fritidshus - Vattubrinken, Södertälje kommun - Såld 03 mars 2020",Stockholm,1 700 000 kr,fritidshus,"Vattubrinken, Södertälje kommun", 03 mars 2020,29.264817807232035
9660,7 500 000 kr,+800 000 kr (+11 %),Vinterbonat fritidshus,Äganderätt,4 rum,111 m²,,,1 765 m²,1934,57 000 kr/år,,,"Vinterbonat fritidshus - Rydbo saltsjöbad, Österåkers kommun - Såld 02 mars 2020",Stockholm,8 300 000 kr,fritidshus,"Rydbo saltsjöbad, Österåkers kommun", 02 mars 2020,16.491609693293277
9661,4 950 000 kr,+450 000 kr (+9 %),Fritidshus,Äganderätt,4 rum,100 m²,,,4 318 m²,2012,11 300 kr/år,,,"Fritidshus - Ljusterö, Österåkers kommun - Såld 28 februari 2020",Stockholm,5 400 000 kr,fritidshus,"Ljusterö, Österåkers kommun", 28 februari 2020,38.26547660867005
9662,1 995 000 kr,+205 000 kr (+10 %),Fritidshus,Äganderätt,3 rum,60 m²,,,1 425 m²,1982,47 759 kr/år,Ja,,"Fritidshus - Enviken, Norrtälje kommun - Såld 27 februari 2020",Stockholm,2 200 000 kr,fritidshus,"Enviken, Norrtälje kommun", 27 februari 2020,45.90376140600314
9663,2 975 000 kr,+550 000 kr (+18 %),Fritidshus,Äganderätt,3 rum,76 m²,,,2 438 m²,1970,16 650 kr/år,,,"Fritidshus - Stockholms Skärgård, Norrtälje kommun - Såld 26 februari 2020",Stockholm,3 525 000 kr,fritidshus,"Stockholms Skärgård, Norrtälje kommun", 26 februari 2020,86.92999163236092
9664,1 895 000 kr,+555 000 kr (+29 %),Vinterbonat fritidshus,Äganderätt,3 rum,72 m²,,,2 134 m²,1986,25 686 kr/år,,,"Vinterbonat fritidshus - Väddö - Boda, Norrtälje kommun - Såld 26 februari 2020",Stockholm,2 450 000 kr,fritidshus,"Boda, Norrtälje kommun", 26 februari 2020,103.93740151743411
9665,2 995 000 kr,+555 000 kr (+19 %),Fritidshus,Äganderätt,3 rum,59 m²,,,2 781 m²,1967,6 130 kr/år,,,"Fritidshus - Stavsnäs Höl, Värmdö kommun - Såld 25 februari 2020",Stockholm,3 550 000 kr,fritidshus,"Stavsnäs Höl, Värmdö kommun", 25 februari 2020,34.58593745849379
9666,1 685 000 kr,+290 000 kr (+17 %),Vinterbonat fritidshus,Äganderätt,3 rum,56 m²,,,2 142 m²,1987,15 870 kr/år,Ja,,"Vinterbonat fritidshus - Sonö, Norrtälje kommun - Såld 25 februari 2020",Stockholm,1 975 000 kr,fritidshus,"Sonö, Norrtälje kommun", 25 februari 2020,71.08637802452463
9667,3 395 000 kr,+305 000 kr (+9 %),Vinterbonat fritidshus,Äganderätt,3 rum,129 m²,,,2 540 m²,1945,41 675 kr/år,,,"Vinterbonat fritidshus - Saltarö, Värmdö kommun - Såld 23 februari 2020",Stockholm,3 700 000 kr,fritidshus,"Saltarö, Värmdö kommun", 23 februari 2020,30.417058170830018
9668,1 725 000 kr,+775 000 kr (+45 %),Vinterbonat fritidshus,Äganderätt,4 rum,60 m²,,,2 037 m²,1978,16 000 kr/år,,,"Vinterbonat fritidshus - Lögla, Norrtälje kommun - Såld 23 februari 2020",Stockholm,2 500 000 kr,fritidshus,"Lögla, Norrtälje kommun", 23 februari 2020,51.64137906014059
9669,495 000 kr,+135 000 kr (+27 %),Fritidshus,Äganderätt,1 rum,25 m²,10 m²,,1 883 m²,1968,6 200 kr/år,,,"Fritidshus - Rådmansö, Norrtälje kommun - Såld 22 februari 2020",Stockholm,630 000 kr,fritidshus,"Rådmansö, Norrtälje kommun", 22 februari 2020,67.41932481293655
9670,1 395 000 kr,+205 000 kr (+15 %),Fritidshus,Äganderätt,3 rum,62 m²,12 m²,,2 148 m²,1972,,,,"Fritidshus - Herräng, Norrtälje kommun - Såld 21 februari 2020",Stockholm,1 600 000 kr,fritidshus,"Herräng, Norrtälje kommun", 21 februari 2020,95.29333183923114
9671,1 795 000 kr,+435 000 kr (+24 %),Fritidshus,Äganderätt,,,,,3 070 m²,,2 400 kr/år,,,"Fritidshus - Glömsta, Huddinge kommun - Såld 21 februari 2020",Stockholm,2 230 000 kr,fritidshus,"Glömsta, Huddinge kommun", 21 februari 2020,12.86173095350289
9672,810 000 kr,+115 000 kr (+14 %),Vinterbonat fritidshus,Äganderätt,1 rum,20 m²,13 m²,,1 403 m²,2001,13 800 kr/år,,,"Vinterbonat fritidshus - Väddö, Norrtälje kommun - Såld 21 februari 2020",Stockholm,925 000 kr,fritidshus,"Väddö, Norrtälje kommun", 21 februari 2020,86.89101110970901
9673,2 995 000 kr,+205 000 kr (+7 %),Fritidshus,Bostadsrätt,3 rum,77 m²,,,,2018,13 800 kr/år,,,"Fritidshus - Oaxen, Södertälje kommun - Såld 19 februari 2020",Stockholm,3 200 000 kr,fritidshus,"Oaxen, Södertälje kommun", 19 februari 2020,43.979575131781026
9674,2 495 000 kr,+495 000 kr (+20 %),Fritidshus,Äganderätt,3 rum,67 m²,,,2 471 m²,1978,29 835 kr/år,,,"Fritidshus - Spillersboda, Norrtälje kommun - Såld 19 februari 2020",Stockholm,2 990 000 kr,fritidshus,"Spillersboda, Norrtälje kommun", 19 februari 2020,61.216626144008494
9675,3 495 000 kr,+705 000 kr (+20 %),Vinterbonat fritidshus,Äganderätt,4 rum,119 m²,25 m²,,1 980 m²,1977,44 934 kr/år,,,"Vinterbonat fritidshus - Spillersboda, Norrtälje kommun - Såld 19 februari 2020",Stockholm,4 200 000 kr,fritidshus,"Spillersboda, Norrtälje kommun", 19 februari 2020,61.216626144008494
9676,2 495 000 kr,+430 000 kr (+17 %),Vinterbonat fritidshus,Äganderätt,3 rum,63 m²,,,2 620 m²,1959,20 700 kr/år,,,"Vinterbonat fritidshus - Saltarö, Värmdö kommun - Såld 18 februari 2020",Stockholm,2 925 000 kr,fritidshus,"Saltarö, Värmdö kommun", 18 februari 2020,30.417058170830018
9677,2 195 000 kr,+605 000 kr (+28 %),Fritidshus,Äganderätt,,30 m²,,,2 730 m²,1960,4 188 kr/år,,,"Fritidshus - Gudö, Haninge kommun - Såld 16 februari 2020",Stockholm,2 800 000 kr,fritidshus,"Gudö, Haninge kommun", 16 februari 2020,15.464943520009022
9678,3 950 000 kr,+50 000 kr (+1 %),Vinterbonat fritidshus,Äganderätt,4 rum,87 m²,,,4 770 m²,1946,37 874 kr/år,,,"Vinterbonat fritidshus - Ingarö Enkärret, Värmdö kommun - Såld 14 februari 2020",Stockholm,4 000 000 kr,fritidshus,"Ingarö Enkärret, Värmdö kommun", 14 februari 2020,22.68400150034709
9679,1 990 000 kr,+540 000 kr (+27 %),Fritidshus,Äganderätt,3 rum,54 m²,,,2 870 m²,1945,12 870 kr/år,,,"Fritidshus - Djurhamn, Värmdö kommun - Såld 13 februari 2020",Stockholm,2 530 000 kr,fritidshus,"Djurhamn, Värmdö kommun", 13 februari 2020,36.81340877153815
