,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
16811,4 995 000 kr,-195 000 kr (-4 %),Villa,Äganderätt,7 rum,138 m²,118 m²,,497 m²,1973,54 146 kr/år,,,"Villa - Margretelund, Österåkers kommun - Såld 15 mars 2023",Stockholm,4 800 000 kr,villa,"Margretelund, Österåkers kommun", 15 mars 2023,21.223293345951042
16812,2 975 000 kr,-275 000 kr (-9 %),Vinterbonat fritidshus,Äganderätt,4 rum,57 m²,,,2 596 m²,1970,30 750 kr/år,,,"Vinterbonat fritidshus - Havsskogen, Norrtälje kommun - Såld 15 mars 2023",Stockholm,2 700 000 kr,villa,"Havsskogen, Norrtälje kommun", 15 mars 2023,91.05021289468355
16813,7 995 000 kr,-245 000 kr (-3 %),Villa,Äganderätt,5 rum,150 m²,,,242 m²,2020,68 096 kr/år,Ja,,"Villa - Mörtnäs, Värmdö kommun - Såld 15 mars 2023",Stockholm,7 750 000 kr,villa,"Mörtnäs, Värmdö kommun", 15 mars 2023,21.327060643829284
16814,8 825 000 kr,-600 000 kr (-7 %),Villa,Äganderätt,5 rum,185 m²,49 m²,,1 217 m²,1964,51 762 kr/år,,,"Villa - Segeltorp, Huddinge kommun - Såld 15 mars 2023",Stockholm,8 225 000 kr,villa,"Segeltorp, Huddinge kommun", 15 mars 2023,9.085467513929755
16815,7 975 000 kr,-275 000 kr (-3 %),Villa,Äganderätt,6 rum,165 m²,9 m²,,"1 309,9 m²",1999,41 594 kr/år,Ja,,"Villa - Länna, Huddinge kommun - Såld 15 mars 2023",Stockholm,7 700 000 kr,villa,"Länna, Huddinge kommun", 15 mars 2023,13.868505939240716
16816,5 695 000 kr,-195 000 kr (-3 %),Villa,Äganderätt,6 rum,140 m²,46 m²,,1 097 m²,1973,56 102 kr/år,,,"Villa - Vega Söderhagen Sjönära, Haninge kommun - Såld 15 mars 2023",Stockholm,5 500 000 kr,villa,"Vega Söderhagen Sjönära, Haninge kommun", 15 mars 2023,not found
16817,6 495 000 kr,-385 000 kr (-6 %),Villa,Äganderätt,5 rum,121 m²,7 m²,,654 m²,1991,55 581 kr/år,,,"Villa - Östra Ekedal, Värmdö kommun - Såld 15 mars 2023",Stockholm,6 110 000 kr,villa,"Östra Ekedal, Värmdö kommun", 15 mars 2023,17.308523448518045
16818,8 995 000 kr,-1 195 000 kr (-13 %),Villa,Äganderätt,6 rum,200 m²,,,2 837 m²,2018,34 252 kr/år,,,"Villa - Ingarö - Fågelvik, Värmdö kommun - Såld 15 mars 2023",Stockholm,7 800 000 kr,villa,"Fågelvik, Värmdö kommun", 15 mars 2023,22.146270311563043
16819,17 900 000 kr,-900 000 kr (-5 %),Villa,Äganderätt,7 rum,227 m²,83 m²,,650 m²,1931,66 576 kr/år,,,"Villa - Bromma - Nockeby, Stockholms kommun - Såld 15 mars 2023",Stockholm,17 000 000 kr,villa,"Nockeby, Stockholms kommun", 15 mars 2023,8.313455673585835
16820,6 795 000 kr,-745 000 kr (-11 %),Villa,Äganderätt,5 rum,166 m²,12 m²,,884 m²,1909,81 200 kr/år,Ja,,"Villa - Kungsängen, Upplands-Bro kommun - Såld 14 mars 2023",Stockholm,6 050 000 kr,villa,"Kungsängen, Upplands-Bro kommun", 14 mars 2023,24.963979701855084
16821,7 295 000 kr,-95 000 kr (-1 %),Villa,Äganderätt,5 rum,134 m²,,,454 m²,2008,19 400 kr/år,Ja,,"Villa - Vistaberg, Huddinge kommun - Såld 14 mars 2023",Stockholm,7 200 000 kr,villa,"Vistaberg, Huddinge kommun", 14 mars 2023,12.122812619514447
16822,5 495 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,7 rum,180 m²,26 m²,,687 m²,1981,62 359 kr/år,,,"Villa - Ormsta, Vallentuna kommun - Såld 14 mars 2023",Stockholm,5 400 000 kr,villa,"Ormsta, Vallentuna kommun", 14 mars 2023,24.102629690158302
16823,3 645 000 kr,-45 000 kr (-1 %),Villa,Äganderätt,4 rum,138 m²,16 m²,,693 m²,1970,42 574 kr/år,,,"Villa - Stavsnäs, Värmdö kommun - Såld 14 mars 2023",Stockholm,3 600 000 kr,villa,"Stavsnäs, Värmdö kommun", 14 mars 2023,35.594777648463754
16824,6 490 000 kr,-690 000 kr (-11 %),Villa,Äganderätt,5 rum,106 m²,75 m²,,617 m²,1946,54 535 kr/år,Ja,,"Villa - Spånga - Flysta, Stockholms kommun - Såld 14 mars 2023",Stockholm,5 800 000 kr,villa,"Flysta, Stockholms kommun", 14 mars 2023,10.584541552149298
16825,5 995 000 kr,-245 000 kr (-4 %),Villa,Äganderätt,5 rum,132 m²,,,1 226 m²,1987,45 550 kr/år,Ja,,"Villa - Uttran, Botkyrka kommun - Såld 13 mars 2023",Stockholm,5 750 000 kr,villa,"Uttran, Botkyrka kommun", 13 mars 2023,21.201414097045106
16826,7 195 000 kr,-445 000 kr (-6 %),Villa,Äganderätt,5 rum,147 m²,,,851 m²,1992,46 742 kr/år,,,"Villa - Skälby, Järfälla kommun - Såld 13 mars 2023",Stockholm,6 750 000 kr,villa,"Skälby, Järfälla kommun", 13 mars 2023,14.968832716922062
16827,8 000 000 kr,-1 000 000 kr (-13 %),Villa,Äganderätt,4 rum,115 m²,,,1 344 m²,1994,68 000 kr/år,,,"Villa - Kvisthamra, Norrtälje kommun - Såld 13 mars 2023",Stockholm,7 000 000 kr,villa,"Kvisthamra, Norrtälje kommun", 13 mars 2023,59.8303258295117
16828,3 150 000 kr,-150 000 kr (-5 %),Villa,Äganderätt,5 rum,122 m²,,,181 m²,1981,52 350 kr/år,,,"Villa - Norra Jordbro, Haninge kommun - Såld 13 mars 2023",Stockholm,3 000 000 kr,villa,"Norra Jordbro, Haninge kommun", 13 mars 2023,19.850374078065062
16829,6 995 000 kr,-1 245 000 kr (-18 %),Villa,Äganderätt,4 rum,85 m²,46 m²,,1 816 m²,,4 800 kr/år,,,"Villa - Kolartorp, Haninge kommun - Såld 12 mars 2023",Stockholm,5 750 000 kr,villa,"Kolartorp, Haninge kommun", 12 mars 2023,16.877404180605453
16830,4 795 000 kr,-345 000 kr (-7 %),Villa,Äganderätt,4 rum,121 m²,27 m²,,1 120 m²,1959,53 261 kr/år,,,"Villa - Ormsta, Vallentuna kommun - Såld 12 mars 2023",Stockholm,4 450 000 kr,villa,"Ormsta, Vallentuna kommun", 12 mars 2023,24.102629690158302
16831,6 475 000 kr,-475 000 kr (-7 %),Villa,Äganderätt,8 rum,168 m²,141 m²,Ja,1 047 m²,1982,39 900 kr/år,Ja,,"Villa - Vårsta, Botkyrka kommun - Såld 11 mars 2023",Stockholm,6 000 000 kr,villa,"Vårsta, Botkyrka kommun", 11 mars 2023,23.736349574527445
16832,6 900 000 kr,-200 000 kr (-3 %),Villa,Äganderätt,4 rum,115 m²,175 m²,,675 m²,1970,43 266 kr/år,,,"Villa - Norrviken, Sollentuna kommun - Såld 10 mars 2023",Stockholm,6 700 000 kr,villa,"Norrviken, Sollentuna kommun", 10 mars 2023,17.018250682402243
16833,8 995 000 kr,-445 000 kr (-5 %),Villa,Äganderätt,6 rum,142 m²,56 m²,,1 365 m²,1945,18 580 kr/år,Ja,,"Villa - Ensta, Täby kommun - Såld 10 mars 2023",Stockholm,8 550 000 kr,villa,"Ensta, Täby kommun", 10 mars 2023,14.26702496446553
16834,8 450 000 kr,-1 400 000 kr (-17 %),Villa,Äganderätt,4 rum,83 m²,80 m²,,1 217 m²,1947,,,,"Villa - Edsviken, Sollentuna kommun - Såld 10 mars 2023",Stockholm,7 050 000 kr,villa,"Edsviken, Sollentuna kommun", 10 mars 2023,10.419008414563764
16835,13 750 000 kr,-400 000 kr (-3 %),Villa,Äganderätt,7 rum,153 m²,78 m²,,1 545 m²,1935,51 900 kr/år,,,"Villa - Saltsjöbaden / Igelboda, Nacka kommun - Såld 10 mars 2023",Stockholm,13 350 000 kr,villa,"Saltsjöbaden / Igelboda, Nacka kommun", 10 mars 2023,12.681523748363999
16836,9 500 000 kr,-500 000 kr (-5 %),Villa,Tomträtt,5 rum,84 m²,62 m²,,508 m²,1930,59 711 kr/år,,,"Villa - Enskedefältet, Stockholms kommun - Såld 10 mars 2023",Stockholm,9 000 000 kr,villa,"Enskedefältet, Stockholms kommun", 10 mars 2023,4.576201446495863
16837,9 500 000 kr,-300 000 kr (-3 %),Villa,Äganderätt,6 rum,168 m²,35 m²,,883 m²,2017,46 710 kr/år,,,"Villa - Väsjön, Sollentuna kommun - Såld 10 mars 2023",Stockholm,9 200 000 kr,villa,"Väsjön, Sollentuna kommun", 10 mars 2023,15.721475585374787
16838,7 950 000 kr,-650 000 kr (-8 %),Villa,Äganderätt,6 rum,167 m²,30 m²,,1 097 m²,1998,53 700 kr/år,,,"Villa - Sjöängen, Huddinge kommun - Såld 10 mars 2023",Stockholm,7 300 000 kr,villa,"Sjöängen, Huddinge kommun", 10 mars 2023,11.485673771088898
16839,8 499 000 kr,-249 000 kr (-3 %),Villa,Äganderätt,7 rum,193 m²,30 m²,,747 m²,2004,38 051 kr/år,,,"Villa - Sjödalen, Huddinge kommun - Såld 10 mars 2023",Stockholm,8 250 000 kr,villa,"Sjödalen, Huddinge kommun", 10 mars 2023,11.40244788639958
16840,7 950 000 kr,-500 000 kr (-6 %),Villa,Äganderätt,5 rum,190 m²,32 m²,,1 236 m²,1940,,,,"Villa - Sigtuna - Staden, Sigtuna kommun - Såld 10 mars 2023",Stockholm,7 450 000 kr,villa,"Staden, Sigtuna kommun", 10 mars 2023,37.23571944110043
16841,13 900 000 kr,-500 000 kr (-4 %),Villa,Äganderätt,6 rum,131 m²,46 m²,,1 081 m²,1964,28 500 kr/år,,,"Villa - Djursholm, Danderyds kommun - Såld 10 mars 2023",Stockholm,13 400 000 kr,villa,"Djursholm, Danderyds kommun", 10 mars 2023,8.104883275107976
16842,6 000 000 kr,-500 000 kr (-8 %),Villa,Äganderätt,4 rum,86 m²,47 m²,,806 m²,1925,58 458 kr/år,,,"Villa - Töjnan, Sollentuna kommun - Såld 10 mars 2023",Stockholm,5 500 000 kr,villa,"Töjnan, Sollentuna kommun", 10 mars 2023,13.678873453975875
16843,4 795 000 kr,-395 000 kr (-8 %),Villa,Äganderätt,6 rum,135 m²,,,368 m²,1977,48 707 kr/år,,,"Villa - Margretelund, Österåkers kommun - Såld 09 mars 2023",Stockholm,4 400 000 kr,villa,"Margretelund, Österåkers kommun", 09 mars 2023,21.223293345951042
16844,4 495 000 kr,-295 000 kr (-7 %),Villa,Äganderätt,5 rum,155 m²,10 m²,,608 m²,1969,29 900 kr/år,,,"Villa - Stenhamra, Ekerö kommun - Såld 09 mars 2023",Stockholm,4 200 000 kr,villa,"Stenhamra, Ekerö kommun", 09 mars 2023,21.86988457316883
16845,8 495 000 kr,-95 000 kr (-1 %),Villa,Äganderätt,5 rum,"143,2 m²",75 m²,,1 503 m²,1988,47 500 kr/år,,,"Villa - Skärgårdsstad, Österåkers kommun - Såld 09 mars 2023",Stockholm,8 400 000 kr,villa,"Skärgårdsstad, Österåkers kommun", 09 mars 2023,26.241610499731816
16846,4 995 000 kr,-385 000 kr (-8 %),Villa,Äganderätt,4 rum,118 m²,20 m²,,396 m²,1982,31 350 kr/år,Ja,,"Villa - Gröna Dalen, Upplands-Bro kommun - Såld 09 mars 2023",Stockholm,4 610 000 kr,villa,"Gröna Dalen, Upplands-Bro kommun", 09 mars 2023,26.505684549201362
16847,5 995 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,7 rum,143 m²,5 m²,,307 m²,2013,37 593 kr/år,,,"Villa - Brunnby Park, Upplands Väsby kommun - Såld 09 mars 2023",Stockholm,5 900 000 kr,villa,"Brunnby Park, Upplands Väsby kommun", 09 mars 2023,22.802725767818057
16848,5 495 000 kr,-500 000 kr (-9 %),Villa,Äganderätt,5 rum,136 m²,,,1 311 m²,1991,52 808 kr/år,,,"Villa - Skärgårdsstad, Österåkers kommun - Såld 09 mars 2023",Stockholm,4 995 000 kr,villa,"Skärgårdsstad, Österåkers kommun", 09 mars 2023,26.241610499731816
16849,5 295 000 kr,-245 000 kr (-5 %),Villa,Bostadsrätt,5 rum,121 m²,,,,2017,27 852 kr/år,Ja,,"Villa - Eds Allé, Upplands Väsby kommun - Såld 08 mars 2023",Stockholm,5 050 000 kr,villa,"Eds Allé, Upplands Väsby kommun", 08 mars 2023,23.55481787421802
16850,17 900 000 kr,-4 100 000 kr (-23 %),Villa,Äganderätt,5 rum,187 m²,75 m²,,919 m²,1926,56 300 kr/år,,,"Villa - Bromma Ålsten, Stockholms kommun - Såld 08 mars 2023",Stockholm,13 800 000 kr,villa,"Bromma Ålsten, Stockholms kommun", 08 mars 2023,6.843778794457668
16851,4 995 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,7 rum,156 m²,,,2 671 m²,2018,24 979 kr/år,,,"Villa - Utlunda-Norrtälje, Norrtälje kommun - Såld 08 mars 2023",Stockholm,4 900 000 kr,villa,"Utlunda-Norrtälje, Norrtälje kommun", 08 mars 2023,65.73391764921307
16852,4 995 000 kr,-395 000 kr (-8 %),Villa,Äganderätt,5 rum,120 m²,,,460 m²,2001,,,,"Villa - Västerhaninge, Haninge kommun - Såld 07 mars 2023",Stockholm,4 600 000 kr,villa,"Västerhaninge, Haninge kommun", 07 mars 2023,22.71049933189332
16853,17 250 000 kr,-750 000 kr (-4 %),Villa,Äganderätt,9 rum,245 m²,145 m²,,1 002 m²,1988,116 763 kr/år,,,"Villa - Landsnora, Sollentuna kommun - Såld 07 mars 2023",Stockholm,16 500 000 kr,villa,"Landsnora, Sollentuna kommun", 07 mars 2023,14.067345977248117
16854,8 995 000 kr,-745 000 kr (-8 %),Villa,Äganderätt,5 rum,100 m²,10 m²,,4 380 m²,2000,26 017 kr/år,,,"Villa - Svärdsö, Nynäshamns kommun - Såld 07 mars 2023",Stockholm,8 250 000 kr,villa,"Svärdsö, Nynäshamns kommun", 07 mars 2023,52.59270681825096
16855,6 690 000 kr,-290 000 kr (-4 %),Villa,Äganderätt,4 rum,130 m²,,,1 177 m²,2008,47 284 kr/år,,,"Villa - Stäket, Järfälla kommun - Såld 07 mars 2023",Stockholm,6 400 000 kr,villa,"Stäket, Järfälla kommun", 07 mars 2023,22.698994874536552
16856,9 490 000 kr,-790 000 kr (-8 %),Villa,Äganderätt,6 rum,190 m²,,,702 m²,2023,,,,"Villa - Västra Jakobsberg, Järfälla kommun - Såld 07 mars 2023",Stockholm,8 700 000 kr,villa,"Västra Jakobsberg, Järfälla kommun", 07 mars 2023,18.405356689434758
16857,5 495 000 kr,-395 000 kr (-7 %),Villa,Äganderätt,3 rum,95 m²,,,956 m²,1991,42 879 kr/år,Ja,,"Villa - Söralid, Österåkers kommun - Såld 06 mars 2023",Stockholm,5 100 000 kr,villa,"Söralid, Österåkers kommun", 06 mars 2023,22.41190172841603
16858,19 000 000 kr,-1 000 000 kr (-5 %),Villa,Äganderätt,7 rum,233 m²,90 m²,,576 m²,1931,41 426 kr/år,,,"Villa - Nockeby, Stockholms kommun - Såld 06 mars 2023",Stockholm,18 000 000 kr,villa,"Nockeby, Stockholms kommun", 06 mars 2023,8.313455673585835
16859,7 690 000 kr,-940 000 kr (-12 %),Villa,Äganderätt,6 rum,154 m²,,Ja,805 m²,1979,49 350 kr/år,Ja,,"Villa - Skälby, Järfälla kommun - Såld 05 mars 2023",Stockholm,6 750 000 kr,villa,"Skälby, Järfälla kommun", 05 mars 2023,14.968832716922062
16860,6 475 000 kr,-675 000 kr (-10 %),Villa,Äganderätt,6 rum,159 m²,,,668 m²,2009,,,,"Villa - SOLHÖJDEN - TUMBA, Botkyrka kommun - Såld 05 mars 2023",Stockholm,5 800 000 kr,villa,"TUMBA, Botkyrka kommun", 05 mars 2023,19.36328695877675
16861,4 795 000 kr,-545 000 kr (-11 %),Villa,Äganderätt,8 rum,81 m²,81 m²,,821 m²,1943,57 100 kr/år,,,"Villa - Åkersberga, Österåkers kommun - Såld 05 mars 2023",Stockholm,4 250 000 kr,villa,"Åkersberga, Österåkers kommun", 05 mars 2023,21.62636603924097
16862,5 095 000 kr,-145 000 kr (-3 %),Villa,Äganderätt,6 rum,115 m²,32 m²,,338 m²,1977,45 300 kr/år,,,"Villa - Viksjö, Järfälla kommun - Såld 04 mars 2023",Stockholm,4 950 000 kr,villa,"Viksjö, Järfälla kommun", 04 mars 2023,18.13054118622004
16863,10 500 000 kr,-450 000 kr (-4 %),Villa,Äganderätt,7 rum,110 m²,104 m²,,1 013 m²,1966,52 239 kr/år,Ja,,"Villa - Enebyberg, Danderyds kommun - Såld 03 mars 2023",Stockholm,10 050 000 kr,villa,"Enebyberg, Danderyds kommun", 03 mars 2023,11.956537878498196
16864,8 995 000 kr,-545 000 kr (-6 %),Villa,Äganderätt,5 rum,126 m²,23 m²,,523 m²,1980,,,,"Villa - Ensta, Täby kommun - Såld 03 mars 2023",Stockholm,8 450 000 kr,villa,"Ensta, Täby kommun", 03 mars 2023,14.26702496446553
16865,5 995 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,6 rum,151 m²,29 m²,,963 m²,1983,38 856 kr/år,,,"Villa - Trollbäcken, Tyresö kommun - Såld 03 mars 2023",Stockholm,5 900 000 kr,villa,"Trollbäcken, Tyresö kommun", 03 mars 2023,13.639419101788388
16866,4 995 000 kr,-195 000 kr (-4 %),Villa,Äganderätt,5 rum,120 m²,,,494 m²,2001,49 129 kr/år,Ja,,"Villa - Västerhaninge, Haninge kommun - Såld 02 mars 2023",Stockholm,4 800 000 kr,villa,"Västerhaninge, Haninge kommun", 02 mars 2023,22.71049933189332
16867,8 750 000 kr,-850 000 kr (-10 %),Villa,Äganderätt,6 rum,153 m²,,,529 m²,2014,51 664 kr/år,Ja,,"Villa - Vallentuna, Vallentuna kommun - Såld 02 mars 2023",Stockholm,7 900 000 kr,villa,"Vallentuna, Vallentuna kommun", 02 mars 2023,23.18569596218643
16868,16 850 000 kr,-350 000 kr (-2 %),Villa,Äganderätt,9 rum,265 m²,22 m²,,1 525 m²,1959,63 878 kr/år,,,"Villa - Näsbypark - Sjösidan, Täby kommun - Såld 02 mars 2023",Stockholm,16 500 000 kr,villa,"Sjösidan, Täby kommun", 02 mars 2023,15.814198730656667
16869,4 750 000 kr,-650 000 kr (-14 %),Villa,Äganderätt,7 rum,155 m²,,,800 m²,1986,35 920 kr/år,Ja,,"Villa - Vretarna, Botkyrka kommun - Såld 02 mars 2023",Stockholm,4 100 000 kr,villa,"Vretarna, Botkyrka kommun", 02 mars 2023,19.232787689077888
16870,5 150 000 kr,-375 000 kr (-7 %),Villa,Äganderätt,6 rum,163 m²,,,605 m²,2020,24 700 kr/år,,,"Villa - Björnö, Norrtälje kommun - Såld 02 mars 2023",Stockholm,4 775 000 kr,villa,"Björnö, Norrtälje kommun", 02 mars 2023,60.35203448798776
16871,21 000 000 kr,-3 000 000 kr (-14 %),Villa,Äganderätt,11 rum,239 m²,102 m²,,1 377 m²,1911,63 300 kr/år,,,"Villa - Saltsjöbaden, Nacka kommun - Såld 02 mars 2023",Stockholm,18 000 000 kr,villa,"Saltsjöbaden, Nacka kommun", 02 mars 2023,14.267008297949955
16872,7 200 000 kr,-400 000 kr (-6 %),Villa,Äganderätt,6 rum,137 m²,81 m²,,1 181 m²,1960,50 400 kr/år,,,"Villa - Odenslunda, Upplands Väsby kommun - Såld 02 mars 2023",Stockholm,6 800 000 kr,villa,"Odenslunda, Upplands Väsby kommun", 02 mars 2023,22.43270628440933
16873,1 495 000 kr,-225 000 kr (-15 %),Villa,Äganderätt,5 rum,137 m²,,,888 m²,1975,30 250 kr/år,,,"Villa - Hallstavik, Norrtälje kommun - Såld 02 mars 2023",Stockholm,1 270 000 kr,villa,"Hallstavik, Norrtälje kommun", 02 mars 2023,86.20179966780029
16874,7 995 000 kr,-195 000 kr (-2 %),Villa,Äganderätt,7 rum,87 m²,56 m²,,969 m²,1945,44 010 kr/år,,,"Villa - Folkparksområdet, Upplands Väsby kommun - Såld 02 mars 2023",Stockholm,7 800 000 kr,villa,"Folkparksområdet, Upplands Väsby kommun", 02 mars 2023,23.069885175593264
16875,8 995 000 kr,-395 000 kr (-4 %),Villa,Äganderätt,8 rum,160 m²,160 m²,Ja,1 651 m²,1974,35 500 kr/år,Ja,,"Villa - Västra Jakobsberg, Järfälla kommun - Såld 01 mars 2023",Stockholm,8 600 000 kr,villa,"Västra Jakobsberg, Järfälla kommun", 01 mars 2023,18.405356689434758
16876,14 995 000 kr,-295 000 kr (-2 %),Villa,Äganderätt,8 rum,217 m²,100 m²,Ja,1 678 m²,1925,39 362 kr/år,Ja,,"Villa - Gamla Älvsjö, Stockholms kommun - Såld 01 mars 2023",Stockholm,14 700 000 kr,villa,"Gamla Älvsjö, Stockholms kommun", 01 mars 2023,7.3499580500670465
16877,6 495 000 kr,-395 000 kr (-6 %),Villa,Äganderätt,6 rum,144 m²,18 m²,,530 m²,2019,42 166 kr/år,Ja,,"Villa - Tumba, Botkyrka kommun - Såld 01 mars 2023",Stockholm,6 100 000 kr,villa,"Tumba, Botkyrka kommun", 01 mars 2023,19.36328695877675
16878,2 495 000 kr,-245 000 kr (-10 %),Villa,Äganderätt,,112 m²,112 m²,,1 270 m²,1957,42 859 kr/år,,,"Villa - Sorunda, Nynäshamns kommun - Såld 01 mars 2023",Stockholm,2 250 000 kr,villa,"Sorunda, Nynäshamns kommun", 01 mars 2023,37.45265937797935
16879,5 495 000 kr,-395 000 kr (-7 %),Villa,Äganderätt,5 rum,162 m²,,,2 760 m²,2007,25 490 kr/år,,,"Villa - Norra Nånö, Norrtälje kommun - Såld 01 mars 2023",Stockholm,5 100 000 kr,villa,"Norra Nånö, Norrtälje kommun", 01 mars 2023,61.52983913892691
16880,9 795 000 kr,-695 000 kr (-7 %),Villa,Äganderätt,6 rum,140 m²,,,2 634 m²,1973,62 367 kr/år,,,"Villa - Resarö, Vaxholms kommun - Såld 01 mars 2023",Stockholm,9 100 000 kr,villa,"Resarö, Vaxholms kommun", 01 mars 2023,18.99254730529422
16881,5 795 000 kr,-395 000 kr (-7 %),Villa,Äganderätt,6 rum,105 m²,90 m²,,819 m²,1949,44 161 kr/år,,,"Villa - Fullersta, Huddinge kommun - Såld 01 mars 2023",Stockholm,5 400 000 kr,villa,"Fullersta, Huddinge kommun", 01 mars 2023,11.283850799919177
16882,6 995 000 kr,-695 000 kr (-10 %),Villa,Äganderätt,4 rum,95 m²,10 m²,Ja,2 210 m²,1930-2008,37 299 kr/år,Ja,,"Villa - Björknäs, Nacka kommun - Såld 28 februari 2023",Stockholm,6 300 000 kr,villa,"Björknäs, Nacka kommun", 28 februari 2023,9.674579327160814
16883,5 995 000 kr,-195 000 kr (-3 %),Villa,Äganderätt,7 rum,185 m²,,Ja,1 080 m²,2004,60 309 kr/år,Ja,,"Villa - Järna, Södertälje kommun - Såld 28 februari 2023",Stockholm,5 800 000 kr,villa,"Järna, Södertälje kommun", 28 februari 2023,38.90692245768028
16884,3 595 000 kr,-95 000 kr (-3 %),Villa,Äganderätt,7 rum,153 m²,12 m²,,2 687 m²,2000,41 728 kr/år,,,"Villa - Hölö, Södertälje kommun - Såld 28 februari 2023",Stockholm,3 500 000 kr,villa,"Hölö, Södertälje kommun", 28 februari 2023,45.29745708313733
16885,7 495 000 kr,-45 000 kr (-1 %),Villa,Äganderätt,9 rum,226 m²,,,688 m²,1973,53 801 kr/år,Ja,,"Villa - Stortorp, Huddinge kommun - Såld 28 februari 2023",Stockholm,7 450 000 kr,villa,"Stortorp, Huddinge kommun", 28 februari 2023,10.508088153870261
16886,4 495 000 kr,-795 000 kr (-18 %),Villa,Äganderätt,7 rum,195 m²,24 m²,,796 m²,1974,48 940 kr/år,Ja,,"Villa - Fågelsången, Norrtälje kommun - Såld 28 februari 2023",Stockholm,3 700 000 kr,villa,"Fågelsången, Norrtälje kommun", 28 februari 2023,61.6280788429882
