,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
8833,2 495 000 kr,+555 000 kr (+22 %),Vinterbonat fritidshus,Äganderätt,3 rum,46 m²,,,2 478 m²,2017,13 200 kr/år,,,"Vinterbonat fritidshus - Tungelsta, Haninge kommun - Såld 07 april 2021",Stockholm,3 050 000 kr,fritidshus,"Tungelsta, Haninge kommun", 07 april 2021,24.620775669182358
8834,3 750 000 kr,+950 000 kr (+25 %),Vinterbonat fritidshus,Äganderätt,3 rum,55 m²,32 m²,,3 272 m²,1958,28 814 kr/år,Ja,,"Vinterbonat fritidshus - Ådran, Huddinge kommun - Såld 07 april 2021",Stockholm,4 700 000 kr,fritidshus,"Ådran, Huddinge kommun", 07 april 2021,18.6603311592835
8835,2 250 000 kr,+720 000 kr (+32 %),Fritidshus,Äganderätt,3 rum,43 m²,,,1 977 m²,1976,18 650 kr/år,,,"Fritidshus - Tungelsta, Haninge kommun - Såld 07 april 2021",Stockholm,2 970 000 kr,fritidshus,"Tungelsta, Haninge kommun", 07 april 2021,24.620775669182358
8836,2 975 000 kr,+175 000 kr (+6 %),Fritidshus,Äganderätt,4 rum,37 m²,,,3 359 m²,1989,,,,"Fritidshus - Möja, Värmdö kommun - Såld 07 april 2021",Stockholm,3 150 000 kr,fritidshus,"Möja, Värmdö kommun", 07 april 2021,47.4198963556467
8837,1 795 000 kr,+1 205 000 kr (+67 %),Fritidshus,Äganderätt,5 rum,103 m²,,,5 460 m²,1909,,,,"Fritidshus - Lindris, Norrtälje kommun - Såld 06 april 2021",Stockholm,3 000 000 kr,fritidshus,"Lindris, Norrtälje kommun", 06 april 2021,86.77203876904785
8838,3 100 000 kr,+800 000 kr (+26 %),Fritidshus,Äganderätt,3 rum,38 m²,,,5 000 m²,1965,8 370 kr/år,,,"Fritidshus - Djurö Överby, Värmdö kommun - Såld 02 april 2021",Stockholm,3 900 000 kr,fritidshus,"Djurö Överby, Värmdö kommun", 02 april 2021,33.10111496025043
8839,4 895 000 kr,+55 000 kr (+1 %),Fritidshus,Äganderätt,5 rum,94 m²,15 m²,,1 775 m²,1979,25 828 kr/år,,,"Fritidshus - Gärdsnäs+Löga, Norrtälje kommun - Såld 01 april 2021",Stockholm,4 950 000 kr,fritidshus,"Gärdsnäs+Löga, Norrtälje kommun", 01 april 2021,60.70480763502802
8840,3 950 000 kr,+450 000 kr (+11 %),Fritidshus,Äganderätt,3 rum,60 m²,,,2 420 m²,1958,,,"0, hiss finns ej","Fritidshus - Evlinge, Värmdö kommun - Såld 01 april 2021",Stockholm,4 400 000 kr,fritidshus,"Evlinge, Värmdö kommun", 01 april 2021,27.659754051068354
8841,1 795 000 kr,+255 000 kr (+14 %),Fritidshus,Äganderätt,3 rum,60 m²,,,1 575 m²,1976,,,,"Fritidshus - Bergshamra, Norrtälje kommun - Såld 31 mars 2021",Stockholm,2 050 000 kr,fritidshus,"Bergshamra, Norrtälje kommun", 31 mars 2021,48.24301167333973
8842,2 190 000 kr,+1 310 000 kr (+60 %),Fritidshus,Äganderätt,1 rum,54 m²,,,3 181 m²,1850,21 146 kr/år,,,"Fritidshus - Finsta, Norrtälje kommun - Såld 31 mars 2021",Stockholm,3 500 000 kr,fritidshus,"Finsta, Norrtälje kommun", 31 mars 2021,51.69420259026258
8843,4 500 000 kr,+500 000 kr (+11 %),Vinterbonat fritidshus,Äganderätt,5 rum,68 m²,15 m²,,2 079 m²,1965,19 455 kr/år,Ja,,"Vinterbonat fritidshus - Ramsö, Vaxholms kommun - Såld 31 mars 2021",Stockholm,5 000 000 kr,fritidshus,"Ramsö, Vaxholms kommun", 31 mars 2021,20.438282891096414
8844,4 750 000 kr,+1 925 000 kr (+41 %),Vinterbonat fritidshus,Äganderätt,6 rum,160 m²,,,4 284 m²,1860,32 585 kr/år,,,"Vinterbonat fritidshus - Lisö, Nynäshamns kommun - Såld 31 mars 2021",Stockholm,6 675 000 kr,fritidshus,"Lisö, Nynäshamns kommun", 31 mars 2021,44.729722812363974
8845,3 295 000 kr,+264 000 kr (+8 %),Vinterbonat fritidshus,Äganderätt,6 rum,73 m²,,,347 m²,1973,28 179 kr/år,,,"Vinterbonat fritidshus - Grisslehamn, Norrtälje kommun - Såld 31 mars 2021",Stockholm,3 559 000 kr,fritidshus,"Grisslehamn, Norrtälje kommun", 31 mars 2021,95.53779032931175
8846,2 995 000 kr,+705 000 kr (+24 %),Fritidshus,Äganderätt,4 rum,36 m²,12 m²,,2 632 m²,1956,8 310 kr/år,,,"Fritidshus - Dyvik, Österåkers kommun - Såld 30 mars 2021",Stockholm,3 700 000 kr,fritidshus,"Dyvik, Österåkers kommun", 30 mars 2021,33.56526695579729
8847,3 495 000 kr,+805 000 kr (+23 %),Fritidshus,Äganderätt,4 rum,73 m²,,,3 961 m²,1967,20 751 kr/år,Ja,,"Fritidshus - Löknäs/Vindö, Värmdö kommun - Såld 30 mars 2021",Stockholm,4 300 000 kr,fritidshus,"Löknäs/Vindö, Värmdö kommun", 30 mars 2021,35.814051815337876
8848,1 895 000 kr,+205 000 kr (+11 %),Fritidshus,Äganderätt,3 rum,40 m²,,,640 m²,1800,15 142 kr/år,,,"Fritidshus - Smara, Norrtälje kommun - Såld 30 mars 2021",Stockholm,2 100 000 kr,fritidshus,"Smara, Norrtälje kommun", 30 mars 2021,64.44096555764919
8849,3 500 000 kr,+610 000 kr (+17 %),Fritidshus,Äganderätt,4 rum,71 m²,18 m²,,6 080 m²,1948,44 058 kr/år,,,"Fritidshus - Ingarö - Fagerholm, Värmdö kommun - Såld 30 mars 2021",Stockholm,4 110 000 kr,fritidshus,"Fagerholm, Värmdö kommun", 30 mars 2021,19.99678972957078
8850,1 995 000 kr,+205 000 kr (+10 %),Fritidshus,Äganderätt,4 rum,52 m²,26 m²,,3 551 m²,1956,12 776 kr/år,,,"Fritidshus - Sandvik+Hästnäs, Nynäshamns kommun - Såld 30 mars 2021",Stockholm,2 200 000 kr,fritidshus,"Sandvik+Hästnäs, Nynäshamns kommun", 30 mars 2021,48.98831255910176
8851,1 595 000 kr,+205 000 kr (+13 %),Fritidshus,Äganderätt,2 rum,23 m²,,,351 m²,1969,12 232 kr/år,,,"Fritidshus - Ekedal, Huddinge kommun - Såld 29 mars 2021",Stockholm,1 800 000 kr,fritidshus,"Ekedal, Huddinge kommun", 29 mars 2021,16.958697942062695
8852,1 450 000 kr,+625 000 kr (+43 %),Fritidshus,Äganderätt,3 rum,54 m²,,,3 137 m²,1979,7 048 kr/år,Ja,,"Fritidshus - Mölnbo, Södertälje kommun - Såld 26 mars 2021",Stockholm,2 075 000 kr,fritidshus,"Mölnbo, Södertälje kommun", 26 mars 2021,48.5187170838877
8853,750 000 kr,+150 000 kr (+20 %),Fritidshus,Annat,2 rum,28 m²,,,300 m²,1992,,,,"Fritidshus - Kungsängen, Upplands-Bro kommun - Såld 26 mars 2021",Stockholm,900 000 kr,fritidshus,"Kungsängen, Upplands-Bro kommun", 26 mars 2021,24.963979701855084
8854,3 950 000 kr,+610 000 kr (+15 %),Fritidshus,Äganderätt,4 rum,70 m²,,,2 057 m²,1968,29 499 kr/år,Ja,,"Fritidshus - Svinninge, Österåkers kommun - Såld 26 mars 2021",Stockholm,4 560 000 kr,fritidshus,"Svinninge, Österåkers kommun", 26 mars 2021,18.3757313578269
8855,2 795 000 kr,+705 000 kr (+25 %),Vinterbonat fritidshus,Äganderätt,4 rum,68 m²,,,2 227 m²,1981,19 510 kr/år,,,"Vinterbonat fritidshus - Rådmansö - Västanvik, Norrtälje kommun - Såld 26 mars 2021",Stockholm,3 500 000 kr,fritidshus,"Västanvik, Norrtälje kommun", 26 mars 2021,67.96370262330248
8856,1 450 000 kr,+125 000 kr (+9 %),Fritidshus,Bostadsrätt,"2,5 rum",33 m²,,,,1952,4 500 kr/år,Ja,,"Fritidshus - Adelsö Stenby, Ekerö kommun - Såld 25 mars 2021",Stockholm,1 575 000 kr,fritidshus,"Adelsö Stenby, Ekerö kommun", 25 mars 2021,31.355403594200844
8857,2 195 000 kr,+405 000 kr (+18 %),Fritidshus,Äganderätt,4 rum,68 m²,,,2 139 m²,1978,28 234 kr/år,,,"Fritidshus - Smara, Norrtälje kommun - Såld 25 mars 2021",Stockholm,2 600 000 kr,fritidshus,"Smara, Norrtälje kommun", 25 mars 2021,64.44096555764919
8858,695 000 kr,+105 000 kr (+15 %),Fritidshus,Annat,2 rum,43 m²,12 m²,,900 m²,1950-1990,14 550 kr/år,,,"Fritidshus - MÖRKÖ, Södertälje kommun - Såld 24 mars 2021",Stockholm,800 000 kr,fritidshus,"MÖRKÖ, Södertälje kommun", 24 mars 2021,44.63192997479822
8859,375 000 kr,+85 000 kr (+23 %),Fritidshus,Annat,2 rum,25 m²,,,,,5 104 kr/år,,,"Fritidshus - Torsjödal, Södertälje kommun - Såld 24 mars 2021",Stockholm,460 000 kr,fritidshus,"Torsjödal, Södertälje kommun", 24 mars 2021,31.87213859989922
8860,4 395 000 kr,+1 605 000 kr (+37 %),Fritidshus,Äganderätt,2 rum,38 m²,,,1 049 m²,1991,20 986 kr/år,,,"Fritidshus - Kummelnäs, Nacka kommun - Såld 24 mars 2021",Stockholm,6 000 000 kr,fritidshus,"Kummelnäs, Nacka kommun", 24 mars 2021,12.192310931783267
8861,2 300 000 kr,+400 000 kr (+17 %),Vinterbonat fritidshus,Äganderätt,4 rum,95 m²,30 m²,,3 808 m²,1945,33 400 kr/år,,,"Vinterbonat fritidshus - Rånäs, Norrtälje kommun - Såld 24 mars 2021",Stockholm,2 700 000 kr,fritidshus,"Rånäs, Norrtälje kommun", 24 mars 2021,54.82480803489853
8862,1 895 000 kr,+130 000 kr (+7 %),Fritidshus,Äganderätt,2 rum,40 m²,10 m²,,2 108 m²,1973,6 750 kr/år,,,"Fritidshus - Dyvik, Österåkers kommun - Såld 24 mars 2021",Stockholm,2 025 000 kr,fritidshus,"Dyvik, Österåkers kommun", 24 mars 2021,33.56526695579729
8863,2 995 000 kr,+655 000 kr (+22 %),Vinterbonat fritidshus,Äganderätt,3 rum,98 m²,,,2 096 m²,2007,23 585 kr/år,,,"Vinterbonat fritidshus - Håknäs, Norrtälje kommun - Såld 24 mars 2021",Stockholm,3 650 000 kr,fritidshus,"Håknäs, Norrtälje kommun", 24 mars 2021,71.25719869598498
8864,2 995 000 kr,+905 000 kr (+30 %),Vinterbonat fritidshus,Äganderätt,3 rum,58 m²,,,2 059 m²,1961,20 344 kr/år,Ja,,"Vinterbonat fritidshus - Frötuna - Björknäs, Norrtälje kommun - Såld 24 mars 2021",Stockholm,3 900 000 kr,fritidshus,"Björknäs, Norrtälje kommun", 24 mars 2021,65.61035782849979
8865,1 925 000 kr,+975 000 kr (+51 %),Vinterbonat fritidshus,Äganderätt,4 rum,59 m²,,,2 274 m²,1971,15 015 kr/år,,,"Vinterbonat fritidshus - Spersboda, Norrtälje kommun - Såld 24 mars 2021",Stockholm,2 900 000 kr,fritidshus,"Spersboda, Norrtälje kommun", 24 mars 2021,41.30660320094096
8866,2 995 000 kr,+505 000 kr (+17 %),Fritidshus,Äganderätt,4 rum,68 m²,,,2 775 m²,1956,,,,"Fritidshus - Sandviken, Norrtälje kommun - Såld 23 mars 2021",Stockholm,3 500 000 kr,fritidshus,"Sandviken, Norrtälje kommun", 23 mars 2021,86.36784395588327
8867,900 000 kr,+550 000 kr (+61 %),Vinterbonat fritidshus,Äganderätt,3 rum,49 m²,,,2 045 m²,1980,24 185 kr/år,,,"Vinterbonat fritidshus - Smara, Norrtälje kommun - Såld 22 mars 2021",Stockholm,1 450 000 kr,fritidshus,"Smara, Norrtälje kommun", 22 mars 2021,64.44096555764919
8868,2 995 000 kr,+955 000 kr (+32 %),Fritidshus,Äganderätt,2 rum,37 m²,,,3 415 m²,1968,,Ja,,"Fritidshus - Brevik, Tyresö kommun - Såld 21 mars 2021",Stockholm,3 950 000 kr,fritidshus,"Brevik, Tyresö kommun", 21 mars 2021,21.82922168882202
8869,2 095 000 kr,+155 000 kr (+7 %),Fritidshus,Äganderätt,3 rum,64 m²,,,2 236 m²,1962,9 037 kr/år,,,"Fritidshus - Nykvarn Berga Ö, Nykvarns kommun - Såld 21 mars 2021",Stockholm,2 250 000 kr,fritidshus,"Nykvarn Berga Ö, Nykvarns kommun", 21 mars 2021,46.484784036645536
8870,995 000 kr,+295 000 kr (+30 %),Fritidshus,Äganderätt,1 rum,30 m²,,,280 m²,,5 603 kr/år,Ja,,"Fritidshus - Ommesvik, Haninge kommun - Såld 21 mars 2021",Stockholm,1 290 000 kr,fritidshus,"Ommesvik, Haninge kommun", 21 mars 2021,30.069828637409568
8871,1 195 000 kr,+165 000 kr (+14 %),Fritidshus,Äganderätt,2 rum,48 m²,,,300 m²,1989,28 900 kr/år,,,"Fritidshus - Ribackens stugby, Botkyrka kommun - Såld 19 mars 2021",Stockholm,1 360 000 kr,fritidshus,"Ribackens stugby, Botkyrka kommun", 19 mars 2021,not found
8872,2 200 000 kr,+1 025 000 kr (+47 %),Vinterbonat fritidshus,Äganderätt,4 rum,69 m²,,,2 422 m²,1979,27 800 kr/år,,,"Vinterbonat fritidshus - Utveda, Norrtälje kommun - Såld 19 mars 2021",Stockholm,3 225 000 kr,fritidshus,"Utveda, Norrtälje kommun", 19 mars 2021,71.68095674879042
8873,3 195 000 kr,+1 815 000 kr (+57 %),Vinterbonat fritidshus,Äganderätt,3 rum,84 m²,,,1 622 m²,1979,35 874 kr/år,Ja,,"Vinterbonat fritidshus - Gladö Kvarn, Huddinge kommun - Såld 18 mars 2021",Stockholm,5 010 000 kr,fritidshus,"Gladö Kvarn, Huddinge kommun", 18 mars 2021,15.38059998795104
8874,4 500 000 kr,+850 000 kr (+19 %),Fritidshus,Äganderätt,1 rum,29 m²,,,2 870 m²,1945,,,,"Fritidshus - Väddö, Norrtälje kommun - Såld 18 mars 2021",Stockholm,5 350 000 kr,fritidshus,"Väddö, Norrtälje kommun", 18 mars 2021,86.89101110970901
8875,2 495 000 kr,+105 000 kr (+4 %),Fritidshus,Äganderätt,,,,,2 850 m²,,3 200 kr/år,,,"Fritidshus - Skärmarö, Värmdö kommun - Såld 18 mars 2021",Stockholm,2 600 000 kr,fritidshus,"Skärmarö, Värmdö kommun", 18 mars 2021,32.280121115358725
8876,1 975 000 kr,+1 155 000 kr (+58 %),Vinterbonat fritidshus,Äganderätt,2 rum,52 m²,15 m²,,2 505 m²,2004,23 217 kr/år,,,"Vinterbonat fritidshus - Koludden, Norrtälje kommun - Såld 18 mars 2021",Stockholm,3 130 000 kr,fritidshus,"Koludden, Norrtälje kommun", 18 mars 2021,65.1584447988484
8877,1 650 000 kr,+350 000 kr (+21 %),Vinterbonat fritidshus,Äganderätt,3 rum,51 m²,,,3 694 m²,1964,9 450 kr/år,,,"Vinterbonat fritidshus - Skebobruk, Norrtälje kommun - Såld 18 mars 2021",Stockholm,2 000 000 kr,fritidshus,"Skebobruk, Norrtälje kommun", 18 mars 2021,77.90231001915959
8878,1 695 000 kr,+315 000 kr (+19 %),Fritidshus,Tomträtt,3 rum,50 m²,,,605 m²,1968,33 700 kr/år,,,"Fritidshus - Skärlinge fritidsby+Frönäs+Grytnäs, Nynäshamns kommun - Såld 17 mars 2021",Stockholm,2 010 000 kr,fritidshus,"Skärlinge fritidsby+Frönäs+Grytnäs, Nynäshamns kommun", 17 mars 2021,not found
8879,1 695 000 kr,+430 000 kr (+25 %),Vinterbonat fritidshus,Äganderätt,3 rum,55 m²,,,2 105 m²,1980,18 400 kr/år,,,"Vinterbonat fritidshus - Smara, Norrtälje kommun - Såld 17 mars 2021",Stockholm,2 125 000 kr,fritidshus,"Smara, Norrtälje kommun", 17 mars 2021,64.44096555764919
8880,2 995 000 kr,+805 000 kr (+27 %),Fritidshus,Äganderätt,3 rum,40 m²,,,2 685 m²,1985,17 350 kr/år,Ja,,"Fritidshus - Grödinge, Botkyrka kommun - Såld 17 mars 2021",Stockholm,3 800 000 kr,fritidshus,"Grödinge, Botkyrka kommun", 17 mars 2021,25.809611146692088
8881,3 300 000 kr,+50 000 kr (+2 %),Vinterbonat fritidshus,Äganderätt,"3,5 rum",73 m²,,,3 044 m²,2017,12 000 kr/år,,,"Vinterbonat fritidshus - Runmarö, Värmdö kommun - Såld 17 mars 2021",Stockholm,3 350 000 kr,fritidshus,"Runmarö, Värmdö kommun", 17 mars 2021,39.813546445920295
