,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
12818,2 495 000 kr,+105 000 kr (+4 %),Kedjehus,Tomträtt,2 rum,53 m²,1 m²,,84 m²,1975,43 669 kr/år,Ja,,"Kedjehus - Älta Centrum/Stensö, Nacka kommun - Såld 06 september 2023",Stockholm,2 600 000 kr,RadHus,"Älta Centrum/Stensö, Nacka kommun", 06 september 2023,9.689474426323494
12819,6 495 000 kr,+275 000 kr (+4 %),Radhus,Tomträtt,7 rum,122 m²,60 m²,Ja,199 m²,1973,36 400 kr/år,Ja,,"Radhus - Älta, Nacka kommun - Såld 06 september 2023",Stockholm,6 770 000 kr,RadHus,"Älta, Nacka kommun", 06 september 2023,9.814081764075405
12820,15 900 000 kr,+200 000 kr (+1 %),Kedjehus,Äganderätt,7 rum,214 m²,9 m²,,532 m²,1964,,Ja,,"Kedjehus - Bo Gärde, Lidingö kommun - Såld 06 september 2023",Stockholm,16 100 000 kr,RadHus,"Bo Gärde, Lidingö kommun", 06 september 2023,5.760609273436017
12821,8 495 000 kr,+505 000 kr (+6 %),Parhus,Bostadsrätt,8 rum,168 m²,28 m²,Ja,,,16 800 kr/år,Ja,,"Parhus - Skuru, Nacka kommun - Såld 05 september 2023",Stockholm,9 000 000 kr,RadHus,"Skuru, Nacka kommun", 05 september 2023,8.125154048082363
12822,4 495 000 kr,+530 000 kr (+12 %),Radhus,Bostadsrätt,5 rum,100 m²,,,,1961,8 500 kr/år,Ja,,"Radhus - Farsta, Stockholms kommun - Såld 05 september 2023",Stockholm,5 025 000 kr,RadHus,"Farsta, Stockholms kommun", 05 september 2023,8.940762407424922
12823,4 495 000 kr,+530 000 kr (+12 %),Radhus,Äganderätt,5 rum,88 m²,29 m²,,292 m²,1963,56 600 kr/år,,,"Radhus - Farsta, Stockholms kommun - Såld 05 september 2023",Stockholm,5 025 000 kr,RadHus,"Farsta, Stockholms kommun", 05 september 2023,8.940762407424922
12824,4 250 000 kr,+260 000 kr (+6 %),Radhus,Äganderätt,5 rum,103 m²,30 m²,,292 m²,1968,27 000 kr/år,Ja,,"Radhus - Skärholmen, Stockholms kommun - Såld 05 september 2023",Stockholm,4 510 000 kr,RadHus,"Skärholmen, Stockholms kommun", 05 september 2023,11.112458492535913
12825,3 950 000 kr,+150 000 kr (+4 %),Kedjehus,Äganderätt,5 rum,107 m²,12 m²,,220 m²,1974,34 185 kr/år,Ja,,"Kedjehus - Hässelby Villastad, Stockholms kommun - Såld 05 september 2023",Stockholm,4 100 000 kr,RadHus,"Hässelby Villastad, Stockholms kommun", 05 september 2023,16.028198594857745
12826,3 495 000 kr,+180 000 kr (+5 %),Radhus,Bostadsrätt,4 rum,105 m²,,,,1983,5 000 kr/år,Ja,,"Radhus - Vällingby - Vinsta, Stockholms kommun - Såld 04 september 2023",Stockholm,3 675 000 kr,RadHus,"Vinsta, Stockholms kommun", 04 september 2023,13.21636978507356
12827,2 990 000 kr,+110 000 kr (+4 %),Radhus,Äganderätt,5 rum,119 m²,7 m²,,238 m²,1978,41 000 kr/år,,,"Radhus - Jordbro, Haninge kommun - Såld 04 september 2023",Stockholm,3 100 000 kr,RadHus,"Jordbro, Haninge kommun", 04 september 2023,20.647457738538847
12828,4 295 000 kr,+105 000 kr (+2 %),Radhus,Äganderätt,5 rum,109 m²,23 m²,,183 m²,1966,42 000 kr/år,Ja,,"Radhus - Skälby, Järfälla kommun - Såld 03 september 2023",Stockholm,4 400 000 kr,RadHus,"Skälby, Järfälla kommun", 03 september 2023,14.968832716922062
12829,6 950 000 kr,+1 920 000 kr (+28 %),Radhus,Äganderätt,5 rum,90 m²,45 m²,Ja,395 m²,1947,68 946 kr/år,Ja,,"Radhus - Enskede - Gubbängen, Stockholms kommun - Såld 03 september 2023",Stockholm,8 870 000 kr,RadHus,"Gubbängen, Stockholms kommun", 03 september 2023,6.879317359512412
12830,4 095 000 kr,+200 000 kr (+5 %),Parhus,Äganderätt,5 rum,110 m²,,,305 m²,1991,33 550 kr/år,,,"Parhus - Sylta/Lillsjön, Upplands-Bro kommun - Såld 03 september 2023",Stockholm,4 295 000 kr,RadHus,"Sylta/Lillsjön, Upplands-Bro kommun", 03 september 2023,27.362385346173465
12831,5 995 000 kr,+830 000 kr (+14 %),Radhus,Äganderätt,6 rum,195 m²,44 m²,,308 m²,1969,43 541 kr/år,Ja,,"Radhus - Norra Sköndal, Stockholms kommun - Såld 02 september 2023",Stockholm,6 825 000 kr,RadHus,"Norra Sköndal, Stockholms kommun", 02 september 2023,7.31418007608203
12832,3 700 000 kr,+300 000 kr (+8 %),Radhus,Bostadsrätt,5 rum,134 m²,10 m²,,,1952,7 200 kr/år,Ja,"2 av 2, hiss finns ej","Radhus - Gustavsberg Hästhagen, Värmdö kommun - Såld 02 september 2023",Stockholm,4 000 000 kr,RadHus,"Gustavsberg Hästhagen, Värmdö kommun", 02 september 2023,18.518881779627467
12833,7 495 000 kr,+905 000 kr (+12 %),Radhus,Äganderätt,6 rum,165 m²,,,159 m²,2018,42 777 kr/år,,,"Radhus - Sundbyberg Järvastaden - Brotorp, Sundbybergs kommun - Såld 01 september 2023",Stockholm,8 400 000 kr,RadHus,"Brotorp, Sundbybergs kommun", 01 september 2023,9.271575680751022
12834,4 290 000 kr,+560 000 kr (+13 %),Radhus,Äganderätt,4 rum,100 m²,,,247 m²,1976,31 760 kr/år,Ja,,"Radhus - Viksjö, Järfälla kommun - Såld 01 september 2023",Stockholm,4 850 000 kr,RadHus,"Viksjö, Järfälla kommun", 01 september 2023,18.13054118622004
12835,7 500 000 kr,+50 000 kr (+1 %),Radhus,Bostadsrätt,5 rum,116 m²,14 m²,,,1955,11 880 kr/år,Ja,,"Radhus - Näsbypark, Täby kommun - Såld 01 september 2023",Stockholm,7 550 000 kr,RadHus,"Näsbypark, Täby kommun", 01 september 2023,11.655306764480315
12836,5 800 000 kr,+660 000 kr (+11 %),Radhus,Bostadsrätt,4 rum,"96,5 m²",,Ja,,1977,15 360 kr/år,Ja,,"Radhus - Tegelhagen, Sollentuna kommun - Såld 01 september 2023",Stockholm,6 460 000 kr,RadHus,"Tegelhagen, Sollentuna kommun", 01 september 2023,10.571707866539827
12837,9 495 000 kr,+570 000 kr (+6 %),Radhus,Äganderätt,7 rum,153 m²,27 m²,,202 m²,1969,49 098 kr/år,Ja,,"Radhus - Mälarhöjden, Stockholms kommun - Såld 01 september 2023",Stockholm,10 065 000 kr,RadHus,"Mälarhöjden, Stockholms kommun", 01 september 2023,7.097237509468962
12838,4 700 000 kr,+100 000 kr (+2 %),Radhus,Äganderätt,4 rum,105 m²,,,114 m²,1984,50 523 kr/år,Ja,,"Radhus - Gribbylund, Täby kommun - Såld 01 september 2023",Stockholm,4 800 000 kr,RadHus,"Gribbylund, Täby kommun", 01 september 2023,15.261665453559546
12839,8 950 000 kr,+250 000 kr (+3 %),Radhus,Äganderätt,7 rum,152 m²,22 m²,,143 m²,1978,37 798 kr/år,,,"Radhus - Västra Skogen, Solna kommun - Såld 01 september 2023",Stockholm,9 200 000 kr,RadHus,"Västra Skogen, Solna kommun", 01 september 2023,4.557772750305345
12840,4 195 000 kr,+305 000 kr (+7 %),Radhus,Äganderätt,4 rum,129 m²,,,274 m²,1969,34 303 kr/år,,,"Radhus - Viksjö, Järfälla kommun - Såld 01 september 2023",Stockholm,4 500 000 kr,RadHus,"Viksjö, Järfälla kommun", 01 september 2023,18.13054118622004
12841,4 295 000 kr,+55 000 kr (+1 %),Radhus,Äganderätt,5 rum,134 m²,,,294 m²,1978,50 749 kr/år,,,"Radhus - Svartbäcken, Haninge kommun - Såld 01 september 2023",Stockholm,4 350 000 kr,RadHus,"Svartbäcken, Haninge kommun", 01 september 2023,18.782175113389396
12842,7 400 000 kr,+125 000 kr (+2 %),Parhus,Bostadsrätt,6 rum,132 m²,,,,2009,48 456 kr/år,Ja,,"Parhus - Näsby Park, Täby kommun - Såld 01 september 2023",Stockholm,7 525 000 kr,RadHus,"Näsby Park, Täby kommun", 01 september 2023,11.821681970095792
12843,5 750 000 kr,+125 000 kr (+2 %),Radhus,Äganderätt,5 rum,118 m²,59 m²,Ja,119 m²,1974,59 920 kr/år,Ja,,"Radhus - Ella Gård, Täby kommun - Såld 31 augusti 2023",Stockholm,5 875 000 kr,RadHus,"Ella Gård, Täby kommun", 31 augusti 2023,13.360629058056498
12844,6 590 000 kr,+210 000 kr (+3 %),Radhus,Äganderätt,4 rum,99 m²,,,244 m²,2004,39 120 kr/år,,,"Radhus - Gustavsberg Kvarndammsringen, Värmdö kommun - Såld 31 augusti 2023",Stockholm,6 800 000 kr,RadHus,"Gustavsberg Kvarndammsringen, Värmdö kommun", 31 augusti 2023,18.304848776877776
12845,4 300 000 kr,+350 000 kr (+8 %),Parhus,Äganderätt,4 rum,97 m²,,,222 m²,1974,57 546 kr/år,,,"Parhus - Norrviken, Sollentuna kommun - Såld 31 augusti 2023",Stockholm,4 650 000 kr,RadHus,"Norrviken, Sollentuna kommun", 31 augusti 2023,17.018250682402243
12846,7 495 000 kr,+175 000 kr (+2 %),Kedjehus,Äganderätt,5 rum,131 m²,,,172 m²,2014,36 164 kr/år,Ja,,"Kedjehus - Edsviken, Sollentuna kommun - Såld 31 augusti 2023",Stockholm,7 670 000 kr,RadHus,"Edsviken, Sollentuna kommun", 31 augusti 2023,10.419008414563764
12847,4 795 000 kr,+605 000 kr (+13 %),Kedjehus,Äganderätt,4 rum,106 m²,35 m²,,291 m²,1960,46 000 kr/år,,,"Kedjehus - Nälsta, Stockholms kommun - Såld 31 augusti 2023",Stockholm,5 400 000 kr,RadHus,"Nälsta, Stockholms kommun", 31 augusti 2023,11.843198201722707
12848,4 950 000 kr,+150 000 kr (+3 %),Radhus,Äganderätt,5 rum,126 m²,,,214 m²,1972,55 259 kr/år,,,"Radhus - Kärrdal, Sollentuna kommun - Såld 31 augusti 2023",Stockholm,5 100 000 kr,RadHus,"Kärrdal, Sollentuna kommun", 31 augusti 2023,12.737065161063425
12849,5 475 000 kr,+475 000 kr (+9 %),Kedjehus,Äganderätt,7 rum,127 m²,127 m²,,375 m²,1974,63 500 kr/år,,,"Kedjehus - Kälvesta, Stockholms kommun - Såld 31 augusti 2023",Stockholm,5 950 000 kr,RadHus,"Kälvesta, Stockholms kommun", 31 augusti 2023,13.954418234395128
12850,4 495 000 kr,+55 000 kr (+1 %),Kedjehus,Äganderätt,5 rum,123 m²,38 m²,,323 m²,1970,43 115 kr/år,,,"Kedjehus - Sjukyrkoberget/Odenslunda, Upplands Väsby kommun - Såld 30 augusti 2023",Stockholm,4 550 000 kr,RadHus,"Sjukyrkoberget/Odenslunda, Upplands Väsby kommun", 30 augusti 2023,22.43270628440933
12851,6 000 000 kr,+250 000 kr (+4 %),Parhus,Bostadsrätt,5 rum,144 m²,17 m²,,,2019,11 400 kr/år,Ja,,"Parhus - Väsjön, Sollentuna kommun - Såld 30 augusti 2023",Stockholm,6 250 000 kr,RadHus,"Väsjön, Sollentuna kommun", 30 augusti 2023,15.721475585374787
12852,9 495 000 kr,+805 000 kr (+8 %),Parhus,Bostadsrätt,5 rum,147 m²,,,,2016,21 843 kr/år,Ja,,"Parhus - Bagarmossen, Stockholms kommun - Såld 30 augusti 2023",Stockholm,10 300 000 kr,RadHus,"Bagarmossen, Stockholms kommun", 30 augusti 2023,6.441648052936902
12853,3 495 000 kr,+465 000 kr (+13 %),Radhus,Bostadsrätt,4 rum,103 m²,,Ja,,2002,3 600 kr/år,Ja,,"Radhus - Viksjö, Järfälla kommun - Såld 30 augusti 2023",Stockholm,3 960 000 kr,RadHus,"Viksjö, Järfälla kommun", 30 augusti 2023,18.13054118622004
12854,8 950 000 kr,+1 150 000 kr (+13 %),Parhus,Äganderätt,7 rum,123 m²,79 m²,,300 m²,1985,33 234 kr/år,,,"Parhus - Kottla, Lidingö kommun - Såld 30 augusti 2023",Stockholm,10 100 000 kr,RadHus,"Kottla, Lidingö kommun", 30 augusti 2023,6.112647304846626
12855,4 250 000 kr,+50 000 kr (+1 %),Radhus,Äganderätt,4 rum,110 m²,,,298 m²,1973,48 800 kr/år,,,"Radhus - Kälvesta, Stockholms kommun - Såld 29 augusti 2023",Stockholm,4 300 000 kr,RadHus,"Kälvesta, Stockholms kommun", 29 augusti 2023,13.954418234395128
12856,3 895 000 kr,+30 000 kr (+1 %),Radhus,Äganderätt,7 rum,131 m²,61 m²,Ja,172 m²,1973,23 988 kr/år,Ja,,"Radhus - Vällingby - Kälvesta, Stockholms kommun - Såld 29 augusti 2023",Stockholm,3 925 000 kr,RadHus,"Kälvesta, Stockholms kommun", 29 augusti 2023,13.954418234395128
12857,6 195 000 kr,+235 000 kr (+4 %),Parhus,Bostadsrätt,5 rum,114 m²,,,,2018,,,,"Parhus - Ursvik, Sundbybergs kommun - Såld 29 augusti 2023",Stockholm,6 430 000 kr,RadHus,"Ursvik, Sundbybergs kommun", 29 augusti 2023,8.869180501160562
12858,4 795 000 kr,+55 000 kr (+1 %),Radhus,Äganderätt,4 rum,100 m²,16 m²,,196 m²,1969,76 353 kr/år,Ja,,"Radhus - Duvnäs utskog, Nacka kommun - Såld 29 augusti 2023",Stockholm,4 850 000 kr,RadHus,"Duvnäs utskog, Nacka kommun", 29 augusti 2023,7.900322001714438
12859,6 495 000 kr,+515 000 kr (+8 %),Radhus,Äganderätt,4 rum,115 m²,,,245 m²,1977,45 500 kr/år,,,"Radhus - Björknäs - Nacka, Nacka kommun - Såld 29 augusti 2023",Stockholm,7 010 000 kr,RadHus,"Nacka, Nacka kommun", 29 augusti 2023,5.755247797559409
12860,5 995 000 kr,+205 000 kr (+3 %),Radhus,Bostadsrätt,5 rum,149 m²,,,,2022,27 012 kr/år,Ja,,"Radhus - Österskär, Österåkers kommun - Såld 29 augusti 2023",Stockholm,6 200 000 kr,RadHus,"Österskär, Österåkers kommun", 29 augusti 2023,20.12957389264076
12861,2 795 000 kr,+205 000 kr (+7 %),Radhus,Bostadsrätt,5 rum,"90,5 m²",,,,1987,19 200 kr/år,Ja,"1 av 1, hiss finns ej","Radhus - Handen, Haninge kommun - Såld 28 augusti 2023",Stockholm,3 000 000 kr,RadHus,"Handen, Haninge kommun", 28 augusti 2023,17.98889249892762
12862,7 995 000 kr,+305 000 kr (+4 %),Kedjehus,Äganderätt,5 rum,135 m²,,,472 m²,1978,44 696 kr/år,,,"Kedjehus - Enebyberg, Danderyds kommun - Såld 28 augusti 2023",Stockholm,8 300 000 kr,RadHus,"Enebyberg, Danderyds kommun", 28 augusti 2023,11.956537878498196
12863,4 875 000 kr,+150 000 kr (+3 %),Radhus,Äganderätt,5 rum,131 m²,40 m²,,181 m²,1973,46 740 kr/år,,,"Radhus - Fullersta - Centrala Huddinge, Huddinge kommun - Såld 28 augusti 2023",Stockholm,5 025 000 kr,RadHus,"Centrala Huddinge, Huddinge kommun", 28 augusti 2023,11.992775626272657
12864,4 690 000 kr,+360 000 kr (+8 %),Radhus,Äganderätt,5 rum,91 m²,29 m²,,441 m²,1962,52 200 kr/år,,,"Radhus - Bandhagen - Ormkärr, Stockholms kommun - Såld 28 augusti 2023",Stockholm,5 050 000 kr,RadHus,"Ormkärr, Stockholms kommun", 28 augusti 2023,7.987511001291139
12865,4 975 000 kr,+350 000 kr (+7 %),Radhus,Äganderätt,5 rum,113 m²,,,221 m²,1988,39 883 kr/år,,,"Radhus - Gribbylund, Täby kommun - Såld 28 augusti 2023",Stockholm,5 325 000 kr,RadHus,"Gribbylund, Täby kommun", 28 augusti 2023,15.261665453559546
12866,3 995 000 kr,+395 000 kr (+10 %),Radhus,Äganderätt,5 rum,126 m²,,,168 m²,1973,25 066 kr/år,,,"Radhus - Kärrdal, Sollentuna kommun - Såld 28 augusti 2023",Stockholm,4 390 000 kr,RadHus,"Kärrdal, Sollentuna kommun", 28 augusti 2023,12.737065161063425
12867,6 350 000 kr,+210 000 kr (+3 %),Radhus,Bostadsrätt,6 rum,128 m²,,,,2016,17 700 kr/år,,,"Radhus - Råcksta, Stockholms kommun - Såld 27 augusti 2023",Stockholm,6 560 000 kr,RadHus,"Råcksta, Stockholms kommun", 27 augusti 2023,11.269427313107832
12868,4 650 000 kr,+270 000 kr (+6 %),Radhus,Äganderätt,5 rum,126 m²,,,172 m²,1972,39 200 kr/år,,,"Radhus - Töjnan, Sollentuna kommun - Såld 26 augusti 2023",Stockholm,4 920 000 kr,RadHus,"Töjnan, Sollentuna kommun", 26 augusti 2023,13.678873453975875
12869,4 495 000 kr,+105 000 kr (+2 %),Radhus,Bostadsrätt,4 rum,100 m²,,,,2020,21 000 kr/år,Ja,,"Radhus - Vega, Haninge kommun - Såld 26 augusti 2023",Stockholm,4 600 000 kr,RadHus,"Vega, Haninge kommun", 26 augusti 2023,15.884606867872265
12870,4 000 000 kr,+200 000 kr (+5 %),Radhus,Bostadsrätt,4 rum,"98,5 m²",,Ja,,1981,12 000 kr/år,Ja,,"Radhus - Norrviken, Sollentuna kommun - Såld 25 augusti 2023",Stockholm,4 200 000 kr,RadHus,"Norrviken, Sollentuna kommun", 25 augusti 2023,17.018250682402243
12871,7 395 000 kr,+355 000 kr (+5 %),Radhus,Bostadsrätt,5 rum,119 m²,,,,2021,22 680 kr/år,Ja,,"Radhus - Järvastaden, Solna kommun - Såld 25 augusti 2023",Stockholm,7 750 000 kr,RadHus,"Järvastaden, Solna kommun", 25 augusti 2023,7.676123017301106
12872,4 995 000 kr,+105 000 kr (+2 %),Parhus,Äganderätt,5 rum,146 m²,18 m²,Ja,905 m²,1955,37 441 kr/år,Ja,,"Parhus - Norrviken, Sollentuna kommun - Såld 25 augusti 2023",Stockholm,5 100 000 kr,RadHus,"Norrviken, Sollentuna kommun", 25 augusti 2023,17.018250682402243
12873,4 995 000 kr,+305 000 kr (+6 %),Radhus,Äganderätt,5 rum,125 m²,,,219 m²,2005,43 728 kr/år,,,"Radhus - Torshäll, Värmdö kommun - Såld 25 augusti 2023",Stockholm,5 300 000 kr,RadHus,"Torshäll, Värmdö kommun", 25 augusti 2023,23.203163532881607
12874,3 995 000 kr,+785 000 kr (+20 %),Kedjehus,Äganderätt,5 rum,124 m²,,,764 m²,1973,29 450 kr/år,,,"Kedjehus - Viksjö, Järfälla kommun - Såld 25 augusti 2023",Stockholm,4 780 000 kr,RadHus,"Viksjö, Järfälla kommun", 25 augusti 2023,18.13054118622004
12875,4 995 000 kr,+205 000 kr (+4 %),Kedjehus,Äganderätt,4 rum,107 m²,,,248 m²,1966,58 684 kr/år,Ja,,"Kedjehus - Fruängen, Stockholms kommun - Såld 25 augusti 2023",Stockholm,5 200 000 kr,RadHus,"Fruängen, Stockholms kommun", 25 augusti 2023,7.426201356059989
12876,3 495 000 kr,+360 000 kr (+10 %),Radhus,Bostadsrätt,4 rum,82 m²,,,,1947,,Ja,,"Radhus - Kallhäll, Järfälla kommun - Såld 25 augusti 2023",Stockholm,3 855 000 kr,RadHus,"Kallhäll, Järfälla kommun", 25 augusti 2023,20.627503869858234
12877,3 095 000 kr,+160 000 kr (+5 %),Radhus,Bostadsrätt,4 rum,108 m²,,Ja,,1983,15 203 kr/år,Ja,,"Radhus - Tullinge, Botkyrka kommun - Såld 24 augusti 2023",Stockholm,3 255 000 kr,RadHus,"Tullinge, Botkyrka kommun", 24 augusti 2023,16.22987130823462
12878,9 000 000 kr,+100 000 kr (+1 %),Radhus,Äganderätt,6 rum,142 m²,57 m²,,118 m²,2009,43 144 kr/år,,,"Radhus - Silverdal, Sollentuna kommun - Såld 24 augusti 2023",Stockholm,9 100 000 kr,RadHus,"Silverdal, Sollentuna kommun", 24 augusti 2023,9.833750705277946
12879,4 650 000 kr,+475 000 kr (+10 %),Radhus,Tomträtt,5 rum,96 m²,47 m²,,263 m²,1954,42 800 kr/år,,,"Radhus - Vällingby Centrum, Stockholms kommun - Såld 24 augusti 2023",Stockholm,5 125 000 kr,RadHus,"Vällingby Centrum, Stockholms kommun", 24 augusti 2023,12.025668070029713
12880,4 725 000 kr,+125 000 kr (+3 %),Kedjehus,Äganderätt,4 rum,115 m²,,,374 m²,1972,33 817 kr/år,Ja,,"Kedjehus - Hässelby Norra Villastad, Stockholms kommun - Såld 24 augusti 2023",Stockholm,4 850 000 kr,RadHus,"Hässelby Norra Villastad, Stockholms kommun", 24 augusti 2023,not found
12881,5 250 000 kr,+550 000 kr (+10 %),Radhus,Bostadsrätt,5 rum,122 m²,12 m²,,,1954,31 008 kr/år,Ja,,"Radhus - Edsberg-Landsnora, Sollentuna kommun - Såld 24 augusti 2023",Stockholm,5 800 000 kr,RadHus,"Edsberg-Landsnora, Sollentuna kommun", 24 augusti 2023,14.48004346954759
12882,10 900 000 kr,+950 000 kr (+9 %),Parhus,Äganderätt,5 rum,107 m²,46 m²,,400 m²,1926,43 418 kr/år,,,"Parhus - Enskede/Kärringstan, Stockholms kommun - Såld 24 augusti 2023",Stockholm,11 850 000 kr,RadHus,"Enskede/Kärringstan, Stockholms kommun", 24 augusti 2023,4.982086945091964
12883,2 495 000 kr,+455 000 kr (+18 %),Radhus,Äganderätt,2 rum,70 m²,,,155 m²,1975,28 450 kr/år,,,"Radhus - Krusboda, Tyresö kommun - Såld 24 augusti 2023",Stockholm,2 950 000 kr,RadHus,"Krusboda, Tyresö kommun", 24 augusti 2023,14.876032527619332
12884,3 995 000 kr,+205 000 kr (+5 %),Radhus,Äganderätt,5 rum,104 m²,52 m²,,254 m²,1974,3 100 kr/år,Ja,,"Radhus - Snättringe, Huddinge kommun - Såld 24 augusti 2023",Stockholm,4 200 000 kr,RadHus,"Snättringe, Huddinge kommun", 24 augusti 2023,8.941219183096116
