,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
15210,2 975 000 kr,-375 000 kr (-13 %),Villa,Äganderätt,3 rum,89 m²,89 m²,,1 579 m²,1957,20 629 kr/år,,,"Villa - Centrala Älmsta, Norrtälje kommun - Såld 19 november 2023",Stockholm,2 600 000 kr,villa,"Centrala Älmsta, Norrtälje kommun", 19 november 2023,83.02318384282832
15211,5 495 000 kr,-345 000 kr (-6 %),Villa,Äganderätt,6 rum,148 m²,2 m²,,446 m²,1957,33 996 kr/år,,,"Villa - Tumba, Botkyrka kommun - Såld 18 november 2023",Stockholm,5 150 000 kr,villa,"Tumba, Botkyrka kommun", 18 november 2023,19.36328695877675
15212,6 695 000 kr,-145 000 kr (-2 %),Villa,Äganderätt,8 rum,140 m²,93 m²,,824 m²,1974,68 986 kr/år,,,"Villa - Snättringe, Huddinge kommun - Såld 18 november 2023",Stockholm,6 550 000 kr,villa,"Snättringe, Huddinge kommun", 18 november 2023,8.941219183096116
15213,5 850 000 kr,-910 000 kr (-16 %),Villa,Äganderätt,6 rum,200 m²,,,825 m²,2018,42 192 kr/år,,,"Villa - Ösmo, Nynäshamns kommun - Såld 18 november 2023",Stockholm,4 940 000 kr,villa,"Ösmo, Nynäshamns kommun", 18 november 2023,39.42177932869771
15214,11 500 000 kr,-750 000 kr (-7 %),Villa,Äganderätt,8 rum,180 m²,,,1 199 m²,1983,34 500 kr/år,,,"Villa - Saltsjö-Duvnäs, Nacka kommun - Såld 18 november 2023",Stockholm,10 750 000 kr,villa,"Saltsjö-Duvnäs, Nacka kommun", 18 november 2023,7.924859880858431
15215,4 950 000 kr,-420 000 kr (-8 %),Villa,Äganderätt,7 rum,145 m²,,,1 019 m²,2004,36 310 kr/år,Ja,,"Villa - Bro - Råby, Upplands-Bro kommun - Såld 17 november 2023",Stockholm,4 530 000 kr,villa,"Råby, Upplands-Bro kommun", 17 november 2023,32.91110353153831
15216,4 950 000 kr,-150 000 kr (-3 %),Villa,Äganderätt,6 rum,61 m²,61 m²,,603 m²,1946,43 900 kr/år,,,"Villa - Spånga - Bromsten, Stockholms kommun - Såld 17 november 2023",Stockholm,4 800 000 kr,villa,"Bromsten, Stockholms kommun", 17 november 2023,10.931988519916851
15217,7 995 000 kr,-670 000 kr (-8 %),Villa,Äganderätt,6 rum,146 m²,74 m²,,700 m²,1992,48 443 kr/år,,,"Villa - Segeltorp, Huddinge kommun - Såld 17 november 2023",Stockholm,7 325 000 kr,villa,"Segeltorp, Huddinge kommun", 17 november 2023,9.085467513929755
15218,3 795 000 kr,-195 000 kr (-5 %),Villa,Äganderätt,5 rum,75 m²,40 m²,,994 m²,1925,49 376 kr/år,,,"Villa - Ragnhildsborg, Södertälje kommun - Såld 17 november 2023",Stockholm,3 600 000 kr,villa,"Ragnhildsborg, Södertälje kommun", 17 november 2023,28.39382095881472
15219,10 750 000 kr,-1 500 000 kr (-14 %),Villa,Äganderätt,4 rum,210 m²,5 m²,,"2,8 ha",2012,24 692 kr/år,,,"Villa - Lindholmen, Vallentuna kommun - Såld 17 november 2023",Stockholm,9 250 000 kr,villa,"Lindholmen, Vallentuna kommun", 17 november 2023,28.951314698086478
15220,9 195 000 kr,-335 000 kr (-4 %),Villa,Äganderätt,7 rum,147 m²,82 m²,,943 m²,1923,46 044 kr/år,,,"Villa - Örby - Älvsjö, Stockholms kommun - Såld 17 november 2023",Stockholm,8 860 000 kr,villa,"Älvsjö, Stockholms kommun", 17 november 2023,6.764661820759349
15221,2 850 000 kr,-355 000 kr (-12 %),Villa,Äganderätt,7 rum,136 m²,38 m²,,644 m²,1967,33 500 kr/år,Ja,,"Villa - Sorunda, Nynäshamns kommun - Såld 17 november 2023",Stockholm,2 495 000 kr,villa,"Sorunda, Nynäshamns kommun", 17 november 2023,37.45265937797935
15222,6 675 000 kr,-475 000 kr (-7 %),Villa,Äganderätt,7 rum,155 m²,,,928 m²,2003,21 402 kr/år,Ja,,"Villa - Länna, Huddinge kommun - Såld 17 november 2023",Stockholm,6 200 000 kr,villa,"Länna, Huddinge kommun", 17 november 2023,13.868505939240716
15223,3 495 000 kr,-75 000 kr (-2 %),Villa,Äganderätt,5 rum,95 m²,95 m²,,1 052 m²,1969,29 373 kr/år,Ja,,"Villa - Ronna, Södertälje kommun - Såld 17 november 2023",Stockholm,3 420 000 kr,villa,"Ronna, Södertälje kommun", 17 november 2023,30.677437229842372
15224,1 750 000 kr,-110 000 kr (-6 %),Villa,Äganderätt,4 rum,82 m²,53 m²,,1 304 m²,1955,41 469 kr/år,,,"Villa - Centrala Hallstavik, Norrtälje kommun - Såld 17 november 2023",Stockholm,1 640 000 kr,villa,"Centrala Hallstavik, Norrtälje kommun", 17 november 2023,86.20179966780029
15225,2 795 000 kr,-145 000 kr (-5 %),Vinterbonat fritidshus,Äganderätt,3 rum,89 m²,,,2 265 m²,1979,36 312 kr/år,,,"Vinterbonat fritidshus - Spillersboda, Norrtälje kommun - Såld 17 november 2023",Stockholm,2 650 000 kr,villa,"Spillersboda, Norrtälje kommun", 17 november 2023,61.216626144008494
15226,24 750 000 kr,-1 650 000 kr (-7 %),Villa,Äganderätt,8 rum,226 m²,86 m²,,2 001 m²,1918,69 000 kr/år,,,"Villa - Djursholm, Danderyds kommun - Såld 17 november 2023",Stockholm,23 100 000 kr,villa,"Djursholm, Danderyds kommun", 17 november 2023,8.104883275107976
15227,6 495 000 kr,-395 000 kr (-6 %),Villa,Äganderätt,5 rum,136 m²,,,2 627 m²,2002,45 140 kr/år,,,"Villa - Tungelsta, Haninge kommun - Såld 17 november 2023",Stockholm,6 100 000 kr,villa,"Tungelsta, Haninge kommun", 17 november 2023,24.620775669182358
15228,5 500 000 kr,-400 000 kr (-7 %),Vinterbonat fritidshus,Äganderätt,3 rum,74 m²,,,2 207 m²,1980,20 500 kr/år,,,"Vinterbonat fritidshus - Solö, Norrtälje kommun - Såld 17 november 2023",Stockholm,5 100 000 kr,villa,"Solö, Norrtälje kommun", 17 november 2023,55.622937249737376
15229,2 995 000 kr,-245 000 kr (-8 %),Villa,Äganderätt,5 rum,136 m²,,,725 m²,1980,31 848 kr/år,,,"Villa - Rimbo, Norrtälje kommun - Såld 17 november 2023",Stockholm,2 750 000 kr,villa,"Rimbo, Norrtälje kommun", 17 november 2023,49.587489574911814
15230,4 295 000 kr,-45 000 kr (-1 %),Villa,Äganderätt,4 rum,121 m²,38 m²,,1 938 m²,2014,33 588 kr/år,,,"Villa - Enhörna, Södertälje kommun - Såld 16 november 2023",Stockholm,4 250 000 kr,villa,"Enhörna, Södertälje kommun", 16 november 2023,31.458335868775517
15231,13 195 000 kr,-395 000 kr (-3 %),Villa,Äganderätt,9 rum,211 m²,36 m²,,862 m²,1968,56 800 kr/år,Ja,,"Villa - Askrike/Bo, Lidingö kommun - Såld 16 november 2023",Stockholm,12 800 000 kr,villa,"Askrike/Bo, Lidingö kommun", 16 november 2023,7.968277308518682
15232,9 000 000 kr,-100 000 kr (-1 %),Villa,Äganderätt,6 rum,167 m²,,,931 m²,1997,38 679 kr/år,,,"Villa - Viby, Sollentuna kommun - Såld 16 november 2023",Stockholm,8 900 000 kr,villa,"Viby, Sollentuna kommun", 16 november 2023,17.84150434742966
15233,2 800 000 kr,-100 000 kr (-4 %),Villa,Äganderätt,10 rum,191 m²,,,2 677 m²,1952,98 087 kr/år,,,"Villa - Hölö, Södertälje kommun - Såld 16 november 2023",Stockholm,2 700 000 kr,villa,"Hölö, Södertälje kommun", 16 november 2023,45.29745708313733
15234,7 800 000 kr,-300 000 kr (-4 %),Villa,Äganderätt,5 rum,138 m²,9 m²,,731 m²,1922,52 100 kr/år,,,"Villa - Älvsjö - Långbro, Stockholms kommun - Såld 16 november 2023",Stockholm,7 500 000 kr,villa,"Långbro, Stockholms kommun", 16 november 2023,6.934557438163779
15235,7 900 000 kr,-300 000 kr (-4 %),Villa,Äganderätt,6 rum,133 m²,159 m²,,677 m²,1969,51 575 kr/år,,,"Villa - Sigtuna - Ropsten, Sigtuna kommun - Såld 16 november 2023",Stockholm,7 600 000 kr,villa,"Ropsten, Sigtuna kommun", 16 november 2023,37.23571944110043
15236,6 400 000 kr,-200 000 kr (-3 %),Villa,Äganderätt,5 rum,159 m²,13 m²,,898 m²,1947,47 100 kr/år,,,"Villa - Hässelby Södra Villastad, Stockholms kommun - Såld 15 november 2023",Stockholm,6 200 000 kr,villa,"Hässelby Södra Villastad, Stockholms kommun", 15 november 2023,15.290417543954947
15237,3 695 000 kr,-45 000 kr (-1 %),Villa,Äganderätt,4 rum,129 m²,,,1 017 m²,2019,50 899 kr/år,,,"Villa - Mörkö, Södertälje kommun - Såld 15 november 2023",Stockholm,3 650 000 kr,villa,"Mörkö, Södertälje kommun", 15 november 2023,44.63192997479822
15238,3 495 000 kr,-495 000 kr (-14 %),Villa,Äganderätt,,70 m²,70 m²,,895 m²,1963,11 703 kr/år,,,"Villa - Margretelund, Österåkers kommun - Såld 15 november 2023",Stockholm,3 000 000 kr,villa,"Margretelund, Österåkers kommun", 15 november 2023,21.223293345951042
15239,9 200 000 kr,-90 000 kr (-1 %),Villa,Äganderätt,5 rum,138 m²,75 m²,,908 m²,1923,40 287 kr/år,,,"Villa - Skälby, Sollentuna kommun - Såld 15 november 2023",Stockholm,9 110 000 kr,villa,"Skälby, Sollentuna kommun", 15 november 2023,14.951055625290019
15240,7 495 000 kr,-295 000 kr (-4 %),Villa,Äganderätt,5 rum,150 m²,,,2 144 m²,2003,42 972 kr/år,Ja,,"Villa - Svinninge, Österåkers kommun - Såld 15 november 2023",Stockholm,7 200 000 kr,villa,"Svinninge, Österåkers kommun", 15 november 2023,18.3757313578269
15241,6 775 000 kr,-375 000 kr (-6 %),Villa,Äganderätt,4 rum,89 m²,,,1 086 m²,1946,38 424 kr/år,,,"Villa - Trångsund, Huddinge kommun - Såld 15 november 2023",Stockholm,6 400 000 kr,villa,"Trångsund, Huddinge kommun", 15 november 2023,11.354770352295533
15242,4 150 000 kr,-850 000 kr (-20 %),Villa,Äganderätt,4 rum,150 m²,60 m²,,2 138 m²,1973,,,,"Villa - Kårsta Ekskogen, Vallentuna kommun - Såld 15 november 2023",Stockholm,3 300 000 kr,villa,"Kårsta Ekskogen, Vallentuna kommun", 15 november 2023,37.73539751967336
15243,3 195 000 kr,-120 000 kr (-4 %),Villa,Äganderätt,6 rum,142 m²,,,1 183 m²,1975,37 391 kr/år,,,"Villa - Svanberga, Norrtälje kommun - Såld 15 november 2023",Stockholm,3 075 000 kr,villa,"Svanberga, Norrtälje kommun", 15 november 2023,66.43059524142994
15244,8 195 000 kr,-195 000 kr (-2 %),Villa,Äganderätt,5 rum,170 m²,67 m²,,1 251 m²,1946,,,,"Villa - Odenslunda, Upplands Väsby kommun - Såld 15 november 2023",Stockholm,8 000 000 kr,villa,"Odenslunda, Upplands Väsby kommun", 15 november 2023,22.43270628440933
15245,5 995 000 kr,-345 000 kr (-6 %),Villa,Äganderätt,4 rum,112 m²,30 m²,,1 796 m²,1984,37 121 kr/år,,,"Villa - Trollbäcken, Tyresö kommun - Såld 14 november 2023",Stockholm,5 650 000 kr,villa,"Trollbäcken, Tyresö kommun", 14 november 2023,13.639419101788388
15246,20 500 000 kr,-500 000 kr (-2 %),Villa,Äganderätt,8 rum,223 m²,66 m²,,972 m²,1923,58 323 kr/år,,,"Villa - Bromma - Smedslätten, Stockholms kommun - Såld 14 november 2023",Stockholm,20 000 000 kr,villa,"Smedslätten, Stockholms kommun", 14 november 2023,6.01104404923372
15247,5 500 000 kr,-300 000 kr (-5 %),Villa,Äganderätt,5 rum,149 m²,,Ja,926 m²,1979,30 616 kr/år,Ja,,"Villa - Länna, Huddinge kommun - Såld 14 november 2023",Stockholm,5 200 000 kr,villa,"Länna, Huddinge kommun", 14 november 2023,13.868505939240716
15248,5 995 000 kr,-195 000 kr (-3 %),Villa,Äganderätt,6 rum,158 m²,27 m²,,1 456 m²,2009,52 918 kr/år,Ja,,"Villa - Segersäng, Nynäshamns kommun - Såld 14 november 2023",Stockholm,5 800 000 kr,villa,"Segersäng, Nynäshamns kommun", 14 november 2023,34.06843528791354
15249,7 495 000 kr,-395 000 kr (-5 %),Villa,Äganderätt,7 rum,195 m²,30 m²,,"1 067,8 m²",1996,59 800 kr/år,Ja,,"Villa - Sjöängen, Huddinge kommun - Såld 14 november 2023",Stockholm,7 100 000 kr,villa,"Sjöängen, Huddinge kommun", 14 november 2023,11.485673771088898
15250,7 500 000 kr,-300 000 kr (-4 %),Villa,Äganderätt,6 rum,160 m²,135 m²,,948 m²,1967,68 200 kr/år,,,"Villa - Österskär, Österåkers kommun - Såld 14 november 2023",Stockholm,7 200 000 kr,villa,"Österskär, Österåkers kommun", 14 november 2023,20.12957389264076
15251,21 500 000 kr,-500 000 kr (-2 %),Villa,Äganderätt,8 rum,318 m²,,,1 511 m²,2013,80 937 kr/år,,,"Villa - Talludden, Nacka kommun - Såld 14 november 2023",Stockholm,21 000 000 kr,villa,"Talludden, Nacka kommun", 14 november 2023,8.399432744375146
15252,1 595 000 kr,-495 000 kr (-31 %),Villa,Äganderätt,4 rum,95 m²,,,1 039 m²,1909,41 100 kr/år,,,"Villa - Hallstavik, Norrtälje kommun - Såld 14 november 2023",Stockholm,1 100 000 kr,villa,"Hallstavik, Norrtälje kommun", 14 november 2023,86.20179966780029
15253,6 395 000 kr,-195 000 kr (-3 %),Villa,Äganderätt,4 rum,110 m²,,,854 m²,1935,47 653 kr/år,,,"Villa - Segeltorp, Huddinge kommun - Såld 13 november 2023",Stockholm,6 200 000 kr,villa,"Segeltorp, Huddinge kommun", 13 november 2023,9.085467513929755
15254,4 795 000 kr,-345 000 kr (-7 %),Villa,Äganderätt,7 rum,115 m²,175 m²,,3 786 m²,1973,38 782 kr/år,,,"Villa - Märsta - Odensala, Sigtuna kommun - Såld 13 november 2023",Stockholm,4 450 000 kr,villa,"Odensala, Sigtuna kommun", 13 november 2023,37.12748186768479
15255,3 995 000 kr,-495 000 kr (-12 %),Villa,Äganderätt,5 rum,83 m²,7 m²,,2 796 m²,1969,32 300 kr/år,,,"Villa - Saltarö, Värmdö kommun - Såld 13 november 2023",Stockholm,3 500 000 kr,villa,"Saltarö, Värmdö kommun", 13 november 2023,30.417058170830018
15256,3 800 000 kr,-350 000 kr (-9 %),Villa,Äganderätt,4 rum,144 m²,,,1 338 m²,1989,65 357 kr/år,,,"Villa - Rosersberg, Sigtuna kommun - Såld 13 november 2023",Stockholm,3 450 000 kr,villa,"Rosersberg, Sigtuna kommun", 13 november 2023,30.411957537956003
15257,6 450 000 kr,-950 000 kr (-15 %),Villa,Äganderätt,8 rum,202 m²,7 m²,,734 m²,1979,43 400 kr/år,,,"Villa - Hässelby Norra Villastad, Stockholms kommun - Såld 13 november 2023",Stockholm,5 500 000 kr,villa,"Hässelby Norra Villastad, Stockholms kommun", 13 november 2023,not found
15258,6 995 000 kr,-95 000 kr (-1 %),Villa,Äganderätt,,130 m²,130 m²,,929 m²,1974,44 812 kr/år,,,"Villa - Åkersberga Centralt, Österåkers kommun - Såld 13 november 2023",Stockholm,6 900 000 kr,villa,"Åkersberga Centralt, Österåkers kommun", 13 november 2023,not found
15259,8 500 000 kr,-1 000 000 kr (-12 %),Villa,Äganderätt,7 rum,178 m²,,,2 530 m²,2020,12 300 kr/år,,,"Villa - Strömma, Värmdö kommun - Såld 12 november 2023",Stockholm,7 500 000 kr,villa,"Strömma, Värmdö kommun", 12 november 2023,27.371482281576643
15260,6 995 000 kr,-170 000 kr (-2 %),Villa,Äganderätt,7 rum,137 m²,10 m²,,749 m²,1964,,Ja,,"Villa - Jakobsberg, Järfälla kommun - Såld 12 november 2023",Stockholm,6 825 000 kr,villa,"Jakobsberg, Järfälla kommun", 12 november 2023,17.426886775071083
15261,2 250 000 kr,-50 000 kr (-2 %),Villa,Äganderätt,4 rum,84 m²,40 m²,,1 383 m²,1996,14 443 kr/år,,,"Villa - Riala, Norrtälje kommun - Såld 12 november 2023",Stockholm,2 200 000 kr,villa,"Riala, Norrtälje kommun", 12 november 2023,42.50178309725061
15262,11 500 000 kr,-500 000 kr (-4 %),Villa,Äganderätt,8 rum,169 m²,68 m²,Ja,560 m²,1938,35 269 kr/år,Ja,,"Villa - Nockebyhov, Stockholms kommun - Såld 12 november 2023",Stockholm,11 000 000 kr,villa,"Nockebyhov, Stockholms kommun", 12 november 2023,9.308298244257085
15263,4 795 000 kr,-330 000 kr (-7 %),Villa,Äganderätt,5 rum,118 m²,,,223 m²,1986,33 133 kr/år,,,"Villa - Farmarstigen, Tyresö kommun - Såld 11 november 2023",Stockholm,4 465 000 kr,villa,"Farmarstigen, Tyresö kommun", 11 november 2023,13.639671524711897
15264,10 995 000 kr,-395 000 kr (-4 %),Villa,Äganderätt,6 rum,91 m²,79 m²,,800 m²,1954,55 742 kr/år,,,"Villa - Viggbyholm - Sjösidan, Täby kommun - Såld 11 november 2023",Stockholm,10 600 000 kr,villa,"Sjösidan, Täby kommun", 11 november 2023,15.814198730656667
15265,4 595 000 kr,-285 000 kr (-6 %),Villa,Äganderätt,4 rum,120 m²,,,1 590 m²,1973,12 948 kr/år,,,"Villa - Viksberg, Södertälje kommun - Såld 10 november 2023",Stockholm,4 310 000 kr,villa,"Viksberg, Södertälje kommun", 10 november 2023,27.359549980532197
15266,6 500 000 kr,-150 000 kr (-2 %),Villa,Äganderätt,6 rum,114 m²,114 m²,,1 032 m²,1972,45 700 kr/år,,,"Villa - Tullinge Skog, Botkyrka kommun - Såld 10 november 2023",Stockholm,6 350 000 kr,villa,"Tullinge Skog, Botkyrka kommun", 10 november 2023,17.034996660965835
15267,8 000 000 kr,-500 000 kr (-6 %),Villa,Äganderätt,10 rum,240 m²,120 m²,,1 162 m²,1937,68 000 kr/år,Ja,,"Villa - Tyresö, Tyresö kommun - Såld 10 november 2023",Stockholm,7 500 000 kr,villa,"Tyresö, Tyresö kommun", 10 november 2023,16.532718300506904
15268,5 795 000 kr,-795 000 kr (-14 %),Villa,Äganderätt,7 rum,158 m²,85 m²,Ja,931 m²,2010,41 100 kr/år,Ja,,"Villa - Tumba, Botkyrka kommun - Såld 10 november 2023",Stockholm,5 000 000 kr,villa,"Tumba, Botkyrka kommun", 10 november 2023,19.36328695877675
15269,7 295 000 kr,-345 000 kr (-5 %),Villa,Äganderätt,6 rum,137 m²,,Ja,480 m²,2005,58 820 kr/år,Ja,,"Villa - Tyresö, Tyresö kommun - Såld 10 november 2023",Stockholm,6 950 000 kr,villa,"Tyresö, Tyresö kommun", 10 november 2023,16.532718300506904
15270,6 495 000 kr,-495 000 kr (-8 %),Villa,Äganderätt,6 rum,"155,7 m²",,,857 m²,2022,35 652 kr/år,Ja,,"Villa - Länna, Huddinge kommun - Såld 10 november 2023",Stockholm,6 000 000 kr,villa,"Länna, Huddinge kommun", 10 november 2023,13.868505939240716
15271,6 795 000 kr,-250 000 kr (-4 %),Villa,Äganderätt,6 rum,133 m²,,,385 m²,2015,21 347 kr/år,,,"Villa - Västra Balingsnäs, Huddinge kommun - Såld 10 november 2023",Stockholm,6 545 000 kr,villa,"Västra Balingsnäs, Huddinge kommun", 10 november 2023,12.410304427415266
15272,10 900 000 kr,-1 000 000 kr (-9 %),Villa,Äganderätt,6 rum,108 m²,104 m²,,1 144 m²,1945,43 500 kr/år,,,"Villa - Enebyberg, Danderyds kommun - Såld 10 november 2023",Stockholm,9 900 000 kr,villa,"Enebyberg, Danderyds kommun", 10 november 2023,11.956537878498196
15273,8 600 000 kr,-690 000 kr (-8 %),Villa,Äganderätt,9 rum,167 m²,144 m²,,1 129 m²,1955,27 474 kr/år,,,"Villa - Norrviken, Sollentuna kommun - Såld 10 november 2023",Stockholm,7 910 000 kr,villa,"Norrviken, Sollentuna kommun", 10 november 2023,17.018250682402243
15274,8 500 000 kr,-500 000 kr (-6 %),Villa,Äganderätt,4 rum,144 m²,,,882 m²,2009,36 967 kr/år,,,"Villa - Kyrkby, Täby kommun - Såld 10 november 2023",Stockholm,8 000 000 kr,villa,"Kyrkby, Täby kommun", 10 november 2023,18.82468695474574
15275,6 450 000 kr,-350 000 kr (-5 %),Villa,Äganderätt,6 rum,149 m²,,,633 m²,1997,43 033 kr/år,,,"Villa - Hässelby Södra Villastad, Stockholms kommun - Såld 10 november 2023",Stockholm,6 100 000 kr,villa,"Hässelby Södra Villastad, Stockholms kommun", 10 november 2023,15.290417543954947
15276,4 950 000 kr,-550 000 kr (-11 %),Villa,Äganderätt,5 rum,137 m²,,,337 m²,1973,42 063 kr/år,Ja,,"Villa - Viby, Sollentuna kommun - Såld 09 november 2023",Stockholm,4 400 000 kr,villa,"Viby, Sollentuna kommun", 09 november 2023,17.84150434742966
15277,4 795 000 kr,-295 000 kr (-6 %),Villa,Äganderätt,5 rum,172 m²,,,424 m²,1979,46 785 kr/år,Ja,,"Villa - Brunna, Upplands-Bro kommun - Såld 09 november 2023",Stockholm,4 500 000 kr,villa,"Brunna, Upplands-Bro kommun", 09 november 2023,26.935758802435075
15278,6 985 000 kr,-185 000 kr (-3 %),Villa,Äganderätt,4 rum,125 m²,,,900 m²,1920,44 940 kr/år,,,"Villa - Täby Kyrkby, Täby kommun - Såld 09 november 2023",Stockholm,6 800 000 kr,villa,"Täby Kyrkby, Täby kommun", 09 november 2023,18.82468695474574
15279,9 200 000 kr,-500 000 kr (-5 %),Villa,Äganderätt,6 rum,154 m²,,,1 077 m²,2009,51 240 kr/år,,,"Villa - Ekerö Sandudden, Ekerö kommun - Såld 09 november 2023",Stockholm,8 700 000 kr,villa,"Ekerö Sandudden, Ekerö kommun", 09 november 2023,16.572887749789114
15280,2 350 000 kr,-450 000 kr (-19 %),Villa,Äganderätt,2 rum,87 m²,15 m²,,2 012 m²,1929,30 551 kr/år,,,"Villa - Gnesta, Södertälje kommun - Såld 09 november 2023",Stockholm,1 900 000 kr,villa,"Gnesta, Södertälje kommun", 09 november 2023,48.99273499012682
15281,4 800 000 kr,-200 000 kr (-4 %),Villa,Bostadsrätt,5 rum,"126,4 m²",6 m²,,,2016,23 500 kr/år,Ja,,"Villa - Fresta, Upplands Väsby kommun - Såld 08 november 2023",Stockholm,4 600 000 kr,villa,"Fresta, Upplands Väsby kommun", 08 november 2023,22.070530073051128
15282,9 975 000 kr,-475 000 kr (-5 %),Villa,Äganderätt,9 rum,222 m²,63 m²,,1 438 m²,1918,,,,"Villa - Ekerö, Ekerö kommun - Såld 08 november 2023",Stockholm,9 500 000 kr,villa,"Ekerö, Ekerö kommun", 08 november 2023,22.5547639491616
15283,8 900 000 kr,-175 000 kr (-2 %),Villa,Äganderätt,7 rum,167 m²,62 m²,,791 m²,1922,51 851 kr/år,,,"Villa - Enskededalen, Stockholms kommun - Såld 08 november 2023",Stockholm,8 725 000 kr,villa,"Enskededalen, Stockholms kommun", 08 november 2023,5.2110161879924695
15284,5 300 000 kr,-200 000 kr (-4 %),Villa,Äganderätt,5 rum,142 m²,,,1 048 m²,1968,44 795 kr/år,,,"Villa - Hemmesta, Värmdö kommun - Såld 08 november 2023",Stockholm,5 100 000 kr,villa,"Hemmesta, Värmdö kommun", 08 november 2023,23.640503536233386
15285,7 995 000 kr,-95 000 kr (-1 %),Villa,Äganderätt,9 rum,140 m²,135 m²,,841 m²,1977,41 812 kr/år,,,"Villa - Trångsund, Huddinge kommun - Såld 07 november 2023",Stockholm,7 900 000 kr,villa,"Trångsund, Huddinge kommun", 07 november 2023,11.354770352295533
15286,2 350 000 kr,-200 000 kr (-9 %),Vinterbonat fritidshus,Äganderätt,3 rum,60 m²,,,1 392 m²,1979,24 994 kr/år,,,"Vinterbonat fritidshus - Bergshamra (södra delen), Norrtälje kommun - Såld 07 november 2023",Stockholm,2 150 000 kr,villa,"Bergshamra (södra delen), Norrtälje kommun", 07 november 2023,not found
15287,7 495 000 kr,-495 000 kr (-7 %),Villa,Äganderätt,5 rum,173 m²,,,"753,4 m²",1988,55 815 kr/år,,,"Villa - Tureberg, Sollentuna kommun - Såld 07 november 2023",Stockholm,7 000 000 kr,villa,"Tureberg, Sollentuna kommun", 07 november 2023,13.40859670413224
