price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
N/A,4 500 000 kr,-300 000 kr (-7 %),Radhus,Äganderätt,6 rum,116 m²,N/A,N/A,238 m²,1969,52 779 kr/år,N/A,N/A,"Radhus - Balingsnäs, Huddinge kommun - Såld 09 februari 2023",Stockholm,4 200 000 kr
N/A,4 495 000 kr,-95 000 kr (-2 %),Kedjehus,Äganderätt,5 rum,120 m²,20 m²,N/A,378 m²,1973,41 052 kr/år,N/A,N/A,"Kedjehus - Hässelby Norra Villastad, Stockholms kommun - Såld 08 februari 2023",Stockholm,4 400 000 kr
16 493 kr/m²,1 795 000 kr,-55 000 kr (-3 %),Radhus,Bostadsrätt,5 rum,"105,5 m²",N/A,N/A,N/A,1983,9 000 kr/år,N/A,N/A,"Radhus - Tumba, Botkyrka kommun - Såld 08 februari 2023",Stockholm,1 740 000 kr
N/A,4 300 000 kr,-250 000 kr (-6 %),Radhus,Äganderätt,6 rum,126 m²,N/A,N/A,150 m²,1975,38 980 kr/år,N/A,N/A,"Radhus - Tullinge Parkhem, Botkyrka kommun - Såld 08 februari 2023",Stockholm,4 050 000 kr
N/A,6 200 000 kr,-350 000 kr (-6 %),Radhus,Äganderätt,6 rum,100 m²,50 m²,N/A,166 m²,1968,57 768 kr/år,N/A,N/A,"Radhus - Duvnäs Utskog, Nacka kommun - Såld 08 februari 2023",Stockholm,5 850 000 kr
N/A,5 800 000 kr,-200 000 kr (-3 %),Parhus,Äganderätt,5 rum,128 m²,N/A,N/A,186 m²,1972,50 090 kr/år,N/A,N/A,"Parhus - Erikslund, Täby kommun - Såld 08 februari 2023",Stockholm,5 600 000 kr
N/A,3 795 000 kr,-85 000 kr (-2 %),Radhus,Äganderätt,5 rum,122 m²,N/A,N/A,189 m²,1973,37 816 kr/år,N/A,N/A,"Radhus - Rönninge, Salems kommun - Såld 08 februari 2023",Stockholm,3 710 000 kr
33 333 kr/m²,2 790 000 kr,-40 000 kr (-1 %),Radhus,Bostadsrätt,4 rum,"82,5 m²",N/A,N/A,N/A,1975,N/A,Ja,N/A,"Radhus - Akalla Trädgårdsstad, Stockholms kommun - Såld 08 februari 2023",Stockholm,2 750 000 kr
N/A,3 275 000 kr,-175 000 kr (-5 %),Radhus,Äganderätt,4 rum,121 m²,N/A,N/A,372 m²,1971,62 928 kr/år,N/A,N/A,"Radhus - Spånga, Stockholms kommun - Såld 06 februari 2023",Stockholm,3 100 000 kr
N/A,3 795 000 kr,-320 000 kr (-8 %),Radhus,Äganderätt,4 rum,120 m²,N/A,N/A,204 m²,1972,32 832 kr/år,N/A,N/A,"Radhus - Åkersberga, Österåkers kommun - Såld 06 februari 2023",Stockholm,3 475 000 kr
15 000 kr/m²,2 195 000 kr,-245 000 kr (-11 %),Radhus,Bostadsrätt,5 rum,130 m²,N/A,N/A,N/A,1984,N/A,Ja,N/A,"Radhus - Lina Hage, Södertälje kommun - Såld 06 februari 2023",Stockholm,1 950 000 kr
N/A,3 995 000 kr,-295 000 kr (-7 %),Kedjehus,Äganderätt,5 rum,124 m²,44 m²,N/A,356 m²,1971,24 740 kr/år,N/A,N/A,"Kedjehus - Rönninge, Salems kommun - Såld 05 februari 2023",Stockholm,3 700 000 kr
33 945 kr/m²,1 895 000 kr,-45 000 kr (-2 %),Parhus,Bostadsrätt,2 rum,"54,5 m²",N/A,N/A,N/A,1986,21 120 kr/år,N/A,N/A,"Parhus - Skånsta, Österåkers kommun - Såld 04 februari 2023",Stockholm,1 850 000 kr
38 438 kr/m²,6 495 000 kr,-345 000 kr (-5 %),Radhus,Bostadsrätt,8 rum,160 m²,N/A,N/A,N/A,2012,19 000 kr/år,Ja,N/A,"Radhus - Täby Kyrkby, Täby kommun - Såld 04 februari 2023",Stockholm,6 150 000 kr
N/A,4 195 000 kr,-190 000 kr (-5 %),Radhus,Äganderätt,5 rum,114 m²,25 m²,Ja,191 m²,1981,38 364 kr/år,Ja,N/A,"Radhus - Viksjö, Järfälla kommun - Såld 03 februari 2023",Stockholm,4 005 000 kr
22 770 kr/m²,2 695 000 kr,-295 000 kr (-11 %),Radhus,Bostadsrätt,4 rum,"105,4 m²",N/A,N/A,N/A,1984,35 000 kr/år,Ja,N/A,"Radhus - Margretelund - Tråsättra, Österåkers kommun - Såld 03 februari 2023",Stockholm,2 400 000 kr
N/A,2 895 000 kr,-35 000 kr (-1 %),Radhus,Äganderätt,5 rum,123 m²,24 m²,N/A,171 m²,1970,37 072 kr/år,N/A,N/A,"Radhus - Saltskog, Södertälje kommun - Såld 03 februari 2023",Stockholm,2 860 000 kr
38 000 kr/m²,5 995 000 kr,-295 000 kr (-5 %),Parhus,Bostadsrätt,5 rum,150 m²,N/A,N/A,N/A,N/A,80 244 kr/år,Ja,N/A,"Parhus - Segeltorp, Huddinge kommun - Såld 03 februari 2023",Stockholm,5 700 000 kr
N/A,3 495 000 kr,-280 000 kr (-8 %),Radhus,Tomträtt,6 rum,112 m²,22 m²,N/A,217 m²,1969,52 900 kr/år,N/A,N/A,"Radhus - Salem, Salems kommun - Såld 03 februari 2023",Stockholm,3 215 000 kr
42 763 kr/m²,6 995 000 kr,-495 000 kr (-7 %),Parhus,Bostadsrätt,6 rum,152 m²,N/A,N/A,N/A,2021,24 700 kr/år,Ja,N/A,"Parhus - Strömma, Värmdö kommun - Såld 03 februari 2023",Stockholm,6 500 000 kr
31 308 kr/m²,3 495 000 kr,-145 000 kr (-4 %),Parhus,Bostadsrätt,4 rum,107 m²,N/A,N/A,N/A,2021,15 900 kr/år,Ja,N/A,"Parhus - Valsjöskogen, Margaretelund, Österåkers kommun - Såld 03 februari 2023",Stockholm,3 350 000 kr
N/A,4 250 000 kr,-300 000 kr (-7 %),Radhus,Äganderätt,4 rum,117 m²,N/A,N/A,237 m²,2011,34 550 kr/år,N/A,N/A,"Radhus - Steningehöjden, Sigtuna kommun - Såld 02 februari 2023",Stockholm,3 950 000 kr
30 405 kr/m²,4 750 000 kr,-250 000 kr (-5 %),Radhus,Bostadsrätt,6 rum,148 m²,3 m²,N/A,N/A,2022,28 800 kr/år,N/A,N/A,"Radhus - Wijk oppgård, Upplands Väsby kommun - Såld 02 februari 2023",Stockholm,4 500 000 kr
N/A,5 190 000 kr,-330 000 kr (-6 %),Kedjehus,Äganderätt,5 rum,128 m²,3 m²,N/A,204 m²,1969,82 000 kr/år,N/A,N/A,"Kedjehus - Norrviken, Sollentuna kommun - Såld 02 februari 2023",Stockholm,4 860 000 kr
N/A,5 495 000 kr,-175 000 kr (-3 %),Parhus,Äganderätt,5 rum,100 m²,37 m²,N/A,256 m²,1983,36 100 kr/år,N/A,N/A,"Parhus - Visinge, Täby kommun - Såld 02 februari 2023",Stockholm,5 320 000 kr
142 857 kr/m²,12 450 000 kr,-450 000 kr (-4 %),Radhus,Bostadsrätt,5 rum,84 m²,42 m²,Ja,N/A,1933,9 500 kr/år,Ja,N/A,"Radhus - Bromma Ålsten, Stockholms kommun - Såld 02 februari 2023",Stockholm,12 000 000 kr
N/A,8 400 000 kr,-200 000 kr (-2 %),Par-/kedje-/radhus,Äganderätt,6 rum,127 m²,24 m²,N/A,306 m²,1976,31 900 kr/år,N/A,N/A,"Par-/kedje-/radhus - Rudboda, Lidingö kommun - Såld 02 februari 2023",Stockholm,8 200 000 kr
N/A,4 295 000 kr,-300 000 kr (-7 %),Radhus,Tomträtt,6 rum,121 m²,13 m²,Ja,320 m²,1970,46 743 kr/år,Ja,N/A,"Radhus - Salem, Salems kommun - Såld 01 februari 2023",Stockholm,3 995 000 kr
22 018 kr/m²,2 750 000 kr,-350 000 kr (-13 %),Radhus,Bostadsrätt,4 rum,109 m²,N/A,N/A,N/A,1983,15 768 kr/år,Ja,N/A,"Radhus - Åby Park, Vallentuna kommun - Såld 01 februari 2023",Stockholm,2 400 000 kr
51 477 kr/m²,7 295 000 kr,-500 000 kr (-7 %),Parhus,Bostadsrätt,6 rum,132 m²,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Parhus - Fullersta, Huddinge kommun - Såld 01 februari 2023",Stockholm,6 795 000 kr
N/A,3 995 000 kr,-245 000 kr (-6 %),Radhus,Äganderätt,6 rum,120 m²,9 m²,N/A,165 m²,1975,32 773 kr/år,N/A,N/A,"Radhus - Tullinge, Botkyrka kommun - Såld 01 februari 2023",Stockholm,3 750 000 kr
N/A,4 000 000 kr,-100 000 kr (-3 %),Radhus,Äganderätt,5 rum,126 m²,N/A,N/A,152 m²,1986,28 503 kr/år,N/A,N/A,"Radhus - Rotebro, Sollentuna kommun - Såld 01 februari 2023",Stockholm,3 900 000 kr
N/A,4 295 000 kr,-195 000 kr (-5 %),Kedjehus,Äganderätt,6 rum,133 m²,35 m²,N/A,551 m²,1970,58 599 kr/år,N/A,N/A,"Kedjehus - Nynäshamn, Nynäshamns kommun - Såld 01 februari 2023",Stockholm,4 100 000 kr
N/A,5 500 000 kr,-100 000 kr (-2 %),Kedjehus,Äganderätt,5 rum,127 m²,N/A,N/A,348 m²,1972,65 500 kr/år,Ja,N/A,"Kedjehus - Viby, Sollentuna kommun - Såld 01 februari 2023",Stockholm,5 400 000 kr
N/A,3 895 000 kr,-270 000 kr (-7 %),Radhus,Äganderätt,5 rum,122 m²,8 m²,N/A,202 m²,1967,49 525 kr/år,N/A,N/A,"Radhus - Västerhaninge/Haninge, Haninge kommun - Såld 31 januari 2023",Stockholm,3 625 000 kr
N/A,3 495 000 kr,-295 000 kr (-8 %),Radhus,Äganderätt,5 rum,118 m²,N/A,N/A,256 m²,1974,41 156 kr/år,N/A,N/A,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 31 januari 2023",Stockholm,3 200 000 kr
N/A,3 995 000 kr,-195 000 kr (-5 %),Radhus,Äganderätt,4 rum,103 m²,7 m²,N/A,184 m²,1967,41 570 kr/år,N/A,N/A,"Radhus - Tullinge, Botkyrka kommun - Såld 31 januari 2023",Stockholm,3 800 000 kr
N/A,4 495 000 kr,-165 000 kr (-4 %),Radhus,Äganderätt,5 rum,135 m²,N/A,N/A,565 m²,1970,38 453 kr/år,N/A,N/A,"Radhus - Salem, Salems kommun - Såld 31 januari 2023",Stockholm,4 330 000 kr
N/A,4 650 000 kr,-280 000 kr (-6 %),Parhus,Äganderätt,6 rum,126 m²,34 m²,N/A,521 m²,1974,29 600 kr/år,N/A,N/A,"Parhus - Viksjö, Järfälla kommun - Såld 31 januari 2023",Stockholm,4 370 000 kr
51 455 kr/m²,7 295 000 kr,-400 000 kr (-5 %),Parhus,Bostadsrätt,6 rum,134 m²,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Parhus - Fullersta, Huddinge kommun - Såld 30 januari 2023",Stockholm,6 895 000 kr
N/A,5 750 000 kr,-325 000 kr (-6 %),Radhus,Äganderätt,4 rum,110 m²,N/A,N/A,204 m²,1975,45 244 kr/år,N/A,N/A,"Radhus - Ellagård, Täby kommun - Såld 30 januari 2023",Stockholm,5 425 000 kr
N/A,4 595 000 kr,-95 000 kr (-2 %),Radhus,Äganderätt,4 rum,87 m²,29 m²,N/A,466 m²,1958,42 685 kr/år,Ja,N/A,"Radhus - Farsta Strand, Stockholms kommun - Såld 29 januari 2023",Stockholm,4 500 000 kr
N/A,4 495 000 kr,-645 000 kr (-14 %),Kedjehus,Äganderätt,6 rum,149 m²,N/A,N/A,722 m²,1971,58 981 kr/år,N/A,N/A,"Kedjehus - Västerhaninge, Haninge kommun - Såld 29 januari 2023",Stockholm,3 850 000 kr
N/A,5 175 000 kr,-150 000 kr (-3 %),Radhus,Äganderätt,5 rum,121 m²,4 m²,N/A,147 m²,2016,38 585 kr/år,Ja,N/A,"Radhus - Polhem, Järfälla kommun - Såld 29 januari 2023",Stockholm,5 025 000 kr
30 563 kr/m²,4 995 000 kr,-105 000 kr (-2 %),Parhus,Bostadsrätt,6 rum,160 m²,N/A,N/A,N/A,2022,33 408 kr/år,Ja,N/A,"Parhus - Eds Allé, Upplands Väsby kommun - Såld 29 januari 2023",Stockholm,4 890 000 kr
N/A,4 950 000 kr,-750 000 kr (-15 %),Par-/kedje-/radhus,Äganderätt,5 rum,117 m²,N/A,Ja,396 m²,1975,48 700 kr/år,Ja,N/A,"Par-/kedje-/radhus - Resarö, Vaxholms kommun - Såld 29 januari 2023",Stockholm,4 200 000 kr
N/A,4 525 000 kr,-25 000 kr (-1 %),Radhus,Äganderätt,7 rum,147 m²,N/A,Ja,255 m²,1974,59 537 kr/år,Ja,N/A,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 28 januari 2023",Stockholm,4 500 000 kr
N/A,4 295 000 kr,-345 000 kr (-8 %),Par-/kedje-/radhus,Äganderätt,7 rum,136 m²,N/A,Ja,369 m²,1977,55 225 kr/år,Ja,N/A,"Par-/kedje-/radhus - Fågelsången, Norrtälje kommun - Såld 28 januari 2023",Stockholm,3 950 000 kr
N/A,5 495 000 kr,-620 000 kr (-11 %),Radhus,Äganderätt,4 rum,119 m²,15 m²,N/A,141 m²,1979,27 960 kr/år,N/A,N/A,"Radhus - Norrviken, Sollentuna kommun - Såld 28 januari 2023",Stockholm,4 875 000 kr
N/A,6 795 000 kr,-195 000 kr (-3 %),Radhus,Äganderätt,6 rum,155 m²,66 m²,N/A,357 m²,1967,43 240 kr/år,N/A,N/A,"Radhus - Segeltorp, Huddinge kommun - Såld 28 januari 2023",Stockholm,6 600 000 kr
N/A,8 495 000 kr,-990 000 kr (-12 %),Radhus,Äganderätt,5 rum,123 m²,N/A,N/A,141 m²,2015,35 167 kr/år,Ja,N/A,"Radhus - Beckomberga, Stockholms kommun - Såld 27 januari 2023",Stockholm,7 505 000 kr
N/A,3 495 000 kr,-95 000 kr (-3 %),Radhus,Tomträtt,4 rum,123 m²,14 m²,N/A,179 m²,1974,45 556 kr/år,N/A,N/A,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 27 januari 2023",Stockholm,3 400 000 kr
N/A,4 195 000 kr,-95 000 kr (-2 %),Radhus,Tomträtt,7 rum,130 m²,24 m²,N/A,141 m²,1981,54 000 kr/år,Ja,N/A,"Radhus - Botkyrka-Eriksberg, Botkyrka kommun - Såld 27 januari 2023",Stockholm,4 100 000 kr
N/A,4 995 000 kr,-595 000 kr (-12 %),Radhus,Äganderätt,4 rum,114 m²,N/A,N/A,224 m²,1972,59 378 kr/år,Ja,N/A,"Radhus - Båthöjden, Nacka kommun - Såld 27 januari 2023",Stockholm,4 400 000 kr
N/A,7 950 000 kr,-720 000 kr (-9 %),Radhus,Äganderätt,6 rum,131 m²,N/A,N/A,409 m²,1970,31 800 kr/år,Ja,N/A,"Radhus - Nora, Danderyds kommun - Såld 27 januari 2023",Stockholm,7 230 000 kr
N/A,12 450 000 kr,-2 050 000 kr (-16 %),Radhus,Äganderätt,5 rum,108 m²,79 m²,Ja,390 m²,1964,34 219 kr/år,Ja,N/A,"Radhus - Bo- Gärde, Lidingö kommun - Såld 27 januari 2023",Stockholm,10 400 000 kr
N/A,5 895 000 kr,-95 000 kr (-2 %),Kedjehus,Äganderätt,7 rum,120 m²,130 m²,N/A,272 m²,1974,59 000 kr/år,N/A,N/A,"Kedjehus - Vällingby Kälvesta, Stockholms kommun - Såld 27 januari 2023",Stockholm,5 800 000 kr
N/A,5 795 000 kr,-195 000 kr (-3 %),Radhus,Äganderätt,5 rum,142 m²,N/A,Ja,178 m²,1968,51 391 kr/år,Ja,N/A,"Radhus - Krokhöjden, Nacka kommun - Såld 27 januari 2023",Stockholm,5 600 000 kr
N/A,5 250 000 kr,-150 000 kr (-3 %),Parhus,Äganderätt,5 rum,112 m²,N/A,N/A,"245,1 m²",1989,37 700 kr/år,N/A,N/A,"Parhus - Trångsund, Huddinge kommun - Såld 27 januari 2023",Stockholm,5 100 000 kr
28 197 kr/m²,4 195 000 kr,-50 000 kr (-1 %),Radhus,Bostadsrätt,6 rum,147 m²,4 m²,N/A,N/A,N/A,18 840 kr/år,N/A,N/A,"Radhus - Steninge Slottsby, Sigtuna kommun - Såld 27 januari 2023",Stockholm,4 145 000 kr
28 197 kr/m²,4 195 000 kr,-50 000 kr (-1 %),Radhus,Bostadsrätt,6 rum,147 m²,4 m²,N/A,N/A,N/A,18 840 kr/år,N/A,N/A,"Radhus - Steninge Slottsby, Sigtuna kommun - Såld 27 januari 2023",Stockholm,4 145 000 kr
N/A,5 295 000 kr,-145 000 kr (-3 %),Parhus,Äganderätt,5 rum,128 m²,N/A,N/A,186 m²,1973,51 704 kr/år,N/A,N/A,"Parhus - Erikslund, Täby kommun - Såld 27 januari 2023",Stockholm,5 150 000 kr
N/A,4 895 000 kr,-365 000 kr (-7 %),Parhus,Äganderätt,5 rum,110 m²,4 m²,N/A,288 m²,1990,39 453 kr/år,N/A,N/A,"Parhus - Bollstanäs, Upplands Väsby kommun - Såld 27 januari 2023",Stockholm,4 530 000 kr
90 741 kr/m²,4 995 000 kr,-95 000 kr (-2 %),Parhus,Bostadsrätt,3 rum,54 m²,27 m²,N/A,N/A,1873,11 844 kr/år,N/A,N/A,"Parhus - Höjdhagen, Värmdö kommun - Såld 27 januari 2023",Stockholm,4 900 000 kr
51 282 kr/m²,4 250 000 kr,-250 000 kr (-6 %),Parhus,Bostadsrätt,2 rum,78 m²,N/A,N/A,N/A,N/A,9 600 kr/år,Ja,N/A,"Parhus - Länna, Huddinge kommun - Såld 27 januari 2023",Stockholm,4 000 000 kr
N/A,6 895 000 kr,-495 000 kr (-7 %),Parhus,Äganderätt,3 rum,110 m²,N/A,N/A,223 m²,1974,61 850 kr/år,N/A,N/A,"Parhus - Ella Gård, Täby kommun - Såld 27 januari 2023",Stockholm,6 400 000 kr
N/A,4 300 000 kr,-200 000 kr (-5 %),Kedjehus,Äganderätt,5 rum,112 m²,N/A,N/A,310 m²,1971,58 634 kr/år,N/A,N/A,"Kedjehus - Dragonvreten, Vallentuna kommun - Såld 26 januari 2023",Stockholm,4 100 000 kr
N/A,3 995 000 kr,-195 000 kr (-5 %),Kedjehus,Äganderätt,5 rum,119 m²,N/A,N/A,628 m²,1973,30 109 kr/år,Ja,N/A,"Kedjehus - Tumba, Botkyrka kommun - Såld 26 januari 2023",Stockholm,3 800 000 kr
31 818 kr/m²,3 250 000 kr,-100 000 kr (-3 %),Radhus,Bostadsrätt,5 rum,99 m²,N/A,N/A,N/A,2022,N/A,Ja,N/A,"Radhus - Steninge Slottsby, Sigtuna kommun - Såld 26 januari 2023",Stockholm,3 150 000 kr
N/A,6 500 000 kr,-50 000 kr (-1 %),Kedjehus,Äganderätt,4 rum,122 m²,N/A,N/A,414 m²,1980,53 065 kr/år,N/A,N/A,"Kedjehus - Vallatorp, Täby kommun - Såld 26 januari 2023",Stockholm,6 450 000 kr
40 210 kr/m²,5 795 000 kr,-45 000 kr (-1 %),Parhus,Bostadsrätt,5 rum,143 m²,N/A,N/A,N/A,2018,22 764 kr/år,Ja,N/A,"Parhus - Högmora, Huddinge kommun - Såld 26 januari 2023",Stockholm,5 750 000 kr
N/A,5 300 000 kr,-200 000 kr (-4 %),Parhus,Tomträtt,5 rum,117 m²,15 m²,N/A,413 m²,1987,46 100 kr/år,N/A,N/A,"Parhus - Ekerö Nibbla, Ekerö kommun - Såld 26 januari 2023",Stockholm,5 100 000 kr
N/A,4 395 000 kr,-195 000 kr (-4 %),Parhus,Äganderätt,4 rum,99 m²,24 m²,N/A,221 m²,1987,35 200 kr/år,N/A,N/A,"Parhus - Bromsten, Stockholms kommun - Såld 26 januari 2023",Stockholm,4 200 000 kr
N/A,2 995 000 kr,-135 000 kr (-5 %),Radhus,Tomträtt,5 rum,135 m²,N/A,N/A,238 m²,1969,41 121 kr/år,N/A,N/A,"Radhus - Salem, Salems kommun - Såld 26 januari 2023",Stockholm,2 860 000 kr
N/A,8 950 000 kr,-1 000 000 kr (-11 %),Radhus,Äganderätt,5 rum,125 m²,22 m²,N/A,232 m²,1984,48 853 kr/år,N/A,N/A,"Radhus - Björknäs, Nacka kommun - Såld 26 januari 2023",Stockholm,7 950 000 kr
N/A,5 990 000 kr,-390 000 kr (-7 %),Kedjehus,Äganderätt,5 rum,125 m²,15 m²,N/A,479 m²,1980,44 080 kr/år,N/A,N/A,"Kedjehus - Skälby, Järfälla kommun - Såld 26 januari 2023",Stockholm,5 600 000 kr
N/A,3 995 000 kr,-246 000 kr (-6 %),Radhus,Äganderätt,5 rum,119 m²,20 m²,Ja,294 m²,1964,63 510 kr/år,Ja,N/A,"Radhus - Tuna/Österskär, Österåkers kommun - Såld 25 januari 2023",Stockholm,3 749 000 kr
N/A,4 995 000 kr,-120 000 kr (-2 %),Kedjehus,Tomträtt,4 rum,119 m²,N/A,N/A,205 m²,1969,36 023 kr/år,Ja,N/A,"Kedjehus - Solberga, Stockholms kommun - Såld 25 januari 2023",Stockholm,4 875 000 kr
N/A,5 895 000 kr,-145 000 kr (-2 %),Radhus,Äganderätt,5 rum,118 m²,N/A,N/A,192 m²,2011,38 186 kr/år,N/A,N/A,"Radhus - Sundbyberg, Sundbybergs kommun - Såld 25 januari 2023",Stockholm,5 750 000 kr
N/A,5 650 000 kr,-150 000 kr (-3 %),Kedjehus,Äganderätt,5 rum,126 m²,24 m²,N/A,348 m²,1982,34 369 kr/år,N/A,N/A,"Kedjehus - Viby, Sollentuna kommun - Såld 25 januari 2023",Stockholm,5 500 000 kr
N/A,5 795 000 kr,-345 000 kr (-6 %),Kedjehus,Äganderätt,5 rum,127 m²,N/A,N/A,285 m²,1980,43 570 kr/år,N/A,N/A,"Kedjehus - Vallatorp, Täby kommun - Såld 25 januari 2023",Stockholm,5 450 000 kr
N/A,4 995 000 kr,-205 000 kr (-4 %),Radhus,Äganderätt,6 rum,142 m²,N/A,N/A,135 m²,1983,43 800 kr/år,Ja,N/A,"Radhus - Huddinge, Huddinge kommun - Såld 25 januari 2023",Stockholm,4 790 000 kr
N/A,4 995 000 kr,-445 000 kr (-9 %),Kedjehus,Äganderätt,5 rum,120 m²,N/A,N/A,242 m²,2008,44 696 kr/år,N/A,N/A,"Kedjehus - Tullinge - Riksten, Botkyrka kommun - Såld 25 januari 2023",Stockholm,4 550 000 kr
29 524 kr/m²,3 395 000 kr,-295 000 kr (-9 %),Parhus,Bostadsrätt,5 rum,105 m²,N/A,N/A,N/A,2022,53 500 kr/år,Ja,N/A,"Parhus - Margretelund - Tråsättra, Österåkers kommun - Såld 24 januari 2023",Stockholm,3 100 000 kr
N/A,3 495 000 kr,-45 000 kr (-1 %),Radhus,Äganderätt,6 rum,106 m²,10 m²,N/A,306 m²,1964,28 400 kr/år,N/A,N/A,"Radhus - Tumba, Botkyrka kommun - Såld 24 januari 2023",Stockholm,3 450 000 kr
N/A,12 950 000 kr,-1 750 000 kr (-14 %),Radhus,Äganderätt,5 rum,147 m²,38 m²,N/A,298 m²,1964,N/A,N/A,N/A,"Radhus - Näset, Lidingö kommun - Såld 24 januari 2023",Stockholm,11 200 000 kr
N/A,3 995 000 kr,-245 000 kr (-6 %),Radhus,Äganderätt,4 rum,114 m²,15 m²,N/A,201 m²,1976,65 885 kr/år,Ja,N/A,"Radhus - Rickeby, Vallentuna kommun - Såld 24 januari 2023",Stockholm,3 750 000 kr
47 331 kr/m²,6 795 000 kr,-500 000 kr (-7 %),Parhus,Bostadsrätt,6 rum,133 m²,N/A,Ja,N/A,2016,30 600 kr/år,Ja,N/A,"Parhus - Haghulta, Värmdö kommun - Såld 24 januari 2023",Stockholm,6 295 000 kr
N/A,3 795 000 kr,-295 000 kr (-8 %),Radhus,Tomträtt,5 rum,137 m²,N/A,Ja,173 m²,1972,58 081 kr/år,Ja,N/A,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 24 januari 2023",Stockholm,3 500 000 kr
N/A,3 495 000 kr,-195 000 kr (-6 %),Radhus,Äganderätt,5 rum,123 m²,11 m²,N/A,162 m²,1977,46 312 kr/år,Ja,N/A,"Radhus - Vendelsömalm, Haninge kommun - Såld 23 januari 2023",Stockholm,3 300 000 kr
20 144 kr/m²,2 395 000 kr,-300 000 kr (-13 %),Radhus,Bostadsrätt,4 rum,104 m²,N/A,N/A,N/A,1992,24 456 kr/år,Ja,N/A,"Radhus - Munsö Söderbacken, Ekerö kommun - Såld 23 januari 2023",Stockholm,2 095 000 kr
N/A,5 800 000 kr,-75 000 kr (-1 %),Kedjehus,Äganderätt,7 rum,170 m²,N/A,N/A,467 m²,1961,52 490 kr/år,N/A,N/A,"Kedjehus - Ekerö Träkvista, Ekerö kommun - Såld 23 januari 2023",Stockholm,5 725 000 kr
N/A,8 495 000 kr,-45 000 kr (-1 %),Radhus,Tomträtt,6 rum,137 m²,61 m²,Ja,383 m²,1947,41 025 kr/år,Ja,N/A,"Radhus - Gubbängen - Enskede, Stockholms kommun - Såld 22 januari 2023",Stockholm,8 450 000 kr
N/A,3 295 000 kr,-195 000 kr (-6 %),Radhus,Äganderätt,2 rum,62 m²,N/A,N/A,166 m²,1984,39 648 kr/år,N/A,N/A,"Radhus - Norra Söderby, Haninge kommun - Såld 22 januari 2023",Stockholm,3 100 000 kr
N/A,7 950 000 kr,-140 000 kr (-2 %),Parhus,Äganderätt,6 rum,137 m²,16 m²,N/A,625 m²,2008,38 013 kr/år,N/A,N/A,"Parhus - Gribbylund, Täby kommun - Såld 21 januari 2023",Stockholm,7 810 000 kr
50 431 kr/m²,5 995 000 kr,-145 000 kr (-2 %),Radhus,Bostadsrätt,5 rum,116 m²,9 m²,Ja,N/A,2022,N/A,Ja,N/A,"Radhus - Tureberg, Sollentuna kommun - Såld 20 januari 2023",Stockholm,5 850 000 kr
N/A,4 795 000 kr,-270 000 kr (-6 %),Radhus,Tomträtt,4 rum,96 m²,N/A,Ja,161 m²,1985,45 099 kr/år,Ja,N/A,"Radhus - Skarpnäck, Stockholms kommun - Såld 20 januari 2023",Stockholm,4 525 000 kr
21 801 kr/m²,2 795 000 kr,-495 000 kr (-18 %),Radhus,Bostadsrätt,4 rum,"105,5 m²",N/A,N/A,N/A,1985,14 340 kr/år,Ja,N/A,"Radhus - Tumba, Botkyrka kommun - Såld 20 januari 2023",Stockholm,2 300 000 kr
N/A,8 295 000 kr,-45 000 kr (-1 %),Radhus,Äganderätt,6 rum,148 m²,33 m²,Ja,182 m²,1965,45 597 kr/år,Ja,N/A,"Radhus - Älvsjö/Långsjö, Stockholms kommun - Såld 20 januari 2023",Stockholm,8 250 000 kr
39 860 kr/m²,5 795 000 kr,-95 000 kr (-2 %),Parhus,Bostadsrätt,5 rum,143 m²,N/A,N/A,N/A,2019,17 300 kr/år,Ja,"1 av 1, hiss finns ej","Parhus - Högmora, Huddinge kommun - Såld 20 januari 2023",Stockholm,5 700 000 kr
35 401 kr/m²,5 350 000 kr,-500 000 kr (-9 %),Parhus,Bostadsrätt,6 rum,137 m²,N/A,Ja,N/A,2017,18 000 kr/år,Ja,N/A,"Parhus - Skälby, Järfälla kommun - Såld 20 januari 2023",Stockholm,4 850 000 kr
N/A,10 995 000 kr,-995 000 kr (-9 %),Par-/kedje-/radhus,Äganderätt,6 rum,159 m²,N/A,N/A,261 m²,2006,50 800 kr/år,N/A,N/A,"Par-/kedje-/radhus - Saltsjöbaden, Nacka kommun - Såld 20 januari 2023",Stockholm,10 000 000 kr
N/A,3 850 000 kr,-225 000 kr (-6 %),Radhus,Äganderätt,4 rum,127 m²,N/A,Ja,168 m²,1975,24 543 kr/år,Ja,N/A,"Radhus - Vaxmora, Sollentuna kommun - Såld 19 januari 2023",Stockholm,3 625 000 kr
