price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
N/A,5 895 000 kr,+85 000 kr (+1 %),Radhus,Äganderätt,4 rum,119 m²,30 m²,N/A,154 m²,1979,50 400 kr/år,Ja,N/A,"Radhus - Norrviken, Sollentuna kommun - Såld 04 maj 2022",Stockholm,5 980 000 kr
N/A,6 195 000 kr,+505 000 kr (+8 %),Radhus,Äganderätt,4 rum,116 m²,3 m²,N/A,192 m²,1990,47 800 kr/år,Ja,N/A,"Radhus - Älta Kolarängen, Nacka kommun - Såld 04 maj 2022",Stockholm,6 700 000 kr
N/A,5 395 000 kr,+555 000 kr (+10 %),Kedjehus,Äganderätt,6 rum,159 m²,14 m²,Ja,308 m²,1982,45 269 kr/år,Ja,N/A,"Kedjehus - Viksjö, Järfälla kommun - Såld 04 maj 2022",Stockholm,5 950 000 kr
N/A,4 195 000 kr,+765 000 kr (+18 %),Kedjehus,Äganderätt,4 rum,115 m²,N/A,N/A,374 m²,1972,37 520 kr/år,N/A,N/A,"Kedjehus - Hässelby Norra Villastad, Stockholms kommun - Såld 04 maj 2022",Stockholm,4 960 000 kr
N/A,6 490 000 kr,+210 000 kr (+3 %),Radhus,Äganderätt,5 rum,118 m²,N/A,N/A,97 m²,2005,44 900 kr/år,N/A,N/A,"Radhus - Gällstaö, Ekerö kommun - Såld 04 maj 2022",Stockholm,6 700 000 kr
N/A,3 750 000 kr,+70 000 kr (+2 %),Radhus,Äganderätt,7 rum,150 m²,N/A,N/A,160 m²,1981,41 000 kr/år,N/A,N/A,"Radhus - Jordbro, Haninge kommun - Såld 04 maj 2022",Stockholm,3 820 000 kr
N/A,3 595 000 kr,+305 000 kr (+8 %),Radhus,Äganderätt,N/A,122 m²,N/A,N/A,215 m²,1981,49 300 kr/år,N/A,N/A,"Radhus - Jordbro, Haninge kommun - Såld 04 maj 2022",Stockholm,3 900 000 kr
N/A,5 795 000 kr,+205 000 kr (+4 %),Radhus,Äganderätt,6 rum,110 m²,20 m²,N/A,164 m²,1993,44 107 kr/år,N/A,N/A,"Radhus - Gribbylund, Täby kommun - Såld 04 maj 2022",Stockholm,6 000 000 kr
N/A,3 995 000 kr,+50 000 kr (+1 %),Radhus,Tomträtt,4 rum,102 m²,N/A,N/A,104 m²,1979,36 836 kr/år,Ja,N/A,"Radhus - Kista, Stockholms kommun - Såld 04 maj 2022",Stockholm,4 045 000 kr
N/A,6 495 000 kr,+205 000 kr (+3 %),Kedjehus,Äganderätt,6 rum,155 m²,N/A,N/A,367 m²,2011,45 042 kr/år,N/A,N/A,"Kedjehus - Centrum, Vallentuna kommun - Såld 04 maj 2022",Stockholm,6 700 000 kr
N/A,4 500 000 kr,+600 000 kr (+13 %),Radhus,Äganderätt,4 rum,90 m²,27 m²,Ja,314 m²,1957,N/A,Ja,N/A,"Radhus - Högdalen, Stockholms kommun - Såld 04 maj 2022",Stockholm,5 100 000 kr
56 452 kr/m²,2 795 000 kr,+705 000 kr (+25 %),Radhus,Bostadsrätt,2 rum,62 m²,15 m²,N/A,N/A,1992,15 090 kr/år,N/A,"1 av 1, hiss finns ej","Radhus - Färingsö Kungsberga, Ekerö kommun - Såld 04 maj 2022",Stockholm,3 500 000 kr
N/A,5 975 000 kr,+175 000 kr (+3 %),Radhus,Äganderätt,7 rum,170 m²,8 m²,Ja,288 m²,1979,35 400 kr/år,Ja,N/A,"Radhus - Hässelby Villastad, Stockholms kommun - Såld 04 maj 2022",Stockholm,6 150 000 kr
N/A,8 750 000 kr,+1 250 000 kr (+14 %),Radhus,Tomträtt,5 rum,94 m²,44 m²,N/A,148 m²,1955,32 350 kr/år,N/A,N/A,"Radhus - Bagarmossen, Stockholms kommun - Såld 04 maj 2022",Stockholm,10 000 000 kr
39 231 kr/m²,4 495 000 kr,+605 000 kr (+13 %),Radhus,Bostadsrätt,5 rum,130 m²,N/A,Ja,N/A,2020,N/A,Ja,N/A,"Radhus - Västerhaninge, Haninge kommun - Såld 04 maj 2022",Stockholm,5 100 000 kr
N/A,5 675 000 kr,+375 000 kr (+7 %),Radhus,Äganderätt,5 rum,113 m²,N/A,N/A,254 m²,1984,28 340 kr/år,N/A,N/A,"Radhus - Gribbylund, Täby kommun - Såld 04 maj 2022",Stockholm,6 050 000 kr
N/A,6 395 000 kr,+1 265 000 kr (+20 %),Kedjehus,Äganderätt,5 rum,126 m²,N/A,N/A,228 m²,1981,46 125 kr/år,N/A,N/A,"Kedjehus - Vallatorp, Täby kommun - Såld 04 maj 2022",Stockholm,7 660 000 kr
26 009 kr/m²,2 695 000 kr,+335 000 kr (+12 %),Radhus,Bostadsrätt,5 rum,"116,5 m²",N/A,N/A,N/A,1984,36 000 kr/år,Ja,N/A,"Radhus - Margretelund, Österåkers kommun - Såld 03 maj 2022",Stockholm,3 030 000 kr
N/A,6 595 000 kr,+705 000 kr (+11 %),Radhus,Äganderätt,5 rum,116 m²,8 m²,N/A,257 m²,1990,35 300 kr/år,Ja,N/A,"Radhus - Kolarängen, Nacka kommun - Såld 03 maj 2022",Stockholm,7 300 000 kr
40 667 kr/m²,5 795 000 kr,+305 000 kr (+5 %),Par-/kedje-/radhus,Bostadsrätt,5 rum,150 m²,N/A,N/A,N/A,2020,21 828 kr/år,N/A,N/A,"Par-/kedje-/radhus - Svinninge, Österåkers kommun - Såld 03 maj 2022",Stockholm,6 100 000 kr
54 688 kr/m²,6 750 000 kr,+250 000 kr (+4 %),Radhus,Bostadsrätt,6 rum,128 m²,N/A,N/A,N/A,2016,16 320 kr/år,N/A,N/A,"Radhus - Vällingby, Stockholms kommun - Såld 03 maj 2022",Stockholm,7 000 000 kr
59 485 kr/m²,6 295 000 kr,+635 000 kr (+10 %),Radhus,Bostadsrätt,5 rum,"116,5 m²",N/A,N/A,N/A,2008,25 000 kr/år,Ja,N/A,"Radhus - Skarpnäck, Stockholms kommun - Såld 03 maj 2022",Stockholm,6 930 000 kr
39 837 kr/m²,4 795 000 kr,+105 000 kr (+2 %),Parhus,Bostadsrätt,5 rum,123 m²,N/A,N/A,N/A,2019,17 268 kr/år,N/A,N/A,"Parhus - Eds Allé, Upplands Väsby kommun - Såld 03 maj 2022",Stockholm,4 900 000 kr
N/A,5 495 000 kr,+605 000 kr (+11 %),Radhus,Äganderätt,4 rum,104 m²,N/A,N/A,200 m²,2015,29 050 kr/år,N/A,N/A,"Radhus - Rissne, Sundbybergs kommun - Såld 03 maj 2022",Stockholm,6 100 000 kr
N/A,3 995 000 kr,+480 000 kr (+12 %),Radhus,Äganderätt,5 rum,121 m²,N/A,N/A,102 m²,1972,39 967 kr/år,N/A,N/A,"Radhus - Åkerstorp, Österåkers kommun - Såld 03 maj 2022",Stockholm,4 475 000 kr
N/A,8 295 000 kr,+405 000 kr (+5 %),Radhus,Äganderätt,5 rum,134 m²,N/A,N/A,213 m²,2012,44 754 kr/år,N/A,N/A,"Radhus - Sundbyberg - Ursvik, Sundbybergs kommun - Såld 03 maj 2022",Stockholm,8 700 000 kr
N/A,4 100 000 kr,+150 000 kr (+4 %),Radhus,Tomträtt,5 rum,133 m²,N/A,N/A,154 m²,1968,N/A,N/A,N/A,"Radhus - Vårberg, Stockholms kommun - Såld 03 maj 2022",Stockholm,4 250 000 kr
49 310 kr/m²,6 750 000 kr,+400 000 kr (+6 %),Parhus,Bostadsrätt,6 rum,145 m²,N/A,N/A,N/A,2020,N/A,Ja,N/A,"Parhus - Väsjön, Sollentuna kommun - Såld 03 maj 2022",Stockholm,7 150 000 kr
N/A,4 650 000 kr,+1 200 000 kr (+26 %),Radhus,Äganderätt,5 rum,127 m²,7 m²,N/A,252 m²,1970,57 900 kr/år,N/A,N/A,"Radhus - Solhöjden, Stockholms kommun - Såld 03 maj 2022",Stockholm,5 850 000 kr
22 292 kr/m²,2 495 000 kr,+180 000 kr (+7 %),Radhus,Bostadsrätt,4 rum,120 m²,N/A,N/A,N/A,1984,N/A,Ja,N/A,"Radhus - Lina-Ronna, Södertälje kommun - Såld 02 maj 2022",Stockholm,2 675 000 kr
N/A,3 895 000 kr,+465 000 kr (+12 %),Radhus,Äganderätt,5 rum,133 m²,N/A,Ja,332 m²,1973,60 947 kr/år,Ja,N/A,"Radhus - Haninge, Haninge kommun - Såld 02 maj 2022",Stockholm,4 360 000 kr
N/A,5 495 000 kr,+505 000 kr (+9 %),Parhus,Äganderätt,5 rum,101 m²,29 m²,Ja,"588,5 m²",1996,38 610 kr/år,Ja,N/A,"Parhus - Myrängen, Huddinge kommun - Såld 02 maj 2022",Stockholm,6 000 000 kr
N/A,4 295 000 kr,+105 000 kr (+2 %),Radhus,Äganderätt,4 rum,108 m²,N/A,Ja,292 m²,1978,54 300 kr/år,Ja,N/A,"Radhus - Tullinge Römossen, Botkyrka kommun - Såld 02 maj 2022",Stockholm,4 400 000 kr
N/A,3 750 000 kr,+250 000 kr (+7 %),Radhus,Äganderätt,N/A,117 m²,10 m²,N/A,240 m²,1984,N/A,N/A,N/A,"Radhus - Tumba, Botkyrka kommun - Såld 02 maj 2022",Stockholm,4 000 000 kr
N/A,5 795 000 kr,+455 000 kr (+8 %),Radhus,Äganderätt,8 rum,130 m²,65 m²,N/A,183 m²,1973,57 400 kr/år,N/A,N/A,"Radhus - Vällingby Kälvesta, Stockholms kommun - Såld 02 maj 2022",Stockholm,6 250 000 kr
N/A,4 395 000 kr,+25 000 kr (+1 %),Kedjehus,Tomträtt,5 rum,124 m²,9 m²,N/A,380 m²,1967,51 119 kr/år,Ja,N/A,"Kedjehus - Salem, Salems kommun - Såld 01 maj 2022",Stockholm,4 420 000 kr
63 362 kr/m²,6 450 000 kr,+900 000 kr (+14 %),Radhus,Bostadsrätt,5 rum,116 m²,33 m²,N/A,N/A,1952,8 040 kr/år,Ja,N/A,"Radhus - Råcksta, Stockholms kommun - Såld 01 maj 2022",Stockholm,7 350 000 kr
N/A,3 995 000 kr,+305 000 kr (+8 %),Radhus,Äganderätt,6 rum,103 m²,7 m²,N/A,136 m²,1978,54 020 kr/år,Ja,N/A,"Radhus - Drevviksstrand, Huddinge kommun - Såld 01 maj 2022",Stockholm,4 300 000 kr
N/A,6 495 000 kr,+205 000 kr (+3 %),Kedjehus,Äganderätt,6 rum,136 m²,28 m²,N/A,271 m²,1975,46 862 kr/år,N/A,N/A,"Kedjehus - Täby Kyrkby, Täby kommun - Såld 01 maj 2022",Stockholm,6 700 000 kr
N/A,3 595 000 kr,+635 000 kr (+18 %),Radhus,Äganderätt,5 rum,134 m²,N/A,N/A,162 m²,1977,42 205 kr/år,N/A,N/A,"Radhus - Svartbäcken, Haninge kommun - Såld 01 maj 2022",Stockholm,4 230 000 kr
N/A,4 395 000 kr,+705 000 kr (+16 %),Radhus,Äganderätt,4 rum,118 m²,N/A,Ja,146 m²,1995,39 269 kr/år,Ja,N/A,"Radhus - Vistaberg, Huddinge kommun - Såld 30 april 2022",Stockholm,5 100 000 kr
43 478 kr/m²,5 500 000 kr,+500 000 kr (+9 %),Radhus,Bostadsrätt,6 rum,138 m²,N/A,N/A,N/A,N/A,N/A,Ja,N/A,"Radhus - Skälby, Järfälla kommun - Såld 30 april 2022",Stockholm,6 000 000 kr
N/A,4 975 000 kr,+775 000 kr (+16 %),Radhus,Äganderätt,5 rum,117 m²,53 m²,N/A,299 m²,1965,53 862 kr/år,N/A,N/A,"Radhus - Jakobsberg - Västra, Järfälla kommun - Såld 30 april 2022",Stockholm,5 750 000 kr
50 000 kr/m²,7 495 000 kr,+705 000 kr (+9 %),Parhus,Bostadsrätt,6 rum,164 m²,N/A,N/A,N/A,2021,17 613 kr/år,Ja,N/A,"Parhus - Kummelnäs, Nacka kommun - Såld 29 april 2022",Stockholm,8 200 000 kr
35 682 kr/m²,3 795 000 kr,+130 000 kr (+3 %),Parhus,Bostadsrätt,4 rum,110 m²,N/A,N/A,N/A,2022,26 244 kr/år,Ja,N/A,"Parhus - Bro - Mälarstad, Upplands-Bro kommun - Såld 29 april 2022",Stockholm,3 925 000 kr
31 429 kr/m²,2 595 000 kr,+705 000 kr (+27 %),Radhus,Bostadsrätt,4 rum,105 m²,N/A,N/A,N/A,1969,18 970 kr/år,Ja,N/A,"Radhus - Salem, Salems kommun - Såld 29 april 2022",Stockholm,3 300 000 kr
26 943 kr/m²,2 495 000 kr,+105 000 kr (+4 %),Radhus,Bostadsrätt,4 rum,"96,5 m²",N/A,N/A,N/A,1974,N/A,Ja,N/A,"Radhus - Tveta, Södertälje kommun - Såld 29 april 2022",Stockholm,2 600 000 kr
N/A,4 895 000 kr,+105 000 kr (+2 %),Kedjehus,Äganderätt,5 rum,135 m²,22 m²,N/A,484 m²,1959,39 546 kr/år,N/A,N/A,"Kedjehus - Centrala Sigtuna, Sigtuna kommun - Såld 29 april 2022",Stockholm,5 000 000 kr
N/A,2 750 000 kr,+250 000 kr (+9 %),Parhus,Äganderätt,2 rum,55 m²,N/A,N/A,135 m²,1973,25 300 kr/år,N/A,N/A,"Parhus - Viby, Sollentuna kommun - Såld 29 april 2022",Stockholm,3 000 000 kr
N/A,5 175 000 kr,+725 000 kr (+14 %),Kedjehus,Äganderätt,6 rum,145 m²,5 m²,N/A,620 m²,1972,43 687 kr/år,N/A,N/A,"Kedjehus - Hässelby Norra Villastad, Stockholms kommun - Såld 29 april 2022",Stockholm,5 900 000 kr
N/A,7 750 000 kr,+400 000 kr (+5 %),Radhus,Äganderätt,5 rum,115 m²,58 m²,N/A,119 m²,1974,42 575 kr/år,Ja,N/A,"Radhus - Ella Gård, Täby kommun - Såld 29 april 2022",Stockholm,8 150 000 kr
58 088 kr/m²,5 495 000 kr,+430 000 kr (+8 %),Radhus,Bostadsrätt,5 rum,102 m²,N/A,Ja,N/A,2014,N/A,Ja,N/A,"Radhus - Hörningsnäs, Huddinge kommun - Såld 29 april 2022",Stockholm,5 925 000 kr
N/A,12 900 000 kr,+1 850 000 kr (+14 %),Parhus,Äganderätt,5 rum,108 m²,42 m²,N/A,313 m²,1909,44 782 kr/år,N/A,N/A,"Parhus - Gamla Enskede, Stockholms kommun - Såld 29 april 2022",Stockholm,14 750 000 kr
38 710 kr/m²,3 195 000 kr,+405 000 kr (+13 %),Radhus,Bostadsrätt,3 rum,93 m²,N/A,N/A,N/A,1969,21 700 kr/år,Ja,N/A,"Radhus - Salem, Salems kommun - Såld 29 april 2022",Stockholm,3 600 000 kr
48 634 kr/m²,4 195 000 kr,+255 000 kr (+6 %),Par-/kedje-/radhus,Bostadsrätt,4 rum,"91,5 m²",N/A,N/A,N/A,2020,27 600 kr/år,Ja,N/A,"Par-/kedje-/radhus - Svinninge, Österåkers kommun - Såld 29 april 2022",Stockholm,4 450 000 kr
N/A,5 995 000 kr,+575 000 kr (+10 %),Parhus,Äganderätt,5 rum,151 m²,N/A,N/A,406 m²,1990,51 600 kr/år,N/A,N/A,"Parhus - Rotsunda, Sollentuna kommun - Såld 29 april 2022",Stockholm,6 570 000 kr
N/A,10 500 000 kr,+800 000 kr (+8 %),Radhus,Äganderätt,5 rum,148 m²,N/A,N/A,451 m²,1976,24 849 kr/år,N/A,N/A,"Radhus - Rudboda, Lidingö kommun - Såld 29 april 2022",Stockholm,11 300 000 kr
N/A,6 750 000 kr,+2 400 000 kr (+36 %),Kedjehus,Äganderätt,4 rum,85 m²,50 m²,N/A,434 m²,1951,43 095 kr/år,N/A,N/A,"Kedjehus - Västertorp, Stockholms kommun - Såld 29 april 2022",Stockholm,9 150 000 kr
N/A,5 995 000 kr,+405 000 kr (+7 %),Parhus,Äganderätt,6 rum,100 m²,21 m²,N/A,243 m²,1983,40 900 kr/år,N/A,N/A,"Parhus - Visinge, Täby kommun - Såld 29 april 2022",Stockholm,6 400 000 kr
35 000 kr/m²,5 190 000 kr,+410 000 kr (+8 %),Radhus,Bostadsrätt,7 rum,160 m²,N/A,N/A,N/A,2014,26 460 kr/år,N/A,N/A,"Radhus - Bollstanäs, Upplands Väsby kommun - Såld 29 april 2022",Stockholm,5 600 000 kr
N/A,6 250 000 kr,+560 000 kr (+9 %),Radhus,Äganderätt,6 rum,160 m²,7 m²,N/A,249 m²,2016,42 174 kr/år,N/A,N/A,"Radhus - Runby, Upplands Väsby kommun - Såld 29 april 2022",Stockholm,6 810 000 kr
N/A,3 875 000 kr,+325 000 kr (+8 %),Radhus,Äganderätt,4 rum,103 m²,14 m²,N/A,229 m²,1959,40 154 kr/år,N/A,N/A,"Radhus - Hässelby Villastad, Stockholms kommun - Såld 29 april 2022",Stockholm,4 200 000 kr
N/A,4 495 000 kr,+205 000 kr (+5 %),Radhus,Äganderätt,5 rum,120 m²,N/A,Ja,161 m²,1977,29 870 kr/år,Ja,N/A,"Radhus - Rönninge, Salems kommun - Såld 28 april 2022",Stockholm,4 700 000 kr
N/A,4 750 000 kr,+575 000 kr (+12 %),Radhus,Äganderätt,5 rum,133 m²,N/A,Ja,359 m²,1971,40 850 kr/år,Ja,N/A,"Radhus - Viksjö, Järfälla kommun - Såld 28 april 2022",Stockholm,5 325 000 kr
54 845 kr/m²,6 750 000 kr,+325 000 kr (+5 %),Parhus,Bostadsrätt,5 rum,129 m²,N/A,N/A,N/A,2018,32 688 kr/år,Ja,N/A,"Parhus - Väsjön, Sollentuna kommun - Såld 28 april 2022",Stockholm,7 075 000 kr
N/A,4 950 000 kr,+775 000 kr (+16 %),Radhus,Äganderätt,5 rum,128 m²,12 m²,N/A,201 m²,1968,41 521 kr/år,N/A,N/A,"Radhus - Krokhöjden, Nacka kommun - Såld 28 april 2022",Stockholm,5 725 000 kr
N/A,4 490 000 kr,+330 000 kr (+7 %),Radhus,Äganderätt,4 rum,133 m²,N/A,N/A,247 m²,1968,26 034 kr/år,N/A,N/A,"Radhus - Viksjö, Järfälla kommun - Såld 28 april 2022",Stockholm,4 820 000 kr
N/A,5 975 000 kr,+475 000 kr (+8 %),Radhus,Äganderätt,5 rum,125 m²,2 m²,N/A,190 m²,1979,37 908 kr/år,N/A,N/A,"Radhus - Segeltorp, Huddinge kommun - Såld 28 april 2022",Stockholm,6 450 000 kr
N/A,3 895 000 kr,+505 000 kr (+13 %),Radhus,Äganderätt,3 rum,68 m²,N/A,N/A,99 m²,2014,25 281 kr/år,Ja,N/A,"Radhus - Grönkulla Trädgårdsstad, Sundbybergs kommun - Såld 28 april 2022",Stockholm,4 400 000 kr
33 077 kr/m²,3 895 000 kr,+405 000 kr (+10 %),Radhus,Bostadsrätt,6 rum,130 m²,N/A,Ja,N/A,2019,18 000 kr/år,Ja,N/A,"Radhus - Kallhäll, Järfälla kommun - Såld 28 april 2022",Stockholm,4 300 000 kr
N/A,3 750 000 kr,+1 450 000 kr (+39 %),Radhus,Äganderätt,5 rum,114 m²,22 m²,N/A,213 m²,1975,45 000 kr/år,N/A,N/A,"Radhus - Akalla, Stockholms kommun - Såld 28 april 2022",Stockholm,5 200 000 kr
54 464 kr/m²,5 895 000 kr,+205 000 kr (+3 %),Kedjehus,Bostadsrätt,4 rum,112 m²,N/A,Ja,N/A,2016,32 088 kr/år,Ja,N/A,"Kedjehus - Vega, Haninge kommun - Såld 28 april 2022",Stockholm,6 100 000 kr
N/A,3 695 000 kr,+305 000 kr (+8 %),Radhus,Äganderätt,2 rum,58 m²,N/A,N/A,110 m²,1975,38 131 kr/år,N/A,N/A,"Radhus - Älta Kolarängen, Nacka kommun - Såld 28 april 2022",Stockholm,4 000 000 kr
76 531 kr/m²,5 975 000 kr,+1 525 000 kr (+26 %),Radhus,Bostadsrätt,4 rum,98 m²,N/A,Ja,N/A,1954,7 800 kr/år,Ja,N/A,"Radhus - Sköndal, Stockholms kommun - Såld 28 april 2022",Stockholm,7 500 000 kr
N/A,5 395 000 kr,+505 000 kr (+9 %),Radhus,Äganderätt,5 rum,110 m²,40 m²,N/A,316 m²,1967,51 502 kr/år,N/A,N/A,"Radhus - Sörskogen, Huddinge kommun - Såld 28 april 2022",Stockholm,5 900 000 kr
N/A,4 995 000 kr,+505 000 kr (+10 %),Radhus,Äganderätt,5 rum,116 m²,N/A,N/A,176 m²,1969,52 487 kr/år,N/A,N/A,"Radhus - Balingsnäs, Huddinge kommun - Såld 28 april 2022",Stockholm,5 500 000 kr
N/A,6 495 000 kr,+1 165 000 kr (+18 %),Kedjehus,Äganderätt,6 rum,129 m²,14 m²,N/A,440 m²,1983,28 170 kr/år,N/A,N/A,"Kedjehus - Visinge, Täby kommun - Såld 28 april 2022",Stockholm,7 660 000 kr
54 206 kr/m²,4 995 000 kr,+805 000 kr (+16 %),Parhus,Bostadsrätt,4 rum,107 m²,N/A,N/A,N/A,2013,26 592 kr/år,Ja,N/A,"Parhus - Vendelsö, Haninge kommun - Såld 27 april 2022",Stockholm,5 800 000 kr
30 860 kr/m²,2 695 000 kr,+175 000 kr (+6 %),Radhus,Bostadsrätt,4 rum,93 m²,N/A,N/A,N/A,N/A,9 000 kr/år,Ja,N/A,"Radhus - Akalla/Kista, Stockholms kommun - Såld 27 april 2022",Stockholm,2 870 000 kr
N/A,9 500 000 kr,+1 000 000 kr (+11 %),Kedjehus,Äganderätt,5 rum,137 m²,N/A,N/A,345 m²,1977,45 124 kr/år,Ja,N/A,"Kedjehus - Enebyberg, Danderyds kommun - Såld 27 april 2022",Stockholm,10 500 000 kr
54 902 kr/m²,4 495 000 kr,+1 105 000 kr (+25 %),Radhus,Bostadsrätt,4 rum,102 m²,N/A,N/A,N/A,1985,7 800 kr/år,Ja,N/A,"Radhus - Älvsjö - Solberga, Stockholms kommun - Såld 27 april 2022",Stockholm,5 600 000 kr
N/A,5 895 000 kr,+1 180 000 kr (+20 %),Radhus,Äganderätt,6 rum,142 m²,N/A,N/A,190 m²,1981,43 700 kr/år,Ja,N/A,"Radhus - Öringe, Tyresö kommun - Såld 27 april 2022",Stockholm,7 075 000 kr
N/A,5 995 000 kr,+755 000 kr (+13 %),Radhus,Äganderätt,5 rum,133 m²,4 m²,N/A,253 m²,2008,39 520 kr/år,Ja,N/A,"Radhus - Vendelsö, Haninge kommun - Såld 27 april 2022",Stockholm,6 750 000 kr
23 057 kr/m²,2 195 000 kr,+30 000 kr (+1 %),Radhus,Bostadsrätt,4 rum,"96,5 m²",N/A,Ja,N/A,1974,20 580 kr/år,Ja,N/A,"Radhus - Hovsjö, Södertälje kommun - Såld 27 april 2022",Stockholm,2 225 000 kr
34 459 kr/m²,4 850 000 kr,+250 000 kr (+5 %),Radhus,Bostadsrätt,6 rum,148 m²,N/A,N/A,N/A,2022,28 800 kr/år,Ja,N/A,"Radhus - Wijk Oppgård, Upplands Väsby kommun - Såld 27 april 2022",Stockholm,5 100 000 kr
N/A,7 995 000 kr,+305 000 kr (+4 %),Kedjehus,Äganderätt,5 rum,134 m²,N/A,N/A,418 m²,2000,41 800 kr/år,N/A,N/A,"Kedjehus - Gribbylund, Täby kommun - Såld 27 april 2022",Stockholm,8 300 000 kr
28 283 kr/m²,2 500 000 kr,+300 000 kr (+12 %),Radhus,Bostadsrätt,5 rum,99 m²,N/A,N/A,N/A,2016,13 800 kr/år,Ja,N/A,"Radhus - Solbacka, Norrtälje kommun - Såld 27 april 2022",Stockholm,2 800 000 kr
45 732 kr/m²,3 395 000 kr,+355 000 kr (+10 %),Radhus,Bostadsrätt,3 rum,82 m²,N/A,Ja,N/A,N/A,16 800 kr/år,Ja,N/A,"Radhus - Nälsta, Stockholms kommun - Såld 27 april 2022",Stockholm,3 750 000 kr
N/A,8 995 000 kr,+835 000 kr (+9 %),Radhus,Äganderätt,5 rum,119 m²,8 m²,N/A,261 m²,2013,38 600 kr/år,N/A,N/A,"Radhus - Järvastaden, Solna kommun - Såld 27 april 2022",Stockholm,9 830 000 kr
N/A,5 995 000 kr,+855 000 kr (+14 %),Radhus,Äganderätt,5 rum,129 m²,5 m²,N/A,137 m²,2018,14 300 kr/år,N/A,N/A,"Radhus - Rissne, Sundbybergs kommun - Såld 27 april 2022",Stockholm,6 850 000 kr
N/A,4 395 000 kr,+405 000 kr (+9 %),Radhus,Tomträtt,4 rum,118 m²,14 m²,N/A,183 m²,1976,38 943 kr/år,N/A,N/A,"Radhus - Hässelby Norra Villastad, Stockholms kommun - Såld 26 april 2022",Stockholm,4 800 000 kr
47 600 kr/m²,4 995 000 kr,+955 000 kr (+19 %),Parhus,Bostadsrätt,5 rum,125 m²,N/A,N/A,N/A,2014,N/A,N/A,N/A,"Parhus - Kistahöjden, Stockholms kommun - Såld 26 april 2022",Stockholm,5 950 000 kr
N/A,3 995 000 kr,+955 000 kr (+24 %),Radhus,Äganderätt,4 rum,98 m²,N/A,Ja,150 m²,1981,42 255 kr/år,Ja,N/A,"Radhus - Drevviksstrand / Östra Skogås, Huddinge kommun - Såld 26 april 2022",Stockholm,4 950 000 kr
N/A,4 395 000 kr,+465 000 kr (+11 %),Radhus,Äganderätt,5 rum,115 m²,30 m²,N/A,241 m²,1972,36 653 kr/år,N/A,N/A,"Radhus - Sjukyrkoberget, Upplands Väsby kommun - Såld 26 april 2022",Stockholm,4 860 000 kr
49 807 kr/m²,4 650 000 kr,+500 000 kr (+11 %),Radhus,Bostadsrätt,4 rum,"103,4 m²",N/A,N/A,N/A,1985,28 500 kr/år,Ja,N/A,"Radhus - Stuvsta / Myrängen, Huddinge kommun - Såld 26 april 2022",Stockholm,5 150 000 kr
N/A,4 495 000 kr,+565 000 kr (+13 %),Radhus,Äganderätt,3 rum,95 m²,22 m²,N/A,250 m²,1962,33 472 kr/år,N/A,N/A,"Radhus - Centrala Väsby, Upplands Väsby kommun - Såld 26 april 2022",Stockholm,5 060 000 kr
49 146 kr/m²,3 995 000 kr,+35 000 kr (+1 %),Parhus,Bostadsrätt,3 rum,82 m²,N/A,N/A,N/A,1985-1987,29 400 kr/år,N/A,N/A,"Parhus - Hässelby villastad, Stockholms kommun - Såld 26 april 2022",Stockholm,4 030 000 kr
N/A,5 750 000 kr,+925 000 kr (+16 %),Kedjehus,Äganderätt,6 rum,135 m²,4 m²,N/A,523 m²,1964,29 169 kr/år,N/A,N/A,"Kedjehus - Rotebro, Sollentuna kommun - Såld 26 april 2022",Stockholm,6 675 000 kr
41 339 kr/m²,4 995 000 kr,+255 000 kr (+5 %),Radhus,Bostadsrätt,5 rum,127 m²,N/A,N/A,N/A,2020,23 700 kr/år,Ja,N/A,"Radhus - Fresta, Upplands Väsby kommun - Såld 26 april 2022",Stockholm,5 250 000 kr
50 267 kr/m²,3 895 000 kr,+805 000 kr (+21 %),Radhus,Bostadsrätt,3 rum,"93,5 m²",N/A,N/A,N/A,1994,6 096 kr/år,Ja,N/A,"Radhus - Löjvik, Vaxholms kommun - Såld 26 april 2022",Stockholm,4 700 000 kr
43 821 kr/m²,2 395 000 kr,+300 000 kr (+13 %),Radhus,Bostadsrätt,2 rum,"61,5 m²",N/A,N/A,N/A,N/A,13 535 kr/år,Ja,N/A,"Radhus - Åkersberga, Österåkers kommun - Såld 25 april 2022",Stockholm,2 695 000 kr
N/A,10 750 000 kr,+1 250 000 kr (+12 %),Radhus,Äganderätt,6 rum,165 m²,102 m²,N/A,255 m²,1969,56 627 kr/år,N/A,N/A,"Radhus - Högberga, Lidingö kommun - Såld 25 april 2022",Stockholm,12 000 000 kr
29 911 kr/m²,2 995 000 kr,+355 000 kr (+12 %),Radhus,Bostadsrätt,5 rum,112 m²,N/A,Ja,N/A,1993,15 480 kr/år,N/A,N/A,"Radhus - Finnsta, Upplands-Bro kommun - Såld 25 april 2022",Stockholm,3 350 000 kr
N/A,5 990 000 kr,+410 000 kr (+7 %),Radhus,Äganderätt,5 rum,135 m²,7 m²,N/A,200 m²,2008,43 650 kr/år,N/A,N/A,"Radhus - Vendelsö, Haninge kommun - Såld 25 april 2022",Stockholm,6 400 000 kr
