,price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price,type,precise_location,date_sold,distance_from_city_center
7236,5 950 000 kr,-100 000 kr (-2 %),Fritidsboende,Äganderätt,3 rum,48 m²,,,3 850 m²,1972,,,,"Fritidsboende - Norra Stavsudda, Värmdö kommun - Såld 20 maj 2015",Stockholm,5 850 000 kr,fritidshus,"Norra Stavsudda, Värmdö kommun", 20 maj 2015,41.040063060236285
7237,7 995 000 kr,-395 000 kr (-5 %),Vinterbonat fritidshus,Äganderätt,9 rum,164 m²,130 m²,,8 330 m²,2008,28 303 kr/år,,,"Vinterbonat fritidshus - Spraggarboda, Norrtälje kommun - Såld 19 maj 2015",Stockholm,7 600 000 kr,fritidshus,"Spraggarboda, Norrtälje kommun", 19 maj 2015,56.69919039004308
7238,895 000 kr,-95 000 kr (-11 %),Fritidsboende,Äganderätt,3 rum,46 m²,,,1 921 m²,1973,16 862 kr/år,,,"Fritidsboende - Sundsta, Norrtälje kommun - Såld 19 maj 2015",Stockholm,800 000 kr,fritidshus,"Sundsta, Norrtälje kommun", 19 maj 2015,54.76946092876436
7239,2 200 000 kr,-200 000 kr (-9 %),Fritidsboende,Äganderätt,2 rum,36 m²,12 m²,,2 209 m²,1966,,,,"Fritidsboende - Sigtuna, Sigtuna kommun - Såld 18 maj 2015",Stockholm,2 000 000 kr,fritidshus,"Sigtuna, Sigtuna kommun", 18 maj 2015,37.971490728230535
7240,2 750 000 kr,-50 000 kr (-2 %),Vinterbonat fritidshus,Äganderätt,5 rum,60 m²,45 m²,,2 263 m²,1966,9 750 kr/år,,,"Vinterbonat fritidshus - Löparö, Norrtälje kommun - Såld 18 maj 2015",Stockholm,2 700 000 kr,fritidshus,"Löparö, Norrtälje kommun", 18 maj 2015,47.88271170322163
7241,1 195 000 kr,-95 000 kr (-8 %),Fritidsboende,Äganderätt,2 rum,40 m²,,,2 500 m²,1950,8 140 kr/år,,,"Fritidsboende - Åkersberga, Österåkers kommun - Såld 17 maj 2015",Stockholm,1 100 000 kr,fritidshus,"Åkersberga, Österåkers kommun", 17 maj 2015,21.62636603924097
7242,1 495 000 kr,-245 000 kr (-16 %),Fritidsboende,Äganderätt,3 rum,68 m²,,,2 162 m²,1964,11 532 kr/år,,,"Fritidsboende - Harka, Norrtälje kommun - Såld 17 maj 2015",Stockholm,1 250 000 kr,fritidshus,"Harka, Norrtälje kommun", 17 maj 2015,62.393452195848845
7243,2 050 000 kr,-100 000 kr (-5 %),Vinterbonat fritidshus,Äganderätt,3 rum,89 m²,,,1 963 m²,2003,24 150 kr/år,,,"Vinterbonat fritidshus - Rådmansö - Södersvik, Norrtälje kommun - Såld 16 maj 2015",Stockholm,1 950 000 kr,fritidshus,"Södersvik, Norrtälje kommun", 16 maj 2015,67.2646893394931
7244,850 000 kr,-70 000 kr (-8 %),Fritidsboende,Äganderätt,4 rum,54 m²,,,2 114 m²,1973,6 720 kr/år,,,"Fritidsboende - GROVSTANÄS, Norrtälje kommun - Såld 16 maj 2015",Stockholm,780 000 kr,fritidshus,"GROVSTANÄS, Norrtälje kommun", 16 maj 2015,54.340283426590936
7245,1 795 000 kr,-75 000 kr (-4 %),Fritidsboende,Äganderätt,3 rum,49 m²,,,4 248 m²,1962,,,,"Fritidsboende - Torö/Svärdsö/Oxnö, Nynäshamns kommun - Såld 15 maj 2015",Stockholm,1 720 000 kr,fritidshus,"Torö/Svärdsö/Oxnö, Nynäshamns kommun", 15 maj 2015,not found
7246,225 000 kr,-15 000 kr (-7 %),Fritidsboende,Äganderätt,1 rum,24 m²,,,300 m²,1980,2 060 kr/år,,,"Fritidsboende - Hovsjö Koloniträdgårdsförening, Södertälje kommun - Såld 13 maj 2015",Stockholm,210 000 kr,fritidshus,"Hovsjö Koloniträdgårdsförening, Södertälje kommun", 13 maj 2015,not found
7247,1 495 000 kr,-445 000 kr (-30 %),Vinterbonat fritidshus,Äganderätt,3 rum,68 m²,,,2 162 m²,1964,13 317 kr/år,,,"Vinterbonat fritidshus - Harka, Norrtälje kommun - Såld 09 maj 2015",Stockholm,1 050 000 kr,fritidshus,"Harka, Norrtälje kommun", 09 maj 2015,62.393452195848845
7248,775 000 kr,-65 000 kr (-8 %),Fritidsboende,Äganderätt,2 rum,23 m²,,,2 405 m²,1955,,,,"Fritidsboende - Dyvik, Österåkers kommun - Såld 08 maj 2015",Stockholm,710 000 kr,fritidshus,"Dyvik, Österåkers kommun", 08 maj 2015,33.56526695579729
7249,950 000 kr,-5 000 kr (-1 %),Vinterbonat fritidshus,Äganderätt,2 rum,44 m²,6 m²,,1 544 m²,1980,11 270 kr/år,,,"Vinterbonat fritidshus - Issjö, Norrtälje kommun - Såld 08 maj 2015",Stockholm,945 000 kr,fritidshus,"Issjö, Norrtälje kommun", 08 maj 2015,49.234325642409004
7250,850 000 kr,-50 000 kr (-6 %),Fritidsboende,Äganderätt,4 rum,100 m²,,,3 511 m²,1965,7 890 kr/år,,,"Fritidsboende - Lervik, Norrtälje kommun - Såld 08 maj 2015",Stockholm,800 000 kr,fritidshus,"Lervik, Norrtälje kommun", 08 maj 2015,61.25170002739178
7251,1 200 000 kr,-40 000 kr (-3 %),Fritidsboende,Äganderätt,2 rum,49 m²,,,2 140 m²,1950,,,,"Fritidsboende - Västra Lagnö, Österåkers kommun - Såld 07 maj 2015",Stockholm,1 160 000 kr,fritidshus,"Västra Lagnö, Österåkers kommun", 07 maj 2015,43.96904101252744
7252,3 975 000 kr,-225 000 kr (-6 %),Vinterbonat fritidshus,Äganderätt,3 rum,80 m²,,,9 959 m²,1985,21 220 kr/år,,,"Vinterbonat fritidshus - Hemmarö, Norrtälje kommun - Såld 07 maj 2015",Stockholm,3 750 000 kr,fritidshus,"Hemmarö, Norrtälje kommun", 07 maj 2015,53.530282493560335
7253,2 490 000 kr,-190 000 kr (-8 %),Vinterbonat fritidshus,Äganderätt,5 rum,76 m²,,,2 848 m²,1962,20 751 kr/år,,,"Vinterbonat fritidshus - Stavsnäs, Värmdö kommun - Såld 06 maj 2015",Stockholm,2 300 000 kr,fritidshus,"Stavsnäs, Värmdö kommun", 06 maj 2015,35.594777648463754
7254,1 995 000 kr,-45 000 kr (-2 %),Fritidsboende,Äganderätt,3 rum,63 m²,,,1 545 m²,1970,7 477 kr/år,,,"Fritidsboende - Färingsö Hillersjönäs, Ekerö kommun - Såld 06 maj 2015",Stockholm,1 950 000 kr,fritidshus,"Färingsö Hillersjönäs, Ekerö kommun", 06 maj 2015,20.588475549051292
7255,6 300 000 kr,-200 000 kr (-3 %),Vinterbonat fritidshus,Äganderätt,5 rum,135 m²,,,1 730 m²,2009,45 156 kr/år,,,"Vinterbonat fritidshus - Harka, Norrtälje kommun - Såld 03 maj 2015",Stockholm,6 100 000 kr,fritidshus,"Harka, Norrtälje kommun", 03 maj 2015,62.393452195848845
7256,1 425 000 kr,-100 000 kr (-7 %),Fritidsboende,Äganderätt,2 rum,41 m²,,,2 251 m²,1967,10 100 kr/år,,,"Fritidsboende - Västerhaninge - Gansta, Haninge kommun - Såld 03 maj 2015",Stockholm,1 325 000 kr,fritidshus,"Gansta, Haninge kommun", 03 maj 2015,34.098596787778895
7257,695 000 kr,-35 000 kr (-5 %),Fritidsboende,Äganderätt,3 rum,49 m²,15 m²,,6 271 m²,1953,3 150 kr/år,,,"Fritidsboende - Lohärad, Norrtälje kommun - Såld 03 maj 2015",Stockholm,660 000 kr,fritidshus,"Lohärad, Norrtälje kommun", 03 maj 2015,60.474864884670595
7258,1 395 000 kr,-100 000 kr (-7 %),Fritidsboende,Äganderätt,1 rum,20 m²,9 m²,,667 m²,1947,8 118 kr/år,,,"Fritidsboende - Grödinge, Botkyrka kommun - Såld 30 april 2015",Stockholm,1 295 000 kr,fritidshus,"Grödinge, Botkyrka kommun", 30 april 2015,25.809611146692088
7259,1 695 000 kr,-45 000 kr (-3 %),Fritidsboende,Äganderätt,2 rum,30 m²,,,1 834 m²,1969,14 253 kr/år,,,"Fritidsboende - Hummelsvik, Norrtälje kommun - Såld 30 april 2015",Stockholm,1 650 000 kr,fritidshus,"Hummelsvik, Norrtälje kommun", 30 april 2015,71.81408001513343
7260,4 450 000 kr,-150 000 kr (-3 %),Vinterbonat fritidshus,Äganderätt,3 rum,85 m²,15 m²,,1 831 m²,2008,16 800 kr/år,,,"Vinterbonat fritidshus - Rävsnäs, Norrtälje kommun - Såld 30 april 2015",Stockholm,4 300 000 kr,fritidshus,"Rävsnäs, Norrtälje kommun", 30 april 2015,73.93829741038743
7261,750 000 kr,-70 000 kr (-9 %),Fritidsboende,Äganderätt,3 rum,55 m²,,,2 098 m²,1970,23 292 kr/år,,,"Fritidsboende - Estuna, Norrtälje kommun - Såld 29 april 2015",Stockholm,680 000 kr,fritidshus,"Estuna, Norrtälje kommun", 29 april 2015,64.28041456470199
7262,1 950 000 kr,-333 000 kr (-17 %),Fritidsboende,Äganderätt,4 rum,60 m²,20 m²,,2 122 m²,1967,9 850 kr/år,,,"Fritidsboende - Djurö-Vindö, Värmdö kommun - Såld 29 april 2015",Stockholm,1 617 000 kr,fritidshus,"Djurö-Vindö, Värmdö kommun", 29 april 2015,29.307659839552077
7263,6 975 000 kr,-1 000 000 kr (-14 %),Vinterbonat fritidshus,Äganderätt,4 rum,63 m²,58 m²,,1 769 m²,1979,,,,"Vinterbonat fritidshus - Harka, Norrtälje kommun - Såld 28 april 2015",Stockholm,5 975 000 kr,fritidshus,"Harka, Norrtälje kommun", 28 april 2015,62.393452195848845
7264,1 250 000 kr,-90 000 kr (-7 %),Fritidsboende,Äganderätt,3 rum,50 m²,,,2 904 m²,1963,8 913 kr/år,,,"Fritidsboende - Addarsnäs, Norrtälje kommun - Såld 27 april 2015",Stockholm,1 160 000 kr,fritidshus,"Addarsnäs, Norrtälje kommun", 27 april 2015,49.071011103807145
7265,3 500 000 kr,-200 000 kr (-6 %),Fritidsboende,Äganderätt,7 rum,127 m²,,,3 096 m²,"1950, tillbyggt 1993 och 1995",13 620 kr/år,,,"Fritidsboende - Svartsjö Nibblenäs, Ekerö kommun - Såld 24 april 2015",Stockholm,3 300 000 kr,fritidshus,"Svartsjö Nibblenäs, Ekerö kommun", 24 april 2015,17.799610227414956
7266,695 000 kr,-75 000 kr (-11 %),Fritidsboende,Äganderätt,3 rum,40 m²,20 m²,,2 162 m²,1990,13 180 kr/år,,,"Fritidsboende - Smara, Norrtälje kommun - Såld 24 april 2015",Stockholm,620 000 kr,fritidshus,"Smara, Norrtälje kommun", 24 april 2015,64.44096555764919
7267,1 100 000 kr,-150 000 kr (-14 %),Fritidsboende,Äganderätt,2 rum,31 m²,12 m²,,3 120 m²,1950,,,,"Fritidsboende - Hysingsvik, Norrtälje kommun - Såld 23 april 2015",Stockholm,950 000 kr,fritidshus,"Hysingsvik, Norrtälje kommun", 23 april 2015,54.80027473207664
7268,3 650 000 kr,-50 000 kr (-1 %),Vinterbonat fritidshus,Äganderätt,4 rum,67 m²,,,4 840 m²,1961,8 578 kr/år,,,"Vinterbonat fritidshus - Kungsängen, Värmdö kommun - Såld 23 april 2015",Stockholm,3 600 000 kr,fritidshus,"Kungsängen, Värmdö kommun", 23 april 2015,32.813187547178586
7269,1 895 000 kr,-70 000 kr (-4 %),Vinterbonat fritidshus,Äganderätt,3 rum,73 m²,,,2 286 m²,1980,33 279 kr/år,,,"Vinterbonat fritidshus - Maren, Norrtälje kommun - Såld 23 april 2015",Stockholm,1 825 000 kr,fritidshus,"Maren, Norrtälje kommun", 23 april 2015,69.29798467616169
7270,1 995 000 kr,-45 000 kr (-2 %),Vinterbonat fritidshus,Äganderätt,3 rum,47 m²,30 m²,,627 m²,1947,18 865 kr/år,,,"Vinterbonat fritidshus - Grödinge, Botkyrka kommun - Såld 21 april 2015",Stockholm,1 950 000 kr,fritidshus,"Grödinge, Botkyrka kommun", 21 april 2015,25.809611146692088
7271,4 195 000 kr,-295 000 kr (-7 %),Vinterbonat fritidshus,Äganderätt,4 rum,"75,3 m²","8,9 m²",,703 m²,1929/1983,20 990 kr/år,,,"Vinterbonat fritidshus - Årsta havsbad, Haninge kommun - Såld 21 april 2015",Stockholm,3 900 000 kr,fritidshus,"Årsta havsbad, Haninge kommun", 21 april 2015,27.158361361865108
7272,4 950 000 kr,-100 000 kr (-2 %),Vinterbonat fritidshus,Äganderätt,4 rum,81 m²,,,1 684 m²,1928,37 858 kr/år,,,"Vinterbonat fritidshus - Tynningö, Vaxholms kommun - Såld 21 april 2015",Stockholm,4 850 000 kr,fritidshus,"Tynningö, Vaxholms kommun", 21 april 2015,19.208061366951004
7273,2 695 000 kr,-65 000 kr (-2 %),Vinterbonat fritidshus,Äganderätt,5 rum,94 m²,,,5 600 m²,1951,29 100 kr/år,,,"Vinterbonat fritidshus - Hässelmara, Värmdö kommun - Såld 17 april 2015",Stockholm,2 630 000 kr,fritidshus,"Hässelmara, Värmdö kommun", 17 april 2015,31.492602013968593
7274,1 500 000 kr,-200 000 kr (-13 %),Fritidsboende,Äganderätt,4 rum,30 m²,25 m²,,3 352 m²,1966,5 300 kr/år,,,"Fritidsboende - Nykvarn, Nykvarns kommun - Såld 16 april 2015",Stockholm,1 300 000 kr,fritidshus,"Nykvarn, Nykvarns kommun", 16 april 2015,40.051821313727956
7275,1 250 000 kr,-75 000 kr (-6 %),Fritidsboende,Äganderätt,2 rum,57 m²,,,2 086 m²,1988,16 548 kr/år,,,"Fritidsboende - Håtö, Norrtälje kommun - Såld 13 april 2015",Stockholm,1 175 000 kr,fritidshus,"Håtö, Norrtälje kommun", 13 april 2015,62.58073048787648
7276,2 295 000 kr,-145 000 kr (-6 %),Fritidsboende,Äganderätt,3 rum,40 m²,,,2 274 m²,1965,14 801 kr/år,,,"Fritidsboende - Väddö - Mälbyhamn, Norrtälje kommun - Såld 12 april 2015",Stockholm,2 150 000 kr,fritidshus,"Mälbyhamn, Norrtälje kommun", 12 april 2015,88.00323521737137
7277,675 000 kr,-75 000 kr (-11 %),Fritidsboende,Äganderätt,3 rum,47 m²,,,2 561 m²,1988,13 261 kr/år,,,"Fritidsboende - Koludden - Erken, Norrtälje kommun - Såld 08 april 2015",Stockholm,600 000 kr,fritidshus,"Erken, Norrtälje kommun", 08 april 2015,65.14377710439608
7278,2 295 000 kr,-95 000 kr (-4 %),Fritidsboende,Äganderätt,,,,,2 709 m²,1960,4 672 kr/år,,,"Fritidsboende - Säby-Uthamra, Vallentuna kommun - Såld 02 april 2015",Stockholm,2 200 000 kr,fritidshus,"Säby-Uthamra, Vallentuna kommun", 02 april 2015,21.241571354648066
7279,795 000 kr,-15 000 kr (-2 %),Fritidsboende,Äganderätt,1 rum,25 m²,,,2 043 m²,,,,,"Fritidsboende - Överby, Djurö, Värmdö kommun - Såld 02 april 2015",Stockholm,780 000 kr,fritidshus,"Överby, Djurö, Värmdö kommun", 02 april 2015,36.33144039703912
7280,2 790 000 kr,-15 000 kr (-1 %),Fritidsboende,Äganderätt,3 rum,49 m²,,,4 291 m²,1959,26 300 kr/år,,,"Fritidsboende - Ingarö, Värmdö kommun - Såld 25 mars 2015",Stockholm,2 775 000 kr,fritidshus,"Ingarö, Värmdö kommun", 25 mars 2015,19.6210177994887
