price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
N/A,1 695 000 kr,-220 000 kr (-13 %),Villa,Äganderätt,3 rum,85 m²,85 m²,N/A,814 m²,1962,N/A,N/A,N/A,"Villa - Häverödal, Norrtälje kommun - Såld 09 juni 2023",Stockholm,1 475 000 kr
N/A,11 295 000 kr,-195 000 kr (-2 %),Villa,Äganderätt,7 rum,177 m²,N/A,N/A,859 m²,2003,43 688 kr/år,Ja,N/A,"Villa - Bromma Kyrka, Stockholms kommun - Såld 08 juni 2023",Stockholm,11 100 000 kr
N/A,4 195 000 kr,-495 000 kr (-12 %),Villa,Äganderätt,6 rum,144 m²,N/A,N/A,310 m²,1971,55 849 kr/år,N/A,N/A,"Villa - Dragonvreten, Vallentuna kommun - Såld 08 juni 2023",Stockholm,3 700 000 kr
N/A,3 995 000 kr,-545 000 kr (-14 %),Vinterbonat fritidshus,Äganderätt,4 rum,79 m²,N/A,N/A,2 052 m²,1973,52 107 kr/år,N/A,N/A,"Vinterbonat fritidshus - Sigtuna - Granby, Sigtuna kommun - Såld 08 juni 2023",Stockholm,3 450 000 kr
N/A,10 495 000 kr,-345 000 kr (-3 %),Villa,Äganderätt,6 rum,159 m²,27 m²,N/A,"984,8 m²",1995,35 174 kr/år,Ja,N/A,"Villa - Sjöberg, Sollentuna kommun - Såld 08 juni 2023",Stockholm,10 150 000 kr
N/A,7 975 000 kr,-100 000 kr (-1 %),Villa,Äganderätt,6 rum,126 m²,32 m²,N/A,1 273 m²,1995,58 355 kr/år,N/A,N/A,"Villa - Saltsjö-Boo, Nacka kommun - Såld 08 juni 2023",Stockholm,7 875 000 kr
N/A,3 695 000 kr,-545 000 kr (-15 %),Vinterbonat fritidshus,Äganderätt,4 rum,62 m²,40 m²,N/A,2 279 m²,1980,23 951 kr/år,N/A,N/A,"Vinterbonat fritidshus - Sikmarö, Norrtälje kommun - Såld 08 juni 2023",Stockholm,3 150 000 kr
N/A,4 495 000 kr,-245 000 kr (-5 %),Villa,Äganderätt,5 rum,114 m²,N/A,N/A,339 m²,2001,66 642 kr/år,N/A,N/A,"Villa - Rindö, Vaxholms kommun - Såld 08 juni 2023",Stockholm,4 250 000 kr
N/A,6 695 000 kr,-295 000 kr (-4 %),Villa,Äganderätt,5 rum,142 m²,11 m²,N/A,397 m²,2006,59 873 kr/år,N/A,N/A,"Villa - Bällstalund, Vallentuna kommun - Såld 08 juni 2023",Stockholm,6 400 000 kr
N/A,6 395 000 kr,-395 000 kr (-6 %),Villa,Äganderätt,7 rum,161 m²,17 m²,N/A,804 m²,1973,56 693 kr/år,N/A,N/A,"Villa - Täby Kyrkby, Täby kommun - Såld 08 juni 2023",Stockholm,6 000 000 kr
N/A,8 400 000 kr,-800 000 kr (-10 %),Villa,Äganderätt,5 rum,137 m²,N/A,N/A,1 297 m²,1964,49 500 kr/år,N/A,N/A,"Villa - Ella Park, Täby kommun - Såld 08 juni 2023",Stockholm,7 600 000 kr
N/A,16 995 000 kr,-1 895 000 kr (-11 %),Villa,Äganderätt,6 rum,178 m²,102 m²,N/A,1 200 m²,1952,40 810 kr/år,Ja,N/A,"Villa - Askrike/bo, Lidingö kommun - Såld 07 juni 2023",Stockholm,15 100 000 kr
N/A,24 000 000 kr,-2 000 000 kr (-8 %),Villa,Äganderätt,8 rum,288 m²,32 m²,N/A,850 m²,1932,70 450 kr/år,N/A,N/A,"Villa - Bromma - Nockeby, Stockholms kommun - Såld 07 juni 2023",Stockholm,22 000 000 kr
N/A,7 150 000 kr,-450 000 kr (-6 %),Villa,Äganderätt,6 rum,138 m²,N/A,N/A,264 m²,2008,53 534 kr/år,N/A,N/A,"Villa - Ekerö Gällstaö, Ekerö kommun - Såld 07 juni 2023",Stockholm,6 700 000 kr
N/A,8 495 000 kr,-525 000 kr (-6 %),Villa,Äganderätt,5 rum,132 m²,20 m²,N/A,629 m²,2000,51 816 kr/år,N/A,N/A,"Villa - Kyrkviken, Haninge kommun - Såld 07 juni 2023",Stockholm,7 970 000 kr
N/A,3 995 000 kr,-295 000 kr (-7 %),Villa,Äganderätt,5 rum,104 m²,104 m²,N/A,722 m²,1965,38 041 kr/år,N/A,N/A,"Villa - Bro/Gamla Bro, Upplands-Bro kommun - Såld 07 juni 2023",Stockholm,3 700 000 kr
N/A,3 800 000 kr,-300 000 kr (-8 %),Villa,Äganderätt,3 rum,45 m²,N/A,N/A,2 513 m²,1960,46 700 kr/år,Ja,N/A,"Villa - Raksta, Tyresö kommun - Såld 07 juni 2023",Stockholm,3 500 000 kr
N/A,1 995 000 kr,-470 000 kr (-24 %),Vinterbonat fritidshus,Äganderätt,3 rum,60 m²,4 m²,N/A,2 439 m²,1966,7 396 kr/år,Ja,N/A,"Vinterbonat fritidshus - Västra Hållsta, Norrtälje kommun - Såld 07 juni 2023",Stockholm,1 525 000 kr
N/A,5 950 000 kr,-700 000 kr (-12 %),Villa,Äganderätt,6 rum,119 m²,70 m²,N/A,1 125 m²,1931,47 742 kr/år,Ja,N/A,"Villa - Tuna/Österskär, Österåkers kommun - Såld 06 juni 2023",Stockholm,5 250 000 kr
N/A,2 795 000 kr,-295 000 kr (-11 %),Vinterbonat fritidshus,Äganderätt,4 rum,50 m²,48 m²,N/A,2 100 m²,1977,7 020 kr/år,Ja,N/A,"Vinterbonat fritidshus - Lervik, Österåkers kommun - Såld 06 juni 2023",Stockholm,2 500 000 kr
N/A,1 750 000 kr,-150 000 kr (-9 %),Villa,Äganderätt,4 rum,50 m²,N/A,N/A,498 m²,1968,22 978 kr/år,N/A,N/A,"Villa - Lisö, Nynäshamns kommun - Såld 06 juni 2023",Stockholm,1 600 000 kr
N/A,9 495 000 kr,-545 000 kr (-6 %),Villa,Äganderätt,6 rum,168 m²,N/A,N/A,2 501 m²,2021,33 106 kr/år,N/A,N/A,"Villa - Strömma, Värmdö kommun - Såld 06 juni 2023",Stockholm,8 950 000 kr
N/A,13 500 000 kr,-400 000 kr (-3 %),Villa,Äganderätt,8 rum,194 m²,17 m²,N/A,657 m²,1944,33 818 kr/år,N/A,N/A,"Villa - Bromma - Södra Ängby, Stockholms kommun - Såld 05 juni 2023",Stockholm,13 100 000 kr
N/A,6 195 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,5 rum,163 m²,N/A,N/A,955 m²,1983,40 995 kr/år,Ja,N/A,"Villa - Skånsta, Österåkers kommun - Såld 05 juni 2023",Stockholm,6 100 000 kr
N/A,21 900 000 kr,-900 000 kr (-4 %),Villa,Äganderätt,9 rum,160 m²,176 m²,N/A,643 m²,1969,N/A,N/A,N/A,"Villa - Högberga, Lidingö kommun - Såld 05 juni 2023",Stockholm,21 000 000 kr
N/A,5 595 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,8 rum,172 m²,55 m²,N/A,1 095 m²,1981,35 740 kr/år,N/A,N/A,"Villa - Rönninge, Salems kommun - Såld 05 juni 2023",Stockholm,5 500 000 kr
N/A,8 500 000 kr,-500 000 kr (-6 %),Villa,Äganderätt,6 rum,150 m²,3 m²,N/A,1 290 m²,1987,46 919 kr/år,N/A,N/A,"Villa - Täby Kyrkby, Täby kommun - Såld 05 juni 2023",Stockholm,8 000 000 kr
N/A,7 490 000 kr,-690 000 kr (-9 %),Villa,Äganderätt,4 rum,111 m²,28 m²,N/A,1 591 m²,1953,31 697 kr/år,Ja,N/A,"Villa - Skälby, Järfälla kommun - Såld 04 juni 2023",Stockholm,6 800 000 kr
N/A,7 495 000 kr,-695 000 kr (-9 %),Villa,Äganderätt,5 rum,140 m²,58 m²,Ja,720 m²,1983,51 405 kr/år,Ja,N/A,"Villa - Skälby, Järfälla kommun - Såld 04 juni 2023",Stockholm,6 800 000 kr
N/A,19 500 000 kr,-1 200 000 kr (-6 %),Villa,Äganderätt,6 rum,210 m²,35 m²,N/A,2 279 m²,1939,59 800 kr/år,N/A,N/A,"Villa - Askrike, Lidingö, Lidingö kommun - Såld 04 juni 2023",Stockholm,18 300 000 kr
N/A,7 495 000 kr,-845 000 kr (-11 %),Villa,Äganderätt,8 rum,178 m²,85 m²,N/A,1 543 m²,1939,28 154 kr/år,N/A,N/A,"Villa - Löttingelund, Täby kommun - Såld 04 juni 2023",Stockholm,6 650 000 kr
N/A,10 750 000 kr,-650 000 kr (-6 %),Villa,Äganderätt,5 rum,160 m²,9 m²,N/A,264 m²,1969,54 394 kr/år,N/A,N/A,"Villa - Stocksund, Danderyds kommun - Såld 03 juni 2023",Stockholm,10 100 000 kr
N/A,6 195 000 kr,-495 000 kr (-8 %),Villa,Äganderätt,5 rum,132 m²,N/A,N/A,963 m²,2013,46 693 kr/år,N/A,N/A,"Villa - Vidbynäs, Nykvarns kommun - Såld 03 juni 2023",Stockholm,5 700 000 kr
N/A,14 995 000 kr,-645 000 kr (-4 %),Villa,Äganderätt,6 rum,165 m²,N/A,Ja,1 104 m²,1890,42 846 kr/år,Ja,N/A,"Villa - Kummelnäs, Nacka kommun - Såld 03 juni 2023",Stockholm,14 350 000 kr
N/A,3 375 000 kr,-25 000 kr (-1 %),Villa,Äganderätt,3 rum,55 m²,N/A,N/A,1 631 m²,2002,33 210 kr/år,N/A,N/A,"Villa - Färingsö Vendeludd, Ekerö kommun - Såld 03 juni 2023",Stockholm,3 350 000 kr
N/A,5 995 000 kr,-295 000 kr (-5 %),Villa,Äganderätt,6 rum,145 m²,N/A,N/A,2 509 m²,2002,30 921 kr/år,N/A,N/A,"Villa - Vega, Haninge kommun - Såld 03 juni 2023",Stockholm,5 700 000 kr
N/A,1 795 000 kr,-95 000 kr (-5 %),Vinterbonat fritidshus,Äganderätt,3 rum,77 m²,N/A,N/A,1 971 m²,1977,30 604 kr/år,Ja,N/A,"Vinterbonat fritidshus - Södra Råda, Norrtälje kommun - Såld 03 juni 2023",Stockholm,1 700 000 kr
N/A,6 700 000 kr,-250 000 kr (-4 %),Villa,Äganderätt,5 rum,70 m²,61 m²,N/A,315 m²,1937,34 545 kr/år,N/A,N/A,"Villa - Bromma - Norra Ängby, Stockholms kommun - Såld 03 juni 2023",Stockholm,6 450 000 kr
N/A,6 395 000 kr,-195 000 kr (-3 %),Villa,Äganderätt,6 rum,146 m²,9 m²,N/A,1 226 m²,1986,26 500 kr/år,N/A,N/A,"Villa - Stäket, Järfälla kommun - Såld 02 juni 2023",Stockholm,6 200 000 kr
N/A,6 500 000 kr,-400 000 kr (-6 %),Villa,Äganderätt,7 rum,100 m²,56 m²,N/A,1 294 m²,1953,32 515 kr/år,N/A,N/A,"Villa - Rotebro, Sollentuna kommun - Såld 02 juni 2023",Stockholm,6 100 000 kr
N/A,5 995 000 kr,-595 000 kr (-10 %),Villa,Äganderätt,6 rum,140 m²,N/A,N/A,728 m²,1999,69 000 kr/år,N/A,N/A,"Villa - Handen, Haninge kommun - Såld 02 juni 2023",Stockholm,5 400 000 kr
N/A,13 250 000 kr,-400 000 kr (-3 %),Villa,Äganderätt,8 rum,170 m²,101 m²,N/A,1 542 m²,1936,54 700 kr/år,N/A,N/A,"Villa - Edsviken, Sollentuna kommun - Såld 02 juni 2023",Stockholm,12 850 000 kr
N/A,3 495 000 kr,-195 000 kr (-6 %),Villa,Äganderätt,10 rum,140 m²,100 m²,N/A,1 088 m²,1966,54 000 kr/år,N/A,N/A,"Villa - Järna, Södertälje kommun - Såld 02 juni 2023",Stockholm,3 300 000 kr
N/A,3 800 000 kr,-300 000 kr (-8 %),Gård utan jordbruk,Äganderätt,N/A,N/A,N/A,N/A,"7,3 ha",N/A,N/A,N/A,N/A,"Gård utan jordbruk - Nykvarn, Nykvarns kommun - Såld 02 juni 2023",Stockholm,3 500 000 kr
N/A,3 500 000 kr,-1 000 000 kr (-29 %),Villa,Äganderätt,6 rum,140 m²,10 m²,N/A,3 218 m²,1900,33 837 kr/år,N/A,N/A,"Villa - Usta, Södertälje kommun - Såld 02 juni 2023",Stockholm,2 500 000 kr
N/A,1 995 000 kr,-75 000 kr (-4 %),Villa,Äganderätt,4 rum,69 m²,N/A,N/A,2 136 m²,1975,11 593 kr/år,Ja,N/A,"Villa - Västanvik, Norrtälje kommun - Såld 02 juni 2023",Stockholm,1 920 000 kr
N/A,14 900 000 kr,-880 000 kr (-6 %),Villa,Äganderätt,7 rum,176 m²,97 m²,N/A,1 571 m²,1937,43 550 kr/år,Ja,N/A,"Villa - Djursholm, Danderyds kommun - Såld 01 juni 2023",Stockholm,14 020 000 kr
N/A,3 900 000 kr,-150 000 kr (-4 %),Villa,Äganderätt,4 rum,126 m²,N/A,Ja,347 m²,1978,37 709 kr/år,Ja,N/A,"Villa - Steninge, Sigtuna kommun - Såld 01 juni 2023",Stockholm,3 750 000 kr
N/A,3 595 000 kr,-770 000 kr (-21 %),Villa,Bostadsrätt,5 rum,108 m²,N/A,N/A,N/A,2016,20 692 kr/år,Ja,N/A,"Villa - Bro - Rosenängarna, Upplands-Bro kommun - Såld 01 juni 2023",Stockholm,2 825 000 kr
N/A,5 190 000 kr,-90 000 kr (-2 %),Villa,Äganderätt,5 rum,85 m²,70 m²,N/A,2 123 m²,1976,44 416 kr/år,N/A,N/A,"Villa - Ingarö Långvik, Värmdö kommun - Såld 01 juni 2023",Stockholm,5 100 000 kr
N/A,5 495 000 kr,-795 000 kr (-14 %),Villa,Äganderätt,5 rum,151 m²,N/A,N/A,469 m²,1974,35 127 kr/år,N/A,N/A,"Villa - Kungsängen/Brunna, Upplands-Bro kommun - Såld 01 juni 2023",Stockholm,4 700 000 kr
N/A,11 850 000 kr,-500 000 kr (-4 %),Villa,Äganderätt,6 rum,186 m²,72 m²,N/A,960 m²,1969,N/A,N/A,N/A,"Villa - Edsviken, Sollentuna kommun - Såld 01 juni 2023",Stockholm,11 350 000 kr
N/A,6 495 000 kr,-95 000 kr (-1 %),Villa,Äganderätt,4 rum,121 m²,N/A,N/A,"815,6 m²",1993,49 303 kr/år,Ja,N/A,"Villa - Skogås, Huddinge kommun - Såld 01 juni 2023",Stockholm,6 400 000 kr
N/A,2 700 000 kr,-550 000 kr (-20 %),Villa,Äganderätt,4 rum,75 m²,N/A,N/A,4 964 m²,1909,24 580 kr/år,N/A,N/A,"Villa - Rådmansö-rådmanby, Norrtälje kommun - Såld 01 juni 2023",Stockholm,2 150 000 kr
N/A,15 500 000 kr,-100 000 kr (-1 %),Villa,Äganderätt,N/A,235 m²,92 m²,N/A,1 115 m²,1963,N/A,N/A,N/A,"Villa - Bo, Lidingö kommun - Såld 01 juni 2023",Stockholm,15 400 000 kr
N/A,4 295 000 kr,-200 000 kr (-5 %),Villa,Äganderätt,5 rum,108 m²,5 m²,N/A,173 m²,1970,82 445 kr/år,N/A,N/A,"Villa - Stenhamra, Ekerö kommun - Såld 01 juni 2023",Stockholm,4 095 000 kr
N/A,1 995 000 kr,-245 000 kr (-12 %),Villa,Äganderätt,N/A,40 m²,N/A,N/A,2 615 m²,1970,N/A,N/A,N/A,"Villa - Ekeby, Nynäshamns kommun - Såld 01 juni 2023",Stockholm,1 750 000 kr
N/A,3 995 000 kr,-195 000 kr (-5 %),Villa,Äganderätt,3 rum,75 m²,N/A,N/A,3 531 m²,1962,47 985 kr/år,N/A,N/A,"Villa - Tynningö, Vaxholms kommun - Såld 01 juni 2023",Stockholm,3 800 000 kr
N/A,4 450 000 kr,-750 000 kr (-17 %),Villa,Äganderätt,1 rum,40 m²,19 m²,N/A,1 980 m²,1680,5 642 kr/år,N/A,N/A,"Villa - Eriksvik, Nacka kommun - Såld 01 juni 2023",Stockholm,3 700 000 kr
N/A,8 750 000 kr,-350 000 kr (-4 %),Villa,Äganderätt,6 rum,100 m²,80 m²,N/A,2 563 m²,2007,79 005 kr/år,N/A,N/A,"Villa - Hermanstorp, Haninge kommun - Såld 01 juni 2023",Stockholm,8 400 000 kr
N/A,5 995 000 kr,-145 000 kr (-2 %),Villa,Äganderätt,6 rum,153 m²,5 m²,N/A,1 562 m²,2004,45 453 kr/år,N/A,N/A,"Villa - Segersäng, Nynäshamns kommun - Såld 01 juni 2023",Stockholm,5 850 000 kr
N/A,4 395 000 kr,-145 000 kr (-3 %),Villa,Äganderätt,6 rum,142 m²,39 m²,N/A,5 278 m²,1936,63 851 kr/år,Ja,N/A,"Villa - Brottby, Vallentuna kommun - Såld 31 maj 2023",Stockholm,4 250 000 kr
N/A,3 495 000 kr,-70 000 kr (-2 %),Villa,Äganderätt,4 rum,106 m²,N/A,N/A,416 m²,1972,22 356 kr/år,Ja,N/A,"Villa - Margretelund, Österåkers kommun - Såld 31 maj 2023",Stockholm,3 425 000 kr
N/A,4 295 000 kr,-495 000 kr (-12 %),Villa,Äganderätt,3 rum,70 m²,35 m²,N/A,2 242 m²,1957,35 471 kr/år,N/A,N/A,"Villa - Tullinge, Botkyrka kommun - Såld 31 maj 2023",Stockholm,3 800 000 kr
N/A,2 995 000 kr,-95 000 kr (-3 %),Vinterbonat fritidshus,Äganderätt,5 rum,65 m²,N/A,N/A,2 420 m²,1959,27 921 kr/år,Ja,N/A,"Vinterbonat fritidshus - Grödinge, Botkyrka kommun - Såld 31 maj 2023",Stockholm,2 900 000 kr
N/A,8 950 000 kr,-250 000 kr (-3 %),Villa,Äganderätt,6 rum,204 m²,40 m²,N/A,2 464 m²,2006,38 654 kr/år,N/A,N/A,"Villa - Tullinge Villastad, Botkyrka kommun - Såld 31 maj 2023",Stockholm,8 700 000 kr
N/A,6 950 000 kr,-550 000 kr (-8 %),Villa,Äganderätt,6 rum,141 m²,45 m²,N/A,655 m²,1979,47 068 kr/år,N/A,N/A,"Villa - Snättringe, Huddinge kommun - Såld 31 maj 2023",Stockholm,6 400 000 kr
N/A,9 495 000 kr,-795 000 kr (-8 %),Villa,Äganderätt,7 rum,168 m²,N/A,N/A,796 m²,2016,34 160 kr/år,N/A,N/A,"Villa - Barkarby, Järfälla kommun - Såld 31 maj 2023",Stockholm,8 700 000 kr
N/A,5 595 000 kr,-495 000 kr (-9 %),Villa,Äganderätt,5 rum,152 m²,16 m²,N/A,1 227 m²,2014,36 935 kr/år,N/A,N/A,"Villa - Kockbacka, Upplands-Bro kommun - Såld 31 maj 2023",Stockholm,5 100 000 kr
N/A,11 800 000 kr,-400 000 kr (-3 %),Villa,Äganderätt,6 rum,223 m²,60 m²,N/A,994 m²,2020,25 903 kr/år,N/A,N/A,"Villa - Trollbäcken, Tyresö kommun - Såld 31 maj 2023",Stockholm,11 400 000 kr
N/A,3 595 000 kr,-395 000 kr (-11 %),Villa,Äganderätt,4 rum,98 m²,42 m²,N/A,2 531 m²,1969,27 796 kr/år,N/A,N/A,"Villa - Märsta - Lunda, Sigtuna kommun - Såld 31 maj 2023",Stockholm,3 200 000 kr
N/A,6 995 000 kr,-195 000 kr (-3 %),Villa,Äganderätt,5 rum,68 m²,63 m²,Ja,498 m²,1943,32 762 kr/år,Ja,N/A,"Villa - Bällsta, Stockholms kommun - Såld 30 maj 2023",Stockholm,6 800 000 kr
N/A,7 250 000 kr,-250 000 kr (-3 %),Villa,Äganderätt,5 rum,144 m²,50 m²,Ja,1 504 m²,2014,62 146 kr/år,Ja,N/A,"Villa - Kolvik, Värmdö kommun - Såld 30 maj 2023",Stockholm,7 000 000 kr
N/A,2 995 000 kr,-195 000 kr (-7 %),Villa,Äganderätt,3 rum,80 m²,35 m²,N/A,1 521 m²,1980,48 000 kr/år,N/A,N/A,"Villa - Tungelsta, Haninge kommun - Såld 30 maj 2023",Stockholm,2 800 000 kr
N/A,4 995 000 kr,-175 000 kr (-4 %),Villa,Äganderätt,5 rum,130 m²,28 m²,Ja,1 155 m²,1936,56 868 kr/år,Ja,N/A,"Villa - Pershagen, Södertälje kommun - Såld 30 maj 2023",Stockholm,4 820 000 kr
N/A,7 995 000 kr,-295 000 kr (-4 %),Villa,Äganderätt,7 rum,154 m²,42 m²,N/A,740 m²,1975,47 500 kr/år,N/A,N/A,"Villa - Solhem, Stockholms kommun - Såld 30 maj 2023",Stockholm,7 700 000 kr
N/A,6 695 000 kr,-245 000 kr (-4 %),Villa,Äganderätt,6 rum,140 m²,N/A,N/A,836 m²,1985,42 350 kr/år,N/A,N/A,"Villa - Vinsta, Stockholms kommun - Såld 30 maj 2023",Stockholm,6 450 000 kr
N/A,7 200 000 kr,-200 000 kr (-3 %),Villa,Äganderätt,5 rum,109 m²,20 m²,N/A,696 m²,1940,67 719 kr/år,N/A,N/A,"Villa - Gustavsberg Höjdhagen, Värmdö kommun - Såld 30 maj 2023",Stockholm,7 000 000 kr
N/A,18 500 000 kr,-500 000 kr (-3 %),Villa,Äganderätt,9 rum,234 m²,105 m²,N/A,546 m²,1928,41 238 kr/år,N/A,N/A,"Villa - Bromma - Stora Mossen, Stockholms kommun - Såld 30 maj 2023",Stockholm,18 000 000 kr
N/A,11 000 000 kr,-950 000 kr (-9 %),Villa,Äganderätt,6 rum,152 m²,62 m²,N/A,1 664 m²,1961,52 905 kr/år,N/A,N/A,"Villa - Enebyberg, Danderyds kommun - Såld 30 maj 2023",Stockholm,10 050 000 kr
N/A,7 995 000 kr,-395 000 kr (-5 %),Villa,Äganderätt,10 rum,364 m²,81 m²,N/A,5 964 m²,1909,84 431 kr/år,N/A,N/A,"Villa - Brottby, Vallentuna kommun - Såld 29 maj 2023",Stockholm,7 600 000 kr
N/A,7 495 000 kr,-195 000 kr (-3 %),Villa,Äganderätt,6 rum,118 m²,113 m²,N/A,840 m²,1968,68 896 kr/år,N/A,N/A,"Villa - Ensta, Täby kommun - Såld 29 maj 2023",Stockholm,7 300 000 kr
N/A,4 800 000 kr,-550 000 kr (-11 %),Villa,Äganderätt,4 rum,109 m²,24 m²,N/A,803 m²,1923,46 150 kr/år,N/A,N/A,"Villa - Västerhaninge, Haninge kommun - Såld 29 maj 2023",Stockholm,4 250 000 kr
N/A,3 995 000 kr,-195 000 kr (-5 %),Villa,Äganderätt,7 rum,168 m²,108 m²,N/A,2 390 m²,1990,72 588 kr/år,N/A,N/A,"Villa - Riala-Sättra, Norrtälje kommun - Såld 29 maj 2023",Stockholm,3 800 000 kr
N/A,12 500 000 kr,-1 500 000 kr (-12 %),Vinterbonat fritidshus,Äganderätt,5 rum,150 m²,10 m²,N/A,1 890 m²,2011,41 772 kr/år,N/A,N/A,"Vinterbonat fritidshus - Ingarö / Mörtviken, Värmdö kommun - Såld 29 maj 2023",Stockholm,11 000 000 kr
N/A,5 495 000 kr,-145 000 kr (-3 %),Villa,Äganderätt,4 rum,124 m²,"31,7 m²",N/A,932 m²,2016,53 278 kr/år,Ja,N/A,"Villa - Björnö, Norrtälje kommun - Såld 29 maj 2023",Stockholm,5 350 000 kr
N/A,17 500 000 kr,-700 000 kr (-4 %),Villa,Äganderätt,8 rum,185 m²,74 m²,N/A,928 m²,1926,54 204 kr/år,N/A,N/A,"Villa - Bromma - Ålsten, Stockholms kommun - Såld 29 maj 2023",Stockholm,16 800 000 kr
N/A,13 295 000 kr,-295 000 kr (-2 %),Villa,Äganderätt,5 rum,142 m²,65 m²,N/A,600 m²,1937,N/A,N/A,N/A,"Villa - Mälarhöjden, Stockholms kommun - Såld 29 maj 2023",Stockholm,13 000 000 kr
N/A,6 500 000 kr,-200 000 kr (-3 %),Villa,Äganderätt,4 rum,68 m²,65 m²,N/A,2 329 m²,1992,32 200 kr/år,N/A,N/A,"Villa - Evlinge, Värmdö kommun - Såld 29 maj 2023",Stockholm,6 300 000 kr
N/A,5 995 000 kr,-145 000 kr (-2 %),Villa,Äganderätt,7 rum,184 m²,34 m²,Ja,736 m²,1981,37 810 kr/år,Ja,N/A,"Villa - Tullinge, Botkyrka kommun - Såld 28 maj 2023",Stockholm,5 850 000 kr
N/A,9 950 000 kr,-850 000 kr (-9 %),Villa,Äganderätt,7 rum,240 m²,N/A,N/A,1 584 m²,1975,49 000 kr/år,N/A,N/A,"Villa - Törnskogen, Sollentuna kommun - Såld 28 maj 2023",Stockholm,9 100 000 kr
N/A,4 500 000 kr,-150 000 kr (-3 %),Villa,Äganderätt,4 rum,103 m²,100 m²,N/A,785 m²,1939,38 000 kr/år,N/A,N/A,"Villa - Kvisthamra, Norrtälje kommun - Såld 27 maj 2023",Stockholm,4 350 000 kr
N/A,1 595 000 kr,-45 000 kr (-3 %),Vinterbonat fritidshus,Äganderätt,3 rum,60 m²,N/A,N/A,2 245 m²,1963,18 380 kr/år,N/A,N/A,"Vinterbonat fritidshus - Roslagsbro, Norrtälje kommun - Såld 27 maj 2023",Stockholm,1 550 000 kr
N/A,18 000 000 kr,-900 000 kr (-5 %),Villa,Äganderätt,10 rum,200 m²,133 m²,N/A,2 089 m²,1959,71 731 kr/år,N/A,N/A,"Villa - Djursholm, Danderyds kommun - Såld 27 maj 2023",Stockholm,17 100 000 kr
N/A,1 595 000 kr,-45 000 kr (-3 %),Villa,Äganderätt,4 rum,110 m²,37 m²,N/A,876 m²,1923,32 600 kr/år,N/A,N/A,"Villa - Centrala Hallstavik, Norrtälje kommun - Såld 27 maj 2023",Stockholm,1 550 000 kr
N/A,9 500 000 kr,-1 250 000 kr (-13 %),Villa,Äganderätt,8 rum,262 m²,145 m²,N/A,1 401 m²,1972,N/A,N/A,N/A,"Villa - Rönninge, Salems kommun - Såld 27 maj 2023",Stockholm,8 250 000 kr
N/A,6 995 000 kr,-495 000 kr (-7 %),Villa,Äganderätt,5 rum,111 m²,38 m²,N/A,711 m²,1928,34 828 kr/år,Ja,N/A,"Villa - Huddinge, Huddinge kommun - Såld 26 maj 2023",Stockholm,6 500 000 kr
N/A,7 995 000 kr,-495 000 kr (-6 %),Villa,Äganderätt,7 rum,190 m²,N/A,Ja,"1 038,9 m²",2002,48 200 kr/år,Ja,N/A,"Villa - Länna, Huddinge kommun - Såld 26 maj 2023",Stockholm,7 500 000 kr
N/A,7 995 000 kr,-995 000 kr (-12 %),Villa,Äganderätt,3 rum,74 m²,31 m²,Ja,2 700 m²,1985,17 190 kr/år,Ja,N/A,"Villa - Stora Timrarön, Österåkers kommun - Såld 26 maj 2023",Stockholm,7 000 000 kr
N/A,3 895 000 kr,-245 000 kr (-6 %),Villa,Äganderätt,5 rum,91 m²,16 m²,N/A,1 797 m²,1954,34 458 kr/år,N/A,N/A,"Villa - Svartsjö, Ekerö kommun - Såld 26 maj 2023",Stockholm,3 650 000 kr
N/A,9 995 000 kr,-80 000 kr (-1 %),Villa,Äganderätt,6 rum,122 m²,59 m²,N/A,710 m²,1918,74 000 kr/år,N/A,N/A,"Villa - Gamla Enskede, Stockholms kommun - Såld 26 maj 2023",Stockholm,9 915 000 kr
N/A,3 995 000 kr,-300 000 kr (-8 %),Villa,Äganderätt,5 rum,112 m²,N/A,N/A,1 492 m²,1977,39 000 kr/år,Ja,N/A,"Villa - Bergshamra - Enviken, Norrtälje kommun - Såld 26 maj 2023",Stockholm,3 695 000 kr
N/A,8 995 000 kr,-95 000 kr (-1 %),Villa,Äganderätt,6 rum,122 m²,50 m²,N/A,661 m²,1967,28 842 kr/år,N/A,N/A,"Villa - Stureby, Stockholms kommun - Såld 26 maj 2023",Stockholm,8 900 000 kr
N/A,7 495 000 kr,-145 000 kr (-2 %),Villa,Äganderätt,6 rum,156 m²,45 m²,N/A,1 201 m²,1925,61 826 kr/år,N/A,N/A,"Villa - Solgård, Huddinge kommun - Såld 26 maj 2023",Stockholm,7 350 000 kr
N/A,9 000 000 kr,-250 000 kr (-3 %),Villa,Äganderätt,6 rum,118 m²,118 m²,N/A,1 070 m²,1974,58 813 kr/år,N/A,N/A,"Villa - Österskär, Österåkers kommun - Såld 26 maj 2023",Stockholm,8 750 000 kr
