price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
N/A,3 195 000 kr,-195 000 kr (-6 %),Villa,Äganderätt,3 rum,76 m²,N/A,N/A,260 m²,1998,38 426 kr/år,N/A,N/A,"Villa - Märsta, Sigtuna kommun - Såld 11 november 2022",Stockholm,3 000 000 kr
N/A,9 950 000 kr,-950 000 kr (-10 %),Villa,Äganderätt,7 rum,273 m²,38 m²,N/A,1 970 m²,1985,63 947 kr/år,N/A,N/A,"Villa - Sigtuna - Sjudargården, Sigtuna kommun - Såld 11 november 2022",Stockholm,9 000 000 kr
N/A,8 295 000 kr,-195 000 kr (-2 %),Villa,Äganderätt,6 rum,145 m²,N/A,N/A,1 312 m²,2005,30 409 kr/år,N/A,N/A,"Villa - Rensättra, Nacka kommun - Såld 11 november 2022",Stockholm,8 100 000 kr
N/A,6 700 000 kr,-1 000 000 kr (-15 %),Villa,Äganderätt,8 rum,167 m²,122 m²,N/A,1 300 m²,1964,43 443 kr/år,N/A,N/A,"Villa - Odenslunda, Upplands Väsby kommun - Såld 11 november 2022",Stockholm,5 700 000 kr
N/A,11 600 000 kr,-600 000 kr (-5 %),Villa,Äganderätt,6 rum,192 m²,N/A,N/A,1 122 m²,2013,33 341 kr/år,N/A,N/A,"Villa - Fullersta, Huddinge kommun - Såld 11 november 2022",Stockholm,11 000 000 kr
N/A,4 495 000 kr,-195 000 kr (-4 %),Villa,Äganderätt,5 rum,131 m²,N/A,N/A,391 m²,1971,35 520 kr/år,N/A,N/A,"Villa - Tumba, Botkyrka kommun - Såld 11 november 2022",Stockholm,4 300 000 kr
N/A,3 600 000 kr,-300 000 kr (-8 %),Villa,Äganderätt,5 rum,109 m²,N/A,N/A,371 m²,1985,35 181 kr/år,N/A,N/A,"Villa - Märsta - Steninge, Sigtuna kommun - Såld 11 november 2022",Stockholm,3 300 000 kr
N/A,6 950 000 kr,-350 000 kr (-5 %),Villa,Äganderätt,6 rum,112 m²,108 m²,N/A,606 m²,1971,33 220 kr/år,N/A,N/A,"Villa - Fullersta, Huddinge kommun - Såld 11 november 2022",Stockholm,6 600 000 kr
N/A,6 500 000 kr,-500 000 kr (-8 %),Villa,Äganderätt,3 rum,73 m²,70 m²,N/A,1 157 m²,1945,42 850 kr/år,N/A,N/A,"Villa - Helenelund, Sollentuna kommun - Såld 11 november 2022",Stockholm,6 000 000 kr
N/A,5 995 000 kr,-1 295 000 kr (-22 %),Villa,Äganderätt,4 rum,102 m²,25 m²,N/A,1 715 m²,1929,30 000 kr/år,N/A,N/A,"Villa - Svinninge, Österåkers kommun - Såld 10 november 2022",Stockholm,4 700 000 kr
N/A,3 995 000 kr,-245 000 kr (-6 %),Villa,Äganderätt,5 rum,119 m²,N/A,N/A,209 m²,1970,38 500 kr/år,N/A,N/A,"Villa - Bårsta, Södertälje kommun - Såld 10 november 2022",Stockholm,3 750 000 kr
N/A,7 995 000 kr,-445 000 kr (-6 %),Villa,Äganderätt,7 rum,103 m²,62 m²,Ja,2 493 m²,1993-2004,66 720 kr/år,Ja,N/A,"Villa - Kummelnäs, Nacka kommun - Såld 10 november 2022",Stockholm,7 550 000 kr
N/A,7 375 000 kr,-275 000 kr (-4 %),Villa,Äganderätt,5 rum,145 m²,40 m²,Ja,1 153 m²,1912,49 838 kr/år,Ja,N/A,"Villa - Vistaberg, Huddinge kommun - Såld 10 november 2022",Stockholm,7 100 000 kr
N/A,5 100 000 kr,-300 000 kr (-6 %),Villa,Äganderätt,4 rum,106 m²,N/A,N/A,235 m²,1968,62 500 kr/år,N/A,N/A,"Villa - Ekerö Hummelvreten, Ekerö kommun - Såld 10 november 2022",Stockholm,4 800 000 kr
N/A,2 795 000 kr,-105 000 kr (-4 %),Villa,Äganderätt,4 rum,85 m²,105 m²,Ja,2 127 m²,1948,N/A,Ja,N/A,"Villa - Asplund, Norrtälje kommun - Såld 10 november 2022",Stockholm,2 690 000 kr
N/A,13 750 000 kr,-250 000 kr (-2 %),Villa,Äganderätt,6 rum,140 m²,82 m²,N/A,692 m²,1921,52 867 kr/år,N/A,N/A,"Villa - Enskededalen, Stockholms kommun - Såld 10 november 2022",Stockholm,13 500 000 kr
N/A,9 750 000 kr,-400 000 kr (-4 %),Villa,Äganderätt,6 rum,156 m²,18 m²,N/A,1 001 m²,1979,49 095 kr/år,N/A,N/A,"Villa - Skarpäng, Täby kommun - Såld 10 november 2022",Stockholm,9 350 000 kr
N/A,3 600 000 kr,-100 000 kr (-3 %),Villa,Äganderätt,4 rum,97 m²,N/A,N/A,250 m²,1972,45 913 kr/år,N/A,N/A,"Villa - Kullsta, Nynäshamns kommun - Såld 10 november 2022",Stockholm,3 500 000 kr
N/A,5 790 000 kr,-140 000 kr (-2 %),Villa,Äganderätt,5 rum,142 m²,N/A,N/A,390 m²,2002,41 400 kr/år,N/A,N/A,"Villa - Kallhäll, Järfälla kommun - Såld 10 november 2022",Stockholm,5 650 000 kr
N/A,2 950 000 kr,-100 000 kr (-3 %),Villa,Äganderätt,4 rum,110 m²,25 m²,N/A,3 340 m²,1933,N/A,N/A,N/A,"Villa - Smidö, Upplands-Bro kommun - Såld 10 november 2022",Stockholm,2 850 000 kr
N/A,6 985 000 kr,-250 000 kr (-4 %),Villa,Äganderätt,7 rum,185 m²,20 m²,N/A,3 405 m²,1909,35 252 kr/år,N/A,N/A,"Villa - Småris - Södra Kopparmora, Värmdö kommun - Såld 10 november 2022",Stockholm,6 735 000 kr
N/A,4 950 000 kr,-355 000 kr (-7 %),Villa,Äganderätt,5 rum,60 m²,45 m²,N/A,1 014 m²,1944,27 074 kr/år,N/A,N/A,"Villa - Jakobsberg, Järfälla kommun - Såld 10 november 2022",Stockholm,4 595 000 kr
N/A,9 500 000 kr,-1 180 000 kr (-12 %),Villa,Äganderätt,6 rum,167 m²,8 m²,Ja,1 101 m²,2007,29 500 kr/år,Ja,N/A,"Villa - Saltsjö-Boo, Nacka kommun - Såld 10 november 2022",Stockholm,8 320 000 kr
N/A,4 995 000 kr,-495 000 kr (-10 %),Villa,Äganderätt,7 rum,174 m²,N/A,N/A,2 962 m²,1979,39 354 kr/år,N/A,N/A,Villa - Vallentuna kommun - Såld 10 november 2022,Stockholm,4 500 000 kr
N/A,7 000 000 kr,-200 000 kr (-3 %),Villa,Äganderätt,6 rum,124 m²,90 m²,N/A,1 342 m²,1955,61 784 kr/år,N/A,N/A,"Villa - Spånga - Solhem, Stockholms kommun - Såld 10 november 2022",Stockholm,6 800 000 kr
N/A,4 500 000 kr,-100 000 kr (-2 %),Villa,Äganderätt,5 rum,166 m²,11 m²,N/A,1 347 m²,2006,49 220 kr/år,N/A,N/A,"Villa - Adelsö Stenby, Ekerö kommun - Såld 10 november 2022",Stockholm,4 400 000 kr
N/A,4 175 000 kr,-275 000 kr (-7 %),Villa,Äganderätt,4 rum,103 m²,100 m²,N/A,3 397 m²,1968,33 450 kr/år,N/A,N/A,"Villa - Ekerö Munsö, Ekerö kommun - Såld 10 november 2022",Stockholm,3 900 000 kr
N/A,4 995 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,6 rum,131 m²,100 m²,N/A,1 133 m²,1976,N/A,Ja,N/A,"Villa - Odenslunda, Upplands Väsby kommun - Såld 09 november 2022",Stockholm,4 900 000 kr
N/A,6 950 000 kr,-650 000 kr (-9 %),Villa,Äganderätt,5 rum,105 m²,67 m²,N/A,2 037 m²,1968,46 470 kr/år,N/A,N/A,"Villa - Värmdövik, Värmdö kommun - Såld 09 november 2022",Stockholm,6 300 000 kr
N/A,7 950 000 kr,-475 000 kr (-6 %),Villa,Äganderätt,5 rum,68 m²,68 m²,N/A,612 m²,1946,32 814 kr/år,Ja,N/A,"Villa - Älvsjö/Långbro, Stockholms kommun - Såld 09 november 2022",Stockholm,7 475 000 kr
N/A,5 495 000 kr,-295 000 kr (-5 %),Villa,Äganderätt,6 rum,145 m²,N/A,N/A,771 m²,1971,41 521 kr/år,N/A,N/A,"Villa - Stenhamra, Ekerö kommun - Såld 09 november 2022",Stockholm,5 200 000 kr
N/A,4 495 000 kr,-95 000 kr (-2 %),Villa,Äganderätt,5 rum,117 m²,N/A,N/A,221 m²,1974,51 577 kr/år,Ja,N/A,"Villa - Fresta, Upplands Väsby kommun - Såld 09 november 2022",Stockholm,4 400 000 kr
N/A,3 495 000 kr,-645 000 kr (-18 %),Villa,Äganderätt,2 rum,60 m²,N/A,N/A,1 358 m²,1985,27 917 kr/år,N/A,N/A,"Villa - Skärgårdsstad Östra, Österåkers kommun - Såld 09 november 2022",Stockholm,2 850 000 kr
N/A,4 975 000 kr,-675 000 kr (-14 %),Villa,Äganderätt,7 rum,122 m²,18 m²,N/A,1 858 m²,1993,38 151 kr/år,N/A,N/A,"Villa - Ekerö Munsö, Ekerö kommun - Såld 09 november 2022",Stockholm,4 300 000 kr
N/A,4 495 000 kr,-895 000 kr (-20 %),Vinterbonat fritidshus,Äganderätt,5 rum,76 m²,76 m²,N/A,4 055 m²,1952,59 667 kr/år,N/A,N/A,"Vinterbonat fritidshus - Djurö Överby, Värmdö kommun - Såld 09 november 2022",Stockholm,3 600 000 kr
N/A,3 850 000 kr,-175 000 kr (-5 %),Villa,Äganderätt,3 rum,62 m²,25 m²,N/A,2 002 m²,1965,21 482 kr/år,N/A,N/A,"Villa - Norra Kopparmora, Värmdö kommun - Såld 09 november 2022",Stockholm,3 675 000 kr
N/A,1 775 000 kr,-115 000 kr (-6 %),Villa,Äganderätt,2 rum,50 m²,N/A,N/A,2 009 m²,1970,N/A,N/A,N/A,"Villa - Rådmansö - Infjärden, Norrtälje kommun - Såld 09 november 2022",Stockholm,1 660 000 kr
N/A,7 150 000 kr,-900 000 kr (-13 %),Villa,Äganderätt,5 rum,123 m²,48 m²,N/A,5 150 m²,1943,51 875 kr/år,N/A,N/A,"Villa - Ingarö - Hedvigsberg, Värmdö kommun - Såld 08 november 2022",Stockholm,6 250 000 kr
N/A,5 295 000 kr,-895 000 kr (-17 %),Villa,Äganderätt,6 rum,154 m²,N/A,N/A,471 m²,1979,31 000 kr/år,Ja,N/A,"Villa - Kungsängen - Brunna, Upplands-Bro kommun - Såld 08 november 2022",Stockholm,4 400 000 kr
N/A,7 495 000 kr,-395 000 kr (-5 %),Villa,Äganderätt,7 rum,174 m²,N/A,N/A,2 155 m²,1988,44 559 kr/år,N/A,N/A,"Villa - Värmdövik, Värmdö kommun - Såld 08 november 2022",Stockholm,7 100 000 kr
N/A,4 495 000 kr,-145 000 kr (-3 %),Villa,Äganderätt,5 rum,117 m²,27 m²,N/A,927 m²,1964,26 000 kr/år,N/A,N/A,"Villa - Jägartorp, Haninge kommun - Såld 08 november 2022",Stockholm,4 350 000 kr
N/A,9 400 000 kr,-700 000 kr (-7 %),Villa,Äganderätt,4 rum,71 m²,71 m²,N/A,721 m²,1955,33 383 kr/år,N/A,N/A,"Villa - Bagarmossen, Stockholms kommun - Såld 08 november 2022",Stockholm,8 700 000 kr
N/A,9 995 000 kr,-995 000 kr (-10 %),Villa,Äganderätt,4 rum,148 m²,N/A,N/A,1 082 m²,2022,33 700 kr/år,N/A,N/A,"Villa - Kyrkviken, Haninge kommun - Såld 08 november 2022",Stockholm,9 000 000 kr
N/A,6 995 000 kr,-395 000 kr (-6 %),Villa,Äganderätt,7 rum,185 m²,56 m²,Ja,887 m²,1960,42 435 kr/år,Ja,N/A,"Villa - Hässelby Södra Villastad, Stockholms kommun - Såld 07 november 2022",Stockholm,6 600 000 kr
N/A,4 395 000 kr,-200 000 kr (-5 %),Villa,Äganderätt,5 rum,80 m²,64 m²,N/A,1 587 m²,1936,40 295 kr/år,Ja,N/A,"Villa - Södertälje, Södertälje kommun - Såld 07 november 2022",Stockholm,4 195 000 kr
N/A,7 495 000 kr,-295 000 kr (-4 %),Villa,Äganderätt,5 rum,139 m²,57 m²,N/A,1 255 m²,1964,33 572 kr/år,N/A,N/A,"Villa - Björknäs, Nacka kommun - Såld 07 november 2022",Stockholm,7 200 000 kr
N/A,7 250 000 kr,-50 000 kr (-1 %),Villa,Äganderätt,6 rum,68 m²,68 m²,N/A,626 m²,1953,35 135 kr/år,N/A,N/A,"Villa - Vällingby, Stockholms kommun - Såld 07 november 2022",Stockholm,7 200 000 kr
N/A,8 995 000 kr,-1 695 000 kr (-19 %),Villa,Äganderätt,7 rum,197 m²,56 m²,N/A,1 100 m²,1934,74 597 kr/år,N/A,N/A,"Villa - Bollstanäs, Upplands Väsby kommun - Såld 07 november 2022",Stockholm,7 300 000 kr
N/A,6 495 000 kr,-595 000 kr (-9 %),Villa,Äganderätt,6 rum,90 m²,111 m²,N/A,1 190 m²,1954,71 100 kr/år,N/A,N/A,"Villa - Vendelsö, Haninge kommun - Såld 07 november 2022",Stockholm,5 900 000 kr
N/A,10 500 000 kr,-250 000 kr (-2 %),Villa,Äganderätt,4 rum,117 m²,13 m²,N/A,709 m²,1982,54 645 kr/år,N/A,N/A,"Villa - Viggbyholm, Täby kommun - Såld 07 november 2022",Stockholm,10 250 000 kr
N/A,4 895 000 kr,-295 000 kr (-6 %),Villa,Äganderätt,7 rum,216 m²,16 m²,N/A,984 m²,1962,36 015 kr/år,Ja,N/A,"Villa - Tungelsta, Haninge kommun - Såld 06 november 2022",Stockholm,4 600 000 kr
N/A,9 500 000 kr,-1 700 000 kr (-18 %),Villa,Äganderätt,5 rum,126 m²,72 m²,Ja,955 m²,1920,48 230 kr/år,Ja,N/A,"Villa - Tureberg, Sollentuna kommun - Såld 06 november 2022",Stockholm,7 800 000 kr
N/A,5 250 000 kr,-550 000 kr (-10 %),Villa,Äganderätt,7 rum,128 m²,45 m²,N/A,941 m²,1961,N/A,N/A,N/A,"Villa - Rönninge, Salems kommun - Såld 06 november 2022",Stockholm,4 700 000 kr
N/A,5 475 000 kr,-175 000 kr (-3 %),Villa,Äganderätt,6 rum,153 m²,N/A,N/A,663 m²,1973,52 784 kr/år,N/A,N/A,"Villa - Färingsö Stenhamra, Ekerö kommun - Såld 06 november 2022",Stockholm,5 300 000 kr
N/A,5 795 000 kr,-280 000 kr (-5 %),Villa,Äganderätt,5 rum,122 m²,N/A,N/A,1 066 m²,2005,46 938 kr/år,Ja,N/A,"Villa - Glömsta, Huddinge kommun - Såld 05 november 2022",Stockholm,5 515 000 kr
N/A,6 495 000 kr,-1 315 000 kr (-20 %),Villa,Äganderätt,5 rum,154 m²,10 m²,N/A,1 225 m²,1963,36 900 kr/år,N/A,N/A,"Villa - Trollbäcken, Tyresö kommun - Såld 05 november 2022",Stockholm,5 180 000 kr
N/A,3 695 000 kr,-245 000 kr (-7 %),Villa,Äganderätt,5 rum,120 m²,N/A,N/A,989 m²,2013,66 840 kr/år,N/A,N/A,"Villa - Syninge, Norrtälje kommun - Såld 05 november 2022",Stockholm,3 450 000 kr
N/A,27 900 000 kr,-3 250 000 kr (-12 %),Villa,Äganderätt,8 rum,270 m²,46 m²,N/A,1 030 m²,1925,62 800 kr/år,N/A,N/A,"Villa - Bromma Ålsten, Stockholms kommun - Såld 05 november 2022",Stockholm,24 650 000 kr
N/A,2 750 000 kr,-100 000 kr (-4 %),Villa,Äganderätt,5 rum,95 m²,N/A,N/A,3 378 m²,1989,48 583 kr/år,N/A,N/A,"Villa - Muskö, Haninge kommun - Såld 04 november 2022",Stockholm,2 650 000 kr
N/A,10 750 000 kr,-200 000 kr (-2 %),Villa,Äganderätt,5 rum,88 m²,42 m²,N/A,431 m²,1938,37 490 kr/år,N/A,N/A,"Villa - Bromma - Norra Ängby, Stockholms kommun - Såld 04 november 2022",Stockholm,10 550 000 kr
N/A,11 995 000 kr,-995 000 kr (-8 %),Villa,Äganderätt,4 rum,86 m²,71 m²,N/A,683 m²,1939,20 745 kr/år,N/A,N/A,"Villa - Gamla Råsunda, Solna kommun - Såld 04 november 2022",Stockholm,11 000 000 kr
N/A,8 995 000 kr,-395 000 kr (-4 %),Villa,Äganderätt,5 rum,125 m²,37 m²,Ja,945 m²,1923,27 968 kr/år,Ja,N/A,"Villa - Långbro, Stockholms kommun - Såld 04 november 2022",Stockholm,8 600 000 kr
N/A,10 500 000 kr,-500 000 kr (-5 %),Villa,Äganderätt,8 rum,145 m²,98 m²,N/A,696 m²,1947,47 000 kr/år,N/A,N/A,"Villa - Lilla Ursvik, Sundbybergs kommun - Såld 04 november 2022",Stockholm,10 000 000 kr
N/A,4 295 000 kr,+205 000 kr (+5 %),Villa,Äganderätt,5 rum,150 m²,N/A,N/A,803 m²,1974,53 164 kr/år,N/A,N/A,"Villa - Centralt, Nykvarns kommun - Såld 02 januari 2024",Stockholm,4 500 000 kr
N/A,5 500 000 kr,+1 500 000 kr (+27 %),Villa,Äganderätt,9 rum,146 m²,N/A,N/A,3 012 m²,1955,24 182 kr/år,N/A,N/A,"Villa - Trästa, Norrtälje kommun - Såld 30 december 2023",Stockholm,7 000 000 kr
N/A,2 795 000 kr,+80 000 kr (+3 %),Villa,Äganderätt,5 rum,130 m²,72 m²,N/A,1 873 m²,1934,27 560 kr/år,N/A,N/A,"Villa - Märsta - Skepptuna, Sigtuna kommun - Såld 29 december 2023",Stockholm,2 875 000 kr
N/A,5 995 000 kr,+205 000 kr (+3 %),Villa,Äganderätt,6 rum,138 m²,N/A,N/A,1 005 m²,2020,33 384 kr/år,N/A,N/A,"Villa - Söra, Österåkers kommun - Såld 23 december 2023",Stockholm,6 200 000 kr
N/A,2 495 000 kr,+155 000 kr (+6 %),Vinterbonat fritidshus,Äganderätt,4 rum,70 m²,N/A,N/A,1 329 m²,1977,30 048 kr/år,N/A,N/A,"Vinterbonat fritidshus - Bergshamra (södra delen), Norrtälje kommun - Såld 23 december 2023",Stockholm,2 650 000 kr
N/A,2 350 000 kr,+50 000 kr (+2 %),Vinterbonat fritidshus,Äganderätt,4 rum,93 m²,4 m²,N/A,5 923 m²,1960,N/A,Ja,N/A,"Vinterbonat fritidshus - Ljusterö, Österåkers kommun - Såld 22 december 2023",Stockholm,2 400 000 kr
N/A,9 975 000 kr,+525 000 kr (+5 %),Villa,Äganderätt,5 rum,304 m²,66 m²,N/A,2 866 m²,2006,51 500 kr/år,N/A,N/A,"Villa - Vallersvik, Österåkers kommun - Såld 21 december 2023",Stockholm,10 500 000 kr
N/A,2 995 000 kr,+55 000 kr (+2 %),Villa,Äganderätt,3 rum,71 m²,15 m²,N/A,867 m²,1957,19 900 kr/år,Ja,N/A,"Villa - Bro - Sågbacken, Upplands-Bro kommun - Såld 20 december 2023",Stockholm,3 050 000 kr
N/A,6 950 000 kr,+150 000 kr (+2 %),Villa,Äganderätt,5 rum,155 m²,N/A,N/A,927 m²,2007,36 226 kr/år,Ja,N/A,"Villa - Fågelsången, Sollentuna kommun - Såld 18 december 2023",Stockholm,7 100 000 kr
N/A,6 975 000 kr,+125 000 kr (+2 %),Villa,Äganderätt,6 rum,155 m²,N/A,N/A,970 m²,1994,39 900 kr/år,N/A,N/A,"Villa - Kynäs - Stuvsta, Huddinge kommun - Såld 18 december 2023",Stockholm,7 100 000 kr
N/A,7 495 000 kr,+155 000 kr (+2 %),Villa,Äganderätt,6 rum,164 m²,18 m²,N/A,898 m²,2004,39 200 kr/år,N/A,N/A,"Villa - Sjöängen, Huddinge kommun - Såld 16 december 2023",Stockholm,7 650 000 kr
N/A,5 495 000 kr,+205 000 kr (+4 %),Villa,Äganderätt,4 rum,112 m²,9 m²,N/A,1 470 m²,2008,44 895 kr/år,Ja,N/A,"Villa - Kvisslingby, Österåkers kommun - Såld 14 december 2023",Stockholm,5 700 000 kr
N/A,6 495 000 kr,+125 000 kr (+2 %),Villa,Äganderätt,4 rum,113 m²,N/A,N/A,1 254 m²,1966,58 540 kr/år,N/A,N/A,"Villa - Ekerö Närlunda, Ekerö kommun - Såld 14 december 2023",Stockholm,6 620 000 kr
N/A,9 490 000 kr,+360 000 kr (+4 %),Villa,Äganderätt,5 rum,201 m²,17 m²,N/A,710 m²,2011,35 372 kr/år,N/A,N/A,"Villa - Skälby, Järfälla kommun - Såld 14 december 2023",Stockholm,9 850 000 kr
N/A,6 995 000 kr,+205 000 kr (+3 %),Villa,Äganderätt,5 rum,123 m²,90 m²,N/A,999 m²,1996,49 768 kr/år,N/A,N/A,"Villa - Dalarö, Haninge kommun - Såld 13 december 2023",Stockholm,7 200 000 kr
N/A,16 500 000 kr,+4 100 000 kr (+25 %),Villa,Äganderätt,7 rum,187 m²,83 m²,N/A,1 159 m²,1929,12 000 kr/år,N/A,N/A,"Villa - Norra Djurgårdsstaden, Stockholms kommun - Såld 13 december 2023",Stockholm,20 600 000 kr
N/A,7 900 000 kr,+750 000 kr (+9 %),Villa,Äganderätt,5 rum,67 m²,73 m²,N/A,544 m²,1940,32 998 kr/år,N/A,N/A,"Villa - Tallkrogen, Stockholms kommun - Såld 13 december 2023",Stockholm,8 650 000 kr
N/A,7 495 000 kr,+505 000 kr (+7 %),Villa,Äganderätt,16 rum,387 m²,N/A,Ja,1 064 m²,N/A,21 400 kr/år,N/A,N/A,"Villa - Täby Kyrkby, Täby kommun - Såld 13 december 2023",Stockholm,8 000 000 kr
N/A,5 395 000 kr,+130 000 kr (+2 %),Villa,Äganderätt,5 rum,137 m²,N/A,N/A,158 m²,1969,34 902 kr/år,N/A,N/A,"Villa - Norra Sköndal, Stockholms kommun - Såld 12 december 2023",Stockholm,5 525 000 kr
N/A,2 700 000 kr,+375 000 kr (+14 %),Villa,Äganderätt,3 rum,100 m²,100 m²,N/A,1 737 m²,1955,N/A,N/A,N/A,"Villa - Vårsta, Botkyrka kommun - Såld 11 december 2023",Stockholm,3 075 000 kr
N/A,6 195 000 kr,+55 000 kr (+1 %),Villa,Äganderätt,5 rum,158 m²,N/A,N/A,1 205 m²,1992,22 389 kr/år,N/A,N/A,"Villa - Skärgårdsstad, Österåkers kommun - Såld 09 december 2023",Stockholm,6 250 000 kr
N/A,4 500 000 kr,+500 000 kr (+11 %),Villa,Äganderätt,6 rum,167 m²,29 m²,N/A,1 932 m²,N/A,39 792 kr/år,N/A,N/A,"Villa - Märsta - Odensala, Sigtuna kommun - Såld 08 december 2023",Stockholm,5 000 000 kr
N/A,6 475 000 kr,+325 000 kr (+5 %),Villa,Äganderätt,3 rum,71 m²,80 m²,N/A,535 m²,1933,36 187 kr/år,N/A,N/A,"Villa - Svedmyra, Stockholms kommun - Såld 06 december 2023",Stockholm,6 800 000 kr
N/A,6 295 000 kr,+205 000 kr (+3 %),Villa,Äganderätt,6 rum,180 m²,N/A,N/A,2 028 m²,2017,55 402 kr/år,Ja,N/A,"Villa - Färingsö, Ekerö kommun - Såld 06 december 2023",Stockholm,6 500 000 kr
N/A,2 595 000 kr,+105 000 kr (+4 %),Vinterbonat fritidshus,Äganderätt,5 rum,114 m²,6 m²,N/A,2 504 m²,1951,44 314 kr/år,N/A,N/A,"Vinterbonat fritidshus - Stavsnäs, Värmdö kommun - Såld 05 december 2023",Stockholm,2 700 000 kr
N/A,3 695 000 kr,+105 000 kr (+3 %),Villa,Äganderätt,4 rum,102 m²,8 m²,N/A,213 m²,1976,13 700 kr/år,Ja,N/A,"Villa - Ribby, Haninge kommun - Såld 05 december 2023",Stockholm,3 800 000 kr
N/A,5 595 000 kr,+205 000 kr (+4 %),Villa,Äganderätt,5 rum,129 m²,N/A,N/A,248 m²,1999,60 646 kr/år,Ja,N/A,"Villa - Sigtuna - Pilsbo, Sigtuna kommun - Såld 05 december 2023",Stockholm,5 800 000 kr
N/A,2 500 000 kr,+150 000 kr (+6 %),Villa,Äganderätt,3 rum,102 m²,11 m²,Ja,3 236 m²,1930,24 099 kr/år,Ja,N/A,"Villa - Mörtviken, Värmdö kommun - Såld 04 december 2023",Stockholm,2 650 000 kr
N/A,8 495 000 kr,+530 000 kr (+6 %),Villa,Äganderätt,"5,5 rum",105 m²,91 m²,N/A,690 m²,1955,N/A,N/A,N/A,"Villa - Bromma Kyrka, Stockholms kommun - Såld 04 december 2023",Stockholm,9 025 000 kr
N/A,6 775 000 kr,+125 000 kr (+2 %),Villa,Äganderätt,9 rum,199 m²,127 m²,N/A,924 m²,1973,31 000 kr/år,N/A,N/A,"Villa - Hässelby Södra Villastad, Stockholms kommun - Såld 04 december 2023",Stockholm,6 900 000 kr
N/A,2 500 000 kr,+1 000 000 kr (+40 %),Villa,Äganderätt,5 rum,72 m²,30 m²,N/A,1 954 m²,1957,29 279 kr/år,N/A,N/A,"Villa - Karlshill, Vaxholms kommun - Såld 03 december 2023",Stockholm,3 500 000 kr
N/A,15 900 000 kr,+200 000 kr (+1 %),Villa,Äganderätt,6 rum,175 m²,28 m²,N/A,1 079 m²,1942,N/A,N/A,N/A,"Villa - Islinge, Lidingö kommun - Såld 03 december 2023",Stockholm,16 100 000 kr
N/A,4 100 000 kr,+175 000 kr (+4 %),Villa,Äganderätt,5 rum,128 m²,82 m²,N/A,560 m²,1973,60 700 kr/år,N/A,N/A,"Villa - Fågelsången, Norrtälje kommun - Såld 01 december 2023",Stockholm,4 275 000 kr
N/A,8 950 000 kr,+300 000 kr (+3 %),Villa,Äganderätt,6 rum,150 m²,14 m²,N/A,1 854 m²,1997,37 350 kr/år,N/A,N/A,"Villa - Boo Gård, Nacka kommun - Såld 01 december 2023",Stockholm,9 250 000 kr
N/A,6 250 000 kr,+100 000 kr (+2 %),Villa,Äganderätt,4 rum,118 m²,N/A,N/A,900 m²,1999,54 688 kr/år,N/A,N/A,"Villa - Fornudden/Persudde, Tyresö kommun - Såld 30 november 2023",Stockholm,6 350 000 kr
N/A,7 975 000 kr,+725 000 kr (+9 %),Villa,Äganderätt,5 rum,140 m²,61 m²,N/A,1 551 m²,1942,20 951 kr/år,N/A,N/A,"Villa - Lahäll, Täby kommun - Såld 30 november 2023",Stockholm,8 700 000 kr
N/A,2 600 000 kr,+75 000 kr (+3 %),Villa,Äganderätt,2 rum,66 m²,2 m²,N/A,2 610 m²,1958,41 918 kr/år,N/A,N/A,"Villa - Enkärret, Värmdö kommun - Såld 30 november 2023",Stockholm,2 675 000 kr
N/A,2 250 000 kr,+680 000 kr (+30 %),Villa,Äganderätt,5 rum,126 m²,37 m²,N/A,1 008 m²,1960,N/A,N/A,N/A,"Villa - Rosersberg Villastad, Sigtuna kommun - Såld 30 november 2023",Stockholm,2 930 000 kr
N/A,9 300 000 kr,+375 000 kr (+4 %),Villa,Äganderätt,5 rum,91 m²,41 m²,N/A,526 m²,1942,47 568 kr/år,N/A,N/A,"Villa - Bromma - Nockebyhov, Stockholms kommun - Såld 29 november 2023",Stockholm,9 675 000 kr
N/A,3 950 000 kr,+150 000 kr (+4 %),Villa,Äganderätt,4 rum,72 m²,106 m²,N/A,1 172 m²,1939,53 434 kr/år,N/A,N/A,"Villa - Spånga - Bromsten, Stockholms kommun - Såld 29 november 2023",Stockholm,4 100 000 kr
N/A,5 900 000 kr,+700 000 kr (+12 %),Villa,Äganderätt,6 rum,122 m²,80 m²,N/A,600 m²,1975,54 145 kr/år,N/A,N/A,"Villa - Spånga Solhem, Stockholms kommun - Såld 29 november 2023",Stockholm,6 600 000 kr
N/A,2 495 000 kr,+305 000 kr (+12 %),Villa,Bostadsrätt,3 rum,48 m²,N/A,Ja,N/A,N/A,N/A,Ja,N/A,"Villa - Insjön, Nacka kommun - Såld 29 november 2023",Stockholm,2 800 000 kr
N/A,7 995 000 kr,+230 000 kr (+3 %),Villa,Äganderätt,9 rum,125 m²,122 m²,N/A,827 m²,1965,55 421 kr/år,N/A,N/A,"Villa - Närlunda, Ekerö kommun - Såld 29 november 2023",Stockholm,8 225 000 kr
