price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
25 300 kr/m²,2 650 000 kr,-120 000 kr (-5 %),Lägenhet,Bostadsrätt,4 rum,100 m²,N/A,Nej,N/A,2017,42 160 kr/år,Ja,N/A,"Lägenhet - Ösmo, Nynäshamns kommun - Såld 02 oktober 2023",Stockholm,2 530 000 kr
59 474 kr/m²,5 850 000 kr,-200 000 kr (-3 %),Lägenhet,Bostadsrätt,4 rum,95 m²,N/A,Ja,N/A,2011,11 796 kr/år,N/A,"4 av 7, hiss finns","Lägenhet - Bromma - Annedal, Stockholms kommun - Såld 02 oktober 2023",Stockholm,5 650 000 kr
62 500 kr/m²,3 750 000 kr,-125 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,58 m²,N/A,N/A,N/A,N/A,N/A,N/A,2,"Lägenhet - Liljeholmskajen, Stockholms kommun - Såld 02 oktober 2023",Stockholm,3 625 000 kr
62 069 kr/m²,5 495 000 kr,-95 000 kr (-2 %),Lägenhet,Bostadsrätt,"3,5 rum",87 m²,N/A,Nej,N/A,2003,8 400 kr/år,N/A,"2 av 7, hiss finns","Lägenhet - Hammarby Sjöstad, Stockholms kommun - Såld 02 oktober 2023",Stockholm,5 400 000 kr
70 015 kr/m²,4 795 000 kr,-195 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,"65,7 m²",N/A,Ja,N/A,1983,10 289 kr/år,N/A,"3 av 3, hiss finns","Lägenhet - Djursholm, Danderyds kommun - Såld 01 oktober 2023",Stockholm,4 600 000 kr
32 979 kr/m²,1 895 000 kr,-345 000 kr (-18 %),Lägenhet,Bostadsrätt,2 rum,47 m²,N/A,Ja,N/A,2019,8 282 kr/år,N/A,"8 av 13, hiss finns","Lägenhet - Vårsta, Botkyrka kommun - Såld 01 oktober 2023",Stockholm,1 550 000 kr
112 432 kr/m²,21 800 000 kr,-1 000 000 kr (-5 %),Lägenhet,Bostadsrätt,6 rum,185 m²,N/A,Ja,N/A,1906,39 600 kr/år,N/A,"5 av 6, hiss finns","Lägenhet - Kungsholmen - Rådhuset, Stockholms kommun - Såld 01 oktober 2023",Stockholm,20 800 000 kr
50 311 kr/m²,4 095 000 kr,-45 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,"80,5 m²",N/A,Ja,N/A,1962,10 620 kr/år,N/A,"10 av 10, hiss finns","Lägenhet - Västra skogen / Huvudsta, Solna kommun - Såld 01 oktober 2023",Stockholm,4 050 000 kr
47 468 kr/m²,7 750 000 kr,-250 000 kr (-3 %),Lägenhet,Bostadsrätt,6 rum,158 m²,N/A,Ja,N/A,1960,11 082 kr/år,N/A,"7 av 8, hiss finns","Lägenhet - Skytteholm, Solna kommun - Såld 01 oktober 2023",Stockholm,7 500 000 kr
16 867 kr/m²,1 495 000 kr,-95 000 kr (-6 %),Lägenhet,Bostadsrätt,3 rum,83 m²,N/A,Ja,N/A,1970,7 200 kr/år,N/A,"2 av 8, hiss finns","Lägenhet - Brandbergen, Haninge kommun - Såld 01 oktober 2023",Stockholm,1 400 000 kr
44 149 kr/m²,2 145 000 kr,-70 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,47 m²,N/A,Ja,N/A,2020,N/A,N/A,"3, hiss finns","Lägenhet - Bolinder Strand, Järfälla kommun - Såld 01 oktober 2023",Stockholm,2 075 000 kr
57 143 kr/m²,3 695 000 kr,-95 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,63 m²,N/A,Ja,N/A,2019,8 412 kr/år,N/A,"6 av 6, hiss finns","Lägenhet - Råsunda, Solna kommun - Såld 01 oktober 2023",Stockholm,3 600 000 kr
120 000 kr/m²,4 975 000 kr,-175 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,40 m²,N/A,Nej,N/A,1878,N/A,N/A,"1 av 2, hiss finns ej","Lägenhet - Östermalm - invid Strandvägen, Stockholms kommun - Såld 01 oktober 2023",Stockholm,4 800 000 kr
22 333 kr/m²,1 395 000 kr,-55 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,60 m²,N/A,Ja,N/A,1962,6 300 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Centrala Märsta, Sigtuna kommun - Såld 01 oktober 2023",Stockholm,1 340 000 kr
98 214 kr/m²,12 250 000 kr,-1 250 000 kr (-10 %),Lägenhet,Bostadsrätt,4 rum,112 m²,N/A,Ja,N/A,1884,6 900 kr/år,N/A,"4 av 5, hiss finns","Lägenhet - Vasastan, Stockholms kommun - Såld 01 oktober 2023",Stockholm,11 000 000 kr
60 870 kr/m²,1 495 000 kr,-95 000 kr (-6 %),Lägenhet,Bostadsrätt,1 rum,23 m²,N/A,N/A,N/A,2022,9 600 kr/år,Ja,"1, hiss finns","Lägenhet - Hässelby Norra Villastad, Stockholms kommun - Såld 30 september 2023",Stockholm,1 400 000 kr
65 366 kr/m²,2 695 000 kr,-15 000 kr (-1 %),Lägenhet,Bostadsrätt,2 rum,41 m²,N/A,Ja,N/A,N/A,3 000 kr/år,N/A,"4 av 8, hiss finns","Lägenhet - Tollare, Nacka kommun - Såld 30 september 2023",Stockholm,2 680 000 kr
31 005 kr/m²,2 600 000 kr,-70 000 kr (-3 %),Lägenhet,Bostadsrätt,3 rum,"81,6 m²",N/A,Ja,N/A,1965,9 660 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Lugnet, Värmdö kommun - Såld 30 september 2023",Stockholm,2 530 000 kr
26 970 kr/m²,2 095 000 kr,-315 000 kr (-15 %),Lägenhet,Bostadsrätt,3 rum,66 m²,N/A,Ja,N/A,1973,7 416 kr/år,N/A,"1 av 7, hiss finns","Lägenhet - Smedby, Upplands Väsby kommun - Såld 30 september 2023",Stockholm,1 780 000 kr
39 189 kr/m²,1 550 000 kr,-100 000 kr (-6 %),Lägenhet,Bostadsrätt,2 rum,37 m²,N/A,Ja,N/A,1975,3 240 kr/år,N/A,"1 av 11, hiss finns","Lägenhet - Flemingsberg, Huddinge kommun - Såld 30 september 2023",Stockholm,1 450 000 kr
28 302 kr/m²,1 695 000 kr,-195 000 kr (-12 %),Lägenhet,Bostadsrätt,2 rum,53 m²,N/A,N/A,N/A,N/A,N/A,N/A,1 av 3,"Lägenhet - Västergård, Södertälje kommun - Såld 30 september 2023",Stockholm,1 500 000 kr
43 636 kr/m²,2 475 000 kr,-75 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,55 m²,N/A,Ja,N/A,1952,3 800 kr/år,N/A,"1 av 4, hiss finns ej","Lägenhet - Stureby, Stockholms kommun - Såld 30 september 2023",Stockholm,2 400 000 kr
60 762 kr/m²,3 195 000 kr,-35 400 kr (-1 %),Lägenhet,Bostadsrätt,2 rum,52 m²,N/A,Ja,N/A,2023,6 360 kr/år,N/A,"3 av 7, hiss finns","Lägenhet - Roslags Näsby - RN3, Täby kommun - Såld 30 september 2023",Stockholm,3 159 600 kr
86 765 kr/m²,6 495 000 kr,-595 000 kr (-9 %),Lägenhet,Bostadsrätt,2 rum,68 m²,N/A,Ja,N/A,1909,6 994 kr/år,N/A,"1,5, hiss finns","Lägenhet - Södermalm, Stockholms kommun - Såld 29 september 2023",Stockholm,5 900 000 kr
38 062 kr/m²,1 450 000 kr,-350 000 kr (-24 %),Lägenhet,Bostadsrätt,"1,5 rum","28,9 m²",N/A,Ja,N/A,2016,N/A,N/A,"3 av 4, hiss finns","Lägenhet - Norra Uttran/Sandstugan, Botkyrka kommun - Såld 29 september 2023",Stockholm,1 100 000 kr
31 783 kr/m²,2 795 000 kr,-300 000 kr (-11 %),Lägenhet,Bostadsrätt,3 rum,"78,5 m²",N/A,Ja,N/A,2015,16 036 kr/år,N/A,"2 av 2, hiss finns","Lägenhet - Rikstens Friluftsstad, Botkyrka kommun - Såld 29 september 2023",Stockholm,2 495 000 kr
35 950 kr/m²,2 695 000 kr,-520 000 kr (-19 %),Lägenhet,Bostadsrätt,2 rum,"60,5 m²",N/A,Nej,N/A,1958,N/A,N/A,"7 av 9, hiss finns","Lägenhet - Näsbypark, Täby kommun - Såld 29 september 2023",Stockholm,2 175 000 kr
38 462 kr/m²,3 395 000 kr,-395 000 kr (-12 %),Lägenhet,Bostadsrätt,3 rum,78 m²,N/A,Ja,N/A,1970,8 000 kr/år,N/A,"3 av 6, hiss finns","Lägenhet - Helenelund, Sollentuna kommun - Såld 29 september 2023",Stockholm,3 000 000 kr
87 917 kr/m²,5 500 000 kr,-225 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,60 m²,N/A,N/A,N/A,1929,3 960 kr/år,N/A,N/A,"Lägenhet - Vasastan, Stockholms kommun - Såld 29 september 2023",Stockholm,5 275 000 kr
40 909 kr/m²,1 425 000 kr,-75 000 kr (-5 %),Lägenhet,Bostadsrätt,1 rum,33 m²,N/A,Nej,N/A,2016,2 480 kr/år,Ja,"1 av 4, hiss finns","Lägenhet - Jakobsberg - Söderdalen, Järfälla kommun - Såld 29 september 2023",Stockholm,1 350 000 kr
83 858 kr/m²,12 900 000 kr,-2 250 000 kr (-17 %),Lägenhet,Bostadsrätt,3 rum,127 m²,N/A,Ja,N/A,1926,N/A,N/A,"3 av 6, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 29 september 2023",Stockholm,10 650 000 kr
58 396 kr/m²,5 750 000 kr,-290 000 kr (-5 %),Lägenhet,Bostadsrätt,"4,5 rum","93,5 m²",N/A,Ja,N/A,2009,19 440 kr/år,N/A,"2 av 4, hiss finns","Lägenhet - Silverdal, Sollentuna kommun - Såld 29 september 2023",Stockholm,5 460 000 kr
55 556 kr/m²,3 295 000 kr,-95 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,"57,6 m²",N/A,Ja,N/A,1964,5 100 kr/år,N/A,"6 av 7, hiss finns","Lägenhet - Mörby Centrum, Danderyds kommun - Såld 29 september 2023",Stockholm,3 200 000 kr
62 500 kr/m²,2 995 000 kr,-245 000 kr (-8 %),Lägenhet,Bostadsrätt,2 rum,44 m²,N/A,Nej,N/A,2017,6 840 kr/år,N/A,"6 av 8, hiss finns","Lägenhet - Nacka Strand, Nacka kommun - Såld 29 september 2023",Stockholm,2 750 000 kr
43 224 kr/m²,2 895 000 kr,-120 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,"64,2 m²",N/A,Ja,N/A,1983,N/A,N/A,"1 av 7, hiss finns","Lägenhet - Huvudsta, Solna kommun - Såld 29 september 2023",Stockholm,2 775 000 kr
74 118 kr/m²,6 795 000 kr,-495 000 kr (-7 %),Lägenhet,Bostadsrätt,3 rum,85 m²,N/A,Ja,N/A,2003,9 000 kr/år,N/A,"2 av 4, hiss finns","Lägenhet - Hammarby Sjöstad, Stockholms kommun - Såld 29 september 2023",Stockholm,6 300 000 kr
27 377 kr/m²,1 695 000 kr,-25 000 kr (-1 %),Lägenhet,Bostadsrätt,2 rum,61 m²,N/A,Ja,N/A,1967,3 600 kr/år,N/A,"5 av 5, hiss finns","Lägenhet - Visättra, Huddinge kommun - Såld 29 september 2023",Stockholm,1 670 000 kr
62 662 kr/m²,4 950 000 kr,-125 000 kr (-3 %),Lägenhet,Bostadsrätt,3 rum,77 m²,N/A,Ja,N/A,2002,N/A,N/A,"3 av 6, hiss finns","Lägenhet - Hammarby Sjöstad, Stockholms kommun - Såld 29 september 2023",Stockholm,4 825 000 kr
27 504 kr/m²,1 795 000 kr,-120 000 kr (-7 %),Lägenhet,Bostadsrätt,2 rum,"60,9 m²",N/A,Ja,N/A,1991,6 000 kr/år,N/A,"2 av 2, hiss finns ej","Lägenhet - Södra Haga, Vallentuna kommun - Såld 29 september 2023",Stockholm,1 675 000 kr
23 932 kr/m²,1 595 000 kr,-195 000 kr (-12 %),Lägenhet,Bostadsrätt,2 rum,"58,5 m²",N/A,Ja,N/A,1971-1974,N/A,N/A,"4 av 7, hiss finns","Lägenhet - Norra Botkyrka, Botkyrka kommun - Såld 29 september 2023",Stockholm,1 400 000 kr
67 416 kr/m²,6 950 000 kr,-950 000 kr (-14 %),Lägenhet,Bostadsrätt,4 rum,89 m²,N/A,Ja,N/A,N/A,6 960 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Bromma - Abrahamsberg, Stockholms kommun - Såld 29 september 2023",Stockholm,6 000 000 kr
89 286 kr/m²,18 000 000 kr,-1 750 000 kr (-10 %),Lägenhet,Bostadsrätt,5 rum,182 m²,N/A,Ja,N/A,2000,24 000 kr/år,N/A,"5 av 5, hiss finns","Lägenhet - Gåshaga Pirar, Lidingö kommun - Såld 29 september 2023",Stockholm,16 250 000 kr
19 531 kr/m²,1 495 000 kr,-245 000 kr (-16 %),Lägenhet,Bostadsrätt,2 rum,64 m²,N/A,Ja,N/A,1962,7 020 kr/år,N/A,"1 av 3, hiss finns ej","Lägenhet - Tungelsta, Haninge kommun - Såld 29 september 2023",Stockholm,1 250 000 kr
12 500 kr/m²,1 880 000 kr,-330 000 kr (-18 %),Lägenhet,Bostadsrätt,5 rum,124 m²,N/A,Ja,N/A,1973,3 724 kr/år,Ja,N/A,"Lägenhet - Hovsjö, Södertälje kommun - Såld 29 september 2023",Stockholm,1 550 000 kr
34 949 kr/m²,3 495 000 kr,-70 000 kr (-2 %),Lägenhet,Bostadsrätt,4 rum,98 m²,N/A,Ja,N/A,2010,4 398 kr/år,N/A,"2 av 3, hiss finns","Lägenhet - Åkersberga Centralt, Österåkers kommun - Såld 29 september 2023",Stockholm,3 425 000 kr
51 351 kr/m²,3 895 000 kr,-95 000 kr (-2 %),Lägenhet,Bostadsrätt,4 rum,74 m²,N/A,Ja,N/A,1966,5 784 kr/år,N/A,"4 av 6, hiss finns","Lägenhet - Larsberg, Lidingö kommun - Såld 29 september 2023",Stockholm,3 800 000 kr
47 414 kr/m²,2 995 000 kr,-245 000 kr (-8 %),Lägenhet,Bostadsrätt,2 rum,58 m²,N/A,N/A,N/A,1964,11 832 kr/år,N/A,"1 av 7, hiss finns","Lägenhet - Mörbyskogen, Danderyds kommun - Såld 29 september 2023",Stockholm,2 750 000 kr
30 769 kr/m²,2 595 000 kr,-195 000 kr (-8 %),Lägenhet,Bostadsrätt,4 rum,78 m²,N/A,Ja,N/A,1960,9 200 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Centrala Huddinge, Huddinge kommun - Såld 29 september 2023",Stockholm,2 400 000 kr
21 023 kr/m²,1 875 000 kr,-25 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,88 m²,N/A,Ja,N/A,1967,5 700 kr/år,N/A,N/A,"Lägenhet - Skogås, Huddinge kommun - Såld 29 september 2023",Stockholm,1 850 000 kr
23 300 kr/m²,1 395 000 kr,-230 000 kr (-16 %),Lägenhet,Bostadsrätt,2 rum,50 m²,N/A,N/A,N/A,2006,3 600 kr/år,N/A,"1 av 1, hiss finns ej","Lägenhet - Nickstaviken, Nynäshamns kommun - Såld 29 september 2023",Stockholm,1 165 000 kr
39 423 kr/m²,4 295 000 kr,-195 000 kr (-5 %),Lägenhet,Bostadsrätt,4 rum,104 m²,N/A,N/A,N/A,2008,6 600 kr/år,N/A,"3 av 4, hiss finns","Lägenhet - Huddinge, Huddinge kommun - Såld 29 september 2023",Stockholm,4 100 000 kr
46 000 kr/m²,2 450 000 kr,-150 000 kr (-6 %),Lägenhet,Bostadsrätt,2 rum,50 m²,N/A,Ja,N/A,2019,5 177 kr/år,N/A,"3 av 4, hiss finns","Lägenhet - Barkarbystaden, Järfälla kommun - Såld 29 september 2023",Stockholm,2 300 000 kr
38 654 kr/m²,2 400 000 kr,-390 000 kr (-16 %),Lägenhet,Bostadsrätt,2 rum,52 m²,N/A,Ja,N/A,2020,2 700 kr/år,N/A,"1 av 4, hiss finns","Lägenhet - Centrala Väsby, Upplands Väsby kommun - Såld 29 september 2023",Stockholm,2 010 000 kr
63 548 kr/m²,1 990 000 kr,-20 000 kr (-1 %),Lägenhet,Bostadsrätt,1 rum,31 m²,N/A,Ja,N/A,N/A,N/A,N/A,N/A,"Lägenhet - Blackeberg, Stockholms kommun - Såld 29 september 2023",Stockholm,1 970 000 kr
86 885 kr/m²,5 500 000 kr,-200 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,61 m²,N/A,N/A,N/A,1988,N/A,N/A,5 av 5,"Lägenhet - Södermalm, Stockholms kommun - Såld 29 september 2023",Stockholm,5 300 000 kr
38 537 kr/m²,3 295 000 kr,-135 000 kr (-4 %),Lägenhet,Bostadsrätt,4 rum,82 m²,N/A,Nej,N/A,2013,9 400 kr/år,Ja,N/A,"Lägenhet - Högdalen, Stockholms kommun - Såld 29 september 2023",Stockholm,3 160 000 kr
123 333 kr/m²,11 500 000 kr,-400 000 kr (-3 %),Lägenhet,Bostadsrätt,3 rum,90 m²,N/A,Ja,N/A,1914,12 600 kr/år,N/A,"2 av 5, hiss finns","Lägenhet - Vasastan, Stockholms kommun - Såld 29 september 2023",Stockholm,11 100 000 kr
53 529 kr/m²,3 695 000 kr,-55 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,68 m²,N/A,Ja,N/A,2023,14 148 kr/år,N/A,"3 av 4, hiss finns","Lägenhet - Täby Park, Täby kommun - Såld 29 september 2023",Stockholm,3 640 000 kr
96 000 kr/m²,9 975 000 kr,-375 000 kr (-4 %),Lägenhet,Bostadsrätt,4 rum,100 m²,N/A,Ja,N/A,2018,N/A,N/A,"1 av 3, hiss finns","Lägenhet - Gärdet, Stockholms kommun - Såld 29 september 2023",Stockholm,9 600 000 kr
72 414 kr/m²,4 450 000 kr,-250 000 kr (-6 %),Lägenhet,Bostadsrätt,3 rum,58 m²,N/A,Ja,N/A,1943,7 200 kr/år,N/A,"1,5 av 7, hiss finns","Lägenhet - Gärdet, Stockholms kommun - Såld 29 september 2023",Stockholm,4 200 000 kr
40 432 kr/m²,3 395 000 kr,-120 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,81 m²,N/A,N/A,N/A,1961,N/A,N/A,"6 av 10, hiss finns","Lägenhet - Näsbypark, Täby kommun - Såld 29 september 2023",Stockholm,3 275 000 kr
28 188 kr/m²,2 195 000 kr,-95 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,"74,5 m²",N/A,Ja,N/A,1984,N/A,N/A,"4 av 6, hiss finns","Lägenhet - Handen, Haninge kommun - Såld 29 september 2023",Stockholm,2 100 000 kr
80 503 kr/m²,6 495 000 kr,-95 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,"79,5 m²",N/A,Ja,N/A,2004,7 500 kr/år,N/A,"2 av 6, hiss finns","Lägenhet - Lilla Essingen, Stockholms kommun - Såld 29 september 2023",Stockholm,6 400 000 kr
118 841 kr/m²,8 450 000 kr,-250 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,69 m²,N/A,Ja,N/A,N/A,N/A,N/A,1 av 4,"Lägenhet - Vid Strandvägen, Stockholms kommun - Såld 29 september 2023",Stockholm,8 200 000 kr
94 624 kr/m²,4 500 000 kr,-100 000 kr (-2 %),Lägenhet,Bostadsrätt,"1,5 rum","46,5 m²",N/A,N/A,N/A,1992,6 600 kr/år,Ja,"1 av 7, hiss finns","Lägenhet - Vasastan, Stockholms kommun - Såld 29 september 2023",Stockholm,4 400 000 kr
25 000 kr/m²,899 500 kr,-49 500 kr (-6 %),Lägenhet,Bostadsrätt,1 rum,34 m²,N/A,Nej,N/A,1971,3 600 kr/år,N/A,"2, hiss finns","Lägenhet - Brandbergen, Haninge kommun - Såld 29 september 2023",Stockholm,850 000 kr
51 829 kr/m²,4 495 000 kr,-245 000 kr (-5 %),Lägenhet,Bostadsrätt,3 rum,82 m²,N/A,Ja,N/A,1992,7 000 kr/år,N/A,"2 av 3, hiss finns","Lägenhet - Årsta, Stockholms kommun - Såld 28 september 2023",Stockholm,4 250 000 kr
110 169 kr/m²,14 500 000 kr,-1 500 000 kr (-10 %),Lägenhet,Bostadsrätt,4 rum,118 m²,N/A,Ja,N/A,N/A,16 556 kr/år,N/A,"2 av 6, hiss finns","Lägenhet - Östermalm, Stockholms kommun - Såld 28 september 2023",Stockholm,13 000 000 kr
38 779 kr/m²,2 650 000 kr,-110 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,"65,5 m²",N/A,Nej,N/A,2012,7 440 kr/år,Ja,N/A,"Lägenhet - Sollentuna Edsängen, Sollentuna kommun - Såld 28 september 2023",Stockholm,2 540 000 kr
50 000 kr/m²,3 995 000 kr,-145 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,77 m²,N/A,Ja,N/A,1951,11 500 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Bromma Mariehäll, Stockholms kommun - Såld 28 september 2023",Stockholm,3 850 000 kr
38 710 kr/m²,3 750 000 kr,-150 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,93 m²,N/A,Ja,N/A,2011-2012,3 705 kr/år,Ja,"3 av 5, hiss finns","Lägenhet - Trehörningen, Nynäshamns kommun - Såld 28 september 2023",Stockholm,3 600 000 kr
39 728 kr/m²,2 995 000 kr,-75 000 kr (-3 %),Lägenhet,Bostadsrätt,3 rum,"73,5 m²",N/A,Ja,N/A,2018,4 440 kr/år,N/A,"3 av 4, hiss finns","Lägenhet - Barkarbystaden, Järfälla kommun - Såld 28 september 2023",Stockholm,2 920 000 kr
49 315 kr/m²,3 795 000 kr,-195 000 kr (-5 %),Lägenhet,Bostadsrätt,3 rum,73 m²,N/A,Ja,N/A,1961,7 800 kr/år,N/A,"4, hiss finns","Lägenhet - Skytteholm, Solna kommun - Såld 28 september 2023",Stockholm,3 600 000 kr
54 000 kr/m²,3 800 000 kr,-20 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,70 m²,N/A,Ja,N/A,1960,N/A,N/A,"2 av 3, hiss finns ej","Lägenhet - Näset, Lidingö kommun - Såld 28 september 2023",Stockholm,3 780 000 kr
36 957 kr/m²,4 495 000 kr,-245 000 kr (-5 %),Lägenhet,Bostadsrätt,4 rum,115 m²,N/A,Ja,N/A,2016,11 000 kr/år,Ja,"2 av 3, hiss finns ej","Lägenhet - Rönninge, Salems kommun - Såld 28 september 2023",Stockholm,4 250 000 kr
45 578 kr/m²,3 395 000 kr,-45 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,"73,5 m²",N/A,Ja,N/A,2017,6 960 kr/år,N/A,"6 av 6, hiss finns","Lägenhet - Norrboda, Upplands-Bro kommun - Såld 28 september 2023",Stockholm,3 350 000 kr
81 579 kr/m²,3 295 000 kr,-195 000 kr (-6 %),Lägenhet,Bostadsrätt,1 rum,38 m²,N/A,Ja,N/A,1935,6 600 kr/år,N/A,"1 av 6, hiss finns","Lägenhet - Kungsholmen, Stockholms kommun - Såld 28 september 2023",Stockholm,3 100 000 kr
138 191 kr/m²,30 000 000 kr,-2 500 000 kr (-8 %),Lägenhet,Bostadsrätt,"6,5 rum",199 m²,N/A,Ja,N/A,1929,N/A,N/A,"5 av 6, hiss finns","Lägenhet - Kungsholmen - Norr Mälarstrand, Stockholms kommun - Såld 28 september 2023",Stockholm,27 500 000 kr
23 670 kr/m²,2 295 000 kr,-70 000 kr (-3 %),Lägenhet,Bostadsrätt,4 rum,94 m²,N/A,Ja,N/A,1967,N/A,N/A,"2 av 3, hiss finns ej","Lägenhet - Vendelsö, Haninge kommun - Såld 28 september 2023",Stockholm,2 225 000 kr
47 386 kr/m²,3 695 000 kr,-70 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,"76,5 m²",N/A,N/A,N/A,2018,8 141 kr/år,N/A,"0 av 3, hiss finns","Lägenhet - Rönninge, Salems kommun - Såld 28 september 2023",Stockholm,3 625 000 kr
80 921 kr/m²,6 250 000 kr,-100 000 kr (-2 %),Lägenhet,Bostadsrätt,4 rum,76 m²,N/A,N/A,N/A,2014,12 500 kr/år,Ja,"1 av 7, hiss finns","Lägenhet - Norra Djurgårdsstaden, Stockholms kommun - Såld 28 september 2023",Stockholm,6 150 000 kr
46 897 kr/m²,3 945 000 kr,-545 000 kr (-14 %),Lägenhet,Bostadsrätt,3 rum,"72,5 m²",N/A,Ja,N/A,2017,N/A,N/A,"4 av 4, hiss finns","Lägenhet - Barkarbystaden, Järfälla kommun - Såld 28 september 2023",Stockholm,3 400 000 kr
26 869 kr/m²,2 950 000 kr,-75 000 kr (-3 %),Lägenhet,Bostadsrätt,4 rum,107 m²,N/A,N/A,N/A,2020,22 200 kr/år,Ja,N/A,"Lägenhet - Björnövik, Norrtälje kommun - Såld 28 september 2023",Stockholm,2 875 000 kr
83 158 kr/m²,1 595 000 kr,-15 000 kr (-1 %),Lägenhet,Bostadsrätt,1 rum,19 m²,N/A,N/A,N/A,1951,6 000 kr/år,N/A,2,"Lägenhet - Enskde - Gubbängen, Stockholms kommun - Såld 28 september 2023",Stockholm,1 580 000 kr
90 230 kr/m²,7 995 000 kr,-145 000 kr (-2 %),Lägenhet,Bostadsrätt,4 rum,87 m²,N/A,Ja,N/A,1940,9 960 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Bromma - Smedslätten, Stockholms kommun - Såld 28 september 2023",Stockholm,7 850 000 kr
16 250 kr/m²,1 350 000 kr,-50 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,80 m²,N/A,N/A,N/A,N/A,4 668 kr/år,N/A,"2 av 2, hiss finns ej","Lägenhet - Brandbergen, Haninge kommun - Såld 28 september 2023",Stockholm,1 300 000 kr
68 000 kr/m²,1 795 000 kr,-95 000 kr (-5 %),Lägenhet,Bostadsrätt,1 rum,25 m²,N/A,N/A,N/A,N/A,6 000 kr/år,N/A,"1, hiss finns","Lägenhet - Enskede - Gubbängen, Stockholms kommun - Såld 28 september 2023",Stockholm,1 700 000 kr
118 688 kr/m²,9 995 000 kr,-500 000 kr (-5 %),Lägenhet,Bostadsrätt,3 rum,80 m²,8 m²,N/A,N/A,1864,8 076 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Vasastan, Stockholms kommun - Såld 28 september 2023",Stockholm,9 495 000 kr
61 111 kr/m²,2 795 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,45 m²,N/A,Ja,N/A,N/A,10 188 kr/år,N/A,"8 av 8, hiss finns","Lägenhet - Fruängen, Stockholms kommun - Såld 28 september 2023",Stockholm,2 750 000 kr
143 791 kr/m²,23 900 000 kr,-1 900 000 kr (-8 %),Lägenhet,Bostadsrätt,5 rum,153 m²,N/A,Ja,N/A,1902,14 800 kr/år,N/A,"2 av 4, hiss finns","Lägenhet - Östermalm, Stockholms kommun - Såld 28 september 2023",Stockholm,22 000 000 kr
64 286 kr/m²,5 695 000 kr,-295 000 kr (-5 %),Lägenhet,Bostadsrätt,3 rum,84 m²,N/A,Ja,N/A,2003,1 440 kr/år,N/A,"4 av 8, hiss finns","Lägenhet - Hammarby Sjöstad, Stockholms kommun - Såld 28 september 2023",Stockholm,5 400 000 kr
31 361 kr/m²,2 895 000 kr,-245 000 kr (-8 %),Lägenhet,Bostadsrätt,4 rum,"84,5 m²",N/A,Ja,N/A,2007,7 040 kr/år,N/A,N/A,"Lägenhet - Centrala Handen - Folkparken, Haninge kommun - Såld 28 september 2023",Stockholm,2 650 000 kr
70 833 kr/m²,3 495 000 kr,-95 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,48 m²,N/A,Ja,N/A,1936,6 800 kr/år,N/A,"2 av 5, hiss finns","Lägenhet - Lilla Essingen, Stockholms kommun - Såld 28 september 2023",Stockholm,3 400 000 kr
