price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
48 913 kr/m²,2 375 000 kr,-125 000 kr (-5 %),Lägenhet,Bostadsrätt,2 rum,46 m²,N/A,Ja,N/A,2020,7 260 kr/år,N/A,"3, hiss finns","Lägenhet - Bolinder Strand, Järfälla kommun - Såld 17 november 2023",Stockholm,2 250 000 kr
85 294 kr/m²,2 995 000 kr,-95 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,34 m²,N/A,N/A,N/A,1931,10 080 kr/år,N/A,"1, hiss finns ej","Lägenhet - Fredhäll, Stockholms kommun - Såld 17 november 2023",Stockholm,2 900 000 kr
24 837 kr/m²,2 095 000 kr,-195 000 kr (-9 %),Lägenhet,Bostadsrätt,4 rum,"76,5 m²",N/A,Ja,N/A,1978,N/A,N/A,"2 av 2, hiss finns ej","Lägenhet - Kista, Stockholms kommun - Såld 17 november 2023",Stockholm,1 900 000 kr
63 036 kr/m²,5 695 000 kr,-400 000 kr (-7 %),Lägenhet,Bostadsrätt,4 rum,84 m²,N/A,Ja,N/A,2019,12 252 kr/år,N/A,"10 av 16, hiss finns","Lägenhet - Årstaberg, Stockholms kommun - Såld 17 november 2023",Stockholm,5 295 000 kr
81 696 kr/m²,7 995 000 kr,-95 000 kr (-1 %),Lägenhet,Bostadsrätt,4 rum,"96,7 m²",N/A,Ja,N/A,2002,9 600 kr/år,N/A,"1 av 4, hiss finns","Lägenhet - Hammarby Sjöstad, Stockholms kommun - Såld 17 november 2023",Stockholm,7 900 000 kr
31 250 kr/m²,3 150 000 kr,-150 000 kr (-5 %),Lägenhet,Bostadsrätt,4 rum,96 m²,N/A,N/A,N/A,1962,6 600 kr/år,N/A,"1 av 10, hiss finns","Lägenhet - Grindtorp, Täby kommun - Såld 17 november 2023",Stockholm,3 000 000 kr
61 429 kr/m²,4 795 000 kr,-495 000 kr (-10 %),Lägenhet,Bostadsrätt,2 rum,70 m²,N/A,Ja,N/A,1994,4 800 kr/år,N/A,"3, hiss finns","Lägenhet - Nacka Strand, Nacka kommun - Såld 17 november 2023",Stockholm,4 300 000 kr
52 525 kr/m²,5 500 000 kr,-300 000 kr (-5 %),Lägenhet,Bostadsrätt,5 rum,99 m²,N/A,N/A,N/A,2015,12 876 kr/år,N/A,"4 av 4, hiss finns","Lägenhet - Beckomberga, Stockholms kommun - Såld 17 november 2023",Stockholm,5 200 000 kr
33 222 kr/m²,1 595 000 kr,-100 000 kr (-6 %),Lägenhet,Bostadsrätt,2 rum,45 m²,N/A,Ja,N/A,N/A,2 400 kr/år,N/A,"3 av 3, hiss finns","Lägenhet - Centrala Handen, Haninge kommun - Såld 17 november 2023",Stockholm,1 495 000 kr
44 262 kr/m²,2 795 000 kr,-95 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,61 m²,N/A,N/A,N/A,1947,9 480 kr/år,N/A,"3, hiss finns ej","Lägenhet - Lilla Alby, Sundbybergs kommun - Såld 17 november 2023",Stockholm,2 700 000 kr
59 868 kr/m²,2 495 000 kr,-220 000 kr (-9 %),Lägenhet,Bostadsrätt,2 rum,38 m²,N/A,Ja,N/A,2018,6 408 kr/år,N/A,"3 av 4, hiss finns","Lägenhet - Täby Centrum, Täby kommun - Såld 17 november 2023",Stockholm,2 275 000 kr
N/A,2 395 000 kr,-325 000 kr (-14 %),Lägenhet,Äganderätt,1 rum,N/A,N/A,Nej,N/A,N/A,9 360 kr/år,N/A,N/A,"Lägenhet - Älvsjöstaden, Stockholms kommun - Såld 17 november 2023",Stockholm,2 070 000 kr
41 489 kr/m²,2 495 000 kr,-545 000 kr (-22 %),Lägenhet,Bostadsrätt,2 rum,47 m²,N/A,Nej,N/A,1934,N/A,N/A,N/A,"Lägenhet - Bromma - Norra Ängby, Stockholms kommun - Såld 17 november 2023",Stockholm,1 950 000 kr
110 526 kr/m²,10 750 000 kr,-250 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,95 m²,N/A,N/A,N/A,1906,8 400 kr/år,N/A,"5 av 6, hiss finns","Lägenhet - Vasastan, Stockholms kommun - Såld 17 november 2023",Stockholm,10 500 000 kr
27 273 kr/m²,1 875 000 kr,-75 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,66 m²,N/A,Ja,N/A,1973,N/A,N/A,"5 av 7, hiss finns","Lägenhet - Centrala Väsby, Upplands Väsby kommun - Såld 17 november 2023",Stockholm,1 800 000 kr
80 178 kr/m²,6 995 000 kr,-220 000 kr (-3 %),Lägenhet,Bostadsrätt,3 rum,"84,5 m²",N/A,Ja,N/A,2009,11 475 kr/år,N/A,"2 av 7, hiss finns","Lägenhet - Vasastan Norrmalm, Stockholms kommun - Såld 17 november 2023",Stockholm,6 775 000 kr
69 388 kr/m²,3 675 000 kr,-275 000 kr (-7 %),Lägenhet,Bostadsrätt,2 rum,49 m²,N/A,Nej,N/A,1968,7 800 kr/år,N/A,N/A,"Lägenhet - Södermalm, Stockholms kommun - Såld 17 november 2023",Stockholm,3 400 000 kr
78 571 kr/m²,2 995 000 kr,-245 000 kr (-8 %),Lägenhet,Bostadsrätt,1 rum,35 m²,N/A,Ja,N/A,2023,9 360 kr/år,N/A,"2 av 9, hiss finns","Lägenhet - Karolinska / Hagastaden, Solna kommun - Såld 17 november 2023",Stockholm,2 750 000 kr
111 792 kr/m²,5 995 000 kr,-70 000 kr (-1 %),Lägenhet,Bostadsrätt,2 rum,53 m²,N/A,Nej,N/A,1898,6 996 kr/år,N/A,"0,5, hiss finns","Lägenhet - Östermalm, Stockholms kommun - Såld 17 november 2023",Stockholm,5 925 000 kr
39 761 kr/m²,1 995 000 kr,-500 000 kr (-25 %),Lägenhet,Bostadsrätt,2 rum,"37,6 m²",N/A,Nej,N/A,2012,5 496 kr/år,Ja,N/A,"Lägenhet - Skarpäng, Täby kommun - Såld 17 november 2023",Stockholm,1 495 000 kr
118 210 kr/m²,10 450 000 kr,-875 000 kr (-8 %),Lägenhet,Andel i bostadsförening,3 rum,81 m²,N/A,Nej,N/A,1880,7 000 kr/år,N/A,"0,5 av 3, hiss finns","Lägenhet - Östermalm, Stockholms kommun - Såld 17 november 2023",Stockholm,9 575 000 kr
74 468 kr/m²,3 795 000 kr,-295 000 kr (-8 %),Lägenhet,Bostadsrätt,2 rum,47 m²,N/A,Nej,N/A,N/A,N/A,N/A,N/A,"Lägenhet - Gröndal, Stockholms kommun - Såld 17 november 2023",Stockholm,3 500 000 kr
100 877 kr/m²,5 795 000 kr,-45 000 kr (-1 %),Lägenhet,Bostadsrätt,2 rum,57 m²,N/A,Ja,N/A,1938,8 000 kr/år,N/A,"6 av 8, hiss finns","Lägenhet - Gärdet, Stockholms kommun - Såld 17 november 2023",Stockholm,5 750 000 kr
78 175 kr/m²,4 995 000 kr,-70 000 kr (-1 %),Lägenhet,Bostadsrätt,"2,5 rum",63 m²,N/A,Ja,N/A,2012,N/A,N/A,"2 av 6, hiss finns","Lägenhet - Hammarby Sjöstad, Stockholms kommun - Såld 17 november 2023",Stockholm,4 925 000 kr
29 793 kr/m²,2 390 000 kr,-90 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,"77,2 m²",N/A,Ja,N/A,1958,4 200 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Centrala Haninge, Haninge kommun - Såld 17 november 2023",Stockholm,2 300 000 kr
61 607 kr/m²,3 595 000 kr,-145 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,56 m²,N/A,Ja,N/A,2019,10 200 kr/år,N/A,"1, hiss finns","Lägenhet - Råsunda, Solna kommun - Såld 16 november 2023",Stockholm,3 450 000 kr
101 600 kr/m²,13 500 000 kr,-800 000 kr (-6 %),Lägenhet,Bostadsrätt,"4,5 rum",125 m²,N/A,Ja,N/A,1924,6 600 kr/år,N/A,N/A,"Lägenhet - Högalid, Stockholms kommun - Såld 16 november 2023",Stockholm,12 700 000 kr
57 073 kr/m²,6 000 000 kr,-150 000 kr (-3 %),Lägenhet,Bostadsrätt,4 rum,"102,5 m²",N/A,Ja,N/A,1960,10 000 kr/år,N/A,"11 av 14, hiss finns","Lägenhet - Näsby Park, Täby kommun - Såld 16 november 2023",Stockholm,5 850 000 kr
19 841 kr/m²,1 295 000 kr,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,63 m²,N/A,N/A,N/A,1967,2 400 kr/år,N/A,2 av 2,"Lägenhet - Västerhaninge, Haninge kommun - Såld 16 november 2023",Stockholm,1 250 000 kr
48 163 kr/m²,1 195 000 kr,-15 000 kr (-1 %),Lägenhet,Bostadsrätt,1 rum,"24,5 m²",N/A,N/A,N/A,N/A,N/A,N/A,3 av 3,"Lägenhet - Haninge, Haninge kommun - Såld 16 november 2023",Stockholm,1 180 000 kr
65 313 kr/m²,5 950 000 kr,-725 000 kr (-12 %),Lägenhet,Bostadsrätt,3 rum,80 m²,N/A,Ja,N/A,1996,13 800 kr/år,N/A,"1 av 4, hiss finns","Lägenhet - Södermalm, Stockholms kommun - Såld 16 november 2023",Stockholm,5 225 000 kr
23 567 kr/m²,1 895 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,"78,5 m²",N/A,N/A,N/A,1971-1972,1 200 kr/år,Ja,N/A,"Lägenhet - Botkyrka-Hallunda, Botkyrka kommun - Såld 16 november 2023",Stockholm,1 850 000 kr
30 921 kr/m²,2 495 000 kr,-145 000 kr (-6 %),Lägenhet,Bostadsrätt,4 rum,76 m²,N/A,Nej,N/A,1984,8 400 kr/år,Ja,"1, hiss finns ej","Lägenhet - Carlslund, Upplands Väsby kommun - Såld 16 november 2023",Stockholm,2 350 000 kr
55 682 kr/m²,4 995 000 kr,-95 000 kr (-2 %),Lägenhet,Bostadsrätt,4 rum,88 m²,N/A,Ja,N/A,2010,5 268 kr/år,N/A,"1 av 5, hiss finns","Lägenhet - Järvastaden, Solna kommun - Såld 16 november 2023",Stockholm,4 900 000 kr
28 571 kr/m²,2 495 000 kr,-695 000 kr (-28 %),Lägenhet,Bostadsrätt,2 rum,63 m²,N/A,Ja,N/A,2012,6 360 kr/år,N/A,"1 av 4, hiss finns","Lägenhet - Bergvik, Södertälje kommun - Såld 16 november 2023",Stockholm,1 800 000 kr
28 116 kr/m²,1 975 000 kr,-35 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,69 m²,N/A,Ja,N/A,1961,7 800 kr/år,N/A,"2 av 4, hiss finns ej","Lägenhet - Jakobsberg, Järfälla kommun - Såld 16 november 2023",Stockholm,1 940 000 kr
60 455 kr/m²,2 160 000 kr,-165 000 kr (-8 %),Lägenhet,Bostadsrätt,1 rum,33 m²,N/A,Ja,N/A,2020-2023,N/A,N/A,"8 av 13, hiss finns","Lägenhet - Bredäng., Stockholms kommun - Såld 16 november 2023",Stockholm,1 995 000 kr
43 750 kr/m²,2 195 000 kr,-95 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,48 m²,N/A,Ja,N/A,1970,N/A,N/A,"1 av 3, hiss finns ej","Lägenhet - Solberga, Stockholms kommun - Såld 16 november 2023",Stockholm,2 100 000 kr
45 875 kr/m²,1 950 000 kr,-115 000 kr (-6 %),Lägenhet,Bostadsrätt,1 rum,40 m²,N/A,Ja,N/A,N/A,3 780 kr/år,N/A,"3 av 4, hiss finns","Lägenhet - Åkersberga, Österåkers kommun - Såld 16 november 2023",Stockholm,1 835 000 kr
37 931 kr/m²,1 695 000 kr,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,1 rum,"43,5 m²",N/A,Ja,N/A,1988,27 kr/år,N/A,"2 av 5, hiss finns","Lägenhet - Tullinge, Botkyrka kommun - Såld 16 november 2023",Stockholm,1 650 000 kr
87 407 kr/m²,11 950 000 kr,-150 000 kr (-1 %),Lägenhet,Äganderätt,5 rum,135 m²,N/A,Ja,N/A,2016,32 314 kr/år,N/A,"4 av 5, hiss finns","Lägenhet - Dalénum, Lidingö kommun - Såld 16 november 2023",Stockholm,11 800 000 kr
67 188 kr/m²,2 195 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,32 m²,N/A,Ja,N/A,1962,6 000 kr/år,N/A,"1 av 9, hiss finns","Lägenhet - Årsta, Stockholms kommun - Såld 16 november 2023",Stockholm,2 150 000 kr
19 753 kr/m²,1 745 000 kr,-145 000 kr (-8 %),Lägenhet,Bostadsrätt,3 rum,81 m²,N/A,Ja,N/A,1953,8 400 kr/år,N/A,"1 av 3, hiss finns ej","Lägenhet - Haninge Västerhaninge, Haninge kommun - Såld 16 november 2023",Stockholm,1 600 000 kr
63 776 kr/m²,3 295 000 kr,-170 000 kr (-5 %),Lägenhet,Bostadsrätt,2 rum,49 m²,N/A,Ja,N/A,2019,N/A,N/A,"17 av 22, hiss finns","Lägenhet - Arenastaden, Solna kommun - Såld 16 november 2023",Stockholm,3 125 000 kr
61 613 kr/m²,3 895 000 kr,-75 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,62 m²,N/A,Ja,N/A,2014,3 500 kr/år,N/A,"2 av 8, hiss finns","Lägenhet - Bällstaån, Sundbybergs kommun - Såld 16 november 2023",Stockholm,3 820 000 kr
63 793 kr/m²,6 495 000 kr,-945 000 kr (-15 %),Lägenhet,Bostadsrätt,"4,5 rum",87 m²,N/A,Ja,N/A,1938,7 584 kr/år,N/A,"1, hiss finns ej","Lägenhet - Traneberg, Stockholms kommun - Såld 16 november 2023",Stockholm,5 550 000 kr
37 313 kr/m²,2 690 000 kr,-190 000 kr (-7 %),Lägenhet,Bostadsrätt,3 rum,67 m²,N/A,Ja,N/A,2009,N/A,N/A,"3 av 7, hiss finns","Lägenhet - Kista, Stockholms kommun - Såld 16 november 2023",Stockholm,2 500 000 kr
70 833 kr/m²,3 495 000 kr,-95 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,48 m²,N/A,Ja,N/A,2022,8 376 kr/år,N/A,"3 av 6, hiss finns","Lägenhet - Centrala Sundbyberg, Sundbybergs kommun - Såld 16 november 2023",Stockholm,3 400 000 kr
88 095 kr/m²,1 995 000 kr,-145 000 kr (-7 %),Lägenhet,Bostadsrätt,"1,5 rum",21 m²,13 m²,N/A,N/A,2019,17 000 kr/år,Ja,N/A,"Lägenhet - Lännersta, Nacka kommun - Såld 16 november 2023",Stockholm,1 850 000 kr
83 582 kr/m²,5 995 000 kr,-395 000 kr (-7 %),Lägenhet,Bostadsrätt,"2,5 rum",67 m²,N/A,N/A,N/A,1966,N/A,N/A,"3 av 8, hiss finns","Lägenhet - Herserud, Lidingö kommun - Såld 16 november 2023",Stockholm,5 600 000 kr
49 383 kr/m²,4 295 000 kr,-295 000 kr (-7 %),Lägenhet,Bostadsrätt,3 rum,81 m²,N/A,Ja,N/A,2012,5 340 kr/år,N/A,"4 av 4, hiss finns","Lägenhet - Centrala Nynäshamn, Nynäshamns kommun - Såld 16 november 2023",Stockholm,4 000 000 kr
23 567 kr/m²,1 895 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,"78,5 m²",N/A,Ja,N/A,1972,1 500 kr/år,N/A,"5 av 7, hiss finns","Lägenhet - Norsborg - Hallunda, Botkyrka kommun - Såld 16 november 2023",Stockholm,1 850 000 kr
90 476 kr/m²,7 995 000 kr,-395 000 kr (-5 %),Lägenhet,Bostadsrätt,4 rum,84 m²,N/A,Ja,N/A,2018,1 056 kr/år,N/A,"4, hiss finns","Lägenhet - Vasastan - Hagastaden, Stockholms kommun - Såld 16 november 2023",Stockholm,7 600 000 kr
82 895 kr/m²,3 200 000 kr,-50 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,38 m²,N/A,N/A,N/A,1938,6 180 kr/år,N/A,"5, hiss finns","Lägenhet - Kristineberg, Stockholms kommun - Såld 16 november 2023",Stockholm,3 150 000 kr
74 242 kr/m²,2 500 000 kr,-50 000 kr (-2 %),Lägenhet,Bostadsrätt,"1,5 rum",33 m²,N/A,N/A,N/A,1996,2 600 kr/år,N/A,"1, hiss finns","Lägenhet - Centrala Sundbyberg, Sundbybergs kommun - Såld 16 november 2023",Stockholm,2 450 000 kr
38 000 kr/m²,1 950 000 kr,-50 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,50 m²,N/A,Ja,N/A,1959,3 000 kr/år,N/A,"3 av 8, hiss finns","Lägenhet - Hagsätra, Stockholms kommun - Såld 16 november 2023",Stockholm,1 900 000 kr
31 746 kr/m²,2 100 000 kr,-100 000 kr (-5 %),Lägenhet,Bostadsrätt,2 rum,63 m²,N/A,Nej,N/A,1972,11 304 kr/år,Ja,"1 av 2, hiss finns ej","Lägenhet - Saltsjöbaden - Ljuskärrsberget, Nacka kommun - Såld 16 november 2023",Stockholm,2 000 000 kr
34 643 kr/m²,2 475 000 kr,-50 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,70 m²,N/A,Ja,N/A,2012,13 036 kr/år,N/A,"3 av 3, hiss finns","Lägenhet - Nynäshamn, Nynäshamns kommun - Såld 16 november 2023",Stockholm,2 425 000 kr
90 362 kr/m²,6 295 000 kr,-60 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,69 m²,N/A,Ja,N/A,2006,8 800 kr/år,N/A,"6 av 6, hiss finns","Lägenhet - Lilla Essingen, Stockholms kommun - Såld 16 november 2023",Stockholm,6 235 000 kr
54 082 kr/m²,2 750 000 kr,-100 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,49 m²,N/A,Ja,N/A,1947,N/A,N/A,"2 av 3, hiss finns ej","Lägenhet - Telefonplan, Stockholms kommun - Såld 16 november 2023",Stockholm,2 650 000 kr
110 294 kr/m²,3 795 000 kr,-45 000 kr (-1 %),Lägenhet,Andel i bostadsförening,2 rum,34 m²,N/A,Ja,N/A,1914,6 600 kr/år,N/A,N/A,"Lägenhet - Vasastan, Stockholms kommun - Såld 16 november 2023",Stockholm,3 750 000 kr
44 737 kr/m²,2 595 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,57 m²,N/A,Ja,N/A,1949,8 472 kr/år,N/A,"1 av 2, hiss finns ej","Lägenhet - Älvsjö - Örby Slott, Stockholms kommun - Såld 16 november 2023",Stockholm,2 550 000 kr
26 230 kr/m²,1 695 000 kr,-95 000 kr (-6 %),Lägenhet,Bostadsrätt,2 rum,61 m²,N/A,Ja,N/A,1971,5 700 kr/år,N/A,"2, hiss finns","Lägenhet - Orminge, Nacka kommun - Såld 16 november 2023",Stockholm,1 600 000 kr
54 000 kr/m²,4 195 000 kr,-145 000 kr (-3 %),Lägenhet,Bostadsrätt,"3,5 rum",75 m²,N/A,Ja,N/A,1988,9 240 kr/år,N/A,N/A,"Lägenhet - Bergshamra, Solna kommun - Såld 16 november 2023",Stockholm,4 050 000 kr
98 718 kr/m²,7 995 000 kr,-295 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,78 m²,N/A,Nej,N/A,1929,9 948 kr/år,N/A,"3, hiss finns","Lägenhet - Kungsholmen - Norr Mälarstrand, Stockholms kommun - Såld 16 november 2023",Stockholm,7 700 000 kr
59 677 kr/m²,3 795 000 kr,-95 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,62 m²,N/A,Ja,N/A,2021,N/A,N/A,"12 av 12, hiss finns","Lägenhet - Älvsjöstaden, Stockholms kommun - Såld 16 november 2023",Stockholm,3 700 000 kr
27 638 kr/m²,1 695 000 kr,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,"59,7 m²",N/A,Ja,N/A,1963,4 200 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Bro/Gamla Bro, Upplands-Bro kommun - Såld 16 november 2023",Stockholm,1 650 000 kr
23 243 kr/m²,2 695 000 kr,-115 000 kr (-4 %),Lägenhet,Bostadsrätt,5 rum,111 m²,N/A,Ja,N/A,1964,4 200 kr/år,Ja,"1 av 3, hiss finns ej","Lägenhet - Edsberg, Sollentuna kommun - Såld 16 november 2023",Stockholm,2 580 000 kr
42 384 kr/m²,3 400 000 kr,-200 000 kr (-6 %),Lägenhet,Bostadsrätt,3 rum,"75,5 m²",N/A,Ja,N/A,N/A,4 536 kr/år,N/A,"1 av 3, hiss finns ej","Lägenhet - Näsbypark, Täby kommun - Såld 16 november 2023",Stockholm,3 200 000 kr
89 167 kr/m²,5 495 000 kr,-145 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,60 m²,N/A,Ja,N/A,1983,10 380 kr/år,N/A,"4 av 6, hiss finns","Lägenhet - Södermalm, Stockholms kommun - Såld 16 november 2023",Stockholm,5 350 000 kr
92 073 kr/m²,7 695 000 kr,-145 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,82 m²,N/A,Ja,N/A,2016,8 892 kr/år,N/A,"6 av 7, hiss finns","Lägenhet - Norra Djurgårdsstaden, Stockholms kommun - Såld 16 november 2023",Stockholm,7 550 000 kr
75 556 kr/m²,6 995 000 kr,-195 000 kr (-3 %),Lägenhet,Andel i bostadsförening,"3,5 rum",90 m²,N/A,Nej,N/A,1912,N/A,N/A,"4 av 4, hiss finns ej","Lägenhet - Råsunda, Solna kommun - Såld 16 november 2023",Stockholm,6 800 000 kr
46 307 kr/m²,4 250 000 kr,-175 000 kr (-4 %),Lägenhet,Bostadsrätt,4 rum,88 m²,N/A,Ja,N/A,1968,N/A,N/A,N/A,"Lägenhet - Huvudsta, Solna kommun - Såld 15 november 2023",Stockholm,4 075 000 kr
47 826 kr/m²,3 395 000 kr,-95 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,69 m²,N/A,Nej,N/A,2014,N/A,N/A,N/A,"Lägenhet - Arenastaden, Solna kommun - Såld 15 november 2023",Stockholm,3 300 000 kr
20 093 kr/m²,2 295 000 kr,-145 000 kr (-6 %),Lägenhet,Bostadsrätt,4 rum,107 m²,N/A,Ja,N/A,1969,4 080 kr/år,N/A,N/A,"Lägenhet - Viksjö, Järfälla kommun - Såld 15 november 2023",Stockholm,2 150 000 kr
45 427 kr/m²,3 795 000 kr,-70 000 kr (-2 %),Lägenhet,Bostadsrätt,"3,5 rum",82 m²,N/A,Ja,N/A,2022,13 200 kr/år,N/A,"7 av 8, hiss finns","Lägenhet - Vega, Haninge kommun - Såld 15 november 2023",Stockholm,3 725 000 kr
59 211 kr/m²,2 295 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,38 m²,N/A,Ja,N/A,1950,N/A,Ja,"4 av 4, hiss finns","Lägenhet - Nockebyhov, Stockholms kommun - Såld 15 november 2023",Stockholm,2 250 000 kr
39 600 kr/m²,2 695 000 kr,-220 000 kr (-8 %),Lägenhet,Bostadsrätt,2 rum,"62,5 m²",N/A,Ja,N/A,1959,3 600 kr/år,N/A,"8 av 16, hiss finns","Lägenhet - Näsbydal, Täby kommun - Såld 15 november 2023",Stockholm,2 475 000 kr
29 299 kr/m²,2 345 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,"78,5 m²",N/A,N/A,N/A,1971-1974,1 560 kr/år,Ja,"0 av 1, hiss finns ej","Lägenhet - Botkyrka-Norsborg, Botkyrka kommun - Såld 15 november 2023",Stockholm,2 300 000 kr
48 660 kr/m²,2 395 000 kr,-35 000 kr (-1 %),Lägenhet,Bostadsrätt,2 rum,"48,5 m²",N/A,Ja,N/A,2014,7 901 kr/år,N/A,"5 av 6, hiss finns","Lägenhet - Gustavsberg Centrum, Värmdö kommun - Såld 15 november 2023",Stockholm,2 360 000 kr
58 723 kr/m²,2 850 000 kr,-90 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,47 m²,N/A,Ja,N/A,1939,5 760 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Inverness-Stocksund, Danderyds kommun - Såld 15 november 2023",Stockholm,2 760 000 kr
35 915 kr/m²,2 095 000 kr,-55 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,"56,8 m²",N/A,Ja,N/A,1954,4 200 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Centrum, Vallentuna kommun - Såld 15 november 2023",Stockholm,2 040 000 kr
38 660 kr/m²,4 250 000 kr,-500 000 kr (-12 %),Lägenhet,Bostadsrätt,4 rum,97 m²,N/A,Ja,N/A,1968,N/A,N/A,N/A,"Lägenhet - Huvudsta, Solna kommun - Såld 15 november 2023",Stockholm,3 750 000 kr
47 755 kr/m²,1 195 000 kr,-25 000 kr (-2 %),Lägenhet,Bostadsrätt,1 rum,"24,5 m²",N/A,Nej,N/A,1956,3 600 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Handen, Haninge kommun - Såld 15 november 2023",Stockholm,1 170 000 kr
23 529 kr/m²,1 795 000 kr,-195 000 kr (-11 %),Lägenhet,Bostadsrätt,3 rum,68 m²,N/A,Ja,N/A,1960,4 200 kr/år,N/A,N/A,"Lägenhet - Runby, Upplands Väsby kommun - Såld 15 november 2023",Stockholm,1 600 000 kr
35 862 kr/m²,2 095 000 kr,-15 000 kr (-1 %),Lägenhet,Bostadsrätt,2 rum,58 m²,N/A,Ja,N/A,1950,N/A,N/A,"3 av 3, hiss finns ej","Lägenhet - Killinge, Lidingö kommun - Såld 15 november 2023",Stockholm,2 080 000 kr
57 018 kr/m²,3 495 000 kr,-245 000 kr (-7 %),Lägenhet,Bostadsrätt,3 rum,57 m²,N/A,Ja,N/A,1938,8 000 kr/år,N/A,"3 av 3, hiss finns ej","Lägenhet - Bromma Traneberg, Stockholms kommun - Såld 15 november 2023",Stockholm,3 250 000 kr
63 277 kr/m²,5 750 000 kr,-150 000 kr (-3 %),Lägenhet,Bostadsrätt,4 rum,"88,5 m²",N/A,Ja,N/A,1955,3 108 kr/år,N/A,N/A,"Lägenhet - Herserud, Lidingö kommun - Såld 15 november 2023",Stockholm,5 600 000 kr
67 885 kr/m²,1 800 000 kr,-35 000 kr (-2 %),Lägenhet,Bostadsrätt,1 rum,26 m²,N/A,Ja,N/A,2023,3 840 kr/år,N/A,"2 av 4, hiss finns","Lägenhet - Skuru, Nacka kommun - Såld 15 november 2023",Stockholm,1 765 000 kr
89 865 kr/m²,6 695 000 kr,-45 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,74 m²,N/A,Ja,N/A,1945,6 000 kr/år,N/A,"3 av 5, hiss finns","Lägenhet - Torsvik, Lidingö kommun - Såld 15 november 2023",Stockholm,6 650 000 kr
30 579 kr/m²,1 895 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,"60,5 m²",N/A,Ja,N/A,1962,N/A,N/A,"8 av 8, hiss finns","Lägenhet - Tyresö, Tyresö kommun - Såld 15 november 2023",Stockholm,1 850 000 kr
51 923 kr/m²,1 395 000 kr,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,1 rum,26 m²,N/A,N/A,N/A,1956,3 540 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Högdalen, Stockholms kommun - Såld 15 november 2023",Stockholm,1 350 000 kr
77 206 kr/m²,11 995 000 kr,-1 495 000 kr (-12 %),Lägenhet,Bostadsrätt,"3,5 rum",136 m²,N/A,N/A,N/A,1907,9 840 kr/år,N/A,"4 av 6, hiss finns","Lägenhet - Vasastan, Stockholms kommun - Såld 15 november 2023",Stockholm,10 500 000 kr
18 354 kr/m²,1 495 000 kr,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,3 rum,79 m²,N/A,Ja,N/A,1971,12 720 kr/år,N/A,"2 av 3, hiss finns ej","Lägenhet - Valsta, Sigtuna kommun - Såld 15 november 2023",Stockholm,1 450 000 kr
