price_per_m2,asking_price,price_evolution,typeProperty,typeOfForm,rooms,size,bisize,balkong,tomtarea,buildArea,cost,uteplats,floor,area,sold_price
N/A,2 850 000 kr,-750 000 kr (-26 %),Vinterbonat fritidshus,Äganderätt,4 rum,72 m²,N/A,N/A,3 026 m²,1979,22 310 kr/år,N/A,N/A,"Vinterbonat fritidshus - Blidö - Bruket, Norrtälje kommun - Såld 08 oktober 2023",Stockholm,2 100 000 kr
N/A,5 495 000 kr,-95 000 kr (-2 %),Fritidshus,Äganderätt,3 rum,50 m²,N/A,N/A,2 570 m²,1922,7 688 kr/år,N/A,N/A,"Fritidshus - Lervik, Österåkers kommun - Såld 06 oktober 2023",Stockholm,5 400 000 kr
N/A,2 995 000 kr,-495 000 kr (-17 %),Vinterbonat fritidshus,Äganderätt,4 rum,100 m²,N/A,N/A,4 559 m²,1968,37 198 kr/år,N/A,N/A,"Vinterbonat fritidshus - Tomta, Norrtälje kommun - Såld 06 oktober 2023",Stockholm,2 500 000 kr
N/A,7 500 000 kr,-1 500 000 kr (-20 %),Fritidshus,Äganderätt,4 rum,71 m²,5 m²,N/A,"1,2 ha",1920,15 000 kr/år,N/A,N/A,"Fritidshus - Vättersö, Österåkers kommun - Såld 05 oktober 2023",Stockholm,6 000 000 kr
N/A,1 850 000 kr,-50 000 kr (-3 %),Fritidshus,Äganderätt,4 rum,69 m²,N/A,N/A,2 002 m²,1966,12 602 kr/år,N/A,N/A,"Fritidshus - Vätö, Norrtälje kommun - Såld 05 oktober 2023",Stockholm,1 800 000 kr
N/A,7 995 000 kr,-795 000 kr (-10 %),Fritidshus,Äganderätt,3 rum,34 m²,N/A,N/A,1 960 m²,1958,9 767 kr/år,N/A,N/A,"Fritidshus - Lervik, Österåkers kommun - Såld 05 oktober 2023",Stockholm,7 200 000 kr
N/A,495 000 kr,-65 000 kr (-13 %),Fritidshus,Annat,4 rum,55 m²,35 m²,N/A,1 500 m²,N/A,4 099 kr/år,N/A,N/A,"Fritidshus - Mörkö, Södertälje kommun - Såld 04 oktober 2023",Stockholm,430 000 kr
N/A,2 200 000 kr,-200 000 kr (-9 %),Fritidshus,Annat,1 rum,25 m²,N/A,N/A,405 m²,1800,16 600 kr/år,N/A,N/A,"Fritidshus - Furusund, Norrtälje kommun - Såld 04 oktober 2023",Stockholm,2 000 000 kr
N/A,4 250 000 kr,-200 000 kr (-5 %),Fritidshus,Äganderätt,4 rum,59 m²,N/A,N/A,2 220 m²,1957,17 661 kr/år,N/A,N/A,"Fritidshus - Skeviksstrand, Värmdö kommun - Såld 04 oktober 2023",Stockholm,4 050 000 kr
N/A,1 995 000 kr,-145 000 kr (-7 %),Fritidshus,Äganderätt,5 rum,73 m²,N/A,N/A,2 373 m²,1971,33 932 kr/år,N/A,N/A,"Fritidshus - Västanvik, Norrtälje kommun - Såld 03 oktober 2023",Stockholm,1 850 000 kr
N/A,1 595 000 kr,-145 000 kr (-9 %),Fritidshus,Äganderätt,2 rum,50 m²,N/A,N/A,2 388 m²,1972,15 550 kr/år,N/A,N/A,"Fritidshus - Roslagsbro, Norrtälje kommun - Såld 29 september 2023",Stockholm,1 450 000 kr
N/A,2 795 000 kr,-72 000 kr (-3 %),Fritidshus,Äganderätt,4 rum,87 m²,N/A,N/A,1 890 m²,1911,9 401 kr/år,N/A,N/A,"Fritidshus - Boda, Österåkers kommun - Såld 27 september 2023",Stockholm,2 723 000 kr
N/A,5 750 000 kr,-550 000 kr (-10 %),Vinterbonat fritidshus,Äganderätt,2 rum,65 m²,N/A,N/A,2 730 m²,1938,27 375 kr/år,N/A,N/A,"Vinterbonat fritidshus - Djurö, Värmdö kommun - Såld 27 september 2023",Stockholm,5 200 000 kr
N/A,1 785 000 kr,-200 000 kr (-11 %),Fritidshus,Äganderätt,3 rum,26 m²,10 m²,N/A,299 m²,1990,22 704 kr/år,N/A,N/A,"Fritidshus - Lövsättra, Vallentuna kommun - Såld 27 september 2023",Stockholm,1 585 000 kr
N/A,895 000 kr,-45 000 kr (-5 %),Fritidshus,Annat,2 rum,57 m²,N/A,N/A,2 000 m²,1953,13 750 kr/år,N/A,N/A,"Fritidshus - Mörkö, Södertälje kommun - Såld 25 september 2023",Stockholm,850 000 kr
N/A,995 000 kr,-45 000 kr (-5 %),Fritidshus,Äganderätt,2 rum,35 m²,N/A,N/A,1 639 m²,1958,10 531 kr/år,N/A,N/A,"Fritidshus - Björhövda, Norrtälje kommun - Såld 25 september 2023",Stockholm,950 000 kr
N/A,1 990 000 kr,-390 000 kr (-20 %),Fritidshus,Äganderätt,3 rum,46 m²,14 m²,N/A,3 541 m²,1963,6 600 kr/år,N/A,N/A,"Fritidshus - Skogsön, Vaxholms kommun - Såld 25 september 2023",Stockholm,1 600 000 kr
N/A,9 950 000 kr,-200 000 kr (-2 %),Vinterbonat fritidshus,Äganderätt,4 rum,125 m²,N/A,N/A,4 809 m²,2006,32 000 kr/år,N/A,N/A,"Vinterbonat fritidshus - Aspön, Värmdö kommun - Såld 24 september 2023",Stockholm,9 750 000 kr
N/A,2 995 000 kr,-795 000 kr (-27 %),Fritidshus,Äganderätt,3 rum,53 m²,N/A,N/A,5 264 m²,1944,N/A,Ja,N/A,"Fritidshus - Nynäshamn, Nynäshamns kommun - Såld 22 september 2023",Stockholm,2 200 000 kr
N/A,2 650 000 kr,-450 000 kr (-17 %),Fritidshus,Äganderätt,5 rum,88 m²,N/A,N/A,3 143 m²,1973,500 kr/år,N/A,N/A,"Fritidshus - Gräskö, Norrtälje kommun - Såld 22 september 2023",Stockholm,2 200 000 kr
